 1 1 2   poles
   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90
   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90
   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90
   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90
   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90
   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90   0.90
   0.90   0.90
   0.83   0.83   0.82   0.82   0.81   0.81   0.81   0.81   0.81   0.82   0.82   0.82
   0.83   0.83   0.84   0.84   0.85   0.85   0.86   0.86   0.87   0.87   0.88   0.88
   0.89   0.89   0.89   0.90   0.90   0.90   0.90   0.91   0.91   0.91   0.91   0.92
   0.92   0.92   0.93   0.93   0.93   0.94   0.94   0.95   0.95   0.95   0.96   0.96
   0.96   0.97   0.97   0.97   0.97   0.97   0.97   0.96   0.96   0.96   0.95   0.94
   0.94   0.93   0.92   0.91   0.90   0.89   0.88   0.87   0.86   0.85   0.85   0.84
   0.83   0.83
   0.77   0.76   0.75   0.75   0.75   0.75   0.75   0.76   0.77   0.78   0.79   0.80
   0.81   0.83   0.84   0.85   0.86   0.87   0.89   0.89   0.90   0.91   0.91   0.92
   0.92   0.92   0.92   0.91   0.91   0.90   0.90   0.89   0.89   0.88   0.88   0.88
   0.88   0.88   0.88   0.89   0.89   0.90   0.91   0.92   0.93   0.94   0.95   0.96
   0.98   0.99   0.99   1.00   1.01   1.01   1.01   1.01   1.01   1.00   0.99   0.98
   0.97   0.96   0.94   0.93   0.91   0.89   0.87   0.85   0.83   0.81   0.80   0.78
   0.77   0.76
   0.77   0.76   0.75   0.75   0.76   0.77   0.78   0.79   0.81   0.83   0.85   0.87
   0.89   0.91   0.93   0.94   0.96   0.97   0.98   0.99   1.00   1.00   1.00   1.00
   1.00   0.99   0.98   0.96   0.95   0.93   0.91   0.89   0.87   0.86   0.84   0.83
   0.82   0.81   0.81   0.82   0.82   0.83   0.85   0.86   0.88   0.90   0.92   0.93
   0.95   0.97   0.99   1.00   1.01   1.02   1.03   1.03   1.03   1.03   1.02   1.01
