 0 0 1   poles
   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11
   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11
   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11
   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11
   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11
   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11   0.11
   0.11   0.11
   0.05   0.05   0.06   0.06   0.06   0.07   0.07   0.08   0.09   0.09   0.10   0.10
   0.11   0.12   0.12   0.13   0.13   0.14   0.14   0.15   0.15   0.16   0.16   0.16
   0.17   0.17   0.17   0.17   0.17   0.17   0.17   0.17   0.17   0.17   0.17   0.17
   0.17   0.16   0.16   0.16   0.16   0.15   0.15   0.15   0.14   0.14   0.13   0.13
   0.12   0.12   0.12   0.11   0.10   0.10   0.09   0.09   0.08   0.08   0.07   0.07
   0.06   0.06   0.06   0.05   0.05   0.05   0.05   0.05   0.04   0.05   0.05   0.05
   0.05   0.05
   0.04   0.05   0.05   0.06   0.07   0.07   0.08   0.09   0.10   0.10   0.11   0.12
   0.12   0.13   0.14   0.14   0.15   0.15   0.16   0.16   0.17   0.17   0.18   0.18
   0.18   0.19   0.19   0.19   0.19   0.19   0.18   0.18   0.18   0.17   0.17   0.16
   0.16   0.15   0.15   0.14   0.14   0.14   0.13   0.13   0.13   0.13   0.13   0.12
   0.12   0.12   0.11   0.11   0.10   0.09   0.09   0.08   0.07   0.07   0.06   0.05
   0.05   0.04   0.04   0.04   0.04   0.03   0.03   0.03   0.03   0.04   0.04   0.04
   0.04   0.05
   0.10   0.11   0.11   0.12   0.12   0.13   0.13   0.13   0.14   0.14   0.14   0.13
   0.13   0.13   0.12   0.12   0.12   0.12   0.12   0.12   0.12   0.13   0.13   0.14
   0.14   0.15   0.15   0.15   0.15   0.15   0.14   0.14   0.13   0.12   0.11   0.10
   0.09   0.08   0.08   0.07   0.06   0.06   0.06   0.06   0.06   0.07   0.07   0.08
   0.08   0.09   0.09   0.09   0.09   0.09   0.09   0.08   0.07   0.07   0.06   0.06
   0.06   0.06   0.07   0.07   0.08   0.08   0.09   0.09   0.09   0.10   0.10   0.10
   0.10   0.11
   0.17   0.17   0.17   0.17   0.18   0.18   0.18   0.17   0.16   0.15   0.14   0.12
   0.11   0.09   0.08   0.06   0.05   0.04   0.04   0.04   0.04   0.05   0.06   0.07
   0.08   0.09   0.10   0.10   0.10   0.10   0.09   0.09   0.08   0.07   0.06   0.04
   0.03   0.02   0.00   0.00  -0.01  -0.01  -0.01  -0.01   0.00   0.00   0.01   0.02
   0.04   0.05   0.07   0.08   0.09   0.10   0.10   0.09   0.09   0.08   0.07   0.07
   0.07   0.08   0.09   0.11   0.13   0.15   0.16   0.17   0.18   0.18   0.18   0.17
   0.17   0.17
   0.19   0.18   0.18   0.18   0.18   0.18   0.18   0.16   0.15   0.13   0.11   0.09
   0.08   0.06   0.05   0.04   0.02   0.01   0.00   0.00   0.00   0.00   0.02   0.03
   0.05   0.06   0.07   0.08   0.08   0.08   0.08   0.07   0.07   0.06   0.05   0.04
   0.03   0.01   0.00  -0.02  -0.03  -0.04  -0.04  -0.04  -0.03  -0.02  -0.01   0.00
   0.02   0.05   0.08   0.11   0.14   0.15   0.15   0.15   0.13   0.11   0.08   0.07
   0.06   0.07   0.09   0.11   0.14   0.17   0.19   0.21   0.22   0.22   0.21   0.20
   0.19   0.18
   0.14   0.14   0.14   0.15   0.15   0.15   0.14   0.12   0.10   0.08   0.07   0.07
   0.08   0.10   0.11   0.12   0.11   0.10   0.08   0.07   0.05   0.05   0.06   0.07
   0.08   0.09   0.10   0.10   0.09   0.08   0.08   0.08   0.08   0.09   0.09   0.08
   0.07   0.05   0.02   0.01   0.00   0.00   0.00   0.00   0.01   0.01   0.02   0.03
   0.05   0.08   0.13   0.17   0.22   0.25   0.25   0.24   0.20   0.16   0.11   0.07
   0.05   0.04   0.05   0.08   0.11   0.14   0.17   0.19   0.19   0.19   0.17   0.16
   0.14   0.14
   0.09   0.09   0.11   0.13   0.14   0.13   0.11   0.08   0.05   0.04   0.06   0.10
   0.15   0.22   0.28   0.32   0.33   0.32   0.29   0.25   0.21   0.18   0.17   0.16
   0.16   0.15   0.14   0.12   0.10   0.07   0.06   0.06   0.07   0.09   0.10   0.10
   0.09   0.07   0.05   0.04   0.04   0.06   0.09   0.11   0.12   0.11   0.10   0.08
   0.08   0.11   0.16   0.22   0.29   0.34   0.35   0.33   0.27   0.20   0.14   0.08
   0.04   0.03   0.03   0.05   0.07   0.10   0.13   0.14   0.14   0.13   0.11   0.10
   0.09   0.09
   0.07   0.09   0.12   0.16   0.18   0.17   0.14   0.10   0.06   0.05   0.09   0.17
   0.28   0.39   0.49   0.56   0.59   0.58   0.54   0.49   0.42   0.36   0.31   0.27
   0.24   0.20   0.17   0.12   0.06   0.02   0.00   0.00   0.01   0.04   0.06   0.07
