        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.00000E+00  0.18867E+03        0.095    0.088    0.100    0.077    0.120    0.000        0.177    0.210    0.192    0.176    0.214    0.000
  0.99997E-02  0.22613E+03        0.085    0.085    0.103    0.079    0.120    0.000        0.151    0.193    0.193    0.178    0.213    0.000
  0.19999E-01  0.26051E+03        0.081    0.085    0.106    0.080    0.119    0.001        0.141    0.187    0.195    0.179    0.211    0.000
  0.29999E-01  0.29177E+03        0.080    0.086    0.108    0.081    0.119    0.001        0.136    0.185    0.196    0.179    0.208    0.000
  0.39999E-01  0.32034E+03        0.080    0.088    0.111    0.082    0.119    0.001        0.132    0.183    0.197    0.179    0.205    0.000
  0.49999E-01  0.34636E+03        0.080    0.090    0.115    0.083    0.118    0.001        0.129    0.183    0.199    0.179    0.202    0.000
  0.59999E-01  0.37030E+03        0.080    0.093    0.118    0.084    0.118    0.002        0.126    0.183    0.200    0.178    0.198    0.000
  0.69999E-01  0.39226E+03        0.080    0.095    0.121    0.084    0.118    0.002        0.124    0.182    0.201    0.176    0.195    0.000
  0.79998E-01  0.41261E+03        0.080    0.098    0.125    0.085    0.117    0.002        0.121    0.182    0.202    0.175    0.192    0.000
  0.89998E-01  0.43138E+03        0.080    0.101    0.129    0.085    0.117    0.002        0.119    0.183    0.203    0.173    0.188    0.000
  0.99998E-01  0.44857E+03        0.081    0.104    0.132    0.085    0.116    0.003        0.117    0.183    0.204    0.171    0.185    0.000
  0.11000E+00  0.46471E+03        0.081    0.107    0.136    0.085    0.115    0.003        0.114    0.183    0.205    0.169    0.181    0.000
  0.12000E+00  0.47974E+03        0.081    0.110    0.140    0.085    0.114    0.003        0.112    0.182    0.206    0.167    0.178    0.000
  0.13000E+00  0.49386E+03        0.081    0.113    0.145    0.085    0.113    0.003        0.110    0.182    0.207    0.164    0.175    0.000
  0.14000E+00  0.50703E+03        0.082    0.116    0.149    0.085    0.112    0.003        0.108    0.182    0.208    0.161    0.171    0.000
  0.15000E+00  0.51949E+03        0.082    0.119    0.153    0.084    0.111    0.004        0.106    0.182    0.209    0.159    0.168    0.000
  0.16000E+00  0.53118E+03        0.082    0.122    0.158    0.084    0.110    0.004        0.105    0.182    0.211    0.156    0.165    0.000
  0.17000E+00  0.54222E+03        0.083    0.125    0.162    0.083    0.108    0.004        0.103    0.181    0.212    0.153    0.162    0.000
  0.18000E+00  0.55274E+03        0.083    0.128    0.166    0.082    0.107    0.004        0.102    0.181    0.213    0.150    0.159    0.000
  0.19000E+00  0.56267E+03        0.083    0.131    0.171    0.081    0.105    0.005        0.101    0.181    0.215    0.148    0.156    0.000
  0.20000E+00  0.57218E+03        0.083    0.134    0.175    0.080    0.104    0.005        0.100    0.180    0.216    0.146    0.153    0.000
  0.21000E+00  0.58093E+03        0.084    0.137    0.179    0.080    0.102    0.005        0.099    0.180    0.218    0.144    0.151    0.000
  0.22000E+00  0.58973E+03        0.084    0.139    0.184    0.079    0.101    0.005        0.098    0.179    0.219    0.143    0.148    0.000
  0.23000E+00  0.59817E+03        0.084    0.142    0.188    0.079    0.099    0.005        0.098    0.179    0.221    0.142    0.146    0.000
  0.24000E+00  0.60631E+03        0.085    0.144    0.192    0.078    0.097    0.005        0.098    0.179    0.223    0.141    0.144    0.000
  0.25000E+00  0.61418E+03        0.085    0.146    0.195    0.078    0.095    0.006        0.097    0.179    0.225    0.141    0.142    0.000
  0.26000E+00  0.62184E+03        0.086    0.148    0.199    0.078    0.094    0.006        0.097    0.179    0.226    0.141    0.141    0.000
  0.26999E+00  0.62923E+03        0.086    0.150    0.202    0.077    0.092    0.006        0.097    0.179    0.228    0.141    0.139    0.000
  0.27999E+00  0.63640E+03        0.086    0.152    0.206    0.077    0.090    0.006        0.098    0.179    0.230    0.141    0.138    0.000
  0.28999E+00  0.64338E+03        0.087    0.154    0.209    0.077    0.089    0.006        0.098    0.179    0.232    0.142    0.137    0.000
  0.29999E+00  0.65017E+03        0.087    0.156    0.211    0.077    0.087    0.007        0.099    0.180    0.233    0.143    0.136    0.000
