        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.00000E+00  0.60964E+02        0.205    0.213    0.288    0.236    0.068    0.007        0.447    0.191    0.373    0.292    0.132    0.000
  0.97268E-02  0.22287E+03        0.226    0.419    0.484    0.663    0.176    0.006        0.064    0.066    0.096    0.123    0.043    0.000
  0.19618E-01  0.26763E+03        0.244    0.434    0.478    0.692    0.191    0.006        0.048    0.050    0.068    0.093    0.034    0.000
  0.29515E-01  0.29940E+03        0.258    0.440    0.484    0.697    0.195    0.006        0.051    0.050    0.069    0.093    0.034    0.000
  0.39405E-01  0.32380E+03        0.265    0.444    0.488    0.702    0.198    0.006        0.052    0.050    0.069    0.093    0.035    0.000
  0.49288E-01  0.34237E+03        0.270    0.444    0.491    0.707    0.201    0.006        0.052    0.049    0.068    0.093    0.035    0.000
  0.59167E-01  0.35638E+03        0.273    0.443    0.492    0.710    0.205    0.006        0.052    0.049    0.067    0.093    0.035    0.000
  0.69042E-01  0.36741E+03        0.275    0.441    0.491    0.712    0.208    0.006        0.052    0.048    0.066    0.092    0.035    0.000
  0.78914E-01  0.37589E+03        0.276    0.438    0.491    0.715    0.212    0.007        0.051    0.046    0.064    0.091    0.035    0.000
  0.88785E-01  0.38272E+03        0.276    0.435    0.489    0.716    0.216    0.007        0.050    0.045    0.062    0.090    0.036    0.000
  0.98654E-01  0.38793E+03        0.276    0.432    0.487    0.717    0.220    0.007        0.049    0.044    0.061    0.089    0.036    0.000
  0.10852E+00  0.39203E+03        0.276    0.429    0.484    0.717    0.223    0.007        0.048    0.043    0.060    0.088    0.036    0.000
  0.11839E+00  0.39543E+03        0.275    0.426    0.482    0.717    0.227    0.007        0.047    0.042    0.058    0.087    0.036    0.000
  0.12826E+00  0.39783E+03        0.275    0.423    0.479    0.717    0.230    0.007        0.046    0.041    0.057    0.086    0.037    0.000
  0.13812E+00  0.39992E+03        0.274    0.419    0.475    0.715    0.232    0.007        0.046    0.040    0.056    0.086    0.037    0.000
  0.14799E+00  0.40116E+03        0.273    0.417    0.473    0.714    0.234    0.007        0.045    0.040    0.055    0.085    0.037    0.000
  0.15785E+00  0.40223E+03        0.272    0.413    0.470    0.712    0.235    0.007        0.045    0.039    0.054    0.084    0.038    0.000
  0.16772E+00  0.40299E+03        0.271    0.410    0.467    0.710    0.235    0.007        0.044    0.038    0.054    0.084    0.038    0.000
  0.17758E+00  0.40328E+03        0.270    0.406    0.463    0.706    0.236    0.007        0.044    0.037    0.053    0.083    0.038    0.000
  0.18744E+00  0.40043E+03        0.271    0.399    0.466    0.664    0.217    0.007        0.060    0.049    0.072    0.107    0.049    0.000
  0.19729E+00  0.40120E+03        0.269    0.397    0.463    0.660    0.218    0.008        0.060    0.048    0.071    0.106    0.050    0.000
  0.20714E+00  0.39430E+03        0.271    0.390    0.470    0.592    0.186    0.008        0.094    0.070    0.109    0.145    0.067    0.000
  0.21697E+00  0.40003E+03        0.267    0.390    0.459    0.632    0.211    0.008        0.068    0.052    0.080    0.116    0.056    0.000
  0.22682E+00  0.38325E+03        0.267    0.385    0.474    0.497    0.145    0.008        0.142    0.096    0.163    0.179    0.083    0.000
  0.23661E+00  0.39947E+03        0.264    0.384    0.455    0.607    0.202    0.008        0.074    0.056    0.087    0.124    0.061    0.000
  0.24646E+00  0.37380E+03        0.259    0.380    0.472    0.429    0.117    0.008        0.179    0.115    0.204    0.195    0.091    0.000
  0.25625E+00  0.39525E+03        0.260    0.378    0.455    0.547    0.174    0.008        0.098    0.071    0.114    0.149    0.073    0.000
  0.26608E+00  0.37102E+03        0.251    0.374    0.465    0.398    0.107    0.008        0.189    0.120    0.217    0.197    0.093    0.000
  0.27588E+00  0.38495E+03        0.254    0.374    0.457    0.458    0.135    0.009        0.139    0.095    0.161    0.176    0.086    0.000
  0.28570E+00  0.37198E+03        0.246    0.369    0.457    0.381    0.103    0.009        0.188    0.120    0.217    0.195    0.094    0.000
  0.29551E+00  0.37557E+03        0.245    0.368    0.453    0.389    0.107    0.009        0.175    0.114    0.203    0.191    0.092    0.000
