
*******   STEP   1      *** AFFINE CALCULATION                 
   13   0.117E-03   0.907E-04   0.948E-03

*******   STEP   2      *** AFFINE CALCULATION                 
   11   0.882E-04   0.648E-04   0.643E-03

*******   STEP   3      *** AFFINE CALCULATION                 
    7   0.410E-03   0.311E-03   0.876E-03

*******   STEP   4      *** AFFINE CALCULATION                 
    7   0.402E-03   0.307E-03   0.868E-03

*******   STEP   5      *** AFFINE CALCULATION                 
    7   0.361E-03   0.276E-03   0.772E-03

*******   STEP   6      *** AFFINE CALCULATION                 
    6   0.638E-03   0.470E-03   0.846E-03

*******   STEP   7      *** AFFINE CALCULATION                 
    6   0.520E-03   0.377E-03   0.724E-03

*******   STEP   8      *** AFFINE CALCULATION                 
    6   0.375E-03   0.269E-03   0.328E-03

*******   STEP   9      *** AFFINE CALCULATION                 
    6   0.267E-03   0.168E-03   0.310E-03

*******   STEP  10      *** AFFINE CALCULATION                 
    6   0.244E-03   0.126E-03   0.764E-03

*******   STEP  11      *** AFFINE CALCULATION                 
    6   0.213E-03   0.110E-03   0.528E-03

*******   STEP  12      *** AFFINE CALCULATION                 
    6   0.230E-03   0.151E-03   0.352E-03

*******   STEP  13      *** AFFINE CALCULATION                 
    6   0.273E-03   0.205E-03   0.279E-03

*******   STEP  14      *** AFFINE CALCULATION                 
   10   0.745E-04   0.544E-04   0.558E-03

*******   STEP  15      *** AFFINE CALCULATION                 
   10   0.102E-03   0.747E-04   0.765E-03

*******   STEP  16      *** AFFINE CALCULATION                 
   11   0.931E-04   0.312E-04   0.306E-03

*******   STEP  17      *** AFFINE CALCULATION                 
   11   0.922E-04   0.335E-04   0.326E-03

*******   STEP  18      *** AFFINE CALCULATION                 
   10   0.113E-03   0.946E-04   0.976E-03

*******   STEP  19      *** AFFINE CALCULATION                 
   10   0.991E-04   0.801E-04   0.801E-03

*******   STEP  20      *** AFFINE CALCULATION                 
   10   0.956E-04   0.780E-04   0.758E-03

*******   STEP  21      *** AFFINE CALCULATION                 
   10   0.780E-04   0.494E-04   0.294E-03

*******   STEP  22      *** AFFINE CALCULATION                 
   10   0.950E-04   0.557E-04   0.169E-03

*******   STEP  23      *** AFFINE CALCULATION                 
    9   0.124E-03   0.104E-03   0.689E-03

*******   STEP  24      *** AFFINE CALCULATION                 
