text_01.dat                                                                     
poles     0  0  1
       phi     theta      int
   172.500    12.308     0.000
   177.500    12.308     0.000
   182.500    12.308     0.000
  -182.500    16.966     0.000
  -177.500    16.966     0.000
  -172.500    16.966     0.000
  -167.500    16.966     0.000
  -162.500    16.966     0.000
  -157.500    16.966     0.009
  -152.500    16.966     0.037
  -147.500    16.966     0.150
  -142.500    16.966     0.115
  -137.500    16.966     0.055
  -132.500    16.966     0.055
  -127.500    16.966     0.115
  -122.500    16.966     0.150
  -117.500    16.966     0.037
  -112.500    16.966     0.009
  -107.500    16.966     0.000
  -102.500    16.966     0.000
   -97.500    16.966     0.000
   -92.500    16.966     0.000
   -87.500    16.966     0.000
   -82.500    16.966     0.000
   -77.500    16.966     0.000
   -72.500    16.966     0.000
   -67.500    16.966     0.009
   -62.500    16.966     0.037
   -57.500    16.966     0.150
   -52.500    16.966     0.115
   -47.500    16.966     0.055
   -42.500    16.966     0.055
   -37.500    16.966     0.115
   -32.500    16.966     0.150
   -27.500    16.966     0.037
   -22.500    16.966     0.009
   -17.500    16.966     0.000
   -12.500    16.966     0.000
    -7.500    16.966     0.000
    -2.500    16.966     0.000
     2.500    16.966     0.000
     7.500    16.966     0.000
    12.500    16.966     0.000
    17.500    16.966     0.000
    22.500    16.966     0.009
    27.500    16.966     0.037
    32.500    16.966     0.150
    37.500    16.966     0.115
    42.500    16.966     0.055
    47.500    16.966     0.055
    52.500    16.966     0.115
    57.500    16.966     0.150
    62.500    16.966     0.037
    67.500    16.966     0.009
    72.500    16.966     0.000
    77.500    16.966     0.000
    82.500    16.966     0.000
    87.500    16.966     0.000
    92.500    16.966     0.000
    97.500    16.966     0.000
   102.500    16.966     0.000
   107.500    16.966     0.000
   112.500    16.966     0.009
   117.500    16.966     0.037
   122.500    16.966     0.150
   127.500    16.966     0.115
   132.500    16.966     0.055
   137.500    16.966     0.055
   142.500    16.966     0.115
   147.500    16.966     0.150
   152.500    16.966     0.037
   157.500    16.966     0.009
   162.500    16.966     0.000
   167.500    16.966     0.000
   172.500    16.966     0.000
   177.500    16.966     0.000
   182.500    16.966     0.000
  -182.500    21.651     0.012
  -177.500    21.651     0.012
  -172.500    21.651     0.033
  -167.500    21.651     0.019
  -162.500    21.651     0.085
  -157.500    21.651     0.107
  -152.500    21.651     0.325
  -147.500    21.651     0.403
  -142.500    21.651     0.435
  -137.500    21.651     0.250
  -132.500    21.651     0.250
  -127.500    21.651     0.435
  -122.500    21.651     0.403
  -117.500    21.651     0.325
  -112.500    21.651     0.107
  -107.500    21.651     0.085
  -102.500    21.651     0.019
   -97.500    21.651     0.033
   -92.500    21.651     0.012
   -87.500    21.651     0.012
   -82.500    21.651     0.033
   -77.500    21.651     0.019
   -72.500    21.651     0.085
   -67.500    21.651     0.107
   -62.500    21.651     0.325
   -57.500    21.651     0.403
   -52.500    21.651     0.435
   -47.500    21.651     0.250
   -42.500    21.651     0.250
   -37.500    21.651     0.435
   -32.500    21.651     0.403
   -27.500    21.651     0.325
   -22.500    21.651     0.107
   -17.500    21.651     0.085
   -12.500    21.651     0.019
    -7.500    21.651     0.033
    -2.500    21.651     0.012
     2.500    21.651     0.012
     7.500    21.651     0.033
    12.500    21.651     0.019
    17.500    21.651     0.085
    22.500    21.651     0.107
    27.500    21.651     0.325
    32.500    21.651     0.403
    37.500    21.651     0.435
    42.500    21.651     0.250
    47.500    21.651     0.250
    52.500    21.651     0.435
    57.500    21.651     0.403
    62.500    21.651     0.325
    67.500    21.651     0.107
    72.500    21.651     0.085
    77.500    21.651     0.019
    82.500    21.651     0.033
    87.500    21.651     0.012
    92.500    21.651     0.012
    97.500    21.651     0.033
   102.500    21.651     0.019
   107.500    21.651     0.085
   112.500    21.651     0.107
   117.500    21.651     0.325
   122.500    21.651     0.403
   127.500    21.651     0.435
   132.500    21.651     0.250
   137.500    21.651     0.250
   142.500    21.651     0.435
   147.500    21.651     0.403
   152.500    21.651     0.325
   157.500    21.651     0.107
   162.500    21.651     0.085
   167.500    21.651     0.019
   172.500    21.651     0.033
   177.500    21.651     0.012
   182.500    21.651     0.012
  -182.500    26.348     0.220
  -177.500    26.348     0.220
  -172.500    26.348     0.542
  -167.500    26.348     0.138
  -162.500    26.348     0.033
  -157.500    26.348     0.021
  -152.500    26.348     0.005
  -147.500    26.348     0.003
  -142.500    26.348     0.000
  -137.500    26.348     0.000
  -132.500    26.348     0.000
  -127.500    26.348     0.000
  -122.500    26.348     0.003
  -117.500    26.348     0.005
  -112.500    26.348     0.021
  -107.500    26.348     0.033
  -102.500    26.348     0.138
   -97.500    26.348     0.542
   -92.500    26.348     0.220
   -87.500    26.348     0.220
   -82.500    26.348     0.542
   -77.500    26.348     0.138
   -72.500    26.348     0.033
   -67.500    26.348     0.021
   -62.500    26.348     0.005
   -57.500    26.348     0.003
   -52.500    26.348     0.000
   -47.500    26.348     0.000
   -42.500    26.348     0.000
   -37.500    26.348     0.000
   -32.500    26.348     0.003
   -27.500    26.348     0.005
   -22.500    26.348     0.021
   -17.500    26.348     0.033
   -12.500    26.348     0.138
    -7.500    26.348     0.542
    -2.500    26.348     0.220
     2.500    26.348     0.220
     7.500    26.348     0.542
    12.500    26.348     0.138
    17.500    26.348     0.033
    22.500    26.348     0.021
    27.500    26.348     0.005
    32.500    26.348     0.003
    37.500    26.348     0.000
    42.500    26.348     0.000
    47.500    26.348     0.000
    52.500    26.348     0.000
    57.500    26.348     0.003
    62.500    26.348     0.005
    67.500    26.348     0.021
    72.500    26.348     0.033
    77.500    26.348     0.138
    82.500    26.348     0.542
    87.500    26.348     0.220
    92.500    26.348     0.220
    97.500    26.348     0.542
   102.500    26.348     0.138
   107.500    26.348     0.033
   112.500    26.348     0.021
   117.500    26.348     0.005
   122.500    26.348     0.003
   127.500    26.348     0.000
   132.500    26.348     0.000
   137.500    26.348     0.000
   142.500    26.348     0.000
   147.500    26.348     0.003
   152.500    26.348     0.005
   157.500    26.348     0.021
   162.500    26.348     0.033
   167.500    26.348     0.138
   172.500    26.348     0.542
   177.500    26.348     0.220
   182.500    26.348     0.220
  -182.500    31.053     2.228
  -177.500    31.053     2.197
  -172.500    31.053     0.956
  -167.500    31.053     0.086
  -162.500    31.053     0.000
  -157.500    31.053     0.000
  -152.500    31.053     0.000
  -147.500    31.053     0.000
  -142.500    31.053     0.000
  -137.500    31.053     0.000
  -132.500    31.053     0.000
  -127.500    31.053     0.000
  -122.500    31.053     0.000
  -117.500    31.053     0.000
  -112.500    31.053     0.000
  -107.500    31.053     0.000
  -102.500    31.053     0.086
   -97.500    31.053     0.956
   -92.500    31.053     2.197
   -87.500    31.053     2.228
   -82.500    31.053     0.956
   -77.500    31.053     0.086
   -72.500    31.053     0.000
   -67.500    31.053     0.000
   -62.500    31.053     0.000
   -57.500    31.053     0.000
   -52.500    31.053     0.000
   -47.500    31.053     0.000
   -42.500    31.053     0.000
   -37.500    31.053     0.000
   -32.500    31.053     0.000
   -27.500    31.053     0.000
   -22.500    31.053     0.000
   -17.500    31.053     0.000
   -12.500    31.053     0.086
    -7.500    31.053     0.956
    -2.500    31.053     2.197
     2.500    31.053     2.228
     7.500    31.053     0.956
    12.500    31.053     0.086
    17.500    31.053     0.000
    22.500    31.053     0.000
    27.500    31.053     0.000
    32.500    31.053     0.000
    37.500    31.053     0.000
    42.500    31.053     0.000
    47.500    31.053     0.000
    52.500    31.053     0.000
    57.500    31.053     0.000
    62.500    31.053     0.000
    67.500    31.053     0.000
    72.500    31.053     0.000
    77.500    31.053     0.086
    82.500    31.053     0.956
    87.500    31.053     2.197
    92.500    31.053     2.228
    97.500    31.053     0.956
   102.500    31.053     0.086
   107.500    31.053     0.000
   112.500    31.053     0.000
   117.500    31.053     0.000
   122.500    31.053     0.000
   127.500    31.053     0.000
   132.500    31.053     0.000
   137.500    31.053     0.000
   142.500    31.053     0.000
   147.500    31.053     0.000
   152.500    31.053     0.000
   157.500    31.053     0.000
   162.500    31.053     0.000
   167.500    31.053     0.086
   172.500    31.053     0.956
   177.500    31.053     2.228
   182.500    31.053     2.197
  -182.500    35.762     7.233
  -177.500    35.762     7.233
  -172.500    35.762     0.415
  -167.500    35.762     0.001
  -162.500    35.762     0.000
  -157.500    35.762     0.000
  -152.500    35.762     0.000
  -147.500    35.762     0.000
  -142.500    35.762     0.000
  -137.500    35.762     0.000
  -132.500    35.762     0.000
  -127.500    35.762     0.000
  -122.500    35.762     0.000
  -117.500    35.762     0.000
  -112.500    35.762     0.000
  -107.500    35.762     0.000
  -102.500    35.762     0.001
   -97.500    35.762     0.415
   -92.500    35.762     7.233
   -87.500    35.762     7.233
   -82.500    35.762     0.415
   -77.500    35.762     0.001
   -72.500    35.762     0.000
   -67.500    35.762     0.000
   -62.500    35.762     0.000
   -57.500    35.762     0.000
   -52.500    35.762     0.000
   -47.500    35.762     0.000
   -42.500    35.762     0.000
   -37.500    35.762     0.000
   -32.500    35.762     0.000
   -27.500    35.762     0.000
   -22.500    35.762     0.000
   -17.500    35.762     0.000
   -12.500    35.762     0.001
    -7.500    35.762     0.415
    -2.500    35.762     7.233
     2.500    35.762     7.233
     7.500    35.762     0.415
    12.500    35.762     0.001
    17.500    35.762     0.000
    22.500    35.762     0.000
    27.500    35.762     0.000
    32.500    35.762     0.000
    37.500    35.762     0.000
    42.500    35.762     0.000
    47.500    35.762     0.000
    52.500    35.762     0.000
    57.500    35.762     0.000
    62.500    35.762     0.000
    67.500    35.762     0.000
    72.500    35.762     0.000
    77.500    35.762     0.001
    82.500    35.762     0.415
    87.500    35.762     7.233
    92.500    35.762     7.233
    97.500    35.762     0.415
   102.500    35.762     0.001
   107.500    35.762     0.000
   112.500    35.762     0.000
   117.500    35.762     0.000
   122.500    35.762     0.000
   127.500    35.762     0.000
   132.500    35.762     0.000
   137.500    35.762     0.000
   142.500    35.762     0.000
   147.500    35.762     0.000
   152.500    35.762     0.000
   157.500    35.762     0.000
   162.500    35.762     0.000
   167.500    35.762     0.001
   172.500    35.762     0.415
   177.500    35.762     7.233
   182.500    35.762     7.233
  -182.500    40.474    19.147
  -177.500    40.474    19.127
  -172.500    40.474     0.088
  -167.500    40.474     0.000
  -162.500    40.474     0.000
  -157.500    40.474     0.000
  -152.500    40.474     0.000
  -147.500    40.474     0.000
  -142.500    40.474     0.000
  -137.500    40.474     0.000
  -132.500    40.474     0.000
  -127.500    40.474     0.000
  -122.500    40.474     0.000
  -117.500    40.474     0.000
  -112.500    40.474     0.000
  -107.500    40.474     0.000
  -102.500    40.474     0.000
   -97.500    40.474     0.088
   -92.500    40.474    19.120
   -87.500    40.474    19.154
   -82.500    40.474     0.088
   -77.500    40.474     0.000
   -72.500    40.474     0.000
   -67.500    40.474     0.000
   -62.500    40.474     0.000
   -57.500    40.474     0.000
   -52.500    40.474     0.000
   -47.500    40.474     0.000
   -42.500    40.474     0.000
   -37.500    40.474     0.000
   -32.500    40.474     0.000
   -27.500    40.474     0.000
   -22.500    40.474     0.000
   -17.500    40.474     0.000
   -12.500    40.474     0.000
    -7.500    40.474     0.088
    -2.500    40.474    19.125
     2.500    40.474    19.149
     7.500    40.474     0.088
    12.500    40.474     0.000
    17.500    40.474     0.000
    22.500    40.474     0.000
    27.500    40.474     0.000
    32.500    40.474     0.000
    37.500    40.474     0.000
    42.500    40.474     0.000
    47.500    40.474     0.000
    52.500    40.474     0.000
    57.500    40.474     0.000
    62.500    40.474     0.000
    67.500    40.474     0.000
    72.500    40.474     0.000
    77.500    40.474     0.000
    82.500    40.474     0.088
    87.500    40.474    19.125
    92.500    40.474    19.149
    97.500    40.474     0.088
   102.500    40.474     0.000
   107.500    40.474     0.000
   112.500    40.474     0.000
   117.500    40.474     0.000
   122.500    40.474     0.000
   127.500    40.474     0.000
   132.500    40.474     0.000
   137.500    40.474     0.000
   142.500    40.474     0.000
   147.500    40.474     0.000
   152.500    40.474     0.000
   157.500    40.474     0.000
   162.500    40.474     0.000
   167.500    40.474     0.000
   172.500    40.474     0.088
   177.500    40.474    19.147
   182.500    40.474    19.127
  -182.500    45.187    48.132
  -177.500    45.187    48.215
  -172.500    45.187     0.048
  -167.500    45.187     0.000
  -162.500    45.187     0.000
  -157.500    45.187     0.000
  -152.500    45.187     0.000
  -147.500    45.187     0.000
  -142.500    45.187     0.000
  -137.500    45.187     0.000
  -132.500    45.187     0.000
  -127.500    45.187     0.000
  -122.500    45.187     0.000
  -117.500    45.187     0.000
  -112.500    45.187     0.000
  -107.500    45.187     0.000
  -102.500    45.187     0.000
   -97.500    45.187     0.048
   -92.500    45.187    48.107
   -87.500    45.187    48.239
   -82.500    45.187     0.048
   -77.500    45.187     0.000
   -72.500    45.187     0.000
   -67.500    45.187     0.000
   -62.500    45.187     0.000
   -57.500    45.187     0.000
   -52.500    45.187     0.000
   -47.500    45.187     0.000
   -42.500    45.187     0.000
   -37.500    45.187     0.000
   -32.500    45.187     0.000
   -27.500    45.187     0.000
   -22.500    45.187     0.000
   -17.500    45.187     0.000
   -12.500    45.187     0.000
    -7.500    45.187     0.048
    -2.500    45.187    48.194
     2.500    45.187    48.152
     7.500    45.187     0.048
    12.500    45.187     0.000
    17.500    45.187     0.000
    22.500    45.187     0.000
    27.500    45.187     0.000
    32.500    45.187     0.000
    37.500    45.187     0.000
    42.500    45.187     0.000
    47.500    45.187     0.000
    52.500    45.187     0.000
    57.500    45.187     0.000
    62.500    45.187     0.000
    67.500    45.187     0.000
    72.500    45.187     0.000
    77.500    45.187     0.000
    82.500    45.187     0.048
    87.500    45.187    48.110
    92.500    45.187    48.236
    97.500    45.187     0.048
   102.500    45.187     0.000
   107.500    45.187     0.000
   112.500    45.187     0.000
   117.500    45.187     0.000
   122.500    45.187     0.000
   127.500    45.187     0.000
   132.500    45.187     0.000
   137.500    45.187     0.000
   142.500    45.187     0.000
   147.500    45.187     0.000
   152.500    45.187     0.000
   157.500    45.187     0.000
   162.500    45.187     0.000
   167.500    45.187     0.000
   172.500    45.187     0.048
   177.500    45.187    48.132
   182.500    45.187    48.215
  -182.500    49.902    15.009
  -177.500    49.902    15.029
  -172.500    49.902     0.012
  -167.500    49.902     0.000
  -162.500    49.902     0.000
  -157.500    49.902     0.000
  -152.500    49.902     0.000
  -147.500    49.902     0.000
  -142.500    49.902     0.000
  -137.500    49.902     0.000
  -132.500    49.902     0.000
  -127.500    49.902     0.000
  -122.500    49.902     0.000
  -117.500    49.902     0.000
  -112.500    49.902     0.000
  -107.500    49.902     0.000
  -102.500    49.902     0.000
   -97.500    49.902     0.012
   -92.500    49.902    15.029
   -87.500    49.902    15.009
   -82.500    49.902     0.012
   -77.500    49.902     0.000
   -72.500    49.902     0.000
   -67.500    49.902     0.000
   -62.500    49.902     0.000
   -57.500    49.902     0.000
   -52.500    49.902     0.000
   -47.500    49.902     0.000
   -42.500    49.902     0.000
   -37.500    49.902     0.000
   -32.500    49.902     0.000
   -27.500    49.902     0.000
   -22.500    49.902     0.000
   -17.500    49.902     0.000
   -12.500    49.902     0.000
    -7.500    49.902     0.012
    -2.500    49.902    15.029
     2.500    49.902    15.009
     7.500    49.902     0.012
    12.500    49.902     0.000
    17.500    49.902     0.000
    22.500    49.902     0.000
    27.500    49.902     0.000
    32.500    49.902     0.000
    37.500    49.902     0.000
    42.500    49.902     0.000
    47.500    49.902     0.000
    52.500    49.902     0.000
    57.500    49.902     0.000
    62.500    49.902     0.000
    67.500    49.902     0.000
    72.500    49.902     0.000
    77.500    49.902     0.000
    82.500    49.902     0.012
    87.500    49.902    15.029
    92.500    49.902    15.009
    97.500    49.902     0.012
   102.500    49.902     0.000
   107.500    49.902     0.000
   112.500    49.902     0.000
   117.500    49.902     0.000
   122.500    49.902     0.000
   127.500    49.902     0.000
   132.500    49.902     0.000
   137.500    49.902     0.000
   142.500    49.902     0.000
   147.500    49.902     0.000
   152.500    49.902     0.000
   157.500    49.902     0.000
   162.500    49.902     0.000
   167.500    49.902     0.000
   172.500    49.902     0.012
   177.500    49.902    15.009
   182.500    49.902    15.029
  -182.500    54.618     5.222
  -177.500    54.618     5.224
  -172.500    54.618     0.042
  -167.500    54.618     0.000
  -162.500    54.618     0.000
  -157.500    54.618     0.000
  -152.500    54.618     0.000
  -147.500    54.618     0.000
  -142.500    54.618     0.000
  -137.500    54.618     0.000
  -132.500    54.618     0.000
  -127.500    54.618     0.000
  -122.500    54.618     0.000
  -117.500    54.618     0.000
  -112.500    54.618     0.000
  -107.500    54.618     0.000
  -102.500    54.618     0.000
   -97.500    54.618     0.042
   -92.500    54.618     5.224
   -87.500    54.618     5.222
   -82.500    54.618     0.042
   -77.500    54.618     0.000
   -72.500    54.618     0.000
   -67.500    54.618     0.000
   -62.500    54.618     0.000
   -57.500    54.618     0.000
   -52.500    54.618     0.000
   -47.500    54.618     0.000
   -42.500    54.618     0.000
   -37.500    54.618     0.000
   -32.500    54.618     0.000
   -27.500    54.618     0.000
   -22.500    54.618     0.000
   -17.500    54.618     0.000
   -12.500    54.618     0.000
    -7.500    54.618     0.042
    -2.500    54.618     5.224
     2.500    54.618     5.222
     7.500    54.618     0.042
    12.500    54.618     0.000
    17.500    54.618     0.000
    22.500    54.618     0.000
    27.500    54.618     0.000
    32.500    54.618     0.000
    37.500    54.618     0.000
    42.500    54.618     0.000
    47.500    54.618     0.000
    52.500    54.618     0.000
    57.500    54.618     0.000
    62.500    54.618     0.000
    67.500    54.618     0.000
    72.500    54.618     0.000
    77.500    54.618     0.000
    82.500    54.618     0.042
    87.500    54.618     5.224
    92.500    54.618     5.222
    97.500    54.618     0.042
   102.500    54.618     0.000
   107.500    54.618     0.000
   112.500    54.618     0.000
   117.500    54.618     0.000
   122.500    54.618     0.000
   127.500    54.618     0.000
   132.500    54.618     0.000
   137.500    54.618     0.000
   142.500    54.618     0.000
   147.500    54.618     0.000
   152.500    54.618     0.000
   157.500    54.618     0.000
   162.500    54.618     0.000
   167.500    54.618     0.000
   172.500    54.618     0.042
   177.500    54.618     5.222
   182.500    54.618     5.224
  -182.500    59.334     1.660
  -177.500    59.334     1.677
  -172.500    59.334     0.125
  -167.500    59.334     0.000
  -162.500    59.334     0.000
  -157.500    59.334     0.000
  -152.500    59.334     0.000
  -147.500    59.334     0.000
  -142.500    59.334     0.000
  -137.500    59.334     0.000
  -132.500    59.334     0.000
  -127.500    59.334     0.000
  -122.500    59.334     0.000
  -117.500    59.334     0.000
  -112.500    59.334     0.000
  -107.500    59.334     0.000
  -102.500    59.334     0.000
   -97.500    59.334     0.125
   -92.500    59.334     1.677
   -87.500    59.334     1.660
   -82.500    59.334     0.125
   -77.500    59.334     0.000
   -72.500    59.334     0.000
   -67.500    59.334     0.000
   -62.500    59.334     0.000
   -57.500    59.334     0.000
   -52.500    59.334     0.000
   -47.500    59.334     0.000
   -42.500    59.334     0.000
   -37.500    59.334     0.000
   -32.500    59.334     0.000
   -27.500    59.334     0.000
   -22.500    59.334     0.000
   -17.500    59.334     0.000
   -12.500    59.334     0.000
    -7.500    59.334     0.125
    -2.500    59.334     1.677
     2.500    59.334     1.660
     7.500    59.334     0.125
    12.500    59.334     0.000
    17.500    59.334     0.000
    22.500    59.334     0.000
    27.500    59.334     0.000
    32.500    59.334     0.000
    37.500    59.334     0.000
    42.500    59.334     0.000
    47.500    59.334     0.000
    52.500    59.334     0.000
    57.500    59.334     0.000
    62.500    59.334     0.000
    67.500    59.334     0.000
    72.500    59.334     0.000
    77.500    59.334     0.000
    82.500    59.334     0.125
    87.500    59.334     1.677
    92.500    59.334     1.660
    97.500    59.334     0.125
   102.500    59.334     0.000
   107.500    59.334     0.000
   112.500    59.334     0.000
   117.500    59.334     0.000
   122.500    59.334     0.000
   127.500    59.334     0.000
   132.500    59.334     0.000
   137.500    59.334     0.000
   142.500    59.334     0.000
   147.500    59.334     0.000
   152.500    59.334     0.000
   157.500    59.334     0.000
   162.500    59.334     0.000
   167.500    59.334     0.000
   172.500    59.334     0.125
   177.500    59.334     1.660
   182.500    59.334     1.677
  -182.500    64.051     0.354
  -177.500    64.051     0.354
  -172.500    64.051     0.081
  -167.500    64.051     0.001
  -162.500    64.051     0.000
  -157.500    64.051     0.000
  -152.500    64.051     0.000
  -147.500    64.051     0.000
  -142.500    64.051     0.000
  -137.500    64.051     0.000
  -132.500    64.051     0.000
  -127.500    64.051     0.000
  -122.500    64.051     0.000
  -117.500    64.051     0.000
  -112.500    64.051     0.000
  -107.500    64.051     0.000
  -102.500    64.051     0.001
   -97.500    64.051     0.081
   -92.500    64.051     0.354
   -87.500    64.051     0.354
   -82.500    64.051     0.081
   -77.500    64.051     0.001
   -72.500    64.051     0.000
   -67.500    64.051     0.000
   -62.500    64.051     0.000
   -57.500    64.051     0.000
   -52.500    64.051     0.000
   -47.500    64.051     0.000
   -42.500    64.051     0.000
   -37.500    64.051     0.000
   -32.500    64.051     0.000
   -27.500    64.051     0.000
   -22.500    64.051     0.000
   -17.500    64.051     0.000
   -12.500    64.051     0.001
    -7.500    64.051     0.081
    -2.500    64.051     0.354
     2.500    64.051     0.354
     7.500    64.051     0.081
    12.500    64.051     0.001
    17.500    64.051     0.000
    22.500    64.051     0.000
    27.500    64.051     0.000
    32.500    64.051     0.000
    37.500    64.051     0.000
    42.500    64.051     0.000
    47.500    64.051     0.000
    52.500    64.051     0.000
    57.500    64.051     0.000
    62.500    64.051     0.000
    67.500    64.051     0.000
    72.500    64.051     0.000
    77.500    64.051     0.001
    82.500    64.051     0.081
    87.500    64.051     0.354
    92.500    64.051     0.354
    97.500    64.051     0.081
   102.500    64.051     0.001
   107.500    64.051     0.000
   112.500    64.051     0.000
   117.500    64.051     0.000
   122.500    64.051     0.000
   127.500    64.051     0.000
   132.500    64.051     0.000
   137.500    64.051     0.000
   142.500    64.051     0.000
   147.500    64.051     0.000
   152.500    64.051     0.000
   157.500    64.051     0.000
   162.500    64.051     0.000
