          Evm          Svm          E11          E22          E33          E23          E13          E12             SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP      TIME    TAYLAV      WORKAV      WRATE1      WRATE2 
  0.00000E+00  0.25102E+01     0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.14447E+01  0.85845E-02 -0.14533E+01  0.13005E-01  0.30384E-02 -0.24228E-01      298. 0.000E+00     2.048  0.5001E-01  0.2896E+01  0.2501E+01
  0.23089E-01  0.25075E+01     0.20000E-01  0.00000E+00 -0.20000E-01  0.00000E+00  0.00000E+00  0.00000E+00     0.14415E+01  0.11802E-01 -0.14533E+01  0.15546E-01 -0.35064E-04 -0.21716E-01      298. 0.200E-01     2.047  0.9997E-01  0.2894E+01  0.2498E+01
  0.46179E-01  0.25083E+01     0.40000E-01  0.00000E+00 -0.40000E-01  0.00000E+00  0.00000E+00  0.00000E+00     0.14411E+01  0.13596E-01 -0.14547E+01  0.17978E-01 -0.17727E-02 -0.19740E-01      298. 0.400E-01     2.047  0.1500E+00  0.2895E+01  0.2500E+01
  0.69268E-01  0.25074E+01     0.60000E-01  0.00000E+00 -0.60000E-01  0.00000E+00  0.00000E+00  0.00000E+00     0.14400E+01  0.14802E-01 -0.14548E+01  0.20263E-01 -0.21351E-02 -0.17431E-01      298. 0.600E-01     2.048  0.2000E+00  0.2897E+01  0.2503E+01
  0.92357E-01  0.25109E+01     0.80000E-01  0.00000E+00 -0.80000E-01  0.00000E+00  0.00000E+00  0.00000E+00     0.14416E+01  0.15518E-01 -0.14571E+01  0.22141E-01 -0.12885E-02 -0.15072E-01      298. 0.800E-01     2.049  0.2501E+00  0.2899E+01  0.2506E+01
  0.11545E+00  0.25119E+01     0.10000E+00  0.00000E+00 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.14421E+01  0.15703E-01 -0.14578E+01  0.24185E-01  0.61267E-03 -0.12107E-01      298. 0.100E+00     2.051  0.3004E+00  0.2903E+01  0.2511E+01
  0.13854E+00  0.25162E+01     0.12000E+00  0.00000E+00 -0.12000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.14446E+01  0.15711E-01 -0.14603E+01  0.25860E-01  0.31102E-02 -0.95414E-02      298. 0.120E+00     2.054  0.3507E+00  0.2906E+01  0.2517E+01
  0.16162E+00  0.25211E+01     0.14000E+00  0.00000E+00 -0.14000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.14473E+01  0.15924E-01 -0.14632E+01  0.27137E-01  0.55861E-02 -0.70231E-02      298. 0.140E+00     2.058  0.4012E+00  0.2911E+01  0.2523E+01
  0.18471E+00  0.25264E+01     0.16000E+00  0.00000E+00 -0.16000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.14501E+01  0.16345E-01 -0.14664E+01  0.27777E-01  0.76788E-02 -0.44549E-02      298. 0.160E+00     2.062  0.4518E+00  0.2916E+01  0.2531E+01
  0.20780E+00  0.25320E+01     0.18000E+00  0.00000E+00 -0.18000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.14529E+01  0.17128E-01 -0.14701E+01  0.27770E-01  0.94610E-02 -0.19618E-02      298. 0.180E+00     2.066  0.5026E+00  0.2922E+01  0.2539E+01
