     Evm         C11  C22  C33  C23  C13  C12   C44  C55  C66                                                                   A1  A2  A3
     0.00000     0.2617E+03  0.2623E+03  0.2606E+03  0.1099E+03  0.1105E+03  0.1088E+03  0.7556E+02  0.7623E+02  0.7452E+02     0.1000E-05  0.1000E-05  0.1000E-05
     0.02309     0.2616E+03  0.2623E+03  0.2607E+03  0.1098E+03  0.1105E+03  0.1089E+03  0.7538E+02  0.7625E+02  0.7469E+02     0.1000E-05  0.1000E-05  0.1000E-05
     0.04618     0.2616E+03  0.2624E+03  0.2608E+03  0.1097E+03  0.1105E+03  0.1089E+03  0.7519E+02  0.7619E+02  0.7484E+02     0.1000E-05  0.1000E-05  0.1000E-05
     0.06927     0.2616E+03  0.2625E+03  0.2610E+03  0.1095E+03  0.1104E+03  0.1090E+03  0.7497E+02  0.7611E+02  0.7497E+02     0.1000E-05  0.1000E-05  0.1000E-05
     0.09236     0.2617E+03  0.2626E+03  0.2613E+03  0.1094E+03  0.1103E+03  0.1090E+03  0.7473E+02  0.7599E+02  0.7507E+02     0.1000E-05  0.1000E-05  0.1000E-05
     0.11545     0.2619E+03  0.2628E+03  0.2616E+03  0.1092E+03  0.1102E+03  0.1090E+03  0.7448E+02  0.7584E+02  0.7515E+02     0.1000E-05  0.1000E-05  0.1000E-05
     0.13854     0.2621E+03  0.2630E+03  0.2620E+03  0.1091E+03  0.1100E+03  0.1089E+03  0.7421E+02  0.7567E+02  0.7521E+02     0.1000E-05  0.1000E-05  0.1000E-05
     0.16162     0.2624E+03  0.2633E+03  0.2623E+03  0.1089E+03  0.1098E+03  0.1088E+03  0.7393E+02  0.7546E+02  0.7524E+02     0.1000E-05  0.1000E-05  0.1000E-05
     0.18471     0.2627E+03  0.2636E+03  0.2628E+03  0.1087E+03  0.1096E+03  0.1087E+03  0.7365E+02  0.7524E+02  0.7524E+02     0.1000E-05  0.1000E-05  0.1000E-05
     0.20780     0.2631E+03  0.2639E+03  0.2632E+03  0.1085E+03  0.1093E+03  0.1086E+03  0.7336E+02  0.7499E+02  0.7521E+02     0.1000E-05  0.1000E-05  0.1000E-05
     0.23089     0.2635E+03  0.2643E+03  0.2636E+03  0.1083E+03  0.1091E+03  0.1084E+03  0.7306E+02  0.7474E+02  0.7516E+02     0.1000E-05  0.1000E-05  0.1000E-05
     0.25398     0.2640E+03  0.2647E+03  0.2641E+03  0.1081E+03  0.1088E+03  0.1082E+03  0.7277E+02  0.7447E+02  0.7507E+02     0.1000E-05  0.1000E-05  0.1000E-05
     0.27707     0.2645E+03  0.2651E+03  0.2646E+03  0.1079E+03  0.1085E+03  0.1080E+03  0.7247E+02  0.7421E+02  0.7495E+02     0.1000E-05  0.1000E-05  0.1000E-05
     0.30015     0.2650E+03  0.2656E+03  0.2650E+03  0.1077E+03  0.1083E+03  0.1077E+03  0.7218E+02  0.7394E+02  0.7481E+02     0.1000E-05  0.1000E-05  0.1000E-05
     0.32324     0.2656E+03  0.2661E+03  0.2655E+03  0.1075E+03  0.1080E+03  0.1074E+03  0.7189E+02  0.7369E+02  0.7464E+02     0.1000E-05  0.1000E-05  0.1000E-05
     0.34633     0.2661E+03  0.2666E+03  0.2659E+03  0.1073E+03  0.1078E+03  0.1071E+03  0.7160E+02  0.7344E+02  0.7444E+02     0.1000E-05  0.1000E-05  0.1000E-05
     0.36942     0.2667E+03  0.2672E+03  0.2664E+03  0.1071E+03  0.1075E+03  0.1067E+03  0.7131E+02  0.7320E+02  0.7422E+02     0.1000E-05  0.1000E-05  0.1000E-05
     0.39250     0.2673E+03  0.2678E+03  0.2668E+03  0.1069E+03  0.1073E+03  0.1063E+03  0.7102E+02  0.7297E+02  0.7398E+02     0.1000E-05  0.1000E-05  0.1000E-05
     0.41559     0.2679E+03  0.2684E+03  0.2672E+03  0.1067E+03  0.1071E+03  0.1059E+03  0.7073E+02  0.7277E+02  0.7373E+02     0.1000E-05  0.1000E-05  0.1000E-05
