        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.00000E+00  0.49389E+01        0.220    0.376    0.085    0.095    0.084    0.000        0.487    0.841    0.154    0.195    0.152    0.000
  0.23093E-01  0.49270E+01        0.222    0.372    0.081    0.095    0.088    0.000        0.489    0.844    0.151    0.193    0.155    0.000
  0.46186E-01  0.49220E+01        0.228    0.368    0.077    0.094    0.092    0.000        0.489    0.844    0.146    0.194    0.158    0.000
  0.69279E-01  0.49105E+01        0.233    0.363    0.073    0.092    0.094    0.000        0.489    0.846    0.142    0.196    0.161    0.000
  0.92371E-01  0.48883E+01        0.238    0.357    0.069    0.092    0.097    0.000        0.490    0.848    0.137    0.203    0.163    0.000
  0.11546E+00  0.48729E+01        0.242    0.351    0.064    0.091    0.099    0.000        0.491    0.850    0.131    0.212    0.165    0.000
  0.13855E+00  0.48628E+01        0.246    0.346    0.060    0.090    0.100    0.000        0.492    0.851    0.125    0.221    0.166    0.000
  0.16164E+00  0.48584E+01        0.251    0.341    0.056    0.088    0.102    0.000        0.492    0.852    0.119    0.228    0.167    0.000
  0.18473E+00  0.48627E+01        0.256    0.338    0.053    0.085    0.103    0.000        0.491    0.851    0.114    0.234    0.167    0.000
  0.20781E+00  0.48809E+01        0.262    0.336    0.050    0.082    0.104    0.000        0.489    0.848    0.108    0.240    0.167    0.000
  0.23089E+00  0.49038E+01        0.269    0.335    0.048    0.079    0.105    0.000        0.487    0.845    0.104    0.248    0.165    0.000
  0.25396E+00  0.49349E+01        0.275    0.334    0.046    0.076    0.105    0.000        0.484    0.840    0.099    0.255    0.163    0.000
  0.27703E+00  0.49705E+01        0.283    0.334    0.044    0.073    0.106    0.000        0.481    0.834    0.094    0.263    0.161    0.000
  0.30009E+00  0.50080E+01        0.290    0.334    0.042    0.071    0.106    0.000        0.476    0.827    0.090    0.271    0.159    0.000
  0.32315E+00  0.50522E+01        0.297    0.335    0.040    0.068    0.106    0.000        0.471    0.818    0.086    0.280    0.156    0.000
  0.34619E+00  0.50975E+01        0.305    0.336    0.039    0.066    0.106    0.000        0.465    0.808    0.083    0.289    0.154    0.000
