        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.00000E+00  0.53991E+01        0.114    0.159    0.193    0.196    0.190    0.000        0.097    0.158    0.125    0.177    0.124    0.000
  0.23091E-01  0.54025E+01        0.113    0.159    0.191    0.196    0.187    0.000        0.099    0.163    0.129    0.177    0.122    0.000
  0.46181E-01  0.54065E+01        0.112    0.158    0.192    0.194    0.183    0.000        0.099    0.165    0.133    0.179    0.120    0.000
  0.69271E-01  0.54110E+01        0.112    0.158    0.193    0.191    0.179    0.000        0.099    0.168    0.136    0.180    0.119    0.000
  0.92359E-01  0.54160E+01        0.111    0.157    0.193    0.188    0.175    0.000        0.098    0.170    0.139    0.182    0.117    0.000
  0.11545E+00  0.54198E+01        0.111    0.156    0.193    0.184    0.171    0.000        0.099    0.173    0.142    0.184    0.116    0.000
  0.13853E+00  0.54232E+01        0.111    0.155    0.193    0.180    0.167    0.000        0.100    0.176    0.145    0.187    0.115    0.000
  0.16162E+00  0.54261E+01        0.111    0.154    0.193    0.175    0.163    0.000        0.100    0.180    0.149    0.189    0.113    0.000
  0.18470E+00  0.54285E+01        0.112    0.153    0.192    0.171    0.158    0.000        0.101    0.182    0.152    0.191    0.112    0.000
  0.20779E+00  0.54308E+01        0.112    0.151    0.192    0.166    0.155    0.000        0.102    0.185    0.155    0.193    0.111    0.000
  0.23087E+00  0.54340E+01        0.113    0.150    0.192    0.162    0.151    0.000        0.102    0.186    0.157    0.195    0.109    0.000
  0.25395E+00  0.54377E+01        0.113    0.149    0.192    0.158    0.147    0.000        0.101    0.186    0.159    0.197    0.107    0.000
  0.27704E+00  0.54425E+01        0.114    0.148    0.192    0.155    0.144    0.000        0.100    0.186    0.161    0.199    0.105    0.000
  0.30012E+00  0.54459E+01        0.114    0.146    0.192    0.152    0.141    0.000        0.099    0.185    0.162    0.202    0.103    0.000
  0.32320E+00  0.54493E+01        0.114    0.145    0.192    0.149    0.138    0.000        0.098    0.184    0.164    0.205    0.101    0.000
  0.34629E+00  0.54525E+01        0.114    0.144    0.192    0.146    0.134    0.000        0.097    0.184    0.165    0.209    0.099    0.000
  0.36937E+00  0.54554E+01        0.114    0.143    0.193    0.143    0.131    0.000        0.095    0.183    0.167    0.212    0.097    0.000
  0.39245E+00  0.54581E+01        0.114    0.143    0.193    0.141    0.128    0.000        0.094    0.181    0.168    0.216    0.095    0.000
  0.41554E+00  0.54608E+01        0.114    0.142    0.193    0.138    0.125    0.000        0.092    0.180    0.169    0.220    0.093    0.000
  0.43862E+00  0.54630E+01        0.115    0.141    0.194    0.135    0.123    0.000        0.090    0.178    0.170    0.224    0.092    0.000
  0.46171E+00  0.54650E+01        0.115    0.141    0.194    0.132    0.121    0.000        0.088    0.176    0.171    0.228    0.090    0.000
  0.48480E+00  0.54668E+01        0.115    0.140    0.195    0.130    0.119    0.000        0.087    0.174    0.172    0.232    0.089    0.000
  0.50788E+00  0.54674E+01        0.115    0.139    0.195    0.127    0.117    0.000        0.085    0.172    0.173    0.236    0.088    0.000
  0.53097E+00  0.54702E+01        0.115    0.139    0.196    0.124    0.115    0.000        0.083    0.169    0.174    0.240    0.086    0.000
  0.55406E+00  0.54713E+01        0.115    0.139    0.197    0.122    0.114    0.000        0.081    0.167    0.175    0.245    0.085    0.000
  0.57714E+00  0.54726E+01        0.116    0.138    0.197    0.119    0.113    0.000        0.079    0.164    0.175    0.249    0.084    0.000
  0.60023E+00  0.54764E+01        0.116    0.138    0.199    0.117    0.111    0.000        0.077    0.161    0.175    0.254    0.083    0.000
  0.62331E+00  0.54780E+01        0.116    0.138    0.199    0.115    0.110    0.000        0.075    0.158    0.176    0.260    0.082    0.000
  0.64640E+00  0.54801E+01        0.116    0.137    0.200    0.113    0.109    0.000        0.072    0.155    0.176    0.265    0.081    0.000
  0.66949E+00  0.54829E+01        0.117    0.137    0.201    0.111    0.108    0.000        0.070    0.152    0.177    0.270    0.080    0.000
  0.69257E+00  0.54852E+01        0.117    0.137    0.202    0.109    0.107    0.000        0.068    0.149    0.177    0.276    0.079    0.000
  0.71566E+00  0.54878E+01        0.117    0.137    0.203    0.106    0.106    0.000        0.066    0.146    0.177    0.281    0.078    0.000
  0.73874E+00  0.54903E+01        0.117    0.137    0.204    0.104    0.105    0.000        0.064    0.143    0.178    0.287    0.077    0.000
  0.76182E+00  0.54929E+01        0.118    0.137    0.205    0.102    0.104    0.000        0.062    0.140    0.178    0.293    0.076    0.000
