        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.66376E+00  0.65744E+01        0.196    0.105    0.157    0.270    0.174    0.087        0.178    0.031    0.072    0.121    0.144    0.000
  0.69262E+00  0.67372E+01        0.195    0.105    0.159    0.275    0.176    0.090        0.176    0.030    0.071    0.118    0.139    0.000
  0.72147E+00  0.68988E+01        0.195    0.106    0.160    0.279    0.177    0.092        0.174    0.029    0.070    0.116    0.134    0.000
  0.75033E+00  0.70590E+01        0.194    0.107    0.162    0.284    0.179    0.094        0.173    0.028    0.069    0.114    0.131    0.000
  0.77918E+00  0.72187E+01        0.193    0.108    0.163    0.288    0.180    0.095        0.172    0.027    0.068    0.111    0.128    0.000
  0.80804E+00  0.73771E+01        0.192    0.110    0.165    0.292    0.182    0.097        0.171    0.027    0.067    0.109    0.126    0.000
  0.83689E+00  0.75342E+01        0.190    0.111    0.166    0.296    0.184    0.099        0.170    0.026    0.066    0.107    0.125    0.000
  0.86575E+00  0.76910E+01        0.189    0.113    0.166    0.299    0.186    0.100        0.169    0.025    0.065    0.106    0.125    0.000
  0.89461E+00  0.78483E+01        0.188    0.115    0.166    0.303    0.187    0.101        0.168    0.024    0.064    0.104    0.124    0.000
  0.92347E+00  0.80053E+01        0.188    0.117    0.166    0.307    0.189    0.103        0.167    0.024    0.063    0.101    0.124    0.000
  0.95233E+00  0.81622E+01        0.188    0.119    0.166    0.311    0.190    0.104        0.166    0.023    0.062    0.099    0.124    0.000
  0.98118E+00  0.83184E+01        0.188    0.120    0.167    0.314    0.191    0.105        0.165    0.023    0.061    0.097    0.125    0.000
  0.10100E+01  0.84738E+01        0.187    0.122    0.166    0.317    0.192    0.106        0.165    0.022    0.060    0.096    0.127    0.000
  0.10389E+01  0.86297E+01        0.187    0.124    0.166    0.319    0.193    0.107        0.165    0.022    0.060    0.094    0.129    0.000
  0.10678E+01  0.87858E+01        0.187    0.126    0.166    0.322    0.194    0.108        0.166    0.021    0.059    0.093    0.132    0.000
  0.10966E+01  0.89408E+01        0.188    0.127    0.165    0.325    0.195    0.109        0.167    0.020    0.059    0.092    0.135    0.000
  0.11255E+01  0.90966E+01        0.188    0.128    0.165    0.327    0.196    0.110        0.167    0.020    0.058    0.090    0.138    0.000
  0.11543E+01  0.92520E+01        0.189    0.129    0.165    0.330    0.197    0.111        0.167    0.019    0.058    0.089    0.141    0.000
        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.79851E+00  0.96256E+01        0.150    0.140    0.138    0.244    0.168    0.000        0.260    0.030    0.071    0.113    0.222    0.000
  0.79704E+00  0.95342E+01        0.163    0.133    0.142    0.279    0.180    0.000        0.218    0.024    0.060    0.104    0.187    0.000
  0.80714E+00  0.93892E+01        0.193    0.120    0.174    0.337    0.202    0.000        0.155    0.018    0.060    0.085    0.129    0.000
  0.80546E+00  0.93486E+01        0.157    0.135    0.160    0.307    0.232    0.000        0.158    0.019    0.064    0.089    0.158    0.000
  0.80205E+00  0.94487E+01        0.144    0.150    0.122    0.255    0.231    0.000        0.225    0.028    0.066    0.109    0.244    0.000
  0.80487E+00  0.95285E+01        0.140    0.153    0.109    0.229    0.226    0.000        0.277    0.035    0.072    0.122    0.299    0.000
  0.80902E+00  0.95900E+01        0.140    0.151    0.110    0.213    0.222    0.000        0.317    0.039    0.081    0.130    0.332    0.000
  0.81246E+00  0.96415E+01        0.141    0.148    0.117    0.204    0.219    0.000        0.345    0.043    0.092    0.134    0.349    0.000
  0.81435E+00  0.96823E+01        0.144    0.144    0.128    0.198    0.216    0.000        0.367    0.044    0.104    0.137    0.355    0.000
  0.81461E+00  0.97125E+01        0.147    0.139    0.142    0.195    0.214    0.000        0.381    0.045    0.116    0.138    0.353    0.000
  0.81354E+00  0.97362E+01        0.152    0.133    0.161    0.195    0.214    0.000        0.383    0.045    0.127    0.136    0.338    0.000
  0.81207E+00  0.97477E+01        0.159    0.125    0.184    0.197    0.218    0.000        0.372    0.044    0.138    0.131    0.314    0.000
  0.81147E+00  0.97444E+01        0.169    0.116    0.210    0.201    0.228    0.000        0.347    0.042    0.149    0.126    0.280    0.000
  0.81307E+00  0.97269E+01        0.180    0.109    0.233    0.205    0.250    0.000        0.302    0.040    0.159    0.121    0.236    0.000
  0.81477E+00  0.97128E+01        0.182    0.109    0.240    0.210    0.268    0.000        0.256    0.036    0.161    0.119    0.193    0.000
  0.80095E+00  0.98795E+01        0.164    0.116    0.220    0.195    0.231    0.000        0.251    0.039    0.150    0.111    0.176    0.000
  0.79329E+00  0.10005E+02        0.150    0.117    0.197    0.155    0.191    0.000        0.285    0.046    0.154    0.107    0.199    0.000
  0.79738E+00  0.10061E+02        0.145    0.119    0.188    0.129    0.173    0.000        0.302    0.049    0.158    0.100    0.206    0.000
  0.80375E+00  0.10092E+02        0.142    0.121    0.186    0.112    0.162    0.000        0.307    0.050    0.161    0.090    0.201    0.000
  0.80896E+00  0.10109E+02        0.141    0.124    0.186    0.098    0.154    0.000        0.305    0.050    0.162    0.081    0.191    0.000
  0.81186E+00  0.10116E+02        0.140    0.128    0.188    0.089    0.147    0.000        0.299    0.050    0.161    0.072    0.179    0.000
  0.81204E+00  0.10113E+02        0.140    0.131    0.192    0.084    0.142    0.000        0.289    0.048    0.160    0.065    0.167    0.000
  0.80958E+00  0.10102E+02        0.140    0.133    0.197    0.084    0.138    0.000        0.275    0.045    0.156    0.060    0.155    0.000
  0.80510E+00  0.10084E+02        0.140    0.134    0.205    0.094    0.137    0.000        0.255    0.041    0.150    0.058    0.143    0.000
  0.80011E+00  0.10057E+02        0.142    0.132    0.219    0.117    0.138    0.000        0.228    0.035    0.142    0.058    0.130    0.000
  0.79825E+00  0.10008E+02        0.146    0.125    0.243    0.162    0.146    0.000        0.192    0.028    0.131    0.057    0.114    0.000
  0.80673E+00  0.98783E+01        0.153    0.116    0.276    0.218    0.165    0.000        0.147    0.023    0.121    0.050    0.094    0.000
  0.80935E+00  0.97929E+01        0.143    0.117    0.264    0.214    0.161    0.000        0.157    0.028    0.129    0.050    0.108    0.000
  0.80843E+00  0.97956E+01        0.137    0.125    0.233    0.196    0.147    0.000        0.198    0.036    0.141    0.063    0.138    0.000
  0.81121E+00  0.98123E+01        0.139    0.131    0.212    0.187    0.143    0.000        0.234    0.040    0.140    0.073    0.164    0.000
  0.81413E+00  0.98218E+01        0.141    0.136    0.195    0.183    0.143    0.000        0.264    0.042    0.134    0.082    0.189    0.000
  0.81576E+00  0.98222E+01        0.143    0.140    0.180    0.184    0.145    0.000        0.287    0.042    0.126    0.090    0.211    0.000
  0.81547E+00  0.98099E+01        0.144    0.142    0.168    0.188    0.148    0.000        0.302    0.041    0.117    0.098    0.229    0.000
  0.81313E+00  0.97875E+01        0.145    0.143    0.158    0.196    0.151    0.000        0.307    0.039    0.106    0.105    0.240    0.000
  0.80896E+00  0.97494E+01        0.145    0.143    0.149    0.207    0.156    0.000        0.302    0.037    0.095    0.111    0.244    0.000
  0.80362E+00  0.96958E+01        0.146    0.142    0.142    0.222    0.161    0.000        0.287    0.034    0.083    0.114    0.240    0.000
        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.11543E+01  0.92512E+01        0.189    0.129    0.165    0.330    0.197    0.111        0.167    0.019    0.058    0.089    0.141    0.000
  0.11832E+01  0.94076E+01        0.189    0.131    0.165    0.332    0.198    0.112        0.167    0.019    0.057    0.087    0.143    0.000
  0.12120E+01  0.95619E+01        0.189    0.132    0.165    0.335    0.199    0.113        0.166    0.019    0.057    0.086    0.146    0.000
  0.12409E+01  0.97180E+01        0.190    0.134    0.165    0.337    0.199    0.114        0.166    0.018    0.056    0.085    0.149    0.000
  0.12698E+01  0.98783E+01        0.194    0.136    0.163    0.338    0.198    0.116        0.163    0.017    0.057    0.085    0.160    0.000
  0.12986E+01  0.10035E+02        0.194    0.137    0.164    0.339    0.198    0.117        0.163    0.017    0.057    0.084    0.161    0.000
  0.13275E+01  0.10192E+02        0.193    0.137    0.164    0.341    0.198    0.117        0.163    0.016    0.057    0.083    0.162    0.000
  0.13564E+01  0.10347E+02        0.193    0.138    0.163    0.342    0.198    0.118        0.163    0.016    0.056    0.082    0.164    0.000
  0.13852E+01  0.10506E+02        0.193    0.139    0.163    0.344    0.199    0.118        0.163    0.016    0.056    0.081    0.165    0.000
  0.14141E+01  0.10663E+02        0.194    0.139    0.163    0.345    0.199    0.118        0.163    0.015    0.056    0.080    0.166    0.000
  0.14429E+01  0.10818E+02        0.193    0.140    0.163    0.346    0.200    0.118        0.163    0.015    0.056    0.079    0.168    0.000
  0.14718E+01  0.10977E+02        0.194    0.141    0.164    0.348    0.200    0.119        0.162    0.014    0.056    0.077    0.169    0.000
  0.15007E+01  0.11133E+02        0.194    0.142    0.164    0.349    0.201    0.119        0.162    0.014    0.055    0.076    0.171    0.000
  0.15295E+01  0.11292E+02        0.195    0.144    0.164    0.350    0.201    0.119        0.161    0.013    0.055    0.074    0.172    0.000
  0.15584E+01  0.11450E+02        0.196    0.145    0.164    0.352    0.202    0.119        0.161    0.013    0.054    0.073    0.174    0.000
  0.15873E+01  0.11607E+02        0.198    0.145    0.163    0.352    0.202    0.119        0.161    0.013    0.054    0.072    0.176    0.000
  0.16161E+01  0.11769E+02        0.199    0.146    0.163    0.354    0.202    0.119        0.161    0.012    0.053    0.071    0.178    0.000
  0.16450E+01  0.11929E+02        0.201    0.147    0.163    0.355    0.203    0.119        0.161    0.012    0.053    0.069    0.181    0.000
  0.16739E+01  0.12089E+02        0.201    0.149    0.162    0.355    0.203    0.119        0.161    0.012    0.053    0.068    0.184    0.000
  0.17027E+01  0.12250E+02        0.201    0.150    0.162    0.356    0.203    0.120        0.162    0.011    0.052    0.068    0.187    0.000
  0.17316E+01  0.12414E+02        0.202    0.151    0.162    0.357    0.203    0.120        0.163    0.011    0.052    0.067    0.191    0.000
  0.17605E+01  0.12578E+02        0.203    0.151    0.162    0.357    0.203    0.120        0.164    0.011    0.052    0.066    0.194    0.000
  0.17893E+01  0.12743E+02        0.204    0.152    0.162    0.358    0.203    0.121        0.164    0.010    0.052    0.065    0.197    0.000
  0.18182E+01  0.12908E+02        0.205    0.152    0.162    0.358    0.204    0.121        0.165    0.010    0.052    0.064    0.201    0.000
  0.18471E+01  0.13074E+02        0.206    0.153    0.163    0.359    0.204    0.122        0.165    0.010    0.052    0.063    0.204    0.000
  0.18759E+01  0.13243E+02        0.208    0.154    0.163    0.360    0.204    0.122        0.166    0.009    0.052    0.063    0.208    0.000
  0.19048E+01  0.13409E+02        0.209    0.154    0.163    0.360    0.204    0.122        0.167    0.009    0.052    0.062    0.212    0.000
  0.19337E+01  0.13583E+02        0.211    0.155    0.163    0.361    0.204    0.123        0.168    0.009    0.052    0.062    0.215    0.000
  0.19625E+01  0.13730E+02        0.211    0.156    0.160    0.362    0.204    0.124        0.172    0.009    0.052    0.061    0.228    0.000
  0.19914E+01  0.13901E+02        0.211    0.157    0.160    0.363    0.203    0.124        0.173    0.009    0.051    0.061    0.232    0.000
  0.20203E+01  0.14072E+02        0.211    0.157    0.160    0.364    0.203    0.124        0.173    0.008    0.051    0.060    0.236    0.000
  0.20491E+01  0.14245E+02        0.212    0.157    0.159    0.365    0.203    0.125        0.173    0.008    0.051    0.059    0.240    0.000
  0.20780E+01  0.14416E+02        0.213    0.157    0.159    0.366    0.202    0.125        0.174    0.008    0.051    0.059    0.243    0.000
  0.21069E+01  0.14591E+02        0.214    0.157    0.159    0.367    0.202    0.125        0.174    0.008    0.051    0.058    0.247    0.000
  0.21357E+01  0.14766E+02        0.215    0.158    0.159    0.367    0.202    0.125        0.175    0.007    0.051    0.057    0.251    0.000
  0.21646E+01  0.14941E+02        0.215    0.158    0.159    0.368    0.201    0.125        0.175    0.007    0.051    0.057    0.255    0.000
  0.21934E+01  0.15116E+02        0.215    0.159    0.158    0.368    0.201    0.124        0.175    0.007    0.051    0.056    0.258    0.000
  0.22223E+01  0.15290E+02        0.216    0.159    0.158    0.368    0.201    0.124        0.175    0.007    0.051    0.056    0.262    0.000
  0.22512E+01  0.15467E+02        0.216    0.160    0.157    0.369    0.200    0.123        0.175    0.007    0.051    0.055    0.265    0.000
  0.22800E+01  0.15645E+02        0.217    0.160    0.157    0.369    0.200    0.123        0.175    0.007    0.051    0.054    0.268    0.000
  0.23089E+01  0.15821E+02        0.218    0.160    0.157    0.369    0.200    0.122        0.175    0.006    0.051    0.054    0.271    0.000
        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.80352E+00  0.16332E+02        0.189    0.173    0.132    0.315    0.167    0.000        0.262    0.011    0.060    0.074    0.392    0.000
  0.81004E+00  0.16112E+02        0.213    0.157    0.149    0.358    0.194    0.000        0.187    0.007    0.052    0.058    0.288    0.000
  0.80478E+00  0.16180E+02        0.224    0.202    0.150    0.319    0.235    0.000        0.187    0.010    0.061    0.061    0.310    0.000
  0.79809E+00  0.16476E+02        0.224    0.223    0.121    0.287    0.232    0.000        0.276    0.016    0.072    0.087    0.457    0.000
  0.79811E+00  0.16697E+02        0.213    0.229    0.111    0.271    0.224    0.000        0.357    0.020    0.082    0.107    0.579    0.000
  0.80039E+00  0.16838E+02        0.201    0.229    0.112    0.259    0.215    0.000        0.421    0.022    0.093    0.120    0.669    0.000
  0.80295E+00  0.16934E+02        0.188    0.227    0.118    0.250    0.203    0.000        0.457    0.024    0.104    0.126    0.713    0.000
  0.80487E+00  0.16971E+02        0.182    0.220    0.124    0.243    0.190    0.000        0.465    0.026    0.116    0.128    0.714    0.000
  0.80645E+00  0.16956E+02        0.184    0.212    0.133    0.237    0.182    0.000        0.443    0.027    0.126    0.126    0.671    0.000
  0.80705E+00  0.16885E+02        0.187    0.206    0.144    0.233    0.175    0.000        0.404    0.028    0.136    0.122    0.608    0.000
  0.80664E+00  0.16783E+02        0.187    0.198    0.159    0.230    0.167    0.000        0.357    0.028    0.145    0.117    0.533    0.000
  0.80535E+00  0.16666E+02        0.186    0.186    0.178    0.230    0.161    0.000        0.303    0.026    0.157    0.113    0.451    0.000
  0.80430E+00  0.16532E+02        0.184    0.167    0.201    0.234    0.156    0.000        0.247    0.024    0.173    0.108    0.366    0.000
  0.80528E+00  0.16402E+02        0.179    0.141    0.225    0.244    0.154    0.000        0.190    0.021    0.187    0.102    0.281    0.000
  0.80061E+00  0.16357E+02        0.176    0.137    0.191    0.236    0.172    0.000        0.163    0.025    0.186    0.097    0.253    0.000
  0.78424E+00  0.16603E+02        0.173    0.139    0.145    0.181    0.155    0.000        0.168    0.034    0.179    0.091    0.268    0.000
  0.78522E+00  0.16718E+02        0.175    0.147    0.137    0.136    0.145    0.000        0.169    0.040    0.176    0.083    0.271    0.000
  0.79132E+00  0.16761E+02        0.175    0.157    0.137    0.109    0.138    0.000        0.167    0.043    0.177    0.075    0.261    0.000
  0.79732E+00  0.16773E+02        0.175    0.165    0.139    0.091    0.132    0.000        0.164    0.045    0.179    0.067    0.244    0.000
  0.80117E+00  0.16768E+02        0.175    0.172    0.143    0.080    0.127    0.000        0.161    0.046    0.179    0.060    0.224    0.000
  0.80210E+00  0.16747E+02        0.175    0.179    0.148    0.075    0.122    0.000        0.159    0.045    0.178    0.053    0.205    0.000
  0.80005E+00  0.16713E+02        0.176    0.183    0.156    0.076    0.117    0.000        0.157    0.043    0.175    0.048    0.190    0.000
  0.79555E+00  0.16663E+02        0.176    0.183    0.167    0.088    0.112    0.000        0.154    0.039    0.170    0.043    0.179    0.000
  0.79029E+00  0.16591E+02        0.176    0.176    0.184    0.119    0.105    0.000        0.148    0.033    0.161    0.040    0.172    0.000
  0.78752E+00  0.16481E+02        0.176    0.151    0.206    0.184    0.097    0.000        0.136    0.025    0.152    0.037    0.166    0.000
  0.79421E+00  0.16262E+02        0.163    0.135    0.229    0.256    0.103    0.000        0.119    0.022    0.152    0.031    0.154    0.000
  0.79395E+00  0.16326E+02        0.145    0.150    0.226    0.257    0.113    0.000        0.141    0.024    0.162    0.030    0.191    0.000
  0.79591E+00  0.16413E+02        0.146    0.157    0.203    0.248    0.108    0.000        0.181    0.028    0.169    0.045    0.246    0.000
  0.80186E+00  0.16486E+02        0.149    0.163    0.187    0.245    0.107    0.000        0.216    0.030    0.166    0.056    0.293    0.000
  0.80756E+00  0.16550E+02        0.153    0.169    0.175    0.244    0.108    0.000        0.249    0.031    0.157    0.064    0.339    0.000
  0.81183E+00  0.16599E+02        0.157    0.173    0.164    0.247    0.111    0.000        0.281    0.031    0.145    0.070    0.385    0.000
  0.81414E+00  0.16629E+02        0.161    0.176    0.155    0.251    0.115    0.000        0.309    0.030    0.133    0.076    0.427    0.000
  0.81425E+00  0.16631E+02        0.165    0.177    0.147    0.258    0.121    0.000        0.331    0.028    0.120    0.082    0.462    0.000
  0.81223E+00  0.16607E+02        0.168    0.178    0.140    0.266    0.129    0.000        0.343    0.024    0.107    0.086    0.485    0.000
  0.80875E+00  0.16557E+02        0.171    0.178    0.134    0.277    0.138    0.000        0.339    0.020    0.093    0.087    0.487    0.000
  0.80505E+00  0.16462E+02        0.176    0.179    0.129    0.292    0.151    0.000        0.313    0.015    0.077    0.084    0.459    0.000
