        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.10498E+00  0.95341E+02        0.204    0.107    0.174    0.150    0.173    0.004        0.446    0.097    0.230    0.201    0.330    0.000
  0.10998E+00  0.13880E+03        0.201    0.118    0.160    0.111    0.182    0.004        0.393    0.145    0.228    0.167    0.312    0.000
  0.11498E+00  0.16307E+03        0.169    0.118    0.134    0.096    0.150    0.004        0.388    0.194    0.241    0.185    0.307    0.000
  0.11998E+00  0.18522E+03        0.149    0.121    0.118    0.090    0.135    0.004        0.364    0.234    0.239    0.196    0.296    0.000
  0.12498E+00  0.20300E+03        0.134    0.122    0.109    0.089    0.122    0.004        0.342    0.267    0.243    0.215    0.292    0.000
  0.12998E+00  0.21762E+03        0.122    0.121    0.102    0.089    0.113    0.004        0.328    0.293    0.247    0.236    0.285    0.000
  0.13498E+00  0.23010E+03        0.115    0.120    0.098    0.091    0.107    0.004        0.315    0.306    0.247    0.250    0.276    0.000
  0.13998E+00  0.24065E+03        0.109    0.119    0.094    0.092    0.101    0.004        0.310    0.323    0.251    0.267    0.271    0.000
  0.14498E+00  0.24992E+03        0.105    0.117    0.093    0.093    0.099    0.004        0.302    0.325    0.250    0.273    0.266    0.000
  0.14998E+00  0.25762E+03        0.102    0.116    0.090    0.094    0.093    0.004        0.302    0.335    0.252    0.286    0.259    0.000
  0.15498E+00  0.26483E+03        0.099    0.115    0.089    0.093    0.091    0.004        0.295    0.337    0.253    0.288    0.256    0.000
  0.15998E+00  0.27063E+03        0.096    0.114    0.087    0.094    0.088    0.004        0.293    0.345    0.256    0.297    0.251    0.000
  0.16498E+00  0.27669E+03        0.093    0.114    0.087    0.094    0.086    0.004        0.281    0.339    0.253    0.292    0.241    0.000
  0.16998E+00  0.28090E+03        0.091    0.112    0.086    0.094    0.084    0.003        0.277    0.340    0.253    0.297    0.239    0.000
  0.17498E+00  0.28462E+03        0.093    0.112    0.086    0.093    0.082    0.003        0.284    0.338    0.253    0.294    0.235    0.000
  0.17998E+00  0.28813E+03        0.090    0.111    0.085    0.093    0.080    0.003        0.276    0.337    0.252    0.294    0.230    0.000
  0.18498E+00  0.29147E+03        0.087    0.110    0.084    0.092    0.079    0.003        0.264    0.331    0.250    0.289    0.226    0.000
  0.18998E+00  0.29348E+03        0.088    0.109    0.085    0.091    0.079    0.003        0.267    0.328    0.252    0.285    0.224    0.000
  0.19498E+00  0.29537E+03        0.087    0.108    0.085    0.091    0.079    0.003        0.273    0.324    0.254    0.282    0.220    0.000
  0.19998E+00  0.29807E+03        0.083    0.108    0.083    0.090    0.078    0.003        0.249    0.317    0.247    0.274    0.217    0.000
  0.20498E+00  0.29981E+03        0.082    0.107    0.083    0.089    0.077    0.003        0.246    0.314    0.245    0.270    0.217    0.000
  0.20998E+00  0.30167E+03        0.082    0.107    0.083    0.088    0.077    0.003        0.243    0.310    0.244    0.263    0.215    0.000
  0.21498E+00  0.30310E+03        0.082    0.106    0.082    0.087    0.077    0.003        0.241    0.305    0.242    0.259    0.215    0.000
  0.21998E+00  0.30480E+03        0.081    0.106    0.082    0.086    0.077    0.003        0.236    0.300    0.239    0.252    0.212    0.000
  0.22498E+00  0.30611E+03        0.080    0.105    0.082    0.085    0.077    0.003        0.234    0.297    0.239    0.247    0.211    0.000
  0.22998E+00  0.30745E+03        0.081    0.105    0.082    0.084    0.077    0.003        0.233    0.292    0.237    0.243    0.209    0.000
  0.23498E+00  0.30886E+03        0.080    0.104    0.082    0.083    0.076    0.003        0.231    0.290    0.236    0.239    0.208    0.000
  0.23998E+00  0.31018E+03        0.079    0.103    0.081    0.082    0.076    0.003        0.229    0.286    0.234    0.235    0.206    0.000
  0.24498E+00  0.31144E+03        0.079    0.103    0.081    0.081    0.076    0.003        0.227    0.280    0.232    0.230    0.205    0.000
  0.24998E+00  0.31258E+03        0.079    0.102    0.081    0.081    0.076    0.003        0.227    0.277    0.232    0.227    0.205    0.000
  0.25498E+00  0.31377E+03        0.079    0.101    0.081    0.080    0.076    0.003        0.226    0.274    0.231    0.223    0.205    0.000
  0.25998E+00  0.31473E+03        0.079    0.101    0.080    0.079    0.075    0.003        0.226    0.273    0.231    0.222    0.203    0.000
  0.26498E+00  0.31582E+03        0.079    0.100    0.080    0.078    0.075    0.003        0.225    0.269    0.228    0.218    0.202    0.000
  0.26998E+00  0.31716E+03        0.079    0.100    0.080    0.078    0.075    0.003        0.223    0.265    0.227    0.213    0.200    0.000
  0.27498E+00  0.31805E+03        0.079    0.099    0.080    0.077    0.074    0.003        0.223    0.262    0.227    0.211    0.200    0.000
  0.27998E+00  0.31920E+03        0.079    0.099    0.080    0.076    0.074    0.003        0.222    0.259    0.227    0.207    0.199    0.000
  0.28498E+00  0.32033E+03        0.078    0.099    0.080    0.076    0.073    0.003        0.220    0.256    0.226    0.204    0.196    0.000
  0.28998E+00  0.32115E+03        0.078    0.098    0.079    0.075    0.073    0.003        0.221    0.255    0.226    0.203    0.197    0.000
  0.29498E+00  0.32226E+03        0.078    0.098    0.080    0.074    0.073    0.003        0.220    0.251    0.225    0.199    0.195    0.000
  0.29998E+00  0.32309E+03        0.078    0.097    0.079    0.073    0.072    0.003        0.221    0.252    0.225    0.199    0.196    0.000
