        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.00000E+00  0.13593E+03        0.151    0.047    0.259    0.224    0.136    0.000        0.170    0.030    0.218    0.185    0.187    0.000
  0.11545E-02  0.15549E+03        0.157    0.049    0.266    0.232    0.136    0.000        0.172    0.030    0.217    0.183    0.177    0.000
  0.23090E-02  0.16353E+03        0.159    0.051    0.270    0.235    0.137    0.000        0.172    0.030    0.217    0.182    0.175    0.000
  0.34634E-02  0.16978E+03        0.161    0.052    0.272    0.238    0.137    0.000        0.173    0.030    0.216    0.182    0.174    0.000
  0.46178E-02  0.17524E+03        0.162    0.053    0.274    0.240    0.137    0.000        0.173    0.030    0.215    0.181    0.174    0.000
  0.57722E-02  0.17985E+03        0.164    0.054    0.276    0.241    0.138    0.000        0.174    0.030    0.215    0.181    0.173    0.000
  0.69266E-02  0.18406E+03        0.165    0.054    0.277    0.242    0.138    0.000        0.174    0.031    0.215    0.181    0.173    0.000
  0.80810E-02  0.18791E+03        0.165    0.055    0.278    0.244    0.138    0.000        0.174    0.031    0.215    0.181    0.173    0.000
  0.92353E-02  0.19149E+03        0.166    0.056    0.279    0.245    0.139    0.000        0.174    0.031    0.215    0.181    0.172    0.000
  0.10390E-01  0.19484E+03        0.167    0.056    0.280    0.246    0.139    0.000        0.175    0.031    0.214    0.181    0.172    0.000
  0.11544E-01  0.19802E+03        0.168    0.057    0.281    0.247    0.139    0.000        0.175    0.031    0.214    0.181    0.172    0.000
  0.12698E-01  0.20111E+03        0.169    0.057    0.282    0.248    0.139    0.000        0.175    0.031    0.214    0.180    0.171    0.000
  0.13853E-01  0.20399E+03        0.169    0.058    0.283    0.249    0.140    0.000        0.175    0.031    0.214    0.180    0.171    0.000
  0.15007E-01  0.20676E+03        0.170    0.058    0.283    0.249    0.140    0.000        0.175    0.031    0.214    0.180    0.171    0.000
  0.16162E-01  0.20941E+03        0.170    0.058    0.284    0.250    0.140    0.000        0.175    0.031    0.213    0.180    0.171    0.000
  0.17316E-01  0.21197E+03        0.171    0.059    0.285    0.251    0.140    0.000        0.175    0.032    0.213    0.180    0.171    0.000
  0.18470E-01  0.21445E+03        0.171    0.059    0.285    0.251    0.141    0.000        0.175    0.032    0.213    0.180    0.171    0.000
  0.19625E-01  0.21680E+03        0.171    0.060    0.286    0.252    0.141    0.000        0.175    0.032    0.213    0.180    0.171    0.000
  0.20779E-01  0.21919E+03        0.172    0.060    0.286    0.252    0.141    0.000        0.175    0.032    0.213    0.180    0.171    0.000
  0.21934E-01  0.22144E+03        0.172    0.060    0.287    0.253    0.141    0.000        0.175    0.032    0.213    0.180    0.171    0.000
  0.23088E-01  0.22364E+03        0.172    0.060    0.287    0.253    0.141    0.000        0.175    0.032    0.213    0.180    0.171    0.000
  0.24242E-01  0.22578E+03        0.173    0.061    0.288    0.254    0.141    0.000        0.175    0.032    0.213    0.180    0.171    0.000
  0.25397E-01  0.22786E+03        0.173    0.061    0.288    0.254    0.142    0.000        0.175    0.032    0.213    0.180    0.171    0.000
  0.26551E-01  0.22990E+03        0.173    0.061    0.289    0.255    0.142    0.000        0.175    0.032    0.213    0.180    0.171    0.000
  0.27706E-01  0.23186E+03        0.173    0.061    0.289    0.255    0.142    0.000        0.176    0.032    0.213    0.180    0.171    0.000
  0.28860E-01  0.23381E+03        0.174    0.062    0.290    0.255    0.142    0.000        0.175    0.032    0.213    0.180    0.171    0.000
  0.30015E-01  0.23572E+03        0.174    0.062    0.290    0.256    0.142    0.000        0.175    0.032    0.213    0.180    0.171    0.000
  0.31169E-01  0.23759E+03        0.174    0.062    0.290    0.256    0.143    0.000        0.175    0.032    0.213    0.180    0.171    0.000
  0.32323E-01  0.23942E+03        0.174    0.062    0.291    0.257    0.143    0.000        0.175    0.032    0.213    0.179    0.171    0.000
  0.33478E-01  0.24122E+03        0.174    0.062    0.291    0.257    0.143    0.000        0.175    0.032    0.213    0.179    0.171    0.000
  0.34632E-01  0.24299E+03        0.175    0.063    0.291    0.257    0.143    0.000        0.175    0.033    0.213    0.179    0.171    0.000
  0.35787E-01  0.24472E+03        0.175    0.063    0.292    0.257    0.143    0.000        0.175    0.033    0.213    0.179    0.171    0.000
  0.36941E-01  0.24643E+03        0.175    0.063    0.292    0.258    0.143    0.000        0.175    0.033    0.213    0.179    0.171    0.000
  0.38096E-01  0.24811E+03        0.175    0.063    0.292    0.258    0.144    0.000        0.175    0.033    0.213    0.179    0.171    0.000
  0.39250E-01  0.24976E+03        0.175    0.063    0.293    0.258    0.144    0.000        0.175    0.033    0.213    0.179    0.171    0.000
