     Evm         C11  C22  C33  C23  C13  C12   C44  C55  C66                                                                   A1  A2  A3
     0.00000     0.2683E+06  0.2732E+06  0.2942E+06  0.9044E+05  0.9536E+05  0.1163E+06  0.6072E+05  0.6428E+05  0.8136E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.00115     0.2683E+06  0.2732E+06  0.2942E+06  0.9043E+05  0.9536E+05  0.1163E+06  0.6072E+05  0.6427E+05  0.8136E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.00231     0.2683E+06  0.2732E+06  0.2942E+06  0.9043E+05  0.9536E+05  0.1163E+06  0.6072E+05  0.6427E+05  0.8136E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.00346     0.2683E+06  0.2732E+06  0.2942E+06  0.9043E+05  0.9536E+05  0.1163E+06  0.6072E+05  0.6427E+05  0.8136E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.00462     0.2683E+06  0.2732E+06  0.2942E+06  0.9043E+05  0.9536E+05  0.1163E+06  0.6072E+05  0.6427E+05  0.8135E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.00577     0.2683E+06  0.2733E+06  0.2942E+06  0.9043E+05  0.9536E+05  0.1163E+06  0.6072E+05  0.6427E+05  0.8135E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.00693     0.2683E+06  0.2733E+06  0.2942E+06  0.9043E+05  0.9536E+05  0.1163E+06  0.6072E+05  0.6427E+05  0.8135E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.00808     0.2683E+06  0.2733E+06  0.2942E+06  0.9043E+05  0.9536E+05  0.1163E+06  0.6072E+05  0.6427E+05  0.8135E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.00924     0.2683E+06  0.2733E+06  0.2942E+06  0.9043E+05  0.9536E+05  0.1163E+06  0.6072E+05  0.6427E+05  0.8135E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.01039     0.2683E+06  0.2733E+06  0.2942E+06  0.9043E+05  0.9536E+05  0.1163E+06  0.6072E+05  0.6427E+05  0.8135E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.01154     0.2683E+06  0.2733E+06  0.2942E+06  0.9043E+05  0.9536E+05  0.1163E+06  0.6072E+05  0.6427E+05  0.8135E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.01270     0.2683E+06  0.2733E+06  0.2942E+06  0.9043E+05  0.9536E+05  0.1163E+06  0.6072E+05  0.6427E+05  0.8135E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.01385     0.2683E+06  0.2733E+06  0.2942E+06  0.9042E+05  0.9536E+05  0.1163E+06  0.6072E+05  0.6427E+05  0.8135E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.01501     0.2683E+06  0.2733E+06  0.2942E+06  0.9042E+05  0.9536E+05  0.1163E+06  0.6072E+05  0.6427E+05  0.8135E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.01616     0.2683E+06  0.2733E+06  0.2942E+06  0.9042E+05  0.9536E+05  0.1163E+06  0.6072E+05  0.6427E+05  0.8135E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.01732     0.2683E+06  0.2733E+06  0.2942E+06  0.9042E+05  0.9536E+05  0.1163E+06  0.6072E+05  0.6427E+05  0.8134E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.01847     0.2683E+06  0.2733E+06  0.2942E+06  0.9042E+05  0.9536E+05  0.1163E+06  0.6072E+05  0.6427E+05  0.8134E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.01962     0.2683E+06  0.2733E+06  0.2942E+06  0.9042E+05  0.9536E+05  0.1163E+06  0.6072E+05  0.6427E+05  0.8134E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.02078     0.2683E+06  0.2733E+06  0.2942E+06  0.9042E+05  0.9536E+05  0.1163E+06  0.6071E+05  0.6427E+05  0.8134E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.02193     0.2683E+06  0.2733E+06  0.2942E+06  0.9042E+05  0.9536E+05  0.1163E+06  0.6071E+05  0.6427E+05  0.8134E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.02309     0.2683E+06  0.2733E+06  0.2942E+06  0.9042E+05  0.9536E+05  0.1163E+06  0.6071E+05  0.6427E+05  0.8134E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.02424     0.2683E+06  0.2733E+06  0.2942E+06  0.9042E+05  0.9536E+05  0.1163E+06  0.6071E+05  0.6427E+05  0.8134E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.02540     0.2683E+06  0.2733E+06  0.2942E+06  0.9042E+05  0.9536E+05  0.1163E+06  0.6071E+05  0.6427E+05  0.8134E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.02655     0.2683E+06  0.2733E+06  0.2942E+06  0.9041E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6427E+05  0.8134E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.02771     0.2683E+06  0.2733E+06  0.2942E+06  0.9041E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6427E+05  0.8134E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.02886     0.2683E+06  0.2733E+06  0.2942E+06  0.9041E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6427E+05  0.8134E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.03001     0.2683E+06  0.2733E+06  0.2942E+06  0.9041E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6427E+05  0.8133E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.03117     0.2683E+06  0.2733E+06  0.2942E+06  0.9041E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6427E+05  0.8133E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.03232     0.2684E+06  0.2733E+06  0.2942E+06  0.9041E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6427E+05  0.8133E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.03348     0.2684E+06  0.2733E+06  0.2942E+06  0.9041E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6427E+05  0.8133E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.03463     0.2684E+06  0.2733E+06  0.2942E+06  0.9041E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6427E+05  0.8133E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.03579     0.2684E+06  0.2733E+06  0.2942E+06  0.9041E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6427E+05  0.8133E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.03694     0.2684E+06  0.2733E+06  0.2942E+06  0.9041E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6426E+05  0.8133E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.03810     0.2684E+06  0.2733E+06  0.2942E+06  0.9041E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6426E+05  0.8133E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.03925     0.2684E+06  0.2733E+06  0.2942E+06  0.9041E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6426E+05  0.8133E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.04040     0.2684E+06  0.2733E+06  0.2942E+06  0.9041E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6426E+05  0.8133E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.04156     0.2684E+06  0.2733E+06  0.2942E+06  0.9041E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6426E+05  0.8132E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.04271     0.2684E+06  0.2733E+06  0.2942E+06  0.9040E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6426E+05  0.8132E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.04387     0.2684E+06  0.2733E+06  0.2942E+06  0.9040E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6426E+05  0.8132E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.04502     0.2684E+06  0.2733E+06  0.2942E+06  0.9040E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6426E+05  0.8132E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.04618     0.2684E+06  0.2733E+06  0.2942E+06  0.9040E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6426E+05  0.8132E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.04733     0.2684E+06  0.2733E+06  0.2942E+06  0.9040E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6426E+05  0.8132E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.04849     0.2684E+06  0.2733E+06  0.2942E+06  0.9040E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6426E+05  0.8132E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.04964     0.2684E+06  0.2733E+06  0.2942E+06  0.9040E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6426E+05  0.8132E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.05079     0.2684E+06  0.2733E+06  0.2943E+06  0.9040E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6426E+05  0.8132E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.05195     0.2684E+06  0.2733E+06  0.2943E+06  0.9040E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6426E+05  0.8132E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.05310     0.2684E+06  0.2733E+06  0.2943E+06  0.9040E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6426E+05  0.8131E+05     0.1000E-04  0.1000E-04  0.1000E-04
     0.05426     0.2684E+06  0.2733E+06  0.2943E+06  0.9040E+05  0.9535E+05  0.1163E+06  0.6071E+05  0.6426E+05  0.8131E+05     0.1000E-04  0.1000E-04  0.1000E-04
