   STRAIN    AVACS    MODE1    MODE2
   0.0750   3.2627   0.4707   0.5293
   0.0760   3.2608   0.4709   0.5291
   0.0770   3.2605   0.4710   0.5290
   0.0780   3.2609   0.4713   0.5287
   0.0790   3.2598   0.4715   0.5285
   0.0800   3.2564   0.4717   0.5283
   0.0810   3.2528   0.4719   0.5281
   0.0820   3.2500   0.4721   0.5279
   0.0830   3.2483   0.4723   0.5277
   0.0840   3.2435   0.4726   0.5274
   0.0850   3.2409   0.4728   0.5272
   0.0860   3.2422   0.4730   0.5270
   0.0870   3.2402   0.4732   0.5268
   0.0880   3.2408   0.4734   0.5266
   0.0890   3.2426   0.4736   0.5264
   0.0900   3.2434   0.4738   0.5262
   0.0910   3.2442   0.4740   0.5260
   0.0920   3.2378   0.4743   0.5257
   0.0930   3.2411   0.4745   0.5255
   0.0940   3.2405   0.4747   0.5253
   0.0950   3.2382   0.4749   0.5251
   0.0960   3.2356   0.4751   0.5249
   0.0970   3.2355   0.4753   0.5247
   0.0980   3.2374   0.4756   0.5244
   0.0990   3.2374   0.4758   0.5242
   0.1000   3.2371   0.4760   0.5240
   STRAIN    AVACS    MODE1    MODE2
   0.1000   3.5307   0.7136   0.2864
   0.1010   3.4365   0.6003   0.3997
   0.1020   3.5647   0.6786   0.3214
   0.1030   3.5526   0.6915   0.3085
   0.1040   3.5701   0.6995   0.3005
   0.1050   3.5649   0.7050   0.2950
   0.1060   3.5497   0.7068   0.2932
   0.1070   3.5548   0.7091   0.2909
   0.1080   3.5361   0.7119   0.2881
   0.1090   3.5247   0.7140   0.2860
   0.1100   3.4939   0.7161   0.2839
   0.1110   3.5008   0.7176   0.2824
   0.1120   3.5019   0.7193   0.2807
   0.1130   3.4963   0.7217   0.2783
   0.1140   3.4756   0.7222   0.2778
   0.1150   3.4451   0.7232   0.2768
   0.1160   3.4339   0.7249   0.2751
   0.1170   3.4187   0.7254   0.2746
   0.1180   3.4082   0.7264   0.2736
   0.1190   3.3891   0.7238   0.2762
   0.1200   3.3846   0.7258   0.2742
   0.1210   3.3643   0.7269   0.2731
   0.1220   3.3290   0.7283   0.2717
   0.1230   3.3192   0.7298   0.2702
   0.1240   3.2928   0.7304   0.2696
   0.1250   3.2869   0.7312   0.2688
   0.1260   3.2689   0.7321   0.2679
   0.1270   3.2640   0.7330   0.2670
   0.1280   3.2310   0.7325   0.2675
   0.1290   3.2237   0.7338   0.2662
   0.1300   3.2353   0.7348   0.2652
   0.1310   3.2291   0.7357   0.2643
   0.1320   3.2259   0.7364   0.2636
   0.1330   3.2191   0.7372   0.2628
   0.1340   3.2234   0.7378   0.2622
   0.1350   3.2029   0.7385   0.2615
   0.1360   3.2018   0.7392   0.2608
   0.1370   3.1884   0.7398   0.2602
   0.1380   3.1930   0.7403   0.2597
   0.1390   3.1856   0.7409   0.2591
   0.1400   3.1880   0.7415   0.2585
   0.1410   3.1871   0.7413   0.2587
   0.1420   3.1789   0.7425   0.2575
   0.1430   3.1769   0.7431   0.2569
   0.1440   3.1769   0.7435   0.2565
   0.1450   3.1676   0.7440   0.2560
   0.1460   3.1705   0.7445   0.2555
   0.1470   3.1565   0.7449   0.2551
   0.1480   3.1493   0.7453   0.2547
   0.1490   3.1413   0.7459   0.2541
   0.1500   3.1490   0.7461   0.2539
   0.1510   3.1430   0.7468   0.2532
   0.1520   3.1372   0.7469   0.2531
   0.1530   3.1236   0.7472   0.2528
   0.1540   3.1349   0.7476   0.2524
   0.1550   3.1363   0.7484   0.2516
   0.1560   3.1295   0.7483   0.2517
   0.1570   3.1273   0.7487   0.2513
   0.1580   3.1275   0.7489   0.2511
   0.1590   3.1239   0.7493   0.2507
   0.1600   3.1264   0.7496   0.2504
   0.1610   3.1197   0.7499   0.2501
   0.1620   3.1252   0.7500   0.2500
   0.1630   3.1246   0.7503   0.2497
   0.1640   3.1229   0.7503   0.2497
   0.1650   3.1164   0.7508   0.2492
   0.1660   3.1067   0.7515   0.2485
   0.1670   3.1096   0.7513   0.2487
   0.1680   3.1181   0.7515   0.2485
   0.1690   3.1007   0.7517   0.2483
   0.1700   3.0908   0.7521   0.2479
   0.1710   3.0773   0.7524   0.2476
   0.1720   3.0715   0.7524   0.2476
   0.1730   3.0668   0.7526   0.2474
   0.1740   3.0596   0.7525   0.2475
   0.1750   3.0546   0.7529   0.2471
   0.1760   3.0485   0.7533   0.2467
   0.1770   3.0447   0.7533   0.2467
   0.1780   3.0358   0.7533   0.2467
   0.1790   3.0295   0.7536   0.2464
   0.1800   3.0229   0.7533   0.2467
   0.1810   3.0273   0.7541   0.2459
   0.1820   3.0074   0.7539   0.2461
   0.1830   3.0069   0.7543   0.2457
   0.1840   3.0040   0.7544   0.2456
   0.1850   3.0026   0.7545   0.2455
   0.1860   2.9992   0.7548   0.2452
   0.1870   2.9975   0.7547   0.2453
   0.1880   2.9980   0.7549   0.2451
   0.1890   2.9936   0.7552   0.2448
   0.1900   2.9930   0.7552   0.2448
   0.1910   2.9930   0.7553   0.2447
   0.1920   2.9863   0.7556   0.2444
   0.1930   2.9799   0.7554   0.2446
   0.1940   2.9769   0.7558   0.2442
   0.1950   2.9656   0.7554   0.2446
   0.1960   2.9662   0.7558   0.2442
   0.1970   2.9593   0.7558   0.2442
   0.1980   2.9606   0.7562   0.2438
   0.1990   2.9689   0.7559   0.2441
   0.2000   2.9726   0.7558   0.2442
   0.2010   2.9689   0.7560   0.2440
   0.2020   2.9670   0.7558   0.2442
   0.2030   2.9643   0.7559   0.2441
   0.2040   2.9670   0.7561   0.2439
   0.2050   2.9565   0.7563   0.2437
   0.2060   2.9452   0.7562   0.2438
   0.2070   2.9327   0.7559   0.2441
   0.2080   2.9341   0.7562   0.2438
   0.2090   2.9351   0.7562   0.2438
   0.2100   2.9325   0.7568   0.2432
   0.2110   2.9340   0.7565   0.2435
   0.2120   2.9358   0.7563   0.2437
   0.2130   2.9386   0.7565   0.2435
   0.2140   2.9378   0.7565   0.2435
   0.2150   2.9349   0.7566   0.2434
   0.2160   2.9420   0.7565   0.2435
   0.2170   2.9294   0.7565   0.2435
   0.2180   2.9405   0.7565   0.2435
   0.2190   2.9387   0.7565   0.2435
   0.2200   2.9352   0.7565   0.2435
   0.2210   2.9321   0.7565   0.2435
   0.2220   2.9326   0.7565   0.2435
   0.2230   2.9281   0.7565   0.2435
   0.2240   2.9269   0.7571   0.2429
   0.2250   2.9279   0.7564   0.2436
   0.2260   2.9287   0.7565   0.2435
   0.2270   2.9253   0.7564   0.2436
   0.2280   2.9262   0.7564   0.2436
   0.2290   2.9322   0.7562   0.2438
   0.2300   2.9331   0.7562   0.2438
   0.2310   2.9306   0.7562   0.2438
   0.2320   2.9329   0.7561   0.2439
   0.2330   2.9332   0.7561   0.2439
   0.2340   2.9177   0.7563   0.2437
   0.2350   2.9145   0.7567   0.2433
   0.2360   2.9036   0.7579   0.2421
   0.2370   2.9303   0.7560   0.2440
   0.2380   2.9274   0.7556   0.2444
   0.2390   2.9348   0.7557   0.2443
   0.2400   2.9267   0.7555   0.2445
   0.2410   2.9319   0.7555   0.2445
   0.2420   2.9305   0.7554   0.2446
   0.2430   2.9330   0.7553   0.2447
   0.2440   2.9376   0.7554   0.2446
   0.2450   2.9442   0.7552   0.2448
   0.2460   2.9272   0.7553   0.2447
   0.2470   2.9294   0.7550   0.2450
   0.2480   2.9280   0.7551   0.2449
   0.2490   2.9274   0.7546   0.2454
   0.2500   2.9279   0.7549   0.2451
   0.2510   2.9288   0.7551   0.2449
   0.2520   2.9287   0.7548   0.2452
   0.2530   2.9300   0.7550   0.2450
   0.2540   2.9275   0.7548   0.2452
   0.2550   2.9282   0.7547   0.2453
   0.2560   2.9355   0.7545   0.2455
   0.2570   2.9320   0.7540   0.2460
   0.2580   2.9255   0.7543   0.2457
   0.2590   2.9244   0.7541   0.2459
   0.2600   2.9173   0.7540   0.2460
   0.2610   2.9163   0.7538   0.2462
   0.2620   2.9231   0.7538   0.2462
   0.2630   2.9286   0.7537   0.2463
   0.2640   2.9257   0.7535   0.2465
   0.2650   2.9274   0.7534   0.2466
   0.2660   2.9383   0.7532   0.2468
   0.2670   2.9400   0.7531   0.2469
   0.2680   2.9330   0.7527   0.2473
   0.2690   2.9346   0.7529   0.2471
   0.2700   2.9310   0.7529   0.2471
   0.2710   2.9323   0.7526   0.2474
   0.2720   2.9399   0.7528   0.2472
   0.2730   2.9345   0.7523   0.2477
   0.2740   2.9296   0.7518   0.2482
   0.2750   2.9325   0.7522   0.2478
   0.2760   2.9289   0.7515   0.2485
   0.2770   2.9356   0.7511   0.2489
   0.2780   2.9484   0.7513   0.2487
   0.2790   2.9464   0.7512   0.2488
   0.2800   2.9413   0.7510   0.2490
   0.2810   2.9193   0.7507   0.2493
   0.2820   2.9396   0.7507   0.2493
   0.2830   2.9200   0.7503   0.2497
   0.2840   2.9385   0.7501   0.2499
   0.2850   2.9378   0.7501   0.2499
   0.2860   2.9200   0.7498   0.2502
   0.2870   2.9344   0.7497   0.2503
   0.2880   2.9071   0.7490   0.2510
   0.2890   2.9222   0.7488   0.2512
   0.2900   2.9210   0.7488   0.2512
   0.2910   2.9277   0.7490   0.2510
   0.2920   2.9356   0.7489   0.2511
   0.2930   2.9411   0.7484   0.2516
   0.2940   2.9557   0.7484   0.2516
   0.2950   2.9536   0.7482   0.2518
   0.2960   2.9623   0.7478   0.2522
   0.2970   2.9601   0.7479   0.2521
   0.2980   2.9383   0.7477   0.2523
   0.2990   2.9706   0.7474   0.2526
   0.3000   2.9731   0.7472   0.2528
   0.3010   2.9575   0.7469   0.2531
   0.3020   2.9568   0.7467   0.2533
   0.3030   2.9738   0.7467   0.2533
   0.3040   2.9651   0.7466   0.2534
   0.3050   2.9647   0.7464   0.2536
   0.3060   2.9630   0.7462   0.2538
   0.3070   2.9588   0.7462   0.2538
   0.3080   2.9727   0.7459   0.2541
   0.3090   2.9794   0.7456   0.2544
   0.3100   2.9895   0.7455   0.2545
   0.3110   2.9866   0.7453   0.2547
   0.3120   2.9873   0.7452   0.2548
   0.3130   2.9648   0.7473   0.2527
   0.3140   2.9859   0.7448   0.2552
   0.3150   2.9710   0.7442   0.2558
   0.3160   2.9843   0.7442   0.2558
   0.3170   2.9809   0.7439   0.2561
   0.3180   2.9833   0.7439   0.2561
   0.3190   2.9846   0.7440   0.2560
   0.3200   2.9814   0.7433   0.2567
   0.3210   2.9803   0.7432   0.2568
   0.3220   2.9777   0.7431   0.2569
   0.3230   2.9698   0.7429   0.2571
   0.3240   2.9686   0.7428   0.2572
   0.3250   2.9495   0.7424   0.2576
   0.3260   2.9468   0.7424   0.2576
   0.3270   2.9448   0.7422   0.2578
   0.3280   2.9207   0.7395   0.2605
   0.3290   2.9281   0.7402   0.2598
   0.3300   2.9267   0.7404   0.2596
   0.3310   2.9282   0.7405   0.2595
   0.3320   2.9435   0.7404   0.2596
   0.3330   2.9469   0.7404   0.2596
   0.3340   2.9457   0.7396   0.2604
   0.3350   2.9360   0.7398   0.2602
   0.3360   2.9515   0.7398   0.2602
   0.3370   2.9395   0.7401   0.2599
   0.3380   2.9587   0.7395   0.2605
   0.3390   2.9639   0.7396   0.2604
   0.3400   2.9813   0.7392   0.2608
   0.3410   2.9833   0.7391   0.2609
   0.3420   2.9713   0.7393   0.2607
   0.3430   3.0005   0.7387   0.2613
   0.3440   2.9849   0.7383   0.2617
   0.3450   3.0022   0.7384   0.2616
   0.3460   2.9924   0.7380   0.2620
   0.3470   3.0105   0.7380   0.2620
   0.3480   3.0093   0.7379   0.2621
   0.3490   3.0097   0.7377   0.2623
   0.3500   3.0096   0.7375   0.2625
   0.3510   3.0103   0.7373   0.2627
   0.3520   3.0178   0.7372   0.2628
   0.3530   3.0230   0.7370   0.2630
   0.3540   3.0186   0.7368   0.2632
   0.3550   3.0225   0.7367   0.2633
   0.3560   3.0279   0.7363   0.2637
   0.3570   3.0311   0.7362   0.2638
   0.3580   3.0247   0.7361   0.2639
   0.3590   3.0238   0.7359   0.2641
   0.3600   3.0232   0.7357   0.2643
   0.3610   3.0240   0.7355   0.2645
   0.3620   3.0287   0.7352   0.2648
   0.3630   3.0312   0.7351   0.2649
   0.3640   3.0332   0.7350   0.2650
   0.3650   3.0390   0.7348   0.2652
   0.3660   3.0400   0.7346   0.2654
   0.3670   3.0059   0.7338   0.2662
   0.3680   3.0182   0.7338   0.2662
   0.3690   3.0219   0.7338   0.2662
   0.3700   2.9946   0.7330   0.2670
   0.3710   3.0209   0.7335   0.2665
   0.3720   3.0286   0.7335   0.2665
   0.3730   3.0283   0.7332   0.2668
   0.3740   3.0265   0.7331   0.2669
   0.3750   3.0210   0.7321   0.2679
   0.3760   3.0169   0.7328   0.2672
   0.3770   3.0098   0.7325   0.2675
   0.3780   3.0107   0.7325   0.2675
   0.3790   3.0044   0.7321   0.2679
   0.3800   3.0108   0.7320   0.2680
   0.3810   3.0115   0.7320   0.2680
   0.3820   3.0096   0.7317   0.2683
   0.3830   3.0227   0.7319   0.2681
   0.3840   3.0218   0.7313   0.2687
   0.3850   3.0212   0.7311   0.2689
   0.3860   3.0197   0.7307   0.2693
   0.3870   3.0228   0.7307   0.2693
   0.3880   3.0278   0.7305   0.2695
   0.3890   3.0273   0.7307   0.2693
   0.3900   3.0301   0.7303   0.2697
   0.3910   3.0269   0.7296   0.2704
   0.3920   3.0267   0.7298   0.2702
   0.3930   3.0258   0.7294   0.2706
   0.3940   3.0365   0.7295   0.2705
   0.3950   3.0343   0.7296   0.2704
   0.3960   3.0371   0.7291   0.2709
   0.3970   3.0355   0.7290   0.2710
   0.3980   3.0339   0.7289   0.2711
   0.3990   3.0328   0.7281   0.2719
   0.4000   3.0429   0.7285   0.2715
   0.4010   3.0402   0.7283   0.2717
   0.4020   3.0407   0.7280   0.2720
   0.4030   3.0442   0.7280   0.2720
   0.4040   3.0255   0.7278   0.2722
   0.4050   3.0298   0.7276   0.2724
   0.4060   3.0290   0.7275   0.2725
   0.4070   3.0295   0.7273   0.2727
   0.4080   3.0279   0.7271   0.2729
   0.4090   3.0171   0.7269   0.2731
   0.4100   3.0161   0.7268   0.2732
   0.4110   3.0220   0.7266   0.2734
   0.4120   3.0061   0.7263   0.2737
   0.4130   3.0310   0.7262   0.2738
   0.4140   3.0367   0.7261   0.2739
   0.4150   3.0386   0.7261   0.2739
   0.4160   3.0354   0.7260   0.2740
   0.4170   3.0596   0.7256   0.2744
   0.4180   3.0365   0.7259   0.2741
   0.4190   3.0631   0.7252   0.2748
   0.4200   3.0466   0.7255   0.2745
   0.4210   3.0607   0.7250   0.2750
   0.4220   3.0612   0.7247   0.2753
   0.4230   3.0604   0.7245   0.2755
   0.4240   3.0606   0.7244   0.2756
   0.4250   3.0451   0.7239   0.2761
   0.4260   3.0429   0.7239   0.2761
   0.4270   3.0549   0.7240   0.2760
   0.4280   3.0579   0.7235   0.2765
   0.4290   3.0545   0.7234   0.2766
   0.4300   3.0670   0.7233   0.2767
   0.4310   3.0688   0.7231   0.2769
   0.4320   3.0676   0.7230   0.2770
   0.4330   3.0721   0.7227   0.2773
   0.4340   3.0570   0.7227   0.2773
   0.4350   3.0705   0.7222   0.2778
   0.4360   3.0725   0.7221   0.2779
   0.4370   3.0721   0.7220   0.2780
   0.4380   3.0783   0.7217   0.2783
   0.4390   3.0724   0.7216   0.2784
   0.4400   3.0746   0.7217   0.2783
   0.4410   3.0731   0.7232   0.2768
   0.4420   3.0750   0.7213   0.2787
   0.4430   3.0752   0.7210   0.2790
   0.4440   3.0684   0.7206   0.2794
   0.4450   3.0638   0.7203   0.2797
   0.4460   3.0716   0.7207   0.2793
   0.4470   3.0680   0.7203   0.2797
   0.4480   3.0708   0.7201   0.2799
   0.4490   3.0777   0.7198   0.2802
   0.4500   3.0692   0.7192   0.2808
   0.4510   3.0753   0.7194   0.2806
   0.4520   3.0729   0.7192   0.2808
   0.4530   3.0692   0.7200   0.2800
   0.4540   3.0717   0.7189   0.2811
   0.4550   3.0739   0.7186   0.2814
   0.4560   3.0654   0.7184   0.2816
   0.4570   3.0767   0.7182   0.2818
   0.4580   3.0658   0.7179   0.2821
   0.4590   3.0705   0.7178   0.2822
   0.4600   3.0691   0.7176   0.2824
   0.4610   3.0690   0.7175   0.2825
   0.4620   3.0693   0.7172   0.2828
   0.4630   3.0713   0.7169   0.2831
   0.4640   3.0703   0.7169   0.2831
   0.4650   3.0747   0.7171   0.2829
   0.4660   3.0802   0.7165   0.2835
   0.4670   3.0809   0.7166   0.2834
   0.4680   3.0756   0.7161   0.2839
   0.4690   3.0744   0.7158   0.2842
   0.4700   3.0731   0.7158   0.2842
   0.4710   3.0605   0.7151   0.2849
   0.4720   3.0710   0.7153   0.2847
   0.4730   3.0691   0.7156   0.2844
   0.4740   3.0693   0.7149   0.2851
   0.4750   3.0717   0.7157   0.2843
   0.4760   3.0709   0.7147   0.2853
   0.4770   3.0721   0.7145   0.2855
   0.4780   3.0705   0.7143   0.2857
   0.4790   3.0717   0.7140   0.2860
   0.4800   3.0757   0.7139   0.2861
   0.4810   3.0733   0.7136   0.2864
   0.4820   3.0682   0.7134   0.2866
   0.4830   3.0700   0.7129   0.2871
   0.4840   3.0780   0.7128   0.2872
   0.4850   3.0701   0.7127   0.2873
   0.4860   3.0728   0.7125   0.2875
   0.4870   3.0834   0.7125   0.2875
   0.4880   3.0810   0.7122   0.2878
   0.4890   3.0762   0.7121   0.2879
   0.4900   3.0765   0.7118   0.2882
   0.4910   3.0758   0.7116   0.2884
   0.4920   3.0746   0.7118   0.2882
   0.4930   3.0770   0.7117   0.2883
   0.4940   3.0780   0.7102   0.2898
   0.4950   3.0831   0.7108   0.2892
   0.4960   3.0662   0.7107   0.2893
   0.4970   3.0802   0.7107   0.2893
   0.4980   3.0858   0.7105   0.2895
   0.4990   3.0871   0.7101   0.2899
   0.5000   3.0857   0.7099   0.2901
   0.5010   3.0769   0.7100   0.2900
   0.5020   3.0844   0.7095   0.2905
   0.5030   3.0823   0.7093   0.2907
   0.5040   3.0774   0.7094   0.2906
   0.5050   3.0901   0.7090   0.2910
   0.5060   3.0881   0.7073   0.2927
   0.5070   3.0853   0.7084   0.2916
   0.5080   3.0848   0.7080   0.2920
   0.5090   3.0871   0.7080   0.2920
   0.5100   3.0877   0.7078   0.2922
   0.5110   3.0985   0.7076   0.2924
   0.5120   3.1001   0.7074   0.2926
   0.5130   3.1013   0.7072   0.2928
   0.5140   3.0986   0.7071   0.2929
   0.5150   3.0991   0.7071   0.2929
   0.5160   3.0991   0.7066   0.2934
   0.5170   3.0999   0.7064   0.2936
   0.5180   3.1017   0.7062   0.2938
   0.5190   3.1019   0.7062   0.2938
   0.5200   3.1098   0.7059   0.2941
   0.5210   3.1025   0.7057   0.2943
   0.5220   3.1001   0.7058   0.2942
   0.5230   3.1055   0.7054   0.2946
   0.5240   3.1046   0.7051   0.2949
   0.5250   3.1059   0.7049   0.2951
   0.5260   3.1101   0.7047   0.2953
   0.5270   3.1129   0.7047   0.2953
   0.5280   3.1129   0.7039   0.2961
   0.5290   3.1139   0.7040   0.2960
   0.5300   3.1147   0.7038   0.2962
   0.5310   3.1111   0.7040   0.2960
   0.5320   3.1156   0.7034   0.2966
   0.5330   3.1199   0.7032   0.2968
   0.5340   3.1205   0.7030   0.2970
   0.5350   3.1225   0.7028   0.2972
   0.5360   3.1229   0.7026   0.2974
   0.5370   3.1189   0.7024   0.2976
   0.5380   3.1030   0.7015   0.2985
   0.5390   3.1139   0.7014   0.2986
   0.5400   3.1118   0.7014   0.2986
   0.5410   3.1200   0.7013   0.2987
   0.5420   3.1252   0.7011   0.2989
   0.5430   3.1253   0.7009   0.2991
   0.5440   3.1274   0.7007   0.2993
   0.5450   3.1080   0.7000   0.3000
   0.5460   3.1296   0.7003   0.2997
   0.5470   3.1296   0.7001   0.2999
   0.5480   3.1217   0.7000   0.3000
   0.5490   3.1201   0.6998   0.3002
   0.5500   3.1204   0.6996   0.3004
   0.5510   3.1232   0.6994   0.3006
   0.5520   3.1259   0.6992   0.3008
   0.5530   3.1246   0.6990   0.3010
   0.5540   3.1226   0.6988   0.3012
   0.5550   3.1203   0.6986   0.3014
   0.5560   3.1208   0.6984   0.3016
   0.5570   3.1211   0.6982   0.3018
   0.5580   3.1215   0.6980   0.3020
   0.5590   3.1221   0.6978   0.3022
   0.5600   3.1246   0.6977   0.3023
   0.5610   3.1217   0.6978   0.3022
   0.5620   3.1273   0.6973   0.3027
   0.5630   3.1280   0.6971   0.3029
   0.5640   3.1288   0.6969   0.3031
   0.5650   3.1309   0.6966   0.3034
   0.5660   3.1285   0.6957   0.3043
   0.5670   3.1348   0.6962   0.3038
   0.5680   3.1417   0.6960   0.3040
   0.5690   3.1448   0.6958   0.3042
   0.5700   3.1435   0.6958   0.3042
   0.5710   3.1442   0.6954   0.3046
   0.5720   3.1449   0.6952   0.3048
   0.5730   3.0718   0.6936   0.3064
   0.5740   3.1280   0.6946   0.3054
   0.5750   3.1249   0.6944   0.3056
   0.5760   3.1340   0.6943   0.3057
   0.5770   3.1357   0.6941   0.3059
   0.5780   3.1359   0.6933   0.3067
   0.5790   3.1365   0.6937   0.3063
   0.5800   3.1360   0.6935   0.3065
   0.5810   3.1349   0.6935   0.3065
   0.5820   3.1378   0.6931   0.3069
   0.5830   3.1388   0.6927   0.3073
   0.5840   3.1417   0.6928   0.3072
   0.5850   3.1420   0.6925   0.3075
   0.5860   3.0405   0.6906   0.3094
   0.5870   3.1061   0.6912   0.3088
   0.5880   3.1444   0.6913   0.3087
   0.5890   3.1431   0.6913   0.3087
   0.5900   3.1433   0.6912   0.3088
   0.5910   3.1457   0.6910   0.3090
   0.5920   3.1494   0.6908   0.3092
   0.5930   3.1517   0.6907   0.3093
   0.5940   3.1270   0.6895   0.3105
   0.5950   3.1577   0.6903   0.3097
   0.5960   3.1342   0.6911   0.3089
   0.5970   3.1431   0.6903   0.3097
   0.5980   3.0788   0.6890   0.3110
   0.5990   3.1235   0.6891   0.3109
   0.6000   3.1409   0.6890   0.3110
   0.6010   3.0864   0.6891   0.3109
   0.6020   3.1352   0.6889   0.3111
   0.6030   3.1468   0.6886   0.3114
   0.6040   3.1535   0.6885   0.3115
   0.6050   3.1182   0.6880   0.3120
   0.6060   3.1449   0.6879   0.3121
   0.6070   3.1461   0.6878   0.3122
   0.6080   3.1479   0.6876   0.3124
   0.6090   3.1490   0.6875   0.3125
   0.6100   3.1528   0.6873   0.3127
   0.6110   3.1478   0.6871   0.3129
   0.6120   3.1452   0.6870   0.3130
   0.6130   3.1495   0.6867   0.3133
   0.6140   3.1364   0.6874   0.3126
   0.6150   3.1405   0.6866   0.3134
   0.6160   3.1409   0.6863   0.3137
   0.6170   3.1247   0.6861   0.3139
   0.6180   3.1271   0.6858   0.3142
   0.6190   3.1287   0.6856   0.3144
   0.6200   3.1226   0.6855   0.3145
   0.6210   3.1259   0.6852   0.3148
   0.6220   3.1224   0.6851   0.3149
   0.6230   3.1243   0.6848   0.3152
   0.6240   3.1243   0.6846   0.3154
   0.6250   3.0855   0.6844   0.3156
   0.6260   3.1238   0.6842   0.3158
   0.6270   3.1331   0.6840   0.3160
   0.6280   3.1339   0.6840   0.3160
   0.6290   3.1353   0.6836   0.3164
   0.6300   3.1357   0.6834   0.3166
   0.6310   3.1374   0.6827   0.3173
   0.6320   3.1362   0.6830   0.3170
   0.6330   3.1384   0.6827   0.3173
   0.6340   3.1363   0.6826   0.3174
   0.6350   3.1373   0.6826   0.3174
   0.6360   3.1396   0.6823   0.3177
   0.6370   3.1425   0.6819   0.3181
   0.6380   3.1438   0.6818   0.3182
   0.6390   3.0850   0.6817   0.3183
   0.6400   3.1436   0.6814   0.3186
   0.6410   3.1436   0.6811   0.3189
   0.6420   3.1278   0.6811   0.3189
   0.6430   3.1437   0.6807   0.3193
   0.6440   3.1052   0.6806   0.3194
   0.6450   3.1370   0.6803   0.3197
   0.6460   3.1027   0.6802   0.3198
   0.6470   3.1220   0.6803   0.3197
   0.6480   3.0938   0.6794   0.3206
   0.6490   3.1153   0.6796   0.3204
   0.6500   3.0972   0.6795   0.3205
   0.6510   3.1121   0.6791   0.3209
   0.6520   3.1163   0.6790   0.3210
   0.6530   3.1003   0.6789   0.3211
   0.6540   3.1188   0.6785   0.3215
   0.6550   3.1125   0.6784   0.3216
   0.6560   3.1241   0.6782   0.3218
   0.6570   3.1074   0.6781   0.3219
   0.6580   3.1322   0.6777   0.3223
   0.6590   3.1312   0.6776   0.3224
   0.6600   3.1070   0.6774   0.3226
   0.6610   3.1304   0.6772   0.3228
