    EPSACU     EPSVM   EPSctrl    RHOforest     RHOreverse      RHOtotal       RHOmod1       RHOmod2
    0.2460    0.2681   -0.1460    0.6395E+12    0.5760E+14    0.5824E+14    0.3966E+14    0.1858E+14
    0.2470    0.2692   -0.1470    0.6454E+12    0.5775E+14    0.5839E+14    0.3980E+14    0.1860E+14
    0.2480    0.2704   -0.1480    0.6513E+12    0.5790E+14    0.5855E+14    0.3994E+14    0.1861E+14
    0.2490    0.2715   -0.1490    0.6573E+12    0.5805E+14    0.5870E+14    0.4007E+14    0.1863E+14
    0.2500    0.2727   -0.1500    0.6633E+12    0.5820E+14    0.5886E+14    0.4021E+14    0.1865E+14
    0.2510    0.2738   -0.1510    0.6693E+12    0.5834E+14    0.5901E+14    0.4035E+14    0.1867E+14
    0.2520    0.2749   -0.1520    0.6754E+12    0.5849E+14    0.5917E+14    0.4048E+14    0.1868E+14
    0.2530    0.2761   -0.1530    0.6814E+12    0.5864E+14    0.5932E+14    0.4062E+14    0.1870E+14
    0.2540    0.2772   -0.1540    0.6875E+12    0.5879E+14    0.5947E+14    0.4075E+14    0.1872E+14
    0.2550    0.2784   -0.1550    0.6935E+12    0.5893E+14    0.5963E+14    0.4089E+14    0.1874E+14
    0.2560    0.2795   -0.1560    0.6997E+12    0.5908E+14    0.5978E+14    0.4102E+14    0.1875E+14
    0.2570    0.2807   -0.1570    0.7058E+12    0.5922E+14    0.5993E+14    0.4116E+14    0.1877E+14
    0.2580    0.2818   -0.1580    0.7119E+12    0.5937E+14    0.6008E+14    0.4129E+14    0.1879E+14
    0.2590    0.2829   -0.1590    0.7181E+12    0.5951E+14    0.6023E+14    0.4142E+14    0.1881E+14
    0.2600    0.2841   -0.1600    0.7242E+12    0.5965E+14    0.6038E+14    0.4155E+14    0.1882E+14
    0.2610    0.2852   -0.1610    0.7304E+12    0.5979E+14    0.6053E+14    0.4168E+14    0.1884E+14
    0.2620    0.2864   -0.1620    0.7366E+12    0.5994E+14    0.6067E+14    0.4181E+14    0.1886E+14
    0.2630    0.2875   -0.1630    0.7429E+12    0.6008E+14    0.6082E+14    0.4194E+14    0.1888E+14
    0.2640    0.2886   -0.1640    0.7491E+12    0.6022E+14    0.6097E+14    0.4207E+14    0.1889E+14
    0.2650    0.2898   -0.1650    0.7554E+12    0.6036E+14    0.6112E+14    0.4220E+14    0.1891E+14
    0.2660    0.2909   -0.1660    0.7616E+12    0.6050E+14    0.6126E+14    0.4233E+14    0.1893E+14
    0.2670    0.2921   -0.1670    0.7679E+12    0.6064E+14    0.6141E+14    0.4246E+14    0.1895E+14
    0.2680    0.2932   -0.1680    0.7742E+12    0.6078E+14    0.6155E+14    0.4259E+14    0.1896E+14
    0.2690    0.2943   -0.1690    0.7806E+12    0.6092E+14    0.6170E+14    0.4271E+14    0.1898E+14
    0.2700    0.2955   -0.1700    0.7869E+12    0.6105E+14    0.6184E+14    0.4284E+14    0.1900E+14
    0.2710    0.2966   -0.1710    0.7932E+12    0.6119E+14    0.6198E+14    0.4297E+14    0.1902E+14
    0.2720    0.2978   -0.1720    0.7996E+12    0.6133E+14    0.6213E+14    0.4309E+14    0.1903E+14
    0.2730    0.2989   -0.1730    0.8060E+12    0.6146E+14    0.6227E+14    0.4322E+14    0.1905E+14
    0.2740    0.3000   -0.1740    0.8124E+12    0.6160E+14    0.6241E+14    0.4334E+14    0.1907E+14
    0.2750    0.3012   -0.1750    0.8188E+12    0.6173E+14    0.6255E+14    0.4346E+14    0.1909E+14
    0.2760    0.3023   -0.1760    0.8252E+12    0.6187E+14    0.6269E+14    0.4359E+14    0.1910E+14
    0.2770    0.3035   -0.1770    0.8316E+12    0.6200E+14    0.6283E+14    0.4371E+14    0.1912E+14
    0.2780    0.3046   -0.1780    0.8381E+12    0.6213E+14    0.6297E+14    0.4383E+14    0.1914E+14
    0.2790    0.3057   -0.1790    0.8445E+12    0.6227E+14    0.6311E+14    0.4395E+14    0.1916E+14
    0.2800    0.3069   -0.1800    0.8510E+12    0.6240E+14    0.6325E+14    0.4407E+14    0.1917E+14
    0.2810    0.3080   -0.1810    0.8575E+12    0.6253E+14    0.6339E+14    0.4419E+14    0.1919E+14
    0.2820    0.3091   -0.1820    0.8640E+12    0.6266E+14    0.6352E+14    0.4431E+14    0.1921E+14
    0.2830    0.3103   -0.1830    0.8705E+12    0.6279E+14    0.6366E+14    0.4443E+14    0.1923E+14
    0.2840    0.3114   -0.1840    0.8771E+12    0.6292E+14    0.6380E+14    0.4455E+14    0.1925E+14
    0.2850    0.3126   -0.1850    0.8836E+12    0.6305E+14    0.6393E+14    0.4467E+14    0.1926E+14
    0.2860    0.3137   -0.1860    0.8902E+12    0.6318E+14    0.6407E+14    0.4479E+14    0.1928E+14
    0.2870    0.3148   -0.1870    0.8967E+12    0.6331E+14    0.6420E+14    0.4491E+14    0.1930E+14
    0.2880    0.3160   -0.1880    0.9033E+12    0.6344E+14    0.6434E+14    0.4502E+14    0.1932E+14
    0.2890    0.3171   -0.1890    0.9099E+12    0.6356E+14    0.6447E+14    0.4514E+14    0.1933E+14
    0.2900    0.3182   -0.1900    0.9165E+12    0.6369E+14    0.6461E+14    0.4525E+14    0.1935E+14
    0.2910    0.3194   -0.1910    0.9231E+12    0.6382E+14    0.6474E+14    0.4537E+14    0.1937E+14
    0.2920    0.3205   -0.1920    0.9297E+12    0.6394E+14    0.6487E+14    0.4548E+14    0.1939E+14
    0.2930    0.3216   -0.1930    0.9363E+12    0.6407E+14    0.6500E+14    0.4560E+14    0.1941E+14
    0.2940    0.3228   -0.1940    0.9430E+12    0.6419E+14    0.6513E+14    0.4571E+14    0.1942E+14
    0.2950    0.3239   -0.1950    0.9496E+12    0.6432E+14    0.6527E+14    0.4582E+14    0.1944E+14
    0.2960    0.3250   -0.1960    0.9563E+12    0.6444E+14    0.6540E+14    0.4594E+14    0.1946E+14
    0.2970    0.3262   -0.1970    0.9630E+12    0.6456E+14    0.6553E+14    0.4605E+14    0.1948E+14
    0.2980    0.3273   -0.1980    0.9696E+12    0.6469E+14    0.6566E+14    0.4616E+14    0.1950E+14
    0.2990    0.3284   -0.1990    0.9763E+12    0.6481E+14    0.6579E+14    0.4627E+14    0.1951E+14
    0.3000    0.3296   -0.2000    0.9830E+12    0.6493E+14    0.6591E+14    0.4638E+14    0.1953E+14
    0.3010    0.3307   -0.2010    0.9898E+12    0.6505E+14    0.6604E+14    0.4649E+14    0.1955E+14
    0.3020    0.3318   -0.2020    0.9965E+12    0.6517E+14    0.6617E+14    0.4660E+14    0.1957E+14
    0.3030    0.3330   -0.2030    0.1003E+13    0.6529E+14    0.6630E+14    0.4671E+14    0.1959E+14
    0.3040    0.3341   -0.2040    0.1010E+13    0.6541E+14    0.6642E+14    0.4682E+14    0.1961E+14
    0.3050    0.3352   -0.2050    0.1017E+13    0.6553E+14    0.6655E+14    0.4693E+14    0.1962E+14
    0.3060    0.3364   -0.2060    0.1023E+13    0.6565E+14    0.6668E+14    0.4703E+14    0.1964E+14
    0.3070    0.3375   -0.2070    0.1030E+13    0.6577E+14    0.6680E+14    0.4714E+14    0.1966E+14
    0.3080    0.3386   -0.2080    0.1037E+13    0.6589E+14    0.6693E+14    0.4725E+14    0.1968E+14
    0.3090    0.3398   -0.2090    0.1044E+13    0.6601E+14    0.6705E+14    0.4735E+14    0.1970E+14
    0.3100    0.3409   -0.2100    0.1051E+13    0.6612E+14    0.6717E+14    0.4746E+14    0.1972E+14
    0.3110    0.3420   -0.2110    0.1057E+13    0.6624E+14    0.6730E+14    0.4756E+14    0.1973E+14
    0.3120    0.3432   -0.2120    0.1064E+13    0.6636E+14    0.6742E+14    0.4767E+14    0.1975E+14
    0.3130    0.3443   -0.2130    0.1071E+13    0.6647E+14    0.6754E+14    0.4777E+14    0.1977E+14
    0.3140    0.3454   -0.2140    0.1078E+13    0.6659E+14    0.6767E+14    0.4788E+14    0.1979E+14
    0.3150    0.3465   -0.2150    0.1085E+13    0.6670E+14    0.6779E+14    0.4798E+14    0.1981E+14
    0.3160    0.3477   -0.2160    0.1092E+13    0.6682E+14    0.6791E+14    0.4808E+14    0.1983E+14
    0.3170    0.3488   -0.2170    0.1098E+13    0.6693E+14    0.6803E+14    0.4819E+14    0.1984E+14
    0.3180    0.3499   -0.2180    0.1105E+13    0.6704E+14    0.6815E+14    0.4829E+14    0.1986E+14
    0.3190    0.3511   -0.2190    0.1112E+13    0.6716E+14    0.6827E+14    0.4839E+14    0.1988E+14
    0.3200    0.3522   -0.2200    0.1119E+13    0.6727E+14    0.6839E+14    0.4849E+14    0.1990E+14
    0.3210    0.3533   -0.2210    0.1126E+13    0.6738E+14    0.6851E+14    0.4859E+14    0.1992E+14
    0.3220    0.3544   -0.2220    0.1133E+13    0.6749E+14    0.6863E+14    0.4869E+14    0.1994E+14
    0.3230    0.3556   -0.2230    0.1140E+13    0.6760E+14    0.6874E+14    0.4879E+14    0.1996E+14
    0.3240    0.3567   -0.2240    0.1147E+13    0.6772E+14    0.6886E+14    0.4889E+14    0.1997E+14
    0.3250    0.3578   -0.2250    0.1154E+13    0.6783E+14    0.6898E+14    0.4899E+14    0.1999E+14
    0.3260    0.3589   -0.2260    0.1160E+13    0.6794E+14    0.6910E+14    0.4908E+14    0.2001E+14
    0.3270    0.3601   -0.2270    0.1167E+13    0.6804E+14    0.6921E+14    0.4918E+14    0.2003E+14
    0.3280    0.3612   -0.2280    0.1174E+13    0.6815E+14    0.6933E+14    0.4928E+14    0.2005E+14
    0.3290    0.3623   -0.2290    0.1181E+13    0.6826E+14    0.6944E+14    0.4938E+14    0.2007E+14
    0.3300    0.3634   -0.2300    0.1188E+13    0.6837E+14    0.6956E+14    0.4947E+14    0.2008E+14
    0.3310    0.3646   -0.2310    0.1195E+13    0.6847E+14    0.6967E+14    0.4957E+14    0.2010E+14
    0.3320    0.3657   -0.2320    0.1202E+13    0.6858E+14    0.6978E+14    0.4966E+14    0.2012E+14
    0.3330    0.3668   -0.2330    0.1209E+13    0.6869E+14    0.6990E+14    0.4976E+14    0.2014E+14
    0.3340    0.3679   -0.2340    0.1216E+13    0.6879E+14    0.7001E+14    0.4985E+14    0.2016E+14
    0.3350    0.3691   -0.2350    0.1223E+13    0.6890E+14    0.7012E+14    0.4994E+14    0.2018E+14
    0.3360    0.3702   -0.2360    0.1230E+13    0.6900E+14    0.7023E+14    0.5004E+14    0.2020E+14
    0.3370    0.3713   -0.2370    0.1237E+13    0.6911E+14    0.7034E+14    0.5013E+14    0.2022E+14
    0.3380    0.3724   -0.2380    0.1244E+13    0.6921E+14    0.7046E+14    0.5022E+14    0.2023E+14
    0.3390    0.3736   -0.2390    0.1251E+13    0.6932E+14    0.7057E+14    0.5031E+14    0.2025E+14
    0.3400    0.3747   -0.2400    0.1258E+13    0.6942E+14    0.7068E+14    0.5040E+14    0.2027E+14
    0.3410    0.3758   -0.2410    0.1265E+13    0.6952E+14    0.7079E+14    0.5050E+14    0.2029E+14
    0.3420    0.3769   -0.2420    0.1272E+13    0.6962E+14    0.7090E+14    0.5059E+14    0.2031E+14
    0.3430    0.3781   -0.2430    0.1279E+13    0.6973E+14    0.7101E+14    0.5068E+14    0.2033E+14
    0.3440    0.3792   -0.2440    0.1286E+13    0.6983E+14    0.7112E+14    0.5077E+14    0.2035E+14
    0.3450    0.3803   -0.2450    0.1293E+13    0.6993E+14    0.7122E+14    0.5086E+14    0.2037E+14
    0.3460    0.3814   -0.2460    0.1300E+13    0.7003E+14    0.7133E+14    0.5095E+14    0.2039E+14
    0.3470    0.3825   -0.2470    0.1307E+13    0.7013E+14    0.7144E+14    0.5103E+14    0.2040E+14
    0.3480    0.3837   -0.2480    0.1314E+13    0.7023E+14    0.7155E+14    0.5112E+14    0.2042E+14
    0.3490    0.3848   -0.2490    0.1321E+13    0.7033E+14    0.7165E+14    0.5121E+14    0.2044E+14
    0.3500    0.3859   -0.2500    0.1328E+13    0.7043E+14    0.7176E+14    0.5130E+14    0.2046E+14
    0.3510    0.3870   -0.2510    0.1335E+13    0.7053E+14    0.7187E+14    0.5139E+14    0.2048E+14
    0.3520    0.3881   -0.2520    0.1342E+13    0.7063E+14    0.7197E+14    0.5147E+14    0.2050E+14
    0.3530    0.3892   -0.2530    0.1350E+13    0.7073E+14    0.7208E+14    0.5156E+14    0.2052E+14
    0.3540    0.3904   -0.2540    0.1357E+13    0.7083E+14    0.7218E+14    0.5164E+14    0.2054E+14
    0.3550    0.3915   -0.2550    0.1364E+13    0.7092E+14    0.7229E+14    0.5173E+14    0.2056E+14
    0.3560    0.3926   -0.2560    0.1371E+13    0.7102E+14    0.7239E+14    0.5181E+14    0.2058E+14
    0.3570    0.3937   -0.2570    0.1378E+13    0.7112E+14    0.7249E+14    0.5190E+14    0.2060E+14
    0.3580    0.3948   -0.2580    0.1385E+13    0.7121E+14    0.7260E+14    0.5198E+14    0.2061E+14
    0.3590    0.3960   -0.2590    0.1392E+13    0.7131E+14    0.7270E+14    0.5207E+14    0.2063E+14
    0.3600    0.3971   -0.2600    0.1399E+13    0.7140E+14    0.7280E+14    0.5215E+14    0.2065E+14
    0.3610    0.3982   -0.2610    0.1406E+13    0.7150E+14    0.7290E+14    0.5223E+14    0.2067E+14
    0.3620    0.3993   -0.2620    0.1413E+13    0.7159E+14    0.7301E+14    0.5232E+14    0.2069E+14
    0.3630    0.4004   -0.2630    0.1421E+13    0.7169E+14    0.7311E+14    0.5240E+14    0.2071E+14
    0.3640    0.4015   -0.2640    0.1428E+13    0.7178E+14    0.7321E+14    0.5248E+14    0.2073E+14
    0.3650    0.4026   -0.2650    0.1435E+13    0.7187E+14    0.7331E+14    0.5256E+14    0.2075E+14
    0.3660    0.4038   -0.2660    0.1442E+13    0.7197E+14    0.7341E+14    0.5264E+14    0.2077E+14
    0.3670    0.4049   -0.2670    0.1449E+13    0.7206E+14    0.7351E+14    0.5272E+14    0.2079E+14
    0.3680    0.4060   -0.2680    0.1456E+13    0.7215E+14    0.7361E+14    0.5280E+14    0.2081E+14
    0.3690    0.4071   -0.2690    0.1463E+13    0.7224E+14    0.7371E+14    0.5288E+14    0.2083E+14
    0.3700    0.4082   -0.2700    0.1470E+13    0.7233E+14    0.7381E+14    0.5296E+14    0.2085E+14
    0.3710    0.4093   -0.2710    0.1478E+13    0.7243E+14    0.7390E+14    0.5304E+14    0.2086E+14
    0.3720    0.4104   -0.2720    0.1485E+13    0.7252E+14    0.7400E+14    0.5312E+14    0.2088E+14
    0.3730    0.4115   -0.2730    0.1492E+13    0.7261E+14    0.7410E+14    0.5319E+14    0.2090E+14
    0.3740    0.4127   -0.2740    0.1499E+13    0.7270E+14    0.7419E+14    0.5327E+14    0.2092E+14
    0.3750    0.4138   -0.2750    0.1506E+13    0.7278E+14    0.7429E+14    0.5335E+14    0.2094E+14
    0.3760    0.4149   -0.2760    0.1513E+13    0.7287E+14    0.7439E+14    0.5343E+14    0.2096E+14
    0.3770    0.4160   -0.2770    0.1521E+13    0.7296E+14    0.7448E+14    0.5350E+14    0.2098E+14
    0.3780    0.4171   -0.2780    0.1528E+13    0.7305E+14    0.7458E+14    0.5358E+14    0.2100E+14
    0.3790    0.4182   -0.2790    0.1535E+13    0.7314E+14    0.7467E+14    0.5365E+14    0.2102E+14
    0.3800    0.4193   -0.2800    0.1542E+13    0.7323E+14    0.7477E+14    0.5373E+14    0.2104E+14
    0.3810    0.4204   -0.2810    0.1549E+13    0.7331E+14    0.7486E+14    0.5380E+14    0.2106E+14
    0.3820    0.4215   -0.2820    0.1556E+13    0.7340E+14    0.7496E+14    0.5388E+14    0.2108E+14
    0.3830    0.4226   -0.2830    0.1564E+13    0.7349E+14    0.7505E+14    0.5395E+14    0.2110E+14
    0.3840    0.4238   -0.2840    0.1571E+13    0.7357E+14    0.7514E+14    0.5403E+14    0.2112E+14
    0.3850    0.4249   -0.2850    0.1578E+13    0.7366E+14    0.7524E+14    0.5410E+14    0.2114E+14
    0.3860    0.4260   -0.2860    0.1585E+13    0.7375E+14    0.7533E+14    0.5418E+14    0.2116E+14
    0.3870    0.4271   -0.2870    0.1592E+13    0.7383E+14    0.7542E+14    0.5425E+14    0.2117E+14
    0.3880    0.4282   -0.2880    0.1600E+13    0.7392E+14    0.7551E+14    0.5432E+14    0.2119E+14
    0.3890    0.4293   -0.2890    0.1607E+13    0.7400E+14    0.7561E+14    0.5439E+14    0.2121E+14
    0.3900    0.4304   -0.2900    0.1614E+13    0.7408E+14    0.7570E+14    0.5447E+14    0.2123E+14
    0.3910    0.4315   -0.2910    0.1621E+13    0.7417E+14    0.7579E+14    0.5454E+14    0.2125E+14
    0.3920    0.4326   -0.2920    0.1628E+13    0.7425E+14    0.7588E+14    0.5461E+14    0.2127E+14
    0.3930    0.4337   -0.2930    0.1636E+13    0.7433E+14    0.7597E+14    0.5468E+14    0.2129E+14
    0.3940    0.4348   -0.2940    0.1643E+13    0.7442E+14    0.7606E+14    0.5475E+14    0.2131E+14
    0.3950    0.4359   -0.2950    0.1650E+13    0.7450E+14    0.7615E+14    0.5482E+14    0.2133E+14
    0.3960    0.4370   -0.2960    0.1657E+13    0.7458E+14    0.7624E+14    0.5489E+14    0.2135E+14
    0.3970    0.4381   -0.2970    0.1664E+13    0.7466E+14    0.7633E+14    0.5496E+14    0.2137E+14
    0.3980    0.4392   -0.2980    0.1672E+13    0.7474E+14    0.7642E+14    0.5503E+14    0.2139E+14
    0.3990    0.4403   -0.2990    0.1679E+13    0.7483E+14    0.7650E+14    0.5510E+14    0.2141E+14
    0.4000    0.4414   -0.3000    0.1686E+13    0.7491E+14    0.7659E+14    0.5517E+14    0.2143E+14
    0.4010    0.4425   -0.3010    0.1693E+13    0.7499E+14    0.7668E+14    0.5523E+14    0.2145E+14
    0.4020    0.4436   -0.3020    0.1701E+13    0.7507E+14    0.7677E+14    0.5530E+14    0.2147E+14
    0.4030    0.4447   -0.3030    0.1708E+13    0.7515E+14    0.7685E+14    0.5537E+14    0.2148E+14
    0.4040    0.4458   -0.3040    0.1715E+13    0.7523E+14    0.7694E+14    0.5544E+14    0.2150E+14
    0.4050    0.4469   -0.3050    0.1722E+13    0.7530E+14    0.7703E+14    0.5550E+14    0.2152E+14
    0.4060    0.4480   -0.3060    0.1730E+13    0.7538E+14    0.7711E+14    0.5557E+14    0.2154E+14
    0.4070    0.4491   -0.3070    0.1737E+13    0.7546E+14    0.7720E+14    0.5564E+14    0.2156E+14
    0.4080    0.4502   -0.3080    0.1744E+13    0.7554E+14    0.7728E+14    0.5570E+14    0.2158E+14
    0.4090    0.4513   -0.3090    0.1751E+13    0.7562E+14    0.7737E+14    0.5577E+14    0.2160E+14
    0.4100    0.4524   -0.3100    0.1758E+13    0.7569E+14    0.7745E+14    0.5583E+14    0.2162E+14
    0.4110    0.4535   -0.3110    0.1766E+13    0.7577E+14    0.7754E+14    0.5590E+14    0.2164E+14
    0.4120    0.4546   -0.3120    0.1773E+13    0.7585E+14    0.7762E+14    0.5596E+14    0.2166E+14
    0.4130    0.4557   -0.3130    0.1780E+13    0.7592E+14    0.7770E+14    0.5603E+14    0.2168E+14
    0.4140    0.4568   -0.3140    0.1787E+13    0.7600E+14    0.7779E+14    0.5609E+14    0.2170E+14
    0.4150    0.4579   -0.3150    0.1795E+13    0.7608E+14    0.7787E+14    0.5615E+14    0.2172E+14
    0.4160    0.4590   -0.3160    0.1802E+13    0.7615E+14    0.7795E+14    0.5622E+14    0.2174E+14
    0.4170    0.4601   -0.3170    0.1809E+13    0.7623E+14    0.7804E+14    0.5628E+14    0.2176E+14
    0.4180    0.4612   -0.3180    0.1816E+13    0.7630E+14    0.7812E+14    0.5634E+14    0.2178E+14
    0.4190    0.4623   -0.3190    0.1824E+13    0.7638E+14    0.7820E+14    0.5640E+14    0.2180E+14
    0.4200    0.4634   -0.3200    0.1831E+13    0.7645E+14    0.7828E+14    0.5647E+14    0.2182E+14
    0.4210    0.4645   -0.3210    0.1838E+13    0.7652E+14    0.7836E+14    0.5653E+14    0.2183E+14
    0.4220    0.4656   -0.3220    0.1846E+13    0.7660E+14    0.7844E+14    0.5659E+14    0.2185E+14
    0.4230    0.4667   -0.3230    0.1853E+13    0.7667E+14    0.7852E+14    0.5665E+14    0.2187E+14
    0.4240    0.4678   -0.3240    0.1860E+13    0.7674E+14    0.7860E+14    0.5671E+14    0.2189E+14
    0.4250    0.4689   -0.3250    0.1867E+13    0.7682E+14    0.7868E+14    0.5677E+14    0.2191E+14
    0.4260    0.4700   -0.3260    0.1875E+13    0.7689E+14    0.7876E+14    0.5683E+14    0.2193E+14
    0.4270    0.4711   -0.3270    0.1882E+13    0.7696E+14    0.7884E+14    0.5689E+14    0.2195E+14
    0.4280    0.4722   -0.3280    0.1889E+13    0.7703E+14    0.7892E+14    0.5695E+14    0.2197E+14
    0.4290    0.4733   -0.3290    0.1896E+13    0.7710E+14    0.7900E+14    0.5701E+14    0.2199E+14
    0.4300    0.4744   -0.3300    0.1904E+13    0.7717E+14    0.7908E+14    0.5707E+14    0.2201E+14
    0.4310    0.4755   -0.3310    0.1911E+13    0.7724E+14    0.7915E+14    0.5713E+14    0.2203E+14
    0.4320    0.4765   -0.3320    0.1918E+13    0.7731E+14    0.7923E+14    0.5718E+14    0.2205E+14
    0.4330    0.4776   -0.3330    0.1925E+13    0.7738E+14    0.7931E+14    0.5724E+14    0.2207E+14
    0.4340    0.4787   -0.3340    0.1933E+13    0.7745E+14    0.7939E+14    0.5730E+14    0.2209E+14
    0.4350    0.4798   -0.3350    0.1940E+13    0.7752E+14    0.7946E+14    0.5736E+14    0.2211E+14
    0.4360    0.4809   -0.3360    0.1947E+13    0.7759E+14    0.7954E+14    0.5741E+14    0.2212E+14
    0.4370    0.4820   -0.3370    0.1955E+13    0.7766E+14    0.7961E+14    0.5747E+14    0.2214E+14
    0.4380    0.4831   -0.3380    0.1962E+13    0.7773E+14    0.7969E+14    0.5752E+14    0.2216E+14
    0.4390    0.4842   -0.3390    0.1969E+13    0.7779E+14    0.7976E+14    0.5758E+14    0.2218E+14
    0.4400    0.4853   -0.3400    0.1976E+13    0.7786E+14    0.7984E+14    0.5764E+14    0.2220E+14
    0.4410    0.4864   -0.3410    0.1984E+13    0.7793E+14    0.7991E+14    0.5769E+14    0.2222E+14
    0.4420    0.4875   -0.3420    0.1991E+13    0.7800E+14    0.7999E+14    0.5775E+14    0.2224E+14
    0.4430    0.4885   -0.3430    0.1998E+13    0.7806E+14    0.8006E+14    0.5780E+14    0.2226E+14
    0.4440    0.4896   -0.3440    0.2005E+13    0.7813E+14    0.8014E+14    0.5786E+14    0.2228E+14
    0.4450    0.4907   -0.3450    0.2013E+13    0.7820E+14    0.8021E+14    0.5791E+14    0.2230E+14
    0.4460    0.4918   -0.3460    0.2020E+13    0.7826E+14    0.8028E+14    0.5796E+14    0.2232E+14
    0.4470    0.4929   -0.3470    0.2027E+13    0.7833E+14    0.8035E+14    0.5802E+14    0.2234E+14
    0.4480    0.4940   -0.3480    0.2035E+13    0.7839E+14    0.8043E+14    0.5807E+14    0.2236E+14
    0.4490    0.4951   -0.3490    0.2042E+13    0.7846E+14    0.8050E+14    0.5812E+14    0.2238E+14
    0.4500    0.4961   -0.3500    0.2049E+13    0.7852E+14    0.8057E+14    0.5818E+14    0.2240E+14
    0.4510    0.4972   -0.3510    0.2057E+13    0.7859E+14    0.8064E+14    0.5823E+14    0.2241E+14
    0.4520    0.4983   -0.3520    0.2064E+13    0.7865E+14    0.8072E+14    0.5828E+14    0.2243E+14
    0.4530    0.4994   -0.3530    0.2071E+13    0.7872E+14    0.8079E+14    0.5833E+14    0.2245E+14
    0.4540    0.5005   -0.3540    0.2078E+13    0.7878E+14    0.8086E+14    0.5838E+14    0.2247E+14
    0.4550    0.5016   -0.3550    0.2086E+13    0.7884E+14    0.8093E+14    0.5844E+14    0.2249E+14
    0.4560    0.5027   -0.3560    0.2093E+13    0.7891E+14    0.8100E+14    0.5849E+14    0.2251E+14
    0.4570    0.5037   -0.3570    0.2100E+13    0.7897E+14    0.8107E+14    0.5854E+14    0.2253E+14
    0.4580    0.5048   -0.3580    0.2108E+13    0.7903E+14    0.8114E+14    0.5859E+14    0.2255E+14
    0.4590    0.5059   -0.3590    0.2115E+13    0.7909E+14    0.8121E+14    0.5864E+14    0.2257E+14
    0.4600    0.5070   -0.3600    0.2122E+13    0.7915E+14    0.8128E+14    0.5869E+14    0.2259E+14
    0.4610    0.5081   -0.3610    0.2130E+13    0.7922E+14    0.8135E+14    0.5874E+14    0.2261E+14
    0.4620    0.5091   -0.3620    0.2137E+13    0.7928E+14    0.8141E+14    0.5878E+14    0.2263E+14
    0.4630    0.5102   -0.3630    0.2144E+13    0.7934E+14    0.8148E+14    0.5883E+14    0.2265E+14
    0.4640    0.5113   -0.3640    0.2151E+13    0.7940E+14    0.8155E+14    0.5888E+14    0.2267E+14
    0.4650    0.5124   -0.3650    0.2159E+13    0.7946E+14    0.8162E+14    0.5893E+14    0.2269E+14
    0.4660    0.5135   -0.3660    0.2166E+13    0.7952E+14    0.8169E+14    0.5898E+14    0.2271E+14
    0.4670    0.5145   -0.3670    0.2173E+13    0.7958E+14    0.8175E+14    0.5903E+14    0.2273E+14
    0.4680    0.5156   -0.3680    0.2181E+13    0.7964E+14    0.8182E+14    0.5907E+14    0.2275E+14
    0.4690    0.5167   -0.3690    0.2188E+13    0.7970E+14    0.8189E+14    0.5912E+14    0.2277E+14
    0.4700    0.5178   -0.3700    0.2195E+13    0.7976E+14    0.8195E+14    0.5917E+14    0.2279E+14
    0.4710    0.5189   -0.3710    0.2203E+13    0.7982E+14    0.8202E+14    0.5921E+14    0.2281E+14
    0.4720    0.5199   -0.3720    0.2210E+13    0.7988E+14    0.8209E+14    0.5926E+14    0.2283E+14
    0.4730    0.5210   -0.3730    0.2217E+13    0.7994E+14    0.8215E+14    0.5931E+14    0.2285E+14
    0.4740    0.5221   -0.3740    0.2225E+13    0.7999E+14    0.8222E+14    0.5935E+14    0.2287E+14
    0.4750    0.5232   -0.3750    0.2232E+13    0.8005E+14    0.8228E+14    0.5940E+14    0.2289E+14
    0.4760    0.5242   -0.3760    0.2239E+13    0.8011E+14    0.8235E+14    0.5944E+14    0.2290E+14
    0.4770    0.5253   -0.3770    0.2247E+13    0.8017E+14    0.8241E+14    0.5949E+14    0.2292E+14
    0.4780    0.5264   -0.3780    0.2254E+13    0.8022E+14    0.8248E+14    0.5953E+14    0.2294E+14
    0.4790    0.5275   -0.3790    0.2261E+13    0.8028E+14    0.8254E+14    0.5958E+14    0.2296E+14
    0.4800    0.5285   -0.3800    0.2269E+13    0.8034E+14    0.8261E+14    0.5962E+14    0.2298E+14
    0.4810    0.5296   -0.3810    0.2276E+13    0.8040E+14    0.8267E+14    0.5967E+14    0.2300E+14
    0.4820    0.5307   -0.3820    0.2283E+13    0.8045E+14    0.8274E+14    0.5971E+14    0.2302E+14
    0.4830    0.5318   -0.3830    0.2291E+13    0.8051E+14    0.8280E+14    0.5976E+14    0.2304E+14
    0.4840    0.5328   -0.3840    0.2298E+13    0.8056E+14    0.8286E+14    0.5980E+14    0.2306E+14
    0.4850    0.5339   -0.3850    0.2306E+13    0.8062E+14    0.8292E+14    0.5984E+14    0.2308E+14
    0.4860    0.5350   -0.3860    0.2313E+13    0.8067E+14    0.8299E+14    0.5989E+14    0.2310E+14
    0.4870    0.5361   -0.3870    0.2320E+13    0.8073E+14    0.8305E+14    0.5993E+14    0.2312E+14
    0.4880    0.5371   -0.3880    0.2328E+13    0.8078E+14    0.8311E+14    0.5997E+14    0.2314E+14
    0.4890    0.5382   -0.3890    0.2335E+13    0.8084E+14    0.8317E+14    0.6001E+14    0.2316E+14
