text_01.dat                                                                     
poles     1  1  1
       phi     theta      int
    95.000    57.071     0.000
   105.000    57.071     0.000
   115.000    57.071     0.000
   125.000    57.071     0.015
   135.000    57.071     0.323
   145.000    57.071     2.344
   155.000    57.071     3.387
   165.000    57.071     1.057
   175.000    57.071     0.158
   185.000    57.071     0.222
  -185.000    66.474     1.642
  -175.000    66.474     1.369
  -165.000    66.474     2.575
  -155.000    66.474     0.960
  -145.000    66.474     0.420
  -135.000    66.474     0.354
  -125.000    66.474     0.002
  -115.000    66.474     0.000
  -105.000    66.474     0.000
   -95.000    66.474     0.000
   -85.000    66.474     0.000
   -75.000    66.474     0.000
   -65.000    66.474     0.008
   -55.000    66.474     0.019
   -45.000    66.474     0.129
   -35.000    66.474     0.185
   -25.000    66.474     0.833
   -15.000    66.474     2.215
    -5.000    66.474     1.100
     5.000    66.474     1.550
    15.000    66.474     3.460
    25.000    66.474     0.978
    35.000    66.474     0.111
    45.000    66.474     0.064
    55.000    66.474     0.183
    65.000    66.474     0.003
    75.000    66.474     0.000
    85.000    66.474     0.000
    95.000    66.474     0.010
   105.000    66.474     0.067
   115.000    66.474     0.000
   125.000    66.474     0.071
   135.000    66.474     0.102
   145.000    66.474     0.741
   155.000    66.474     1.074
   165.000    66.474     3.093
   175.000    66.474     1.642
   185.000    66.474     1.369
  -185.000    75.882     2.638
  -175.000    75.882     2.226
  -165.000    75.882     1.257
  -155.000    75.882     0.580
  -145.000    75.882     0.363
  -135.000    75.882     0.346
  -125.000    75.882     0.018
  -115.000    75.882     0.098
  -105.000    75.882     0.007
   -95.000    75.882     0.000
   -85.000    75.882     0.000
   -75.000    75.882     0.025
   -65.000    75.882     0.185
   -55.000    75.882     0.160
   -45.000    75.882     0.174
   -35.000    75.882     0.273
   -25.000    75.882     0.288
   -15.000    75.882     0.929
    -5.000    75.882     2.166
     5.000    75.882     2.308
    15.000    75.882     0.985
    25.000    75.882     0.444
    35.000    75.882     0.277
    45.000    75.882     0.068
    55.000    75.882     0.065
    65.000    75.882     0.020
    75.000    75.882     0.047
    85.000    75.882     0.000
    95.000    75.882     0.007
   105.000    75.882     0.033
   115.000    75.882     0.094
   125.000    75.882     0.448
   135.000    75.882     0.173
   145.000    75.882     0.318
   155.000    75.882     0.462
   165.000    75.882     1.209
   175.000    75.882     2.638
   185.000    75.882     2.226
  -185.000    85.294     2.124
  -175.000    85.294     1.614
  -165.000    85.294     0.797
  -155.000    85.294     0.480
  -145.000    85.294     0.594
  -135.000    85.294     0.823
  -125.000    85.294     1.330
  -115.000    85.294     2.606
  -105.000    85.294     3.526
   -95.000    85.294     3.836
   -85.000    85.294     4.059
   -75.000    85.294     3.486
   -65.000    85.294     2.105
   -55.000    85.294     1.568
   -45.000    85.294     0.569
   -35.000    85.294     0.401
   -25.000    85.294     0.366
   -15.000    85.294     1.029
    -5.000    85.294     2.900
     5.000    85.294     2.170
    15.000    85.294     0.976
    25.000    85.294     0.429
    35.000    85.294     0.428
    45.000    85.294     0.598
    55.000    85.294     1.120
    65.000    85.294     2.785
    75.000    85.294     4.331
    85.000    85.294     4.945
    95.000    85.294     5.069
   105.000    85.294     3.922
   115.000    85.294     1.859
   125.000    85.294     1.407
   135.000    85.294     0.762
   145.000    85.294     0.549
   155.000    85.294     0.610
   165.000    85.294     1.058
   175.000    85.294     2.124
   185.000    85.294     1.614
  -185.000    94.706     2.900
  -175.000    94.706     2.170
  -165.000    94.706     0.976
  -155.000    94.706     0.429
  -145.000    94.706     0.428
  -135.000    94.706     0.598
  -125.000    94.706     1.120
  -115.000    94.706     2.785
  -105.000    94.706     4.331
   -95.000    94.706     4.945
   -85.000    94.706     5.069
   -75.000    94.706     3.922
   -65.000    94.706     1.859
   -55.000    94.706     1.407
   -45.000    94.706     0.762
   -35.000    94.706     0.549
   -25.000    94.706     0.610
   -15.000    94.706     1.058
    -5.000    94.706     2.124
     5.000    94.706     1.614
    15.000    94.706     0.797
    25.000    94.706     0.480
    35.000    94.706     0.594
    45.000    94.706     0.823
    55.000    94.706     1.330
    65.000    94.706     2.606
    75.000    94.706     3.526
    85.000    94.706     3.836
    95.000    94.706     4.059
   105.000    94.706     3.486
   115.000    94.706     2.105
   125.000    94.706     1.568
   135.000    94.706     0.569
   145.000    94.706     0.401
   155.000    94.706     0.366
   165.000    94.706     1.029
   175.000    94.706     2.900
   185.000    94.706     2.170
text_01.dat                                                                     
poles     1  1  0
       phi     theta      int
  -185.000     0.810     5.318
  -175.000     0.810     5.318
  -165.000     0.810     5.318
  -155.000     0.810     5.318
  -145.000     0.810     5.318
  -135.000     0.810     5.318
  -125.000     0.810     5.318
  -115.000     0.810     5.318
  -105.000     0.810     5.318
   -95.000     0.810     5.318
   -85.000     0.810     5.318
   -75.000     0.810     5.318
   -65.000     0.810     5.318
   -55.000     0.810     5.318
   -45.000     0.810     5.318
   -35.000     0.810     5.318
   -25.000     0.810     5.318
   -15.000     0.810     5.318
    -5.000     0.810     5.318
     5.000     0.810     5.318
    15.000     0.810     5.318
    25.000     0.810     5.318
    35.000     0.810     5.318
    45.000     0.810     5.318
    55.000     0.810     5.318
    65.000     0.810     5.318
    75.000     0.810     5.318
    85.000     0.810     5.318
    95.000     0.810     5.318
   105.000     0.810     5.318
   115.000     0.810     5.318
   125.000     0.810     5.318
   135.000     0.810     5.318
   145.000     0.810     5.318
   155.000     0.810     5.318
   165.000     0.810     5.318
   175.000     0.810     5.318
   185.000     0.810     5.318
  -185.000    10.798     4.810
  -175.000    10.798     5.235
  -165.000    10.798     5.835
  -155.000    10.798     2.745
  -145.000    10.798     1.414
  -135.000    10.798     0.700
  -125.000    10.798     0.359
  -115.000    10.798     0.161
  -105.000    10.798     0.097
   -95.000    10.798     0.069
   -85.000    10.798     0.066
   -75.000    10.798     0.086
   -65.000    10.798     0.184
   -55.000    10.798     0.388
   -45.000    10.798     0.801
   -35.000    10.798     1.647
   -25.000    10.798     3.602
   -15.000    10.798     5.085
    -5.000    10.798     4.396
     5.000    10.798     5.061
    15.000    10.798     4.364
    25.000    10.798     1.965
    35.000    10.798     0.903
    45.000    10.798     0.389
    55.000    10.798     0.146
    65.000    10.798     0.077
    75.000    10.798     0.038
    85.000    10.798     0.007
    95.000    10.798     0.024
   105.000    10.798     0.048
   115.000    10.798     0.121
   125.000    10.798     0.328
   135.000    10.798     0.578
   145.000    10.798     1.235
   155.000    10.798     2.423
   165.000    10.798     5.663
   175.000    10.798     4.810
   185.000    10.798     5.235
  -185.000    19.719     4.426
  -175.000    19.719     3.871
  -165.000    19.719     2.898
  -155.000    19.719     0.794
  -145.000    19.719     0.109
  -135.000    19.719     0.000
  -125.000    19.719     0.000
  -115.000    19.719     0.005
  -105.000    19.719     0.046
   -95.000    19.719     0.116
   -85.000    19.719     0.029
   -75.000    19.719     0.002
   -65.000    19.719     0.000
   -55.000    19.719     0.000
   -45.000    19.719     0.011
   -35.000    19.719     0.176
   -25.000    19.719     0.936
   -15.000    19.719     3.257
    -5.000    19.719     5.651
     5.000    19.719     5.227
    15.000    19.719     3.243
    25.000    19.719     0.783
    35.000    19.719     0.102
    45.000    19.719     0.002
    55.000    19.719     0.039
    65.000    19.719     0.142
    75.000    19.719     0.081
    85.000    19.719     0.012
    95.000    19.719     0.000
   105.000    19.719     0.000
   115.000    19.719     0.002
   125.000    19.719     0.020
   135.000    19.719     0.025
   145.000    19.719     0.067
   155.000    19.719     0.498
   165.000    19.719     2.090
   175.000    19.719     4.426
   185.000    19.719     3.871
  -185.000    28.966     5.682
  -175.000    28.966     6.042
  -165.000    28.966     1.512
  -155.000    28.966     0.129
  -145.000    28.966     0.012
  -135.000    28.966     0.155
  -125.000    28.966     0.127
  -115.000    28.966     0.004
  -105.000    28.966     0.032
   -95.000    28.966     0.100
   -85.000    28.966     0.035
   -75.000    28.966     0.001
   -65.000    28.966     0.000
   -55.000    28.966     0.000
   -45.000    28.966     0.031
   -35.000    28.966     0.208
   -25.000    28.966     0.260
   -15.000    28.966     1.926
    -5.000    28.966     6.568
     5.000    28.966     5.407
    15.000    28.966     1.099
    25.000    28.966     0.288
    35.000    28.966     0.142
    45.000    28.966     0.042
    55.000    28.966     0.004
    65.000    28.966     0.067
    75.000    28.966     0.038
    85.000    28.966     0.002
    95.000    28.966     0.000
   105.000    28.966     0.000
   115.000    28.966     0.004
   125.000    28.966     0.041
   135.000    28.966     0.075
   145.000    28.966     0.057
   155.000    28.966     0.170
   165.000    28.966     1.189
   175.000    28.966     5.682
   185.000    28.966     6.042
  -185.000    38.303     1.820
  -175.000    38.303     2.244
  -165.000    38.303     2.144
  -155.000    38.303     0.586
  -145.000    38.303     0.210
  -135.000    38.303     0.196
  -125.000    38.303     0.274
  -115.000    38.303     0.018
  -105.000    38.303     0.000
   -95.000    38.303     0.000
   -85.000    38.303     0.085
   -75.000    38.303     0.025
   -65.000    38.303     0.000
   -55.000    38.303     0.012
   -45.000    38.303     0.024
   -35.000    38.303     0.070
   -25.000    38.303     0.556
   -15.000    38.303     2.386
    -5.000    38.303     1.863
     5.000    38.303     1.464
    15.000    38.303     1.338
    25.000    38.303     0.637
    35.000    38.303     0.358
    45.000    38.303     0.188
    55.000    38.303     0.031
    65.000    38.303     0.017
    75.000    38.303     0.003
    85.000    38.303     0.020
    95.000    38.303     0.087
   105.000    38.303     0.117
   115.000    38.303     0.047
   125.000    38.303     0.018
   135.000    38.303     0.079
   145.000    38.303     0.253
   155.000    38.303     0.638
   165.000    38.303     2.076
   175.000    38.303     1.820
   185.000    38.303     2.244
  -185.000    47.678     0.425
  -175.000    47.678     0.697
  -165.000    47.678     1.471
  -155.000    47.678     0.725
  -145.000    47.678     0.309
  -135.000    47.678     0.430
  -125.000    47.678     0.204
  -115.000    47.678     0.144
  -105.000    47.678     0.306
   -95.000    47.678     0.046
   -85.000    47.678     0.181
   -75.000    47.678     0.051
   -65.000    47.678     0.132
   -55.000    47.678     0.111
   -45.000    47.678     0.256
   -35.000    47.678     0.313
   -25.000    47.678     0.811
   -15.000    47.678     1.055
    -5.000    47.678     0.345
     5.000    47.678     0.510
    15.000    47.678     1.286
    25.000    47.678     0.987
    35.000    47.678     0.453
    45.000    47.678     0.349
    55.000    47.678     0.196
    65.000    47.678     0.162
    75.000    47.678     0.076
    85.000    47.678     0.143
    95.000    47.678     0.166
   105.000    47.678     0.284
   115.000    47.678     0.287
   125.000    47.678     0.169
   135.000    47.678     0.421
   145.000    47.678     0.412
   155.000    47.678     0.855
   165.000    47.678     1.099
   175.000    47.678     0.425
   185.000    47.678     0.697
  -185.000    57.071     0.152
  -175.000    57.071     0.212
  -165.000    57.071     0.494
  -155.000    57.071     0.496
  -145.000    57.071     0.643
  -135.000    57.071     0.430
  -125.000    57.071     0.529
  -115.000    57.071     0.924
  -105.000    57.071     3.021
   -95.000    57.071     8.721
   -85.000    57.071     7.389
   -75.000    57.071     2.435
   -65.000    57.071     0.913
   -55.000    57.071     0.488
   -45.000    57.071     0.366
   -35.000    57.071     0.701
   -25.000    57.071     1.405
   -15.000    57.071     0.880
    -5.000    57.071     0.149
     5.000    57.071     0.184
    15.000    57.071     0.748
    25.000    57.071     0.708
    35.000    57.071     0.705
    45.000    57.071     0.420
    55.000    57.071     0.518
    65.000    57.071     1.256
    75.000    57.071     2.743
    85.000    57.071     7.994
    95.000    57.071     6.681
   105.000    57.071     3.078
   115.000    57.071     1.217
   125.000    57.071     0.561
   135.000    57.071     0.584
   145.000    57.071     0.667
   155.000    57.071     1.203
   165.000    57.071     0.903
   175.000    57.071     0.152
   185.000    57.071     0.212
  -185.000    66.474     0.224
  -175.000    66.474     0.523
  -165.000    66.474     0.949
  -155.000    66.474     0.792
  -145.000    66.474     0.753
  -135.000    66.474     0.578
  -125.000    66.474     1.041
  -115.000    66.474     1.887
  -105.000    66.474     2.424
   -95.000    66.474     2.531
   -85.000    66.474     2.482
   -75.000    66.474     2.147
   -65.000    66.474     2.428
   -55.000    66.474     1.431
   -45.000    66.474     0.786
   -35.000    66.474     0.883
   -25.000    66.474     1.008
   -15.000    66.474     0.759
    -5.000    66.474     0.177
     5.000    66.474     0.150
    15.000    66.474     0.614
    25.000    66.474     0.466
    35.000    66.474     0.643
    45.000    66.474     0.793
    55.000    66.474     1.621
    65.000    66.474     2.760
    75.000    66.474     2.279
    85.000    66.474     1.985
    95.000    66.474     2.005
   105.000    66.474     2.117
   115.000    66.474     2.778
   125.000    66.474     1.377
   135.000    66.474     0.602
   145.000    66.474     0.598
   155.000    66.474     1.220
   165.000    66.474     1.054
   175.000    66.474     0.224
   185.000    66.474     0.523
  -185.000    75.882     0.596
  -175.000    75.882     0.709
  -165.000    75.882     1.168
  -155.000    75.882     1.005
  -145.000    75.882     1.060
  -135.000    75.882     2.001
  -125.000    75.882     1.350
  -115.000    75.882     0.498
  -105.000    75.882     0.087
   -95.000    75.882     0.045
   -85.000    75.882     0.005
   -75.000    75.882     0.175
   -65.000    75.882     0.453
   -55.000    75.882     1.674
   -45.000    75.882     1.530
   -35.000    75.882     0.889
   -25.000    75.882     1.100
   -15.000    75.882     1.373
    -5.000    75.882     0.800
     5.000    75.882     1.009
    15.000    75.882     1.383
    25.000    75.882     0.681
    35.000    75.882     1.079
    45.000    75.882     2.148
    55.000    75.882     1.775
    65.000    75.882     0.457
    75.000    75.882     0.052
    85.000    75.882     0.000
    95.000    75.882     0.003
   105.000    75.882     0.128
   115.000    75.882     0.545
   125.000    75.882     2.099
   135.000    75.882     1.885
   145.000    75.882     0.796
   155.000    75.882     0.785
   165.000    75.882     1.303
   175.000    75.882     0.596
   185.000    75.882     0.709
  -185.000    85.294     2.794
  -175.000    85.294     2.394
  -165.000    85.294     1.208
  -155.000    85.294     1.085
  -145.000    85.294     1.512
  -135.000    85.294     0.642
  -125.000    85.294     0.227
  -115.000    85.294     0.026
  -105.000    85.294     0.000
   -95.000    85.294     0.000
   -85.000    85.294     0.000
   -75.000    85.294     0.000
   -65.000    85.294     0.000
   -55.000    85.294     0.112
   -45.000    85.294     1.211
   -35.000    85.294     1.102
   -25.000    85.294     1.029
   -15.000    85.294     1.294
    -5.000    85.294     2.318
     5.000    85.294     2.703
    15.000    85.294     1.105
    25.000    85.294     1.103
    35.000    85.294     1.861
    45.000    85.294     0.718
    55.000    85.294     0.062
    65.000    85.294     0.002
    75.000    85.294     0.000
    85.000    85.294     0.000
    95.000    85.294     0.000
   105.000    85.294     0.000
   115.000    85.294     0.001
   125.000    85.294     0.066
   135.000    85.294     0.871
   145.000    85.294     0.905
   155.000    85.294     0.689
   165.000    85.294     1.257
   175.000    85.294     2.794
   185.000    85.294     2.394
  -185.000    94.706     2.318
  -175.000    94.706     2.703
  -165.000    94.706     1.105
  -155.000    94.706     1.103
  -145.000    94.706     1.861
  -135.000    94.706     0.718
  -125.000    94.706     0.062
  -115.000    94.706     0.002
  -105.000    94.706     0.000
   -95.000    94.706     0.000
   -85.000    94.706     0.000
   -75.000    94.706     0.000
   -65.000    94.706     0.001
   -55.000    94.706     0.066
   -45.000    94.706     0.871
   -35.000    94.706     0.905
   -25.000    94.706     0.689
   -15.000    94.706     1.257
    -5.000    94.706     2.794
     5.000    94.706     2.394
    15.000    94.706     1.208
    25.000    94.706     1.085
    35.000    94.706     1.512
    45.000    94.706     0.642
    55.000    94.706     0.227
    65.000    94.706     0.026
    75.000    94.706     0.000
    85.000    94.706     0.000
    95.000    94.706     0.000
   105.000    94.706     0.000
   115.000    94.706     0.000
   125.000    94.706     0.112
   135.000    94.706     1.211
   145.000    94.706     1.102
   155.000    94.706     1.029
   165.000    94.706     1.294
   175.000    94.706     2.318
   185.000    94.706     2.703
text_01.dat                                                                     
poles     1  0  0
       phi     theta      int
  -185.000     0.810     0.210
  -175.000     0.810     0.210
  -165.000     0.810     0.210
  -155.000     0.810     0.210
  -145.000     0.810     0.210
  -135.000     0.810     0.210
  -125.000     0.810     0.210
  -115.000     0.810     0.210
  -105.000     0.810     0.210
   -95.000     0.810     0.210
   -85.000     0.810     0.210
   -75.000     0.810     0.210
   -65.000     0.810     0.210
   -55.000     0.810     0.210
   -45.000     0.810     0.210
   -35.000     0.810     0.210
   -25.000     0.810     0.210
   -15.000     0.810     0.210
    -5.000     0.810     0.210
     5.000     0.810     0.210
    15.000     0.810     0.210
    25.000     0.810     0.210
    35.000     0.810     0.210
    45.000     0.810     0.210
    55.000     0.810     0.210
    65.000     0.810     0.210
    75.000     0.810     0.210
    85.000     0.810     0.210
    95.000     0.810     0.210
   105.000     0.810     0.210
   115.000     0.810     0.210
   125.000     0.810     0.210
   135.000     0.810     0.210
   145.000     0.810     0.210
   155.000     0.810     0.210
   165.000     0.810     0.210
   175.000     0.810     0.210
   185.000     0.810     0.210
  -185.000    10.798     0.060
  -175.000    10.798     0.090
  -165.000    10.798     0.129
  -155.000    10.798     0.099
  -145.000    10.798     0.038
  -135.000    10.798     0.031
  -125.000    10.798     0.034
  -115.000    10.798     0.027
  -105.000    10.798     0.044
   -95.000    10.798     0.044
   -85.000    10.798     0.077
   -75.000    10.798     0.039
   -65.000    10.798     0.027
   -55.000    10.798     0.016
   -45.000    10.798     0.022
   -35.000    10.798     0.007
   -25.000    10.798     0.041
   -15.000    10.798     0.096
    -5.000    10.798     0.131
     5.000    10.798     0.372
    15.000    10.798     0.113
    25.000    10.798     0.055
    35.000    10.798     0.028
    45.000    10.798     0.007
    55.000    10.798     0.007
    65.000    10.798     0.031
    75.000    10.798     0.038
    85.000    10.798     0.077
    95.000    10.798     0.049
   105.000    10.798     0.044
   115.000    10.798     0.044
   125.000    10.798     0.034
   135.000    10.798     0.036
   145.000    10.798     0.016
   155.000    10.798     0.016
   165.000    10.798     0.014
   175.000    10.798     0.060
   185.000    10.798     0.090
  -185.000    19.719     0.297
  -175.000    19.719     0.728
  -165.000    19.719     0.775
  -155.000    19.719     0.385
  -145.000    19.719     0.078
  -135.000    19.719     0.007
  -125.000    19.719     0.000
  -115.000    19.719     0.007
  -105.000    19.719     0.062
   -95.000    19.719     0.143
   -85.000    19.719     0.267
   -75.000    19.719     0.084
   -65.000    19.719     0.007
   -55.000    19.719     0.000
   -45.000    19.719     0.007
   -35.000    19.719     0.086
   -25.000    19.719     0.250
   -15.000    19.719     0.063
    -5.000    19.719     0.033
     5.000    19.719     0.026
    15.000    19.719     0.000
    25.000    19.719     0.004
    35.000    19.719     0.000
    45.000    19.719     0.000
    55.000    19.719     0.000
    65.000    19.719     0.018
    75.000    19.719     0.141
    85.000    19.719     0.348
    95.000    19.719     0.400
   105.000    19.719     0.316
   115.000    19.719     0.134
   125.000    19.719     0.181
   135.000    19.719     0.477
   145.000    19.719     0.180
   155.000    19.719     0.029
   165.000    19.719     0.052
   175.000    19.719     0.297
   185.000    19.719     0.728
  -185.000    28.966     0.324
  -175.000    28.966     0.425
  -165.000    28.966     0.299
  -155.000    28.966     0.486
  -145.000    28.966     0.240
  -135.000    28.966     0.468
  -125.000    28.966     0.792
  -115.000    28.966     1.270
  -105.000    28.966     1.969
   -95.000    28.966     2.716
   -85.000    28.966     3.453
   -75.000    28.966     1.904
   -65.000    28.966     1.345
   -55.000    28.966     0.582
   -45.000    28.966     0.993
   -35.000    28.966     0.543
   -25.000    28.966     0.526
   -15.000    28.966     0.340
    -5.000    28.966     0.464
     5.000    28.966     0.289
    15.000    28.966     0.156
    25.000    28.966     0.376
    35.000    28.966     0.167
    45.000    28.966     0.180
    55.000    28.966     0.511
    65.000    28.966     1.549
    75.000    28.966     3.337
    85.000    28.966     4.011
    95.000    28.966     4.275
   105.000    28.966     2.753
   115.000    28.966     1.782
   125.000    28.966     0.813
   135.000    28.966     0.611
   145.000    28.966     1.046
   155.000    28.966     0.512
   165.000    28.966     0.429
   175.000    28.966     0.324
   185.000    28.966     0.425
  -185.000    38.303     0.668
  -175.000    38.303     0.880
  -165.000    38.303     1.062
  -155.000    38.303     1.984
  -145.000    38.303     2.294
  -135.000    38.303     2.863
  -125.000    38.303     2.964
  -115.000    38.303     3.221
  -105.000    38.303     2.552
   -95.000    38.303     1.381
   -85.000    38.303     1.604
   -75.000    38.303     1.846
   -65.000    38.303     1.892
   -55.000    38.303     3.274
   -45.000    38.303     3.599
   -35.000    38.303     1.804
   -25.000    38.303     1.545
   -15.000    38.303     0.835
    -5.000    38.303     0.454
     5.000    38.303     0.568
    15.000    38.303     0.818
    25.000    38.303     1.579
    35.000    38.303     2.516
    45.000    38.303     3.188
    55.000    38.303     2.363
    65.000    38.303     2.410
    75.000    38.303     2.457
    85.000    38.303     1.660
    95.000    38.303     1.709
   105.000    38.303     2.149
   115.000    38.303     3.184
   125.000    38.303     3.189
   135.000    38.303     2.695
   145.000    38.303     1.220
   155.000    38.303     1.222
   165.000    38.303     0.959
   175.000    38.303     0.668
   185.000    38.303     0.880
  -185.000    47.678     0.678
  -175.000    47.678     0.863
