text_01.dat                                                                     
poles     1  1  1
       phi     theta      int
  -165.000    28.966     0.919
  -155.000    28.966     0.906
  -145.000    28.966     0.594
  -135.000    28.966     0.496
  -125.000    28.966     0.488
  -115.000    28.966     0.528
  -105.000    28.966     0.390
   -95.000    28.966     0.469
   -85.000    28.966     0.369
   -75.000    28.966     0.363
   -65.000    28.966     0.492
   -55.000    28.966     0.589
   -45.000    28.966     0.692
   -35.000    28.966     0.839
   -25.000    28.966     0.826
   -15.000    28.966     0.818
    -5.000    28.966     0.740
     5.000    28.966     0.832
    15.000    28.966     0.850
    25.000    28.966     0.516
    35.000    28.966     0.436
    45.000    28.966     0.342
    55.000    28.966     0.273
    65.000    28.966     0.287
    75.000    28.966     0.270
    85.000    28.966     0.293
    95.000    28.966     0.261
   105.000    28.966     0.239
   115.000    28.966     0.324
   125.000    28.966     0.371
   135.000    28.966     0.522
   145.000    28.966     0.683
   155.000    28.966     0.759
   165.000    28.966     0.786
   175.000    28.966     0.933
   185.000    28.966     0.845
  -185.000    38.303     0.367
  -175.000    38.303     0.492
  -165.000    38.303     0.408
  -155.000    38.303     0.363
  -145.000    38.303     0.338
  -135.000    38.303     0.264
  -125.000    38.303     0.208
  -115.000    38.303     0.202
  -105.000    38.303     0.220
   -95.000    38.303     0.171
   -85.000    38.303     0.167
   -75.000    38.303     0.180
   -65.000    38.303     0.190
   -55.000    38.303     0.241
   -45.000    38.303     0.241
   -35.000    38.303     0.316
   -25.000    38.303     0.366
   -15.000    38.303     0.387
    -5.000    38.303     0.418
     5.000    38.303     0.330
    15.000    38.303     0.365
    25.000    38.303     0.274
    35.000    38.303     0.268
    45.000    38.303     0.260
    55.000    38.303     0.217
    65.000    38.303     0.229
    75.000    38.303     0.231
    85.000    38.303     0.269
    95.000    38.303     0.301
   105.000    38.303     0.321
   115.000    38.303     0.276
   125.000    38.303     0.209
   135.000    38.303     0.277
   145.000    38.303     0.327
   155.000    38.303     0.416
   165.000    38.303     0.343
   175.000    38.303     0.367
   185.000    38.303     0.492
  -185.000    47.678     0.368
  -175.000    47.678     0.326
  -165.000    47.678     0.418
  -155.000    47.678     0.316
  -145.000    47.678     0.397
  -135.000    47.678     0.487
  -125.000    47.678     0.381
  -115.000    47.678     0.425
  -105.000    47.678     0.492
   -95.000    47.678     0.558
   -85.000    47.678     0.544
   -75.000    47.678     0.495
   -65.000    47.678     0.409
   -55.000    47.678     0.303
   -45.000    47.678     0.358
   -35.000    47.678     0.368
   -25.000    47.678     0.388
   -15.000    47.678     0.379
    -5.000    47.678     0.456
     5.000    47.678     0.470
    15.000    47.678     0.460
    25.000    47.678     0.366
    35.000    47.678     0.465
    45.000    47.678     0.441
    55.000    47.678     0.623
    65.000    47.678     0.665
    75.000    47.678     0.710
    85.000    47.678     0.773
    95.000    47.678     0.834
   105.000    47.678     0.692
   115.000    47.678     0.646
   125.000    47.678     0.457
   135.000    47.678     0.545
   145.000    47.678     0.516
   155.000    47.678     0.489
   165.000    47.678     0.433
   175.000    47.678     0.368
   185.000    47.678     0.326
  -185.000    57.071     0.686
  -175.000    57.071     0.655
  -165.000    57.071     0.559
  -155.000    57.071     0.615
  -145.000    57.071     0.916
  -135.000    57.071     0.718
  -125.000    57.071     0.782
  -115.000    57.071     1.101
  -105.000    57.071     1.527
   -95.000    57.071     1.526
   -85.000    57.071     1.353
   -75.000    57.071     1.332
   -65.000    57.071     0.830
   -55.000    57.071     0.765
   -45.000    57.071     0.793
   -35.000    57.071     0.737
   -25.000    57.071     0.808
   -15.000    57.071     0.834
    -5.000    57.071     0.785
     5.000    57.071     0.769
    15.000    57.071     0.987
    25.000    57.071     1.133
    35.000    57.071     1.016
    45.000    57.071     1.370
    55.000    57.071     1.190
    65.000    57.071     1.109
    75.000    57.071     1.426
    85.000    57.071     1.744
    95.000    57.071     1.349
   105.000    57.071     1.423
   115.000    57.071     1.270
   125.000    57.071     0.951
   135.000    57.071     0.891
   145.000    57.071     0.903
   155.000    57.071     0.729
   165.000    57.071     0.634
   175.000    57.071     0.686
   185.000    57.071     0.655
  -185.000    66.474     0.956
  -175.000    66.474     0.918
  -165.000    66.474     1.095
  -155.000    66.474     1.302
  -145.000    66.474     1.159
  -135.000    66.474     1.035
  -125.000    66.474     1.410
  -115.000    66.474     1.171
  -105.000    66.474     1.548
   -95.000    66.474     2.043
   -85.000    66.474     2.044
   -75.000    66.474     1.699
   -65.000    66.474     1.249
   -55.000    66.474     1.138
   -45.000    66.474     1.059
   -35.000    66.474     1.220
   -25.000    66.474     1.072
   -15.000    66.474     1.309
    -5.000    66.474     1.064
     5.000    66.474     0.947
    15.000    66.474     0.947
    25.000    66.474     1.620
    35.000    66.474     1.562
    45.000    66.474     1.305
    55.000    66.474     1.527
    65.000    66.474     1.363
    75.000    66.474     1.603
    85.000    66.474     1.700
    95.000    66.474     1.642
   105.000    66.474     1.432
   115.000    66.474     1.557
   125.000    66.474     1.184
   135.000    66.474     1.374
   145.000    66.474     1.764
   155.000    66.474     1.383
   165.000    66.474     1.034
   175.000    66.474     0.956
   185.000    66.474     0.918
  -185.000    75.882     1.202
  -175.000    75.882     1.029
  -165.000    75.882     0.974
  -155.000    75.882     1.222
  -145.000    75.882     1.305
  -135.000    75.882     1.461
  -125.000    75.882     1.376
  -115.000    75.882     1.246
  -105.000    75.882     1.440
   -95.000    75.882     1.636
   -85.000    75.882     1.590
   -75.000    75.882     1.173
   -65.000    75.882     1.054
   -55.000    75.882     1.194
   -45.000    75.882     1.312
   -35.000    75.882     1.186
   -25.000    75.882     1.382
   -15.000    75.882     1.164
    -5.000    75.882     1.121
     5.000    75.882     1.080
    15.000    75.882     1.385
    25.000    75.882     1.675
    35.000    75.882     1.358
    45.000    75.882     1.351
    55.000    75.882     1.031
    65.000    75.882     0.934
    75.000    75.882     0.735
    85.000    75.882     0.857
    95.000    75.882     0.939
   105.000    75.882     0.901
   115.000    75.882     1.273
   125.000    75.882     1.071
   135.000    75.882     1.301
   145.000    75.882     1.510
   155.000    75.882     1.426
   165.000    75.882     1.407
   175.000    75.882     1.202
   185.000    75.882     1.029
  -185.000    85.294     0.915
  -175.000    85.294     0.932
  -165.000    85.294     1.188
  -155.000    85.294     1.232
  -145.000    85.294     1.146
  -135.000    85.294     1.015
  -125.000    85.294     0.800
  -115.000    85.294     0.655
  -105.000    85.294     0.596
   -95.000    85.294     0.692
   -85.000    85.294     0.728
   -75.000    85.294     0.693
   -65.000    85.294     0.713
   -55.000    85.294     0.731
   -45.000    85.294     0.960
   -35.000    85.294     1.394
   -25.000    85.294     1.261
   -15.000    85.294     1.175
    -5.000    85.294     1.094
     5.000    85.294     1.102
    15.000    85.294     1.083
    25.000    85.294     1.391
    35.000    85.294     1.095
    45.000    85.294     0.754
    55.000    85.294     0.715
    65.000    85.294     0.556
    75.000    85.294     0.428
    85.000    85.294     0.402
    95.000    85.294     0.537
   105.000    85.294     0.537
   115.000    85.294     0.483
   125.000    85.294     0.716
   135.000    85.294     1.027
   145.000    85.294     1.555
   155.000    85.294     1.283
   165.000    85.294     1.310
   175.000    85.294     0.915
   185.000    85.294     0.932
  -185.000    94.706     1.094
  -175.000    94.706     1.102
  -165.000    94.706     1.083
  -155.000    94.706     1.391
  -145.000    94.706     1.095
  -135.000    94.706     0.754
  -125.000    94.706     0.715
  -115.000    94.706     0.556
  -105.000    94.706     0.428
   -95.000    94.706     0.402
   -85.000    94.706     0.537
   -75.000    94.706     0.537
   -65.000    94.706     0.483
   -55.000    94.706     0.716
   -45.000    94.706     1.027
   -35.000    94.706     1.555
   -25.000    94.706     1.283
   -15.000    94.706     1.310
    -5.000    94.706     0.915
     5.000    94.706     0.932
    15.000    94.706     1.188
    25.000    94.706     1.232
    35.000    94.706     1.146
    45.000    94.706     1.015
    55.000    94.706     0.800
    65.000    94.706     0.655
    75.000    94.706     0.596
    85.000    94.706     0.692
    95.000    94.706     0.728
   105.000    94.706     0.693
   115.000    94.706     0.713
   125.000    94.706     0.731
   135.000    94.706     0.960
   145.000    94.706     1.394
   155.000    94.706     1.261
   165.000    94.706     1.175
   175.000    94.706     1.094
   185.000    94.706     1.102
text_03.dat                                                                     
poles     1  1  1
       phi     theta      int
  -185.000     0.810     4.913
  -175.000     0.810     4.913
  -165.000     0.810     4.913
  -155.000     0.810     4.913
  -145.000     0.810     4.913
  -135.000     0.810     4.913
  -125.000     0.810     4.913
  -115.000     0.810     4.913
  -105.000     0.810     4.913
   -95.000     0.810     4.913
   -85.000     0.810     4.913
   -75.000     0.810     4.913
   -65.000     0.810     4.913
   -55.000     0.810     4.913
   -45.000     0.810     4.913
   -35.000     0.810     4.913
   -25.000     0.810     4.913
   -15.000     0.810     4.913
    -5.000     0.810     4.913
     5.000     0.810     4.913
    15.000     0.810     4.913
    25.000     0.810     4.913
    35.000     0.810     4.913
    45.000     0.810     4.913
    55.000     0.810     4.913
    65.000     0.810     4.913
    75.000     0.810     4.913
    85.000     0.810     4.913
    95.000     0.810     4.913
   105.000     0.810     4.913
   115.000     0.810     4.913
   125.000     0.810     4.913
   135.000     0.810     4.913
   145.000     0.810     4.913
   155.000     0.810     4.913
   165.000     0.810     4.913
   175.000     0.810     4.913
   185.000     0.810     4.913
  -185.000    10.798     3.676
  -175.000    10.798     3.748
  -165.000    10.798     3.725
  -155.000    10.798     3.678
  -145.000    10.798     3.657
  -135.000    10.798     3.654
  -125.000    10.798     3.642
  -115.000    10.798     3.595
  -105.000    10.798     3.506
   -95.000    10.798     3.435
   -85.000    10.798     3.434
   -75.000    10.798     3.479
   -65.000    10.798     3.552
   -55.000    10.798     3.585
   -45.000    10.798     3.536
   -35.000    10.798     3.486
   -25.000    10.798     3.476
   -15.000    10.798     3.476
    -5.000    10.798     3.451
     5.000    10.798     3.341
    15.000    10.798     3.145
    25.000    10.798     2.955
    35.000    10.798     2.827
    45.000    10.798     2.737
    55.000    10.798     2.648
    65.000    10.798     2.520
    75.000    10.798     2.386
    85.000    10.798     2.331
    95.000    10.798     2.378
   105.000    10.798     2.520
   115.000    10.798     2.726
   125.000    10.798     2.916
   135.000    10.798     3.048
   145.000    10.798     3.155
   155.000    10.798     3.303
   165.000    10.798     3.504
   175.000    10.798     3.676
   185.000    10.798     3.748
  -185.000    19.719     1.919
  -175.000    19.719     1.958
  -165.000    19.719     1.946
  -155.000    19.719     1.853
  -145.000    19.719     1.727
  -135.000    19.719     1.611
  -125.000    19.719     1.503
  -115.000    19.719     1.417
  -105.000    19.719     1.358
   -95.000    19.719     1.334
   -85.000    19.719     1.349
   -75.000    19.719     1.382
   -65.000    19.719     1.453
   -55.000    19.719     1.557
   -45.000    19.719     1.648
   -35.000    19.719     1.741
   -25.000    19.719     1.807
   -15.000    19.719     1.789
    -5.000    19.719     1.724
     5.000    19.719     1.631
    15.000    19.719     1.495
    25.000    19.719     1.338
    35.000    19.719     1.166
    45.000    19.719     1.004
    55.000    19.719     0.887
    65.000    19.719     0.800
    75.000    19.719     0.745
    85.000    19.719     0.734
    95.000    19.719     0.758
   105.000    19.719     0.822
   115.000    19.719     0.930
   125.000    19.719     1.071
   135.000    19.719     1.258
   145.000    19.719     1.482
   155.000    19.719     1.697
   165.000    19.719     1.847
   175.000    19.719     1.919
   185.000    19.719     1.958
  -185.000    28.966     0.870
  -175.000    28.966     0.872
  -165.000    28.966     0.817
  -155.000    28.966     0.726
  -145.000    28.966     0.618
  -135.000    28.966     0.514
  -125.000    28.966     0.431
  -115.000    28.966     0.374
  -105.000    28.966     0.341
   -95.000    28.966     0.328
   -85.000    28.966     0.336
   -75.000    28.966     0.364
   -65.000    28.966     0.419
   -55.000    28.966     0.491
   -45.000    28.966     0.568
   -35.000    28.966     0.655
   -25.000    28.966     0.725
   -15.000    28.966     0.759
    -5.000    28.966     0.751
     5.000    28.966     0.692
    15.000    28.966     0.588
    25.000    28.966     0.474
    35.000    28.966     0.377
    45.000    28.966     0.302
    55.000    28.966     0.248
    65.000    28.966     0.216
    75.000    28.966     0.202
    85.000    28.966     0.208
    95.000    28.966     0.228
   105.000    28.966     0.252
   115.000    28.966     0.280
   125.000    28.966     0.330
   135.000    28.966     0.417
   145.000    28.966     0.537
   155.000    28.966     0.674
   165.000    28.966     0.799
   175.000    28.966     0.870
   185.000    28.966     0.872
  -185.000    38.303     0.445
  -175.000    38.303     0.440
  -165.000    38.303     0.410
  -155.000    38.303     0.365
  -145.000    38.303     0.312
  -135.000    38.303     0.258
  -125.000    38.303     0.216
  -115.000    38.303     0.193
  -105.000    38.303     0.185
   -95.000    38.303     0.181
   -85.000    38.303     0.177
   -75.000    38.303     0.178
   -65.000    38.303     0.191
   -55.000    38.303     0.216
   -45.000    38.303     0.252
   -35.000    38.303     0.300
   -25.000    38.303     0.357
   -15.000    38.303     0.406
    -5.000    38.303     0.422
     5.000    38.303     0.394
    15.000    38.303     0.332
    25.000    38.303     0.266
    35.000    38.303     0.225
    45.000    38.303     0.213
    55.000    38.303     0.215
    65.000    38.303     0.225
    75.000    38.303     0.250
    85.000    38.303     0.287
    95.000    38.303     0.310
   105.000    38.303     0.297
   115.000    38.303     0.261
   125.000    38.303     0.236
   135.000    38.303     0.245
   145.000    38.303     0.291
   155.000    38.303     0.360
   165.000    38.303     0.418
   175.000    38.303     0.445
   185.000    38.303     0.440
  -185.000    47.678     0.376
  -175.000    47.678     0.359
