    0.8426    0.0080     1
    0.0000    0.8426     2
    0.4012    0.8827    111
    0.8426   -2.1586     1
    0.0000   -1.3241     2
    0.4012   -1.2840    111
    0.8426   -4.3253     1
    0.0000   -3.4907     2
    0.4012   -3.4506    111
    2.7685    0.0080     1
    1.9259    0.8426     2
    2.3272    0.8827    110
    2.7685   -2.1586     1
    1.9259   -1.3241     2
    2.3272   -1.2840    110
    2.7685   -4.3253     1
    1.9259   -3.4907     2
    2.3272   -3.4506    110
    4.6944    0.0080     1
    3.8519    0.8426     2
    4.2531    0.8827    100
    4.6944   -2.1586     1
    3.8519   -1.3241     2
    4.2531   -1.2840    100
    4.6944   -4.3253     1
    3.8519   -3.4907     2
    4.2531   -3.4506    100
