text_01.dat                                                                     
poles     0  0  1
       phi     theta      int
   125.000    47.678     0.857
   135.000    47.678     0.770
   145.000    47.678     0.702
   155.000    47.678     0.649
   165.000    47.678     0.610
   175.000    47.678     0.587
   185.000    47.678     0.581
  -185.000    57.071     0.199
  -175.000    57.071     0.205
  -165.000    57.071     0.218
  -155.000    57.071     0.225
  -145.000    57.071     0.234
  -135.000    57.071     0.262
  -125.000    57.071     0.309
  -115.000    57.071     0.357
  -105.000    57.071     0.388
   -95.000    57.071     0.402
   -85.000    57.071     0.413
   -75.000    57.071     0.432
   -65.000    57.071     0.438
   -55.000    57.071     0.414
   -45.000    57.071     0.366
   -35.000    57.071     0.320
   -25.000    57.071     0.307
   -15.000    57.071     0.329
    -5.000    57.071     0.363
     5.000    57.071     0.403
    15.000    57.071     0.449
    25.000    57.071     0.497
    35.000    57.071     0.545
    45.000    57.071     0.588
    55.000    57.071     0.611
    65.000    57.071     0.618
    75.000    57.071     0.618
    85.000    57.071     0.604
    95.000    57.071     0.573
   105.000    57.071     0.516
   115.000    57.071     0.439
   125.000    57.071     0.364
   135.000    57.071     0.303
   145.000    57.071     0.255
   155.000    57.071     0.225
   165.000    57.071     0.207
   175.000    57.071     0.199
   185.000    57.071     0.205
  -185.000    66.474     0.111
  -175.000    66.474     0.121
  -165.000    66.474     0.135
  -155.000    66.474     0.137
  -145.000    66.474     0.127
  -135.000    66.474     0.125
  -125.000    66.474     0.148
  -115.000    66.474     0.187
  -105.000    66.474     0.206
   -95.000    66.474     0.197
   -85.000    66.474     0.180
   -75.000    66.474     0.183
   -65.000    66.474     0.193
   -55.000    66.474     0.184
   -45.000    66.474     0.150
   -35.000    66.474     0.113
   -25.000    66.474     0.106
   -15.000    66.474     0.121
    -5.000    66.474     0.132
     5.000    66.474     0.137
    15.000    66.474     0.147
    25.000    66.474     0.179
    35.000    66.474     0.213
    45.000    66.474     0.238
    55.000    66.474     0.252
    65.000    66.474     0.264
    75.000    66.474     0.281
    85.000    66.474     0.294
    95.000    66.474     0.291
   105.000    66.474     0.264
   115.000    66.474     0.221
   125.000    66.474     0.178
   135.000    66.474     0.141
   145.000    66.474     0.116
   155.000    66.474     0.108
   165.000    66.474     0.105
   175.000    66.474     0.111
   185.000    66.474     0.121
  -185.000    75.882     0.081
  -175.000    75.882     0.088
  -165.000    75.882     0.106
  -155.000    75.882     0.112
  -145.000    75.882     0.092
  -135.000    75.882     0.060
  -125.000    75.882     0.070
  -115.000    75.882     0.120
  -105.000    75.882     0.148
   -95.000    75.882     0.137
   -85.000    75.882     0.108
   -75.000    75.882     0.097
   -65.000    75.882     0.112
   -55.000    75.882     0.117
   -45.000    75.882     0.100
   -35.000    75.882     0.084
   -25.000    75.882     0.096
   -15.000    75.882     0.114
    -5.000    75.882     0.114
     5.000    75.882     0.101
    15.000    75.882     0.104
    25.000    75.882     0.134
    35.000    75.882     0.157
    45.000    75.882     0.156
    55.000    75.882     0.146
    65.000    75.882     0.154
    75.000    75.882     0.182
    85.000    75.882     0.205
    95.000    75.882     0.203
   105.000    75.882     0.185
   115.000    75.882     0.159
   125.000    75.882     0.132
   135.000    75.882     0.104
   145.000    75.882     0.085
   155.000    75.882     0.082
   165.000    75.882     0.083
   175.000    75.882     0.081
   185.000    75.882     0.088
  -185.000    85.294     0.010
  -175.000    85.294     0.011
  -165.000    85.294     0.025
  -155.000    85.294     0.062
  -145.000    85.294     0.053
  -135.000    85.294     0.005
  -125.000    85.294     0.004
  -115.000    85.294     0.061
  -105.000    85.294     0.109
   -95.000    85.294     0.116
   -85.000    85.294     0.100
   -75.000    85.294     0.080
   -65.000    85.294     0.079
   -55.000    85.294     0.074
   -45.000    85.294     0.054
   -35.000    85.294     0.026
   -25.000    85.294     0.048
   -15.000    85.294     0.058
    -5.000    85.294     0.048
     5.000    85.294     0.024
    15.000    85.294     0.043
    25.000    85.294     0.086
    35.000    85.294     0.097
    45.000    85.294     0.072
    55.000    85.294     0.040
    65.000    85.294     0.080
    75.000    85.294     0.125
    85.000    85.294     0.143
    95.000    85.294     0.138
   105.000    85.294     0.121
   115.000    85.294     0.102
   125.000    85.294     0.086
   135.000    85.294     0.058
   145.000    85.294     0.021
   155.000    85.294     0.014
   165.000    85.294     0.013
   175.000    85.294     0.010
   185.000    85.294     0.011
  -185.000    94.706     0.048
  -175.000    94.706     0.024
  -165.000    94.706     0.043
  -155.000    94.706     0.086
  -145.000    94.706     0.097
  -135.000    94.706     0.072
  -125.000    94.706     0.040
  -115.000    94.706     0.080
  -105.000    94.706     0.125
   -95.000    94.706     0.143
   -85.000    94.706     0.138
   -75.000    94.706     0.121
   -65.000    94.706     0.102
   -55.000    94.706     0.086
   -45.000    94.706     0.058
   -35.000    94.706     0.021
   -25.000    94.706     0.014
   -15.000    94.706     0.013
    -5.000    94.706     0.010
     5.000    94.706     0.011
    15.000    94.706     0.025
    25.000    94.706     0.062
    35.000    94.706     0.053
    45.000    94.706     0.005
    55.000    94.706     0.004
    65.000    94.706     0.061
    75.000    94.706     0.109
    85.000    94.706     0.116
    95.000    94.706     0.100
   105.000    94.706     0.080
   115.000    94.706     0.079
   125.000    94.706     0.074
   135.000    94.706     0.054
   145.000    94.706     0.026
   155.000    94.706     0.048
   165.000    94.706     0.058
   175.000    94.706     0.048
   185.000    94.706     0.024
text_02.dat                                                                     
poles     0  0  1
       phi     theta      int
  -185.000     0.810     0.362
  -175.000     0.810     0.362
  -165.000     0.810     0.362
  -155.000     0.810     0.362
  -145.000     0.810     0.362
  -135.000     0.810     0.362
  -125.000     0.810     0.362
  -115.000     0.810     0.362
  -105.000     0.810     0.362
   -95.000     0.810     0.362
   -85.000     0.810     0.362
   -75.000     0.810     0.362
   -65.000     0.810     0.362
   -55.000     0.810     0.362
   -45.000     0.810     0.362
   -35.000     0.810     0.362
   -25.000     0.810     0.362
   -15.000     0.810     0.362
    -5.000     0.810     0.362
     5.000     0.810     0.362
    15.000     0.810     0.362
    25.000     0.810     0.362
    35.000     0.810     0.362
    45.000     0.810     0.362
    55.000     0.810     0.362
    65.000     0.810     0.362
    75.000     0.810     0.362
    85.000     0.810     0.362
    95.000     0.810     0.362
   105.000     0.810     0.362
   115.000     0.810     0.362
   125.000     0.810     0.362
   135.000     0.810     0.362
   145.000     0.810     0.362
   155.000     0.810     0.362
   165.000     0.810     0.362
   175.000     0.810     0.362
   185.000     0.810     0.362
  -185.000    10.798     0.585
  -175.000    10.798     0.572
  -165.000    10.798     0.553
  -155.000    10.798     0.530
  -145.000    10.798     0.509
  -135.000    10.798     0.491
  -125.000    10.798     0.475
  -115.000    10.798     0.463
  -105.000    10.798     0.458
   -95.000    10.798     0.459
   -85.000    10.798     0.465
   -75.000    10.798     0.478
   -65.000    10.798     0.495
   -55.000    10.798     0.517
   -45.000    10.798     0.543
   -35.000    10.798     0.570
   -25.000    10.798     0.599
   -15.000    10.798     0.626
    -5.000    10.798     0.647
     5.000    10.798     0.655
    15.000    10.798     0.650
    25.000    10.798     0.637
    35.000    10.798     0.620
    45.000    10.798     0.602
    55.000    10.798     0.585
    65.000    10.798     0.569
    75.000    10.798     0.559
    85.000    10.798     0.554
    95.000    10.798     0.552
   105.000    10.798     0.554
   115.000    10.798     0.559
   125.000    10.798     0.568
   135.000    10.798     0.578
   145.000    10.798     0.585
   155.000    10.798     0.589
   165.000    10.798     0.590
   175.000    10.798     0.585
   185.000    10.798     0.572
  -185.000    19.719     0.958
  -175.000    19.719     0.920
  -165.000    19.719     0.841
  -155.000    19.719     0.752
  -145.000    19.719     0.674
  -135.000    19.719     0.608
  -125.000    19.719     0.547
  -115.000    19.719     0.501
  -105.000    19.719     0.473
   -95.000    19.719     0.463
   -85.000    19.719     0.469
   -75.000    19.719     0.492
   -65.000    19.719     0.534
   -55.000    19.719     0.596
   -45.000    19.719     0.675
   -35.000    19.719     0.766
   -25.000    19.719     0.863
   -15.000    19.719     0.965
    -5.000    19.719     1.046
     5.000    19.719     1.071
    15.000    19.719     1.032
    25.000    19.719     0.961
    35.000    19.719     0.882
    45.000    19.719     0.800
    55.000    19.719     0.724
    65.000    19.719     0.667
    75.000    19.719     0.635
    85.000    19.719     0.627
    95.000    19.719     0.634
   105.000    19.719     0.652
   115.000    19.719     0.689
   125.000    19.719     0.746
   135.000    19.719     0.812
   145.000    19.719     0.869
   155.000    19.719     0.915
   165.000    19.719     0.949
   175.000    19.719     0.958
   185.000    19.719     0.920
  -185.000    28.966     1.554
  -175.000    28.966     1.472
  -165.000    28.966     1.273
  -155.000    28.966     1.041
  -145.000    28.966     0.835
  -135.000    28.966     0.673
  -125.000    28.966     0.549
  -115.000    28.966     0.456
  -105.000    28.966     0.397
   -95.000    28.966     0.367
   -85.000    28.966     0.367
   -75.000    28.966     0.397
   -65.000    28.966     0.457
   -55.000    28.966     0.557
   -45.000    28.966     0.697
   -35.000    28.966     0.883
   -25.000    28.966     1.109
   -15.000    28.966     1.347
    -5.000    28.966     1.536
     5.000    28.966     1.589
    15.000    28.966     1.488
    25.000    28.966     1.296
    35.000    28.966     1.079
    45.000    28.966     0.874
    55.000    28.966     0.707
    65.000    28.966     0.589
    75.000    28.966     0.524
    85.000    28.966     0.505
    95.000    28.966     0.523
   105.000    28.966     0.575
   115.000    28.966     0.667
   125.000    28.966     0.808
   135.000    28.966     0.985
   145.000    28.966     1.176
   155.000    28.966     1.359
   165.000    28.966     1.500
   175.000    28.966     1.554
   185.000    28.966     1.472
  -185.000    38.303     2.257
  -175.000    38.303     2.110
  -165.000    38.303     1.758
  -155.000    38.303     1.330
  -145.000    38.303     0.943
  -135.000    38.303     0.666
  -125.000    38.303     0.494
  -115.000    38.303     0.387
  -105.000    38.303     0.317
   -95.000    38.303     0.273
   -85.000    38.303     0.271
   -75.000    38.303     0.307
   -65.000    38.303     0.362
   -55.000    38.303     0.455
   -45.000    38.303     0.622
   -35.000    38.303     0.896
   -25.000    38.303     1.264
   -15.000    38.303     1.651
    -5.000    38.303     1.945
     5.000    38.303     2.029
    15.000    38.303     1.869
    25.000    38.303     1.542
    35.000    38.303     1.161
    45.000    38.303     0.828
    55.000    38.303     0.596
    65.000    38.303     0.451
    75.000    38.303     0.369
    85.000    38.303     0.336
    95.000    38.303     0.353
   105.000    38.303     0.426
   115.000    38.303     0.554
   125.000    38.303     0.751
   135.000    38.303     1.037
   145.000    38.303     1.417
   155.000    38.303     1.828
   165.000    38.303     2.145
   175.000    38.303     2.257
   185.000    38.303     2.110
  -185.000    47.678     2.516
  -175.000    47.678     2.334
  -165.000    47.678     1.897
  -155.000    47.678     1.350
  -145.000    47.678     0.851
  -135.000    47.678     0.511
  -125.000    47.678     0.349
  -115.000    47.678     0.299
  -105.000    47.678     0.275
   -95.000    47.678     0.247
   -85.000    47.678     0.253
   -75.000    47.678     0.281
   -65.000    47.678     0.287
   -55.000    47.678     0.306
   -45.000    47.678     0.441
   -35.000    47.678     0.755
   -25.000    47.678     1.200
   -15.000    47.678     1.650
    -5.000    47.678     1.958
     5.000    47.678     2.028
    15.000    47.678     1.843
    25.000    47.678     1.458
    35.000    47.678     1.007
    45.000    47.678     0.639
    55.000    47.678     0.419
    65.000    47.678     0.322
    75.000    47.678     0.271
    85.000    47.678     0.235
    95.000    47.678     0.242
   105.000    47.678     0.301
   115.000    47.678     0.393
   125.000    47.678     0.549
   135.000    47.678     0.848
   145.000    47.678     1.336
   155.000    47.678     1.924
   165.000    47.678     2.371
   175.000    47.678     2.516
   185.000    47.678     2.334
  -185.000    57.071     2.302
  -175.000    57.071     2.138
  -165.000    57.071     1.788
  -155.000    57.071     1.284
  -145.000    57.071     0.742
  -135.000    57.071     0.351
  -125.000    57.071     0.226
  -115.000    57.071     0.279
  -105.000    57.071     0.328
   -95.000    57.071     0.330
   -85.000    57.071     0.349
   -75.000    57.071     0.362
   -65.000    57.071     0.295
   -55.000    57.071     0.208
   -45.000    57.071     0.309
   -35.000    57.071     0.702
   -25.000    57.071     1.240
   -15.000    57.071     1.669
    -5.000    57.071     1.852
     5.000    57.071     1.846
    15.000    57.071     1.689
    25.000    57.071     1.329
    35.000    57.071     0.855
    45.000    57.071     0.460
    55.000    57.071     0.282
    65.000    57.071     0.283
    75.000    57.071     0.299
    85.000    57.071     0.281
    95.000    57.071     0.278
   105.000    57.071     0.308
   115.000    57.071     0.321
   125.000    57.071     0.367
   135.000    57.071     0.598
   145.000    57.071     1.098
   155.000    57.071     1.737
   165.000    57.071     2.191
   175.000    57.071     2.302
   185.000    57.071     2.138
  -185.000    66.474     1.868
  -175.000    66.474     1.821
  -165.000    66.474     1.753
  -155.000    66.474     1.422
  -145.000    66.474     0.817
  -135.000    66.474     0.304
  -125.000    66.474     0.162
  -115.000    66.474     0.285
  -105.000    66.474     0.381
   -95.000    66.474     0.386
   -85.000    66.474     0.405
   -75.000    66.474     0.426
   -65.000    66.474     0.313
   -55.000    66.474     0.149
   -45.000    66.474     0.288
   -35.000    66.474     0.878
   -25.000    66.474     1.607
   -15.000    66.474     1.985
    -5.000    66.474     1.952
     5.000    66.474     1.853
    15.000    66.474     1.789
    25.000    66.474     1.495
    35.000    66.474     0.905
    45.000    66.474     0.376
    55.000    66.474     0.174
    65.000    66.474     0.266
    75.000    66.474     0.342
    85.000    66.474     0.331
    95.000    66.474     0.337
   105.000    66.474     0.371
   115.000    66.474     0.316
   125.000    66.474     0.230
   135.000    66.474     0.382
   145.000    66.474     0.888
   155.000    66.474     1.509
   165.000    66.474     1.853
   175.000    66.474     1.868
   185.000    66.474     1.821
  -185.000    75.882     2.119
  -175.000    75.882     2.187
  -165.000    75.882     2.451
  -155.000    75.882     2.267
  -145.000    75.882     1.371
  -135.000    75.882     0.502
  -125.000    75.882     0.199
  -115.000    75.882     0.280
  -105.000    75.882     0.364
   -95.000    75.882     0.347
   -85.000    75.882     0.368
   -75.000    75.882     0.416
   -65.000    75.882     0.310
   -55.000    75.882     0.165
   -45.000    75.882     0.439
   -35.000    75.882     1.377
   -25.000    75.882     2.486
   -15.000    75.882     2.847
    -5.000    75.882     2.604
     5.000    75.882     2.481
    15.000    75.882     2.615
    25.000    75.882     2.372
    35.000    75.882     1.438
    45.000    75.882     0.527
    55.000    75.882     0.164
    65.000    75.882     0.239
    75.000    75.882     0.323
    85.000    75.882     0.306
    95.000    75.882     0.331
   105.000    75.882     0.394
   115.000    75.882     0.324
   125.000    75.882     0.189
   135.000    75.882     0.381
   145.000    75.882     1.100
   155.000    75.882     1.934
   165.000    75.882     2.231
   175.000    75.882     2.119
   185.000    75.882     2.187
  -185.000    85.294     2.798
  -175.000    85.294     2.885
  -165.000    85.294     3.255
  -155.000    85.294     3.104
  -145.000    85.294     1.966
  -135.000    85.294     0.717
  -125.000    85.294     0.222
  -115.000    85.294     0.238
  -105.000    85.294     0.291
   -95.000    85.294     0.255
   -85.000    85.294     0.286
   -75.000    85.294     0.363
   -65.000    85.294     0.289
   -55.000    85.294     0.180
   -45.000    85.294     0.549
   -35.000    85.294     1.712
   -25.000    85.294     2.965
   -15.000    85.294     3.325
    -5.000    85.294     3.089
     5.000    85.294     3.064
    15.000    85.294     3.344
    25.000    85.294     3.153
    35.000    85.294     1.991
    45.000    85.294     0.720
    55.000    85.294     0.202
    65.000    85.294     0.218
    75.000    85.294     0.275
    85.000    85.294     0.238
    95.000    85.294     0.273
   105.000    85.294     0.362
   115.000    85.294     0.299
   125.000    85.294     0.181
   135.000    85.294     0.502
   145.000    85.294     1.531
   155.000    85.294     2.638
   165.000    85.294     2.966
   175.000    85.294     2.798
   185.000    85.294     2.885
  -185.000    94.706     3.089
  -175.000    94.706     3.064
  -165.000    94.706     3.344
  -155.000    94.706     3.153
  -145.000    94.706     1.991
  -135.000    94.706     0.720
  -125.000    94.706     0.202
  -115.000    94.706     0.218
  -105.000    94.706     0.275
   -95.000    94.706     0.238
   -85.000    94.706     0.273
   -75.000    94.706     0.362
   -65.000    94.706     0.299
   -55.000    94.706     0.181
   -45.000    94.706     0.502
   -35.000    94.706     1.531
   -25.000    94.706     2.638
   -15.000    94.706     2.966
    -5.000    94.706     2.798
     5.000    94.706     2.885
    15.000    94.706     3.255
    25.000    94.706     3.104
    35.000    94.706     1.966
    45.000    94.706     0.717
    55.000    94.706     0.222
    65.000    94.706     0.238
    75.000    94.706     0.291
    85.000    94.706     0.255
    95.000    94.706     0.286
   105.000    94.706     0.363
   115.000    94.706     0.289
   125.000    94.706     0.180
   135.000    94.706     0.549
   145.000    94.706     1.712
   155.000    94.706     2.965
   165.000    94.706     3.325
   175.000    94.706     3.089
   185.000    94.706     3.064
text_01.dat                                                                     
poles     1  0  1
       phi     theta      int
  -185.000     0.810     0.153
  -175.000     0.810     0.153
  -165.000     0.810     0.153
  -155.000     0.810     0.153
  -145.000     0.810     0.153
  -135.000     0.810     0.153
  -125.000     0.810     0.153
  -115.000     0.810     0.153
  -105.000     0.810     0.153
   -95.000     0.810     0.153
   -85.000     0.810     0.153
   -75.000     0.810     0.153
   -65.000     0.810     0.153
   -55.000     0.810     0.153
   -45.000     0.810     0.153
   -35.000     0.810     0.153
   -25.000     0.810     0.153
   -15.000     0.810     0.153
    -5.000     0.810     0.153
     5.000     0.810     0.153
    15.000     0.810     0.153
    25.000     0.810     0.153
    35.000     0.810     0.153
    45.000     0.810     0.153
    55.000     0.810     0.153
    65.000     0.810     0.153
    75.000     0.810     0.153
    85.000     0.810     0.153
    95.000     0.810     0.153
   105.000     0.810     0.153
   115.000     0.810     0.153
   125.000     0.810     0.153
   135.000     0.810     0.153
   145.000     0.810     0.153
   155.000     0.810     0.153
   165.000     0.810     0.153
   175.000     0.810     0.153
   185.000     0.810     0.153
  -185.000    10.798     0.365
  -175.000    10.798     0.364
  -165.000    10.798     0.360
  -155.000    10.798     0.353
  -145.000    10.798     0.348
  -135.000    10.798     0.345
  -125.000    10.798     0.339
  -115.000    10.798     0.330
  -105.000    10.798     0.319
   -95.000    10.798     0.311
   -85.000    10.798     0.304
   -75.000    10.798     0.298
   -65.000    10.798     0.295
   -55.000    10.798     0.294
   -45.000    10.798     0.295
   -35.000    10.798     0.294
   -25.000    10.798     0.290
   -15.000    10.798     0.283
    -5.000    10.798     0.278
     5.000    10.798     0.275
    15.000    10.798     0.272
    25.000    10.798     0.269
    35.000    10.798     0.266
    45.000    10.798     0.265
    55.000    10.798     0.264
    65.000    10.798     0.262
    75.000    10.798     0.261
    85.000    10.798     0.266
    95.000    10.798     0.274
   105.000    10.798     0.285
   115.000    10.798     0.298
   125.000    10.798     0.313
   135.000    10.798     0.329
   145.000    10.798     0.344
   155.000    10.798     0.354
   165.000    10.798     0.361
   175.000    10.798     0.365
   185.000    10.798     0.364
  -185.000    19.719     0.543
  -175.000    19.719     0.553
  -165.000    19.719     0.556
  -155.000    19.719     0.551
  -145.000    19.719     0.544
  -135.000    19.719     0.536
  -125.000    19.719     0.523
  -115.000    19.719     0.502
  -105.000    19.719     0.480
   -95.000    19.719     0.461
   -85.000    19.719     0.448
   -75.000    19.719     0.438
   -65.000    19.719     0.426
   -55.000    19.719     0.415
   -45.000    19.719     0.405
   -35.000    19.719     0.396
   -25.000    19.719     0.386
   -15.000    19.719     0.377
    -5.000    19.719     0.370
     5.000    19.719     0.366
    15.000    19.719     0.360
    25.000    19.719     0.353
    35.000    19.719     0.348
    45.000    19.719     0.346
    55.000    19.719     0.346
    65.000    19.719     0.346
    75.000    19.719     0.349
    85.000    19.719     0.359
    95.000    19.719     0.375
   105.000    19.719     0.395
   115.000    19.719     0.418
   125.000    19.719     0.443
   135.000    19.719     0.469
   145.000    19.719     0.493
   155.000    19.719     0.512
   165.000    19.719     0.528
   175.000    19.719     0.543
   185.000    19.719     0.553
  -185.000    28.966     0.889
  -175.000    28.966     0.901
  -165.000    28.966     0.904
  -155.000    28.966     0.901
  -145.000    28.966     0.891
  -135.000    28.966     0.874
  -125.000    28.966     0.849
  -115.000    28.966     0.820
  -105.000    28.966     0.790
   -95.000    28.966     0.762
   -85.000    28.966     0.740
   -75.000    28.966     0.724
   -65.000    28.966     0.712
   -55.000    28.966     0.700
   -45.000    28.966     0.685
   -35.000    28.966     0.668
   -25.000    28.966     0.651
   -15.000    28.966     0.636
    -5.000    28.966     0.625
     5.000    28.966     0.619
    15.000    28.966     0.613
    25.000    28.966     0.609
    35.000    28.966     0.604
    45.000    28.966     0.597
    55.000    28.966     0.590
    65.000    28.966     0.585
    75.000    28.966     0.588
    85.000    28.966     0.601
    95.000    28.966     0.629
   105.000    28.966     0.666
   115.000    28.966     0.707
   125.000    28.966     0.747
   135.000    28.966     0.783
   145.000    28.966     0.814
   155.000    28.966     0.842
   165.000    28.966     0.868
   175.000    28.966     0.889
   185.000    28.966     0.901
  -185.000    38.303     1.108
  -175.000    38.303     1.116
  -165.000    38.303     1.117
  -155.000    38.303     1.110
  -145.000    38.303     1.101
  -135.000    38.303     1.090
  -125.000    38.303     1.075
  -115.000    38.303     1.053
  -105.000    38.303     1.026
   -95.000    38.303     1.001
   -85.000    38.303     0.982
   -75.000    38.303     0.971
   -65.000    38.303     0.964
   -55.000    38.303     0.951
   -45.000    38.303     0.930
   -35.000    38.303     0.906
   -25.000    38.303     0.883
   -15.000    38.303     0.863
    -5.000    38.303     0.848
     5.000    38.303     0.838
    15.000    38.303     0.833
    25.000    38.303     0.833
    35.000    38.303     0.833
    45.000    38.303     0.830
    55.000    38.303     0.822
    65.000    38.303     0.816
    75.000    38.303     0.818
    85.000    38.303     0.837
    95.000    38.303     0.871
   105.000    38.303     0.917
   115.000    38.303     0.965
   125.000    38.303     1.007
   135.000    38.303     1.037
   145.000    38.303     1.058
   155.000    38.303     1.075
   165.000    38.303     1.093
   175.000    38.303     1.108
   185.000    38.303     1.116
  -185.000    47.678     1.135
  -175.000    47.678     1.136
