          Evm          Svm          E11          E22          E33          E23          E13          E12             SCAU11       SCAU22       SCAU33       SCAU23       SCAU13       SCAU12      TEMP      TIME    TAYLAV      WORKAV
  0.14000E+00  0.32471E+03    -0.14000E+00  0.24708E-01  0.11529E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.32471E+03  0.00000E+00  0.00000E+00  0.12224E+00 -0.84105E+00  0.55908E+00      298.    140.00     2.047  0.3464E+02
  0.15000E+00  0.32901E+03    -0.15000E+00  0.26433E-01  0.12357E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.32901E+03  0.00000E+00  0.00000E+00  0.12588E+00 -0.88590E+00  0.57119E+00      298.    150.00     2.043  0.3752E+02
          Evm          Svm          E11          E22          E33          E23          E13          E12             SCAU11       SCAU22       SCAU33       SCAU23       SCAU13       SCAU12      TEMP      TIME    TAYLAV      WORKAV
  0.15000E+00  0.39374E+03    -0.15000E+00  0.26433E-01  0.12357E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.39374E+03  0.00000E+00  0.00000E+00  0.14257E+00 -0.10655E+01  0.68754E+00      298.    150.00     2.050  0.4096E+02
  0.16000E+00  0.41202E+03    -0.16000E+00  0.28174E-01  0.13183E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.41201E+03  0.00000E+00  0.00000E+00  0.14028E+00 -0.11442E+01  0.74299E+00      298.    150.00     2.040  0.4456E+02
  0.17000E+00  0.43007E+03    -0.17000E+00  0.29903E-01  0.14010E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.43007E+03  0.00000E+00  0.00000E+00  0.13960E+00 -0.12281E+01  0.81267E+00      298.    150.00     2.038  0.4832E+02
  0.18000E+00  0.44666E+03    -0.18000E+00  0.31638E-01  0.14836E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.44666E+03  0.00000E+00  0.00000E+00  0.13974E+00 -0.13054E+01  0.88754E+00      298.    150.00     2.036  0.5222E+02
  0.19000E+00  0.46233E+03    -0.19000E+00  0.33378E-01  0.15662E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.46232E+03  0.00000E+00  0.00000E+00  0.14320E+00 -0.13723E+01  0.96921E+00      298.    150.00     2.034  0.5626E+02
  0.20000E+00  0.47711E+03    -0.20000E+00  0.35127E-01  0.16487E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.47710E+03  0.00000E+00  0.00000E+00  0.14411E+00 -0.14236E+01  0.10602E+01      298.    150.00     2.033  0.6042E+02
  0.21000E+00  0.49110E+03    -0.21000E+00  0.36886E-01  0.17311E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.49109E+03  0.00000E+00  0.00000E+00  0.15040E+00 -0.14579E+01  0.11579E+01      298.    150.00     2.032  0.6470E+02
  0.22000E+00  0.50431E+03    -0.22000E+00  0.38658E-01  0.18134E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.50430E+03  0.00000E+00  0.00000E+00  0.15848E+00 -0.14748E+01  0.12657E+01      298.    150.00     2.031  0.6909E+02
  0.23000E+00  0.51702E+03    -0.23000E+00  0.40444E-01  0.18956E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.51701E+03  0.00000E+00  0.00000E+00  0.17637E+00 -0.14765E+01  0.13827E+01      298.    150.00     2.032  0.7358E+02
  0.24000E+00  0.52888E+03    -0.24000E+00  0.42247E-01  0.19775E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.52887E+03  0.00000E+00  0.00000E+00  0.19424E+00 -0.14620E+01  0.15093E+01      298.    150.00     2.032  0.7817E+02
  0.25000E+00  0.54030E+03    -0.25000E+00  0.44067E-01  0.20593E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.54029E+03  0.00000E+00  0.00000E+00  0.21997E+00 -0.14350E+01  0.16432E+01      298.    150.00     2.033  0.8285E+02
  0.26000E+00  0.55114E+03    -0.26000E+00  0.45905E-01  0.21410E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.55113E+03  0.00000E+00  0.00000E+00  0.25562E+00 -0.13974E+01  0.17782E+01      298.    150.00     2.034  0.8762E+02
  0.26999E+00  0.56155E+03    -0.27000E+00  0.47763E-01  0.22224E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.56154E+03  0.00000E+00  0.00000E+00  0.30275E+00 -0.13506E+01  0.19101E+01      298.    150.00     2.036  0.9247E+02
  0.27999E+00  0.57148E+03    -0.28000E+00  0.49643E-01  0.23036E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.57147E+03  0.00000E+00  0.00000E+00  0.35895E+00 -0.12913E+01  0.20333E+01      298.    150.00     2.038  0.9740E+02
  0.28999E+00  0.58109E+03    -0.29000E+00  0.51547E-01  0.23845E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.58108E+03  0.00000E+00  0.00000E+00  0.42121E+00 -0.12217E+01  0.21468E+01      298.    150.00     2.041  0.1024E+03
  0.29999E+00  0.59034E+03    -0.30000E+00  0.53477E-01  0.24652E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.59033E+03  0.00000E+00  0.00000E+00  0.49309E+00 -0.11419E+01  0.22448E+01      298.    150.00     2.043  0.1075E+03
