          Evm          Svm          E11          E22          E33          E23          E13          E12             SCAU11       SCAU22       SCAU33       SCAU23       SCAU13       SCAU12      TEMP      TIME    TAYLAV      WORKAV
  0.00000E+00  0.14249E+03     0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.14248E+03  0.00000E+00  0.00000E+00  0.48429E-01 -0.21475E+00  0.55610E+00      298.      0.00     2.121  0.1252E+01
  0.99997E-02  0.17441E+03    -0.10000E-01  0.18157E-02  0.81843E-02  0.00000E+00  0.00000E+00  0.00000E+00    -0.17441E+03  0.00000E+00  0.00000E+00  0.60663E-01 -0.25265E+00  0.66333E+00      298.     10.00     2.112  0.2797E+01
  0.19999E-01  0.20040E+03    -0.20000E-01  0.36189E-02  0.16381E-01  0.00000E+00  0.00000E+00  0.00000E+00    -0.20039E+03  0.00000E+00  0.00000E+00  0.70212E-01 -0.29022E+00  0.71915E+00      298.     20.00     2.108  0.4573E+01
  0.29999E-01  0.22168E+03    -0.30000E-01  0.54187E-02  0.24581E-01  0.00000E+00  0.00000E+00  0.00000E+00    -0.22167E+03  0.00000E+00  0.00000E+00  0.77959E-01 -0.32750E+00  0.74232E+00      298.     30.00     2.103  0.6536E+01
  0.39999E-01  0.23933E+03    -0.40000E-01  0.72111E-02  0.32789E-01  0.00000E+00  0.00000E+00  0.00000E+00    -0.23933E+03  0.00000E+00  0.00000E+00  0.83807E-01 -0.36598E+00  0.74330E+00      298.     40.00     2.098  0.8654E+01
  0.49999E-01  0.25424E+03    -0.50000E-01  0.89944E-02  0.41006E-01  0.00000E+00  0.00000E+00  0.00000E+00    -0.25424E+03  0.00000E+00  0.00000E+00  0.90839E-01 -0.40871E+00  0.72982E+00      298.     50.00     2.092  0.1090E+02
  0.59999E-01  0.26695E+03    -0.60000E-01  0.10769E-01  0.49231E-01  0.00000E+00  0.00000E+00  0.00000E+00    -0.26695E+03  0.00000E+00  0.00000E+00  0.95317E-01 -0.45371E+00  0.70700E+00      298.     60.00     2.086  0.1326E+02
  0.69999E-01  0.27775E+03    -0.70000E-01  0.12536E-01  0.57464E-01  0.00000E+00  0.00000E+00  0.00000E+00    -0.27775E+03  0.00000E+00  0.00000E+00  0.10084E+00 -0.50205E+00  0.67829E+00      298.     70.00     2.081  0.1571E+02
  0.79998E-01  0.28722E+03    -0.80000E-01  0.14294E-01  0.65706E-01  0.00000E+00  0.00000E+00  0.00000E+00    -0.28721E+03  0.00000E+00  0.00000E+00  0.10790E+00 -0.55340E+00  0.64823E+00      298.     80.00     2.075  0.1824E+02
  0.89998E-01  0.29552E+03    -0.90000E-01  0.16043E-01  0.73957E-01  0.00000E+00  0.00000E+00  0.00000E+00    -0.29551E+03  0.00000E+00  0.00000E+00  0.11361E+00 -0.60491E+00  0.61919E+00      298.     90.00     2.070  0.2084E+02
  0.99998E-01  0.30283E+03    -0.10000E+00  0.17786E-01  0.82214E-01  0.00000E+00  0.00000E+00  0.00000E+00    -0.30283E+03  0.00000E+00  0.00000E+00  0.11760E+00 -0.65540E+00  0.59352E+00      298.    100.00     2.065  0.2350E+02
  0.11000E+00  0.30924E+03    -0.11000E+00  0.19523E-01  0.90477E-01  0.00000E+00  0.00000E+00  0.00000E+00    -0.30923E+03  0.00000E+00  0.00000E+00  0.11876E+00 -0.70361E+00  0.57326E+00      298.    110.00     2.060  0.2622E+02
  0.12000E+00  0.31493E+03    -0.12000E+00  0.21255E-01  0.98745E-01  0.00000E+00  0.00000E+00  0.00000E+00    -0.31492E+03  0.00000E+00  0.00000E+00  0.12172E+00 -0.75119E+00  0.55952E+00      298.    120.00     2.055  0.2898E+02
  0.13000E+00  0.32006E+03    -0.13000E+00  0.22982E-01  0.10702E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.32006E+03  0.00000E+00  0.00000E+00  0.12385E+00 -0.79713E+00  0.55418E+00      298.    130.00     2.051  0.3179E+02
