
*******   STEP   1      *** N_EFF=cte CALCULATION              
   70   0.105E-03   0.956E-03   0.304E-04

*******   STEP   2      *** N_EFF=cte CALCULATION              
   47   0.119E-03   0.973E-03   0.422E-04

*******   STEP   3      *** N_EFF=cte CALCULATION              
   41   0.115E-03   0.916E-03   0.527E-04

*******   STEP   4      *** N_EFF=cte CALCULATION              
   36   0.113E-03   0.932E-03   0.860E-04

*******   STEP   5      *** N_EFF=cte CALCULATION              
   31   0.134E-03   0.969E-03   0.701E-04

*******   STEP   6      *** N_EFF=cte CALCULATION              
   29   0.113E-03   0.954E-03   0.191E-03

*******   STEP   7      *** N_EFF=cte CALCULATION              
   28   0.972E-04   0.911E-03   0.234E-04

*******   STEP   8      *** N_EFF=cte CALCULATION              
   24   0.154E-03   0.970E-03   0.110E-03

*******   STEP   9      *** N_EFF=cte CALCULATION              
   23   0.133E-03   0.945E-03   0.182E-03

*******   STEP  10      *** N_EFF=cte CALCULATION              
   22   0.111E-03   0.940E-03   0.121E-03

*******   STEP  11      *** N_EFF=cte CALCULATION              
   21   0.107E-03   0.967E-03   0.285E-04

*******   STEP  12      *** N_EFF=cte CALCULATION              
   19   0.118E-03   0.999E-03   0.163E-03

*******   STEP  13      *** N_EFF=cte CALCULATION              
   18   0.142E-03   0.967E-03   0.533E-04

*******   STEP  14      *** N_EFF=cte CALCULATION              
   17   0.153E-03   0.980E-03   0.911E-04

*******   STEP  15      *** N_EFF=cte CALCULATION              
   17   0.144E-03   0.923E-03   0.786E-04

*******   STEP  16      *** N_EFF=cte CALCULATION              
   16   0.119E-03   0.974E-03   0.390E-03

*******   STEP   1      *** N_EFF=cte CALCULATION              
   68   0.132E-03   0.968E-03   0.460E-04

*******   STEP   2      *** N_EFF=cte CALCULATION              
   24   0.170E-03   0.954E-03   0.379E-04

*******   STEP   3      *** N_EFF=cte CALCULATION              
   26   0.122E-03   0.993E-03   0.195E-03

*******   STEP   4      *** N_EFF=cte CALCULATION              
   24   0.164E-03   0.967E-03   0.534E-04

*******   STEP   5      *** N_EFF=cte CALCULATION              
   23   0.171E-03   0.983E-03   0.112E-03

*******   STEP   6      *** N_EFF=cte CALCULATION              
   23   0.158E-03   0.900E-03   0.963E-04

*******   STEP   7      *** N_EFF=cte CALCULATION              
   22   0.143E-03   0.936E-03   0.149E-03

*******   STEP   8      *** N_EFF=cte CALCULATION              
   22   0.134E-03   0.863E-03   0.130E-03

*******   STEP   9      *** N_EFF=cte CALCULATION              
   22   0.139E-03   0.867E-03   0.125E-03

*******   STEP  10      *** N_EFF=cte CALCULATION              
   21   0.126E-03   0.866E-03   0.489E-04

*******   STEP  11      *** N_EFF=cte CALCULATION              
   20   0.146E-03   0.956E-03   0.112E-03

*******   STEP  12      *** N_EFF=cte CALCULATION              
   19   0.162E-03   0.989E-03   0.173E-03

*******   STEP  13      *** N_EFF=cte CALCULATION              
   19   0.158E-03   0.929E-03   0.158E-03

*******   STEP  14      *** N_EFF=cte CALCULATION              
   18   0.184E-03   0.956E-03   0.754E-04

*******   STEP  15      *** N_EFF=cte CALCULATION              
   18   0.180E-03   0.912E-03   0.576E-04

*******   STEP  16      *** N_EFF=cte CALCULATION              
   17   0.195E-03   0.992E-03   0.547E-04
