        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.00000E+00  0.26038E+01        0.198    0.083    0.185    0.180    0.174    0.000        0.179    0.045    0.127    0.124    0.195    0.000
  0.23090E-01  0.26044E+01        0.197    0.083    0.182    0.180    0.174    0.004        0.182    0.045    0.129    0.125    0.188    0.000
  0.46180E-01  0.26042E+01        0.194    0.083    0.179    0.179    0.173    0.008        0.184    0.046    0.129    0.126    0.192    0.000
  0.69270E-01  0.26049E+01        0.193    0.084    0.177    0.180    0.173    0.012        0.185    0.047    0.128    0.127    0.194    0.000
  0.92361E-01  0.26057E+01        0.192    0.084    0.175    0.182    0.173    0.016        0.186    0.047    0.127    0.128    0.196    0.000
  0.11545E+00  0.26058E+01        0.191    0.086    0.172    0.184    0.173    0.020        0.187    0.047    0.125    0.129    0.198    0.000
  0.13854E+00  0.26040E+01        0.189    0.087    0.168    0.185    0.173    0.023        0.188    0.048    0.123    0.130    0.202    0.000
  0.16163E+00  0.26029E+01        0.188    0.088    0.165    0.188    0.173    0.027        0.188    0.048    0.120    0.131    0.205    0.000
  0.18472E+00  0.26025E+01        0.189    0.089    0.163    0.191    0.173    0.031        0.187    0.047    0.116    0.130    0.204    0.000
  0.20781E+00  0.26017E+01        0.189    0.090    0.162    0.195    0.173    0.035        0.186    0.046    0.113    0.130    0.203    0.000
  0.23090E+00  0.26006E+01        0.190    0.091    0.162    0.198    0.173    0.038        0.185    0.045    0.110    0.130    0.201    0.000
  0.25399E+00  0.25985E+01        0.191    0.091    0.161    0.202    0.172    0.042        0.186    0.045    0.108    0.130    0.200    0.000
  0.27708E+00  0.25971E+01        0.192    0.092    0.160    0.205    0.172    0.045        0.186    0.044    0.105    0.130    0.199    0.000
  0.30017E+00  0.25959E+01        0.194    0.093    0.160    0.209    0.171    0.048        0.187    0.043    0.103    0.130    0.196    0.000
  0.32326E+00  0.25944E+01        0.196    0.094    0.159    0.213    0.171    0.051        0.187    0.043    0.100    0.129    0.195    0.000
  0.34635E+00  0.25923E+01        0.197    0.095    0.157    0.217    0.171    0.054        0.187    0.042    0.096    0.129    0.193    0.000
  0.36943E+00  0.25908E+01        0.198    0.096    0.156    0.222    0.172    0.057        0.186    0.041    0.093    0.129    0.191    0.000
  0.39252E+00  0.25893E+01        0.199    0.097    0.155    0.226    0.172    0.060        0.186    0.041    0.090    0.129    0.188    0.000
  0.41561E+00  0.25877E+01        0.200    0.099    0.154    0.231    0.172    0.063        0.186    0.040    0.088    0.129    0.186    0.000
  0.43870E+00  0.25856E+01        0.200    0.100    0.154    0.235    0.172    0.065        0.185    0.039    0.086    0.129    0.183    0.000
  0.46178E+00  0.25833E+01        0.200    0.101    0.154    0.239    0.173    0.068        0.184    0.039    0.084    0.129    0.180    0.000
  0.48487E+00  0.25812E+01        0.200    0.102    0.155    0.244    0.173    0.070        0.183    0.038    0.082    0.128    0.177    0.000
  0.50795E+00  0.25784E+01        0.199    0.103    0.155    0.248    0.174    0.073        0.182    0.037    0.081    0.127    0.174    0.000
  0.53103E+00  0.25756E+01        0.199    0.103    0.156    0.252    0.175    0.075        0.181    0.036    0.079    0.127    0.170    0.000
  0.55412E+00  0.25727E+01        0.198    0.104    0.155    0.255    0.176    0.077        0.180    0.035    0.078    0.126    0.167    0.000
  0.57720E+00  0.25696E+01        0.197    0.104    0.156    0.259    0.177    0.080        0.180    0.034    0.076    0.125    0.163    0.000
  0.60028E+00  0.25666E+01        0.197    0.105    0.156    0.262    0.177    0.082        0.180    0.034    0.075    0.124    0.159    0.000
  0.62336E+00  0.25636E+01        0.197    0.105    0.156    0.266    0.178    0.084        0.179    0.033    0.074    0.123    0.154    0.000
  0.64645E+00  0.25606E+01        0.196    0.105    0.157    0.270    0.179    0.086        0.178    0.032    0.073    0.122    0.149    0.000
  0.66953E+00  0.25572E+01        0.196    0.106    0.159    0.274    0.179    0.088        0.176    0.031    0.072    0.120    0.144    0.000
  0.69261E+00  0.25536E+01        0.196    0.106    0.160    0.278    0.179    0.089        0.175    0.030    0.071    0.119    0.140    0.000
  0.71570E+00  0.25497E+01        0.195    0.107    0.161    0.282    0.179    0.091        0.173    0.029    0.070    0.117    0.136    0.000
  0.73878E+00  0.25460E+01        0.195    0.107    0.162    0.286    0.179    0.093        0.172    0.029    0.069    0.115    0.132    0.000
  0.76186E+00  0.25420E+01        0.195    0.108    0.164    0.289    0.180    0.094        0.171    0.028    0.069    0.113    0.129    0.000
  0.78495E+00  0.25376E+01        0.193    0.109    0.165    0.292    0.180    0.095        0.170    0.027    0.068    0.111    0.126    0.000
  0.80803E+00  0.25332E+01        0.192    0.110    0.166    0.295    0.180    0.097        0.169    0.027    0.067    0.110    0.125    0.000
  0.83112E+00  0.25290E+01        0.191    0.111    0.167    0.299    0.180    0.098        0.168    0.026    0.066    0.108    0.123    0.000
  0.85420E+00  0.25245E+01        0.189    0.112    0.167    0.302    0.181    0.099        0.168    0.025    0.066    0.107    0.123    0.000
  0.87729E+00  0.25208E+01        0.189    0.113    0.167    0.305    0.181    0.100        0.167    0.025    0.065    0.105    0.122    0.000
  0.90038E+00  0.25168E+01        0.189    0.115    0.168    0.309    0.181    0.101        0.166    0.024    0.064    0.103    0.121    0.000
  0.92346E+00  0.25130E+01        0.189    0.116    0.168    0.312    0.181    0.102        0.166    0.024    0.063    0.102    0.121    0.000
  0.94655E+00  0.25092E+01        0.189    0.117    0.168    0.315    0.181    0.103        0.165    0.023    0.062    0.100    0.121    0.000
  0.96963E+00  0.25055E+01        0.189    0.119    0.168    0.318    0.181    0.104        0.164    0.023    0.061    0.098    0.121    0.000
  0.99272E+00  0.25018E+01        0.188    0.120    0.168    0.320    0.181    0.105        0.164    0.022    0.061    0.097    0.122    0.000
  0.10158E+01  0.24978E+01        0.188    0.122    0.168    0.322    0.181    0.106        0.164    0.022    0.060    0.096    0.124    0.000
  0.10389E+01  0.24946E+01        0.188    0.123    0.168    0.325    0.181    0.107        0.164    0.022    0.059    0.094    0.125    0.000
  0.10620E+01  0.24910E+01        0.187    0.124    0.168    0.327    0.181    0.108        0.165    0.021    0.059    0.093    0.128    0.000
  0.10851E+01  0.24877E+01        0.187    0.125    0.167    0.329    0.181    0.109        0.165    0.021    0.059    0.092    0.130    0.000
  0.11081E+01  0.24845E+01        0.188    0.126    0.167    0.331    0.181    0.109        0.166    0.020    0.058    0.091    0.132    0.000
  0.11312E+01  0.24814E+01        0.187    0.127    0.167    0.333    0.180    0.110        0.166    0.020    0.058    0.090    0.134    0.000
  0.11543E+01  0.24787E+01        0.188    0.128    0.167    0.336    0.180    0.111        0.166    0.019    0.057    0.089    0.137    0.000
