          Evm          Svm          E11          E22          E33          E23          E13          E12             SCAU11       SCAU22       SCAU33       SCAU23       SCAU13       SCAU12      TEMP      TIME    TAYLAV      WORKAV      WRATE1      WRATE2 
  0.00000E+00  0.26038E+01     0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.21403E-01  0.17512E-01  0.15030E+01      298. 0.000E+00     2.125  0.5303E-01  0.1505E+01  0.1326E+01
  0.23090E-01  0.26044E+01    -0.38393E-03  0.28991E-03  0.94026E-04  0.00000E+00  0.00000E+00  0.20000E-01     0.00000E+00  0.00000E+00  0.00000E+00 -0.19867E-01  0.19000E-01  0.15034E+01      298. 0.400E-01     2.126  0.1061E+00  0.1504E+01  0.1326E+01
  0.46180E-01  0.26042E+01    -0.77974E-03  0.61702E-03  0.16271E-03  0.00000E+00  0.00000E+00  0.40000E-01     0.00000E+00  0.00000E+00  0.00000E+00 -0.18254E-01  0.20172E-01  0.15033E+01      298. 0.800E-01     2.126  0.1591E+00  0.1504E+01  0.1326E+01
  0.69270E-01  0.26049E+01    -0.12460E-02  0.10462E-02  0.19984E-03  0.00000E+00  0.00000E+00  0.60000E-01     0.00000E+00  0.00000E+00  0.00000E+00 -0.16524E-01  0.20998E-01  0.15037E+01      298. 0.120E+00     2.126  0.2121E+00  0.1505E+01  0.1326E+01
  0.92361E-01  0.26057E+01    -0.18289E-02  0.16267E-02  0.20220E-03  0.00000E+00  0.00000E+00  0.80000E-01     0.00000E+00  0.00000E+00  0.00000E+00 -0.14281E-01  0.21442E-01  0.15042E+01      298. 0.160E+00     2.126  0.2651E+00  0.1504E+01  0.1325E+01
  0.11545E+00  0.26058E+01    -0.25384E-02  0.23703E-02  0.16807E-03  0.00000E+00  0.00000E+00  0.10000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.11993E-01  0.21860E-01  0.15042E+01      298. 0.200E+00     2.125  0.3181E+00  0.1503E+01  0.1324E+01
  0.13854E+00  0.26040E+01    -0.33869E-02  0.32884E-02  0.98456E-04  0.00000E+00  0.00000E+00  0.12000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.97836E-02  0.22611E-01  0.15032E+01      298. 0.240E+00     2.123  0.3710E+00  0.1503E+01  0.1323E+01
  0.16163E+00  0.26029E+01    -0.43999E-02  0.43953E-02  0.45995E-05  0.00000E+00  0.00000E+00  0.14000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.78394E-02  0.24088E-01  0.15026E+01      298. 0.280E+00     2.121  0.4240E+00  0.1503E+01  0.1324E+01
  0.18472E+00  0.26025E+01    -0.56138E-02  0.57182E-02 -0.10442E-03  0.00000E+00  0.00000E+00  0.16000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.64441E-02  0.26145E-01  0.15023E+01      298. 0.320E+00     2.119  0.4770E+00  0.1503E+01  0.1325E+01
  0.20781E+00  0.26017E+01    -0.70249E-02  0.72459E-02 -0.22099E-03  0.00000E+00  0.00000E+00  0.18000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.50924E-02  0.28164E-01  0.15018E+01      298. 0.360E+00     2.116  0.5300E+00  0.1501E+01  0.1324E+01
  0.23090E+00  0.26006E+01    -0.86239E-02  0.89695E-02 -0.34563E-03  0.00000E+00  0.00000E+00  0.20000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.34376E-02  0.29804E-01  0.15011E+01      298. 0.400E+00     2.114  0.5829E+00  0.1500E+01  0.1324E+01
  0.25399E+00  0.25985E+01    -0.10389E-01  0.10869E-01 -0.47911E-03  0.00000E+00  0.00000E+00  0.22000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.94449E-03  0.31133E-01  0.14999E+01      298. 0.440E+00     2.111  0.6359E+00  0.1499E+01  0.1323E+01
  0.27708E+00  0.25971E+01    -0.12308E-01  0.12926E-01 -0.61885E-03  0.00000E+00  0.00000E+00  0.24000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.17658E-02  0.32254E-01  0.14991E+01      298. 0.480E+00     2.108  0.6888E+00  0.1498E+01  0.1323E+01
  0.30017E+00  0.25959E+01    -0.14379E-01  0.15145E-01 -0.76672E-03  0.00000E+00  0.00000E+00  0.26000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.41119E-02  0.33307E-01  0.14984E+01      298. 0.520E+00     2.105  0.7417E+00  0.1498E+01  0.1323E+01
  0.32326E+00  0.25944E+01    -0.16587E-01  0.17512E-01 -0.92484E-03  0.00000E+00  0.00000E+00  0.28000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.56924E-02  0.34345E-01  0.14975E+01      298. 0.560E+00     2.102  0.7946E+00  0.1497E+01  0.1322E+01
  0.34635E+00  0.25923E+01    -0.18924E-01  0.20016E-01 -0.10918E-02  0.00000E+00  0.00000E+00  0.30000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.63061E-02  0.35052E-01  0.14963E+01      298. 0.600E+00     2.099  0.8474E+00  0.1496E+01  0.1322E+01
  0.36943E+00  0.25908E+01    -0.21371E-01  0.22634E-01 -0.12624E-02  0.00000E+00  0.00000E+00  0.32000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.62064E-02  0.35717E-01  0.14954E+01      298. 0.640E+00     2.097  0.9003E+00  0.1495E+01  0.1322E+01
  0.39252E+00  0.25893E+01    -0.23912E-01  0.25345E-01 -0.14331E-02  0.00000E+00  0.00000E+00  0.34000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.61727E-02  0.36576E-01  0.14945E+01      298. 0.680E+00     2.094  0.9532E+00  0.1495E+01  0.1322E+01
  0.41561E+00  0.25877E+01    -0.26541E-01  0.28142E-01 -0.16013E-02  0.00000E+00  0.00000E+00  0.36000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.64215E-02  0.37984E-01  0.14935E+01      298. 0.720E+00     2.092  0.1006E+01  0.1493E+01  0.1320E+01
  0.43870E+00  0.25856E+01    -0.29261E-01  0.31028E-01 -0.17673E-02  0.00000E+00  0.00000E+00  0.38000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.71018E-02  0.39791E-01  0.14923E+01      298. 0.760E+00     2.089  0.1059E+01  0.1492E+01  0.1320E+01
  0.46178E+00  0.25833E+01    -0.32070E-01  0.34004E-01 -0.19339E-02  0.00000E+00  0.00000E+00  0.40000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.79102E-02  0.41751E-01  0.14909E+01      298. 0.800E+00     2.085  0.1112E+01  0.1491E+01  0.1319E+01
  0.48487E+00  0.25812E+01    -0.34961E-01  0.37065E-01 -0.21033E-02  0.00000E+00  0.00000E+00  0.42000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.85769E-02  0.43427E-01  0.14896E+01      298. 0.840E+00     2.082  0.1164E+01  0.1488E+01  0.1318E+01
  0.50795E+00  0.25784E+01    -0.37918E-01  0.40193E-01 -0.22756E-02  0.00000E+00  0.00000E+00  0.44000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.83571E-02  0.44611E-01  0.14879E+01      298. 0.880E+00     2.079  0.1217E+01  0.1487E+01  0.1318E+01
  0.53103E+00  0.25756E+01    -0.40925E-01  0.43374E-01 -0.24485E-02  0.00000E+00  0.00000E+00  0.46000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.70418E-02  0.45372E-01  0.14863E+01      298. 0.920E+00     2.076  0.1270E+01  0.1486E+01  0.1318E+01
  0.55412E+00  0.25727E+01    -0.43977E-01  0.46596E-01 -0.26191E-02  0.00000E+00  0.00000E+00  0.48000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.53029E-02  0.45852E-01  0.14846E+01      298. 0.960E+00     2.073  0.1322E+01  0.1484E+01  0.1318E+01
  0.57720E+00  0.25696E+01    -0.47073E-01  0.49859E-01 -0.27865E-02  0.00000E+00  0.00000E+00  0.50000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.37754E-02  0.46306E-01  0.14828E+01      298. 0.100E+01     2.070  0.1375E+01  0.1483E+01  0.1318E+01
  0.60028E+00  0.25666E+01    -0.50219E-01  0.53171E-01 -0.29519E-02  0.00000E+00  0.00000E+00  0.52000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.26437E-02  0.46533E-01  0.14811E+01      298. 0.104E+01     2.067  0.1428E+01  0.1481E+01  0.1318E+01
  0.62336E+00  0.25636E+01    -0.53420E-01  0.56536E-01 -0.31158E-02  0.00000E+00  0.00000E+00  0.54000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.18644E-02  0.46469E-01  0.14794E+01      298. 0.108E+01     2.063  0.1481E+01  0.1479E+01  0.1318E+01
  0.64645E+00  0.25606E+01    -0.56679E-01  0.59957E-01 -0.32785E-02  0.00000E+00  0.00000E+00  0.56000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.13122E-02  0.46156E-01  0.14776E+01      298. 0.112E+01     2.060  0.1533E+01  0.1476E+01  0.1317E+01
  0.66953E+00  0.25572E+01    -0.59986E-01  0.63425E-01 -0.34394E-02  0.00000E+00  0.00000E+00  0.58000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.82732E-03  0.45537E-01  0.14757E+01      298. 0.116E+01     2.057  0.1586E+01  0.1475E+01  0.1318E+01
  0.69261E+00  0.25536E+01    -0.63336E-01  0.66934E-01 -0.35979E-02  0.00000E+00  0.00000E+00  0.60000E+00     0.00000E+00  0.00000E+00  0.00000E+00  0.25174E-03  0.44683E-01  0.14737E+01      298. 0.120E+01     2.054  0.1639E+01  0.1473E+01  0.1319E+01
  0.71570E+00  0.25497E+01    -0.66716E-01  0.70470E-01 -0.37541E-02  0.00000E+00  0.00000E+00  0.62000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.60369E-03  0.43740E-01  0.14714E+01      298. 0.124E+01     2.050  0.1692E+01  0.1471E+01  0.1320E+01
  0.73878E+00  0.25460E+01    -0.70116E-01  0.74024E-01 -0.39085E-02  0.00000E+00  0.00000E+00  0.64000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.17527E-02  0.42693E-01  0.14693E+01      298. 0.128E+01     2.047  0.1744E+01  0.1469E+01  0.1320E+01
  0.76186E+00  0.25420E+01    -0.73527E-01  0.77588E-01 -0.40607E-02  0.00000E+00  0.00000E+00  0.66000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.32323E-02  0.41677E-01  0.14670E+01      298. 0.132E+01     2.044  0.1797E+01  0.1467E+01  0.1320E+01
  0.78495E+00  0.25376E+01    -0.76945E-01  0.81157E-01 -0.42122E-02  0.00000E+00  0.00000E+00  0.68000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.49348E-02  0.40859E-01  0.14645E+01      298. 0.136E+01     2.040  0.1850E+01  0.1465E+01  0.1321E+01
  0.80803E+00  0.25332E+01    -0.80361E-01  0.84726E-01 -0.43650E-02  0.00000E+00  0.00000E+00  0.70000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.64427E-02  0.40147E-01  0.14620E+01      298. 0.140E+01     2.037  0.1903E+01  0.1462E+01  0.1320E+01
  0.83112E+00  0.25290E+01    -0.83774E-01  0.88294E-01 -0.45197E-02  0.00000E+00  0.00000E+00  0.72000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.72166E-02  0.39357E-01  0.14596E+01      298. 0.144E+01     2.034  0.1956E+01  0.1461E+01  0.1321E+01
  0.85420E+00  0.25245E+01    -0.87184E-01  0.91859E-01 -0.46754E-02  0.00000E+00  0.00000E+00  0.74000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.67662E-02  0.38476E-01  0.14570E+01      298. 0.148E+01     2.030  0.2008E+01  0.1458E+01  0.1320E+01
  0.87729E+00  0.25208E+01    -0.90590E-01  0.95422E-01 -0.48323E-02  0.00000E+00  0.00000E+00  0.76000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.56512E-02  0.37609E-01  0.14549E+01      298. 0.152E+01     2.027  0.2061E+01  0.1454E+01  0.1318E+01
  0.90038E+00  0.25168E+01    -0.93994E-01  0.98983E-01 -0.49886E-02  0.00000E+00  0.00000E+00  0.78000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.46310E-02  0.37018E-01  0.14526E+01      298. 0.156E+01     2.024  0.2114E+01  0.1454E+01  0.1319E+01
  0.92346E+00  0.25130E+01    -0.97396E-01  0.10254E+00 -0.51448E-02  0.00000E+00  0.00000E+00  0.80000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.44467E-02  0.36890E-01  0.14504E+01      298. 0.160E+01     2.021  0.2167E+01  0.1452E+01  0.1319E+01
  0.94655E+00  0.25092E+01    -0.10079E+00  0.10609E+00 -0.53007E-02  0.00000E+00  0.00000E+00  0.82000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.49326E-02  0.37165E-01  0.14482E+01      298. 0.164E+01     2.018  0.2219E+01  0.1449E+01  0.1318E+01
  0.96963E+00  0.25055E+01    -0.10418E+00  0.10964E+00 -0.54558E-02  0.00000E+00  0.00000E+00  0.84000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.56962E-02  0.37477E-01  0.14461E+01      298. 0.168E+01     2.015  0.2272E+01  0.1447E+01  0.1318E+01
  0.99272E+00  0.25018E+01    -0.10755E+00  0.11316E+00 -0.56092E-02  0.00000E+00  0.00000E+00  0.86000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.64651E-02  0.37746E-01  0.14439E+01      298. 0.172E+01     2.013  0.2325E+01  0.1445E+01  0.1318E+01
  0.10158E+01  0.24978E+01    -0.11089E+00  0.11665E+00 -0.57610E-02  0.00000E+00  0.00000E+00  0.88000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.69894E-02  0.37901E-01  0.14416E+01      298. 0.176E+01     2.010  0.2378E+01  0.1443E+01  0.1316E+01
  0.10389E+01  0.24946E+01    -0.11421E+00  0.12012E+00 -0.59126E-02  0.00000E+00  0.00000E+00  0.90000E+00     0.00000E+00  0.00000E+00  0.00000E+00 -0.74078E-02  0.37797E-01  0.14398E+01      298. 0.180E+01     2.008  0.2430E+01  0.1440E+01  0.1315E+01
