     Evm         C11  C22  C33  C23  C13  C12   C44  C55  C66                                                                   A1  A2  A3
     0.00000     0.2617E+03  0.2623E+03  0.2606E+03  0.1099E+03  0.1105E+03  0.1088E+03  0.7556E+02  0.7623E+02  0.7452E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.02886     0.2615E+03  0.2623E+03  0.2606E+03  0.1098E+03  0.1106E+03  0.1089E+03  0.7554E+02  0.7630E+02  0.7458E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.05772     0.2614E+03  0.2622E+03  0.2606E+03  0.1098E+03  0.1106E+03  0.1090E+03  0.7550E+02  0.7634E+02  0.7467E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.08657     0.2613E+03  0.2622E+03  0.2607E+03  0.1097E+03  0.1106E+03  0.1091E+03  0.7542E+02  0.7632E+02  0.7477E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.11542     0.2613E+03  0.2622E+03  0.2609E+03  0.1096E+03  0.1105E+03  0.1092E+03  0.7531E+02  0.7627E+02  0.7486E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.14425     0.2613E+03  0.2622E+03  0.2611E+03  0.1095E+03  0.1104E+03  0.1093E+03  0.7517E+02  0.7617E+02  0.7495E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.17307     0.2614E+03  0.2623E+03  0.2614E+03  0.1093E+03  0.1102E+03  0.1094E+03  0.7502E+02  0.7604E+02  0.7504E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.20186     0.2614E+03  0.2623E+03  0.2618E+03  0.1092E+03  0.1101E+03  0.1095E+03  0.7485E+02  0.7589E+02  0.7513E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.23062     0.2616E+03  0.2624E+03  0.2621E+03  0.1090E+03  0.1098E+03  0.1096E+03  0.7467E+02  0.7571E+02  0.7521E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.25934     0.2617E+03  0.2624E+03  0.2625E+03  0.1089E+03  0.1096E+03  0.1097E+03  0.7449E+02  0.7552E+02  0.7529E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.28803     0.2618E+03  0.2625E+03  0.2630E+03  0.1087E+03  0.1093E+03  0.1098E+03  0.7430E+02  0.7532E+02  0.7538E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.31667     0.2620E+03  0.2625E+03  0.2634E+03  0.1085E+03  0.1091E+03  0.1099E+03  0.7410E+02  0.7512E+02  0.7547E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.34527     0.2622E+03  0.2626E+03  0.2638E+03  0.1084E+03  0.1088E+03  0.1101E+03  0.7390E+02  0.7490E+02  0.7556E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.37383     0.2623E+03  0.2626E+03  0.2643E+03  0.1082E+03  0.1085E+03  0.1102E+03  0.7369E+02  0.7468E+02  0.7564E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.40234     0.2625E+03  0.2627E+03  0.2648E+03  0.1080E+03  0.1082E+03  0.1103E+03  0.7348E+02  0.7445E+02  0.7572E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.43082     0.2628E+03  0.2628E+03  0.2653E+03  0.1079E+03  0.1079E+03  0.1104E+03  0.7326E+02  0.7422E+02  0.7580E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.45924     0.2630E+03  0.2628E+03  0.2658E+03  0.1077E+03  0.1076E+03  0.1105E+03  0.7303E+02  0.7399E+02  0.7587E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.48763     0.2632E+03  0.2629E+03  0.2663E+03  0.1075E+03  0.1072E+03  0.1106E+03  0.7281E+02  0.7376E+02  0.7594E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.51598     0.2634E+03  0.2630E+03  0.2667E+03  0.1073E+03  0.1069E+03  0.1107E+03  0.7259E+02  0.7353E+02  0.7600E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.54431     0.2636E+03  0.2631E+03  0.2672E+03  0.1072E+03  0.1066E+03  0.1107E+03  0.7237E+02  0.7330E+02  0.7606E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.57259     0.2639E+03  0.2632E+03  0.2677E+03  0.1070E+03  0.1063E+03  0.1108E+03  0.7217E+02  0.7307E+02  0.7610E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.60085     0.2641E+03  0.2633E+03  0.2681E+03  0.1068E+03  0.1060E+03  0.1109E+03  0.7196E+02  0.7285E+02  0.7613E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.62907     0.2644E+03  0.2634E+03  0.2686E+03  0.1067E+03  0.1057E+03  0.1109E+03  0.7177E+02  0.7264E+02  0.7615E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.65727     0.2646E+03  0.2635E+03  0.2690E+03  0.1066E+03  0.1054E+03  0.1110E+03  0.7159E+02  0.7243E+02  0.7616E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.68545     0.2648E+03  0.2636E+03  0.2694E+03  0.1064E+03  0.1052E+03  0.1110E+03  0.7141E+02  0.7223E+02  0.7617E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.71361     0.2651E+03  0.2637E+03  0.2698E+03  0.1063E+03  0.1049E+03  0.1110E+03  0.7124E+02  0.7204E+02  0.7617E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.74175     0.2653E+03  0.2638E+03  0.2702E+03  0.1061E+03  0.1047E+03  0.1110E+03  0.7108E+02  0.7186E+02  0.7617E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.76988     0.2655E+03  0.2639E+03  0.2705E+03  0.1060E+03  0.1045E+03  0.1110E+03  0.7093E+02  0.7168E+02  0.7616E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.79800     0.2657E+03  0.2641E+03  0.2708E+03  0.1059E+03  0.1043E+03  0.1111E+03  0.7079E+02  0.7150E+02  0.7616E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.82612     0.2659E+03  0.2642E+03  0.2712E+03  0.1058E+03  0.1041E+03  0.1111E+03  0.7066E+02  0.7133E+02  0.7615E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.85423     0.2661E+03  0.2643E+03  0.2715E+03  0.1057E+03  0.1039E+03  0.1111E+03  0.7054E+02  0.7116E+02  0.7614E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.88234     0.2663E+03  0.2644E+03  0.2718E+03  0.1056E+03  0.1037E+03  0.1111E+03  0.7043E+02  0.7100E+02  0.7613E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.91045     0.2665E+03  0.2645E+03  0.2720E+03  0.1055E+03  0.1035E+03  0.1111E+03  0.7034E+02  0.7083E+02  0.7611E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.93856     0.2666E+03  0.2646E+03  0.2723E+03  0.1054E+03  0.1033E+03  0.1111E+03  0.7026E+02  0.7067E+02  0.7610E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.96667     0.2668E+03  0.2646E+03  0.2726E+03  0.1053E+03  0.1031E+03  0.1111E+03  0.7019E+02  0.7051E+02  0.7608E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.99478     0.2670E+03  0.2647E+03  0.2728E+03  0.1052E+03  0.1030E+03  0.1110E+03  0.7014E+02  0.7036E+02  0.7606E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.02290     0.2672E+03  0.2648E+03  0.2730E+03  0.1052E+03  0.1028E+03  0.1110E+03  0.7010E+02  0.7020E+02  0.7605E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.05103     0.2673E+03  0.2648E+03  0.2732E+03  0.1051E+03  0.1026E+03  0.1110E+03  0.7007E+02  0.7005E+02  0.7603E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.07918     0.2675E+03  0.2649E+03  0.2734E+03  0.1051E+03  0.1025E+03  0.1110E+03  0.7005E+02  0.6991E+02  0.7602E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.10735     0.2676E+03  0.2649E+03  0.2736E+03  0.1051E+03  0.1024E+03  0.1110E+03  0.7005E+02  0.6976E+02  0.7601E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.13554     0.2678E+03  0.2649E+03  0.2737E+03  0.1051E+03  0.1022E+03  0.1110E+03  0.7006E+02  0.6962E+02  0.7600E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.13554     0.2678E+03  0.2649E+03  0.2737E+03  0.1051E+03  0.1022E+03  0.1110E+03  0.7006E+02  0.6962E+02  0.7600E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.16377     0.2679E+03  0.2649E+03  0.2739E+03  0.1051E+03  0.1021E+03  0.1110E+03  0.7008E+02  0.6948E+02  0.7600E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.19204     0.2681E+03  0.2649E+03  0.2740E+03  0.1051E+03  0.1019E+03  0.1110E+03  0.7011E+02  0.6934E+02  0.7600E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.22033     0.2680E+03  0.2647E+03  0.2740E+03  0.1052E+03  0.1019E+03  0.1111E+03  0.7007E+02  0.6910E+02  0.7593E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.24860     0.2681E+03  0.2647E+03  0.2740E+03  0.1052E+03  0.1018E+03  0.1111E+03  0.7011E+02  0.6896E+02  0.7595E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.27689     0.2682E+03  0.2646E+03  0.2741E+03  0.1052E+03  0.1016E+03  0.1112E+03  0.7017E+02  0.6882E+02  0.7596E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.30521     0.2683E+03  0.2646E+03  0.2742E+03  0.1053E+03  0.1015E+03  0.1112E+03  0.7023E+02  0.6868E+02  0.7598E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.33356     0.2684E+03  0.2645E+03  0.2743E+03  0.1053E+03  0.1014E+03  0.1112E+03  0.7030E+02  0.6855E+02  0.7601E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.36193     0.2684E+03  0.2644E+03  0.2743E+03  0.1053E+03  0.1013E+03  0.1113E+03  0.7038E+02  0.6842E+02  0.7605E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.39034     0.2685E+03  0.2643E+03  0.2744E+03  0.1054E+03  0.1012E+03  0.1113E+03  0.7047E+02  0.6828E+02  0.7609E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.41877     0.2686E+03  0.2642E+03  0.2744E+03  0.1055E+03  0.1011E+03  0.1114E+03  0.7057E+02  0.6815E+02  0.7614E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.44723     0.2686E+03  0.2640E+03  0.2745E+03  0.1055E+03  0.1010E+03  0.1114E+03  0.7068E+02  0.6802E+02  0.7619E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.47572     0.2687E+03  0.2639E+03  0.2745E+03  0.1056E+03  0.1008E+03  0.1115E+03  0.7079E+02  0.6789E+02  0.7626E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.50424     0.2688E+03  0.2637E+03  0.2746E+03  0.1057E+03  0.1007E+03  0.1115E+03  0.7092E+02  0.6775E+02  0.7633E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.53280     0.2688E+03  0.2636E+03  0.2746E+03  0.1058E+03  0.1005E+03  0.1116E+03  0.7105E+02  0.6761E+02  0.7642E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.56139     0.2689E+03  0.2634E+03  0.2747E+03  0.1059E+03  0.1004E+03  0.1117E+03  0.7120E+02  0.6746E+02  0.7651E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.59001     0.2690E+03  0.2631E+03  0.2747E+03  0.1060E+03  0.1002E+03  0.1118E+03  0.7135E+02  0.6731E+02  0.7662E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.61865     0.2690E+03  0.2629E+03  0.2748E+03  0.1062E+03  0.1000E+03  0.1119E+03  0.7151E+02  0.6716E+02  0.7675E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.64733     0.2691E+03  0.2626E+03  0.2748E+03  0.1063E+03  0.9985E+02  0.1121E+03  0.7168E+02  0.6701E+02  0.7689E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.67603     0.2691E+03  0.2623E+03  0.2749E+03  0.1065E+03  0.9966E+02  0.1122E+03  0.7185E+02  0.6685E+02  0.7704E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.70475     0.2692E+03  0.2620E+03  0.2749E+03  0.1066E+03  0.9945E+02  0.1124E+03  0.7204E+02  0.6669E+02  0.7721E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.73350     0.2692E+03  0.2617E+03  0.2750E+03  0.1068E+03  0.9924E+02  0.1125E+03  0.7223E+02  0.6653E+02  0.7739E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.76227     0.2693E+03  0.2613E+03  0.2751E+03  0.1069E+03  0.9901E+02  0.1127E+03  0.7242E+02  0.6636E+02  0.7759E+02     0.0000E+00  0.0000E+00  0.0000E+00
