        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.00000E+00  0.26041E+01        0.198    0.083    0.185    0.180    0.174    0.000        0.179    0.045    0.127    0.124    0.195    0.000
  0.28859E-01  0.27835E+01        0.196    0.083    0.181    0.180    0.172    0.005        0.182    0.045    0.129    0.125    0.186    0.000
  0.57717E-01  0.29624E+01        0.193    0.083    0.178    0.179    0.170    0.010        0.186    0.046    0.129    0.127    0.190    0.000
  0.86571E-01  0.31420E+01        0.190    0.083    0.174    0.180    0.168    0.015        0.187    0.046    0.129    0.129    0.192    0.000
  0.11542E+00  0.33210E+01        0.188    0.083    0.171    0.181    0.167    0.020        0.189    0.047    0.127    0.130    0.195    0.000
  0.14425E+00  0.34988E+01        0.185    0.084    0.166    0.182    0.166    0.024        0.191    0.047    0.125    0.132    0.198    0.000
  0.17307E+00  0.36755E+01        0.182    0.085    0.162    0.183    0.165    0.029        0.193    0.048    0.123    0.134    0.202    0.000
  0.20186E+00  0.38528E+01        0.181    0.086    0.158    0.185    0.164    0.033        0.194    0.047    0.120    0.135    0.203    0.000
  0.23062E+00  0.40299E+01        0.179    0.087    0.155    0.187    0.162    0.038        0.195    0.047    0.117    0.136    0.202    0.000
  0.25934E+00  0.42064E+01        0.178    0.087    0.153    0.189    0.161    0.042        0.195    0.046    0.115    0.136    0.200    0.000
  0.28803E+00  0.43823E+01        0.177    0.088    0.151    0.192    0.159    0.046        0.195    0.046    0.113    0.137    0.199    0.000
  0.31667E+00  0.45566E+01        0.177    0.088    0.149    0.194    0.158    0.049        0.197    0.045    0.111    0.137    0.197    0.000
  0.34527E+00  0.47320E+01        0.177    0.088    0.148    0.197    0.156    0.053        0.198    0.044    0.109    0.138    0.195    0.000
  0.37383E+00  0.49069E+01        0.177    0.089    0.147    0.200    0.155    0.056        0.199    0.044    0.107    0.138    0.193    0.000
  0.40234E+00  0.50813E+01        0.177    0.090    0.145    0.203    0.155    0.059        0.200    0.043    0.104    0.138    0.191    0.000
  0.43082E+00  0.52542E+01        0.176    0.091    0.144    0.207    0.155    0.062        0.200    0.042    0.101    0.138    0.190    0.000
  0.45924E+00  0.54266E+01        0.176    0.092    0.142    0.211    0.155    0.065        0.199    0.042    0.098    0.137    0.188    0.000
  0.48763E+00  0.55986E+01        0.177    0.094    0.141    0.216    0.156    0.067        0.198    0.041    0.094    0.136    0.186    0.000
  0.51598E+00  0.57703E+01        0.177    0.096    0.140    0.220    0.157    0.070        0.197    0.040    0.091    0.135    0.183    0.000
  0.54431E+00  0.59396E+01        0.177    0.097    0.140    0.224    0.157    0.072        0.197    0.040    0.089    0.134    0.181    0.000
  0.57259E+00  0.61095E+01        0.177    0.098    0.140    0.228    0.158    0.074        0.196    0.039    0.087    0.133    0.179    0.000
  0.60085E+00  0.62782E+01        0.177    0.100    0.140    0.233    0.159    0.076        0.195    0.038    0.085    0.131    0.176    0.000
  0.62907E+00  0.64462E+01        0.177    0.102    0.140    0.238    0.161    0.078        0.193    0.037    0.082    0.129    0.173    0.000
  0.65727E+00  0.66097E+01        0.176    0.103    0.140    0.242    0.162    0.080        0.191    0.036    0.080    0.127    0.171    0.000
  0.68545E+00  0.67727E+01        0.175    0.105    0.140    0.246    0.164    0.081        0.188    0.035    0.078    0.124    0.168    0.000
  0.71361E+00  0.69357E+01        0.174    0.106    0.141    0.251    0.166    0.083        0.186    0.034    0.077    0.122    0.166    0.000
  0.74175E+00  0.70979E+01        0.174    0.107    0.142    0.255    0.168    0.084        0.183    0.033    0.075    0.119    0.163    0.000
  0.76988E+00  0.72575E+01        0.174    0.108    0.143    0.260    0.170    0.086        0.181    0.032    0.074    0.116    0.160    0.000
  0.79800E+00  0.74177E+01        0.175    0.109    0.145    0.265    0.172    0.087        0.178    0.030    0.073    0.113    0.158    0.000
  0.82612E+00  0.75765E+01        0.175    0.109    0.146    0.269    0.173    0.088        0.176    0.029    0.072    0.111    0.156    0.000
  0.85423E+00  0.77360E+01        0.176    0.110    0.148    0.274    0.175    0.089        0.174    0.028    0.071    0.108    0.155    0.000
  0.88234E+00  0.78947E+01        0.176    0.111    0.149    0.279    0.176    0.090        0.171    0.027    0.070    0.105    0.154    0.000
  0.91045E+00  0.80509E+01        0.177    0.112    0.150    0.283    0.178    0.091        0.168    0.026    0.069    0.102    0.153    0.000
  0.93856E+00  0.82068E+01        0.178    0.112    0.151    0.288    0.180    0.092        0.166    0.025    0.068    0.099    0.153    0.000
  0.96667E+00  0.83612E+01        0.179    0.113    0.152    0.292    0.181    0.094        0.163    0.024    0.067    0.096    0.153    0.000
  0.99478E+00  0.85140E+01        0.180    0.114    0.152    0.297    0.183    0.095        0.160    0.023    0.066    0.094    0.154    0.000
  0.10229E+01  0.86658E+01        0.182    0.115    0.153    0.301    0.184    0.096        0.157    0.022    0.066    0.091    0.154    0.000
  0.10510E+01  0.88160E+01        0.184    0.116    0.154    0.306    0.186    0.097        0.154    0.021    0.065    0.088    0.155    0.000
  0.10792E+01  0.89655E+01        0.186    0.117    0.156    0.311    0.187    0.099        0.151    0.020    0.064    0.085    0.155    0.000
  0.11073E+01  0.91137E+01        0.189    0.118    0.157    0.316    0.189    0.100        0.148    0.019    0.063    0.083    0.155    0.000
  0.11355E+01  0.92605E+01        0.191    0.119    0.159    0.321    0.190    0.102        0.145    0.018    0.062    0.080    0.156    0.000
        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.80008E+00  0.94079E+01        0.194    0.123    0.161    0.326    0.192    0.000        0.147    0.018    0.060    0.080    0.160    0.000
  0.80474E+00  0.92862E+01        0.179    0.131    0.169    0.317    0.223    0.000        0.123    0.016    0.066    0.077    0.156    0.000
  0.80093E+00  0.93734E+01        0.168    0.149    0.128    0.253    0.222    0.000        0.180    0.026    0.069    0.097    0.255    0.000
  0.80373E+00  0.94484E+01        0.160    0.151    0.114    0.223    0.216    0.000        0.228    0.032    0.075    0.111    0.324    0.000
  0.80817E+00  0.95059E+01        0.157    0.148    0.113    0.206    0.211    0.000        0.265    0.037    0.086    0.120    0.368    0.000
  0.81197E+00  0.95556E+01        0.158    0.143    0.120    0.196    0.207    0.000        0.294    0.040    0.098    0.126    0.393    0.000
  0.81410E+00  0.95962E+01        0.161    0.139    0.131    0.189    0.205    0.000        0.315    0.042    0.111    0.129    0.403    0.000
  0.81436E+00  0.96260E+01        0.164    0.133    0.145    0.185    0.202    0.000        0.329    0.044    0.125    0.129    0.401    0.000
  0.81305E+00  0.96452E+01        0.169    0.127    0.163    0.182    0.201    0.000        0.336    0.044    0.137    0.128    0.389    0.000
  0.81093E+00  0.96523E+01        0.175    0.121    0.185    0.182    0.201    0.000        0.333    0.043    0.148    0.123    0.366    0.000
  0.80940E+00  0.96446E+01        0.185    0.114    0.212    0.184    0.205    0.000        0.316    0.042    0.157    0.117    0.329    0.000
  0.81071E+00  0.96183E+01        0.199    0.109    0.240    0.190    0.222    0.000        0.277    0.039    0.166    0.109    0.278    0.000
  0.81443E+00  0.95839E+01        0.215    0.110    0.252    0.196    0.253    0.000        0.229    0.035    0.170    0.106    0.223    0.000
  0.80170E+00  0.97361E+01        0.197    0.119    0.233    0.185    0.223    0.000        0.223    0.036    0.153    0.097    0.194    0.000
  0.78931E+00  0.99004E+01        0.175    0.121    0.201    0.141    0.175    0.000        0.272    0.044    0.155    0.094    0.230    0.000
