          Evm          Svm          E11          E22          E33          E23          E13          E12             SCAU11       SCAU22       SCAU33       SCAU23       SCAU13       SCAU12      TEMP      TIME    TAYLAV      WORKAV      WRATE1      WRATE2 
  0.00000E+00  0.24597E+03     0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00    -0.24597E+03  0.00000E+00  0.00000E+00  0.32474E+00 -0.34249E-01  0.20140E+00      298. 0.000E+00     2.168  0.4198E+00  0.2457E+00  0.2099E+00
  0.20000E-02  0.24792E+03    -0.20000E-02  0.10013E-02  0.99871E-03  0.00000E+00  0.00000E+00  0.00000E+00    -0.24792E+03  0.00000E+00  0.00000E+00  0.36464E+00 -0.35641E-01  0.20670E+00      298. 0.200E+01     2.169  0.8438E+00  0.2481E+00  0.2120E+00
  0.40000E-02  0.25162E+03    -0.40000E-02  0.20022E-02  0.19978E-02  0.00000E+00  0.00000E+00  0.00000E+00    -0.25162E+03  0.00000E+00  0.00000E+00  0.34671E+00 -0.32352E-01  0.20878E+00      298. 0.400E+01     2.169  0.1274E+01  0.2514E+00  0.2149E+00
  0.60000E-02  0.25551E+03    -0.60000E-02  0.30037E-02  0.29963E-02  0.00000E+00  0.00000E+00  0.00000E+00    -0.25551E+03  0.00000E+00  0.00000E+00  0.35488E+00 -0.30027E-01  0.21157E+00      298. 0.600E+01     2.169  0.1710E+01  0.2553E+00  0.2182E+00
  0.80000E-02  0.25941E+03    -0.80000E-02  0.40054E-02  0.39946E-02  0.00000E+00  0.00000E+00  0.00000E+00    -0.25941E+03  0.00000E+00  0.00000E+00  0.36724E+00 -0.27674E-01  0.21419E+00      298. 0.800E+01     2.169  0.2153E+01  0.2592E+00  0.2216E+00
  0.10000E-01  0.26319E+03    -0.10000E-01  0.50074E-02  0.49926E-02  0.00000E+00  0.00000E+00  0.00000E+00    -0.26319E+03  0.00000E+00  0.00000E+00  0.38101E+00 -0.25250E-01  0.21661E+00      298. 0.100E+02     2.169  0.2603E+01  0.2630E+00  0.2248E+00
  0.12000E-01  0.26680E+03    -0.12000E-01  0.60096E-02  0.59904E-02  0.00000E+00  0.00000E+00  0.00000E+00    -0.26680E+03  0.00000E+00  0.00000E+00  0.39514E+00 -0.22758E-01  0.21886E+00      298. 0.120E+02     2.169  0.3058E+01  0.2666E+00  0.2279E+00
  0.14000E-01  0.27025E+03    -0.14000E-01  0.70119E-02  0.69881E-02  0.00000E+00  0.00000E+00  0.00000E+00    -0.27025E+03  0.00000E+00  0.00000E+00  0.40930E+00 -0.20202E-01  0.22095E+00      298. 0.140E+02     2.169  0.3520E+01  0.2701E+00  0.2309E+00
  0.16000E-01  0.27356E+03    -0.16000E-01  0.80142E-02  0.79858E-02  0.00000E+00  0.00000E+00  0.00000E+00    -0.27356E+03  0.00000E+00  0.00000E+00  0.42337E+00 -0.17590E-01  0.22290E+00      298. 0.160E+02     2.169  0.3988E+01  0.2734E+00  0.2337E+00
  0.18000E-01  0.27675E+03    -0.18000E-01  0.90167E-02  0.89833E-02  0.00000E+00  0.00000E+00  0.00000E+00    -0.27675E+03  0.00000E+00  0.00000E+00  0.43737E+00 -0.14932E-01  0.22474E+00      298. 0.180E+02     2.169  0.4460E+01  0.2766E+00  0.2364E+00
