        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.00000E+00  0.24597E+03        0.108    0.134    0.142    0.079    0.082    0.000        0.215    0.251    0.270    0.146    0.148    0.000
  0.20000E-02  0.24792E+03        0.109    0.135    0.145    0.078    0.080    0.000        0.209    0.252    0.268    0.146    0.150    0.000
  0.40000E-02  0.25162E+03        0.109    0.135    0.145    0.078    0.080    0.001        0.208    0.251    0.268    0.146    0.149    0.000
  0.60000E-02  0.25551E+03        0.108    0.135    0.146    0.078    0.080    0.001        0.207    0.251    0.269    0.146    0.149    0.000
  0.80000E-02  0.25941E+03        0.108    0.135    0.146    0.078    0.080    0.001        0.206    0.251    0.269    0.146    0.149    0.000
  0.10000E-01  0.26319E+03        0.107    0.136    0.147    0.078    0.080    0.001        0.205    0.251    0.269    0.145    0.149    0.000
  0.12000E-01  0.26680E+03        0.107    0.136    0.147    0.077    0.079    0.002        0.204    0.251    0.269    0.145    0.149    0.000
  0.14000E-01  0.27025E+03        0.107    0.136    0.147    0.077    0.079    0.002        0.203    0.251    0.269    0.145    0.149    0.000
  0.16000E-01  0.27356E+03        0.106    0.136    0.148    0.077    0.079    0.002        0.202    0.251    0.270    0.145    0.149    0.000
  0.18000E-01  0.27675E+03        0.106    0.137    0.148    0.077    0.079    0.002        0.202    0.251    0.270    0.145    0.149    0.000
  0.20000E-01  0.27983E+03        0.106    0.137    0.149    0.077    0.079    0.003        0.201    0.251    0.270    0.145    0.148    0.000
  0.22000E-01  0.28282E+03        0.106    0.137    0.149    0.077    0.079    0.003        0.200    0.251    0.270    0.145    0.148    0.000
  0.24000E-01  0.28573E+03        0.106    0.138    0.150    0.077    0.079    0.003        0.200    0.251    0.270    0.145    0.148    0.000
  0.26000E-01  0.28853E+03        0.105    0.138    0.150    0.077    0.079    0.004        0.199    0.251    0.271    0.145    0.148    0.000
  0.28000E-01  0.29133E+03        0.105    0.138    0.151    0.077    0.079    0.004        0.199    0.251    0.271    0.145    0.148    0.000
  0.30000E-01  0.29381E+03        0.105    0.139    0.151    0.077    0.079    0.004        0.198    0.251    0.271    0.144    0.148    0.000
  0.32000E-01  0.29651E+03        0.105    0.139    0.152    0.077    0.079    0.004        0.197    0.251    0.271    0.144    0.148    0.000
  0.34000E-01  0.29941E+03        0.105    0.139    0.152    0.077    0.078    0.005        0.197    0.251    0.272    0.144    0.148    0.000
  0.36000E-01  0.30182E+03        0.105    0.140    0.153    0.077    0.078    0.005        0.196    0.251    0.272    0.144    0.147    0.000
  0.38000E-01  0.30464E+03        0.105    0.140    0.153    0.076    0.078    0.005        0.196    0.252    0.272    0.144    0.147    0.000
  0.40000E-01  0.30699E+03        0.105    0.140    0.154    0.076    0.078    0.005        0.195    0.252    0.272    0.144    0.147    0.000
  0.42000E-01  0.30952E+03        0.105    0.141    0.154    0.076    0.078    0.006        0.195    0.252    0.273    0.144    0.147    0.000
  0.44000E-01  0.31205E+03        0.104    0.141    0.155    0.076    0.078    0.006        0.194    0.252    0.273    0.144    0.147    0.000
  0.46000E-01  0.31456E+03        0.104    0.141    0.155    0.076    0.078    0.006        0.194    0.252    0.273    0.144    0.147    0.000
  0.48000E-01  0.31704E+03        0.104    0.142    0.156    0.076    0.078    0.006        0.194    0.252    0.273    0.144    0.147    0.000
  0.50000E-01  0.31951E+03        0.104    0.142    0.156    0.076    0.078    0.007        0.193    0.252    0.273    0.144    0.147    0.000
  0.52000E-01  0.32197E+03        0.104    0.143    0.157    0.076    0.078    0.007        0.193    0.252    0.274    0.143    0.147    0.000
  0.54000E-01  0.32440E+03        0.104    0.143    0.157    0.076    0.078    0.007        0.192    0.252    0.274    0.143    0.147    0.000
  0.56000E-01  0.32686E+03        0.104    0.143    0.158    0.076    0.078    0.008        0.192    0.252    0.274    0.143    0.146    0.000
  0.58000E-01  0.32930E+03        0.104    0.144    0.158    0.076    0.078    0.008        0.192    0.252    0.274    0.143    0.146    0.000
  0.60000E-01  0.33170E+03        0.104    0.144    0.159    0.076    0.077    0.008        0.191    0.252    0.274    0.143    0.146    0.000
  0.62000E-01  0.33408E+03        0.104    0.145    0.159    0.076    0.077    0.008        0.191    0.252    0.275    0.143    0.146    0.000
  0.64000E-01  0.33645E+03        0.104    0.145    0.160    0.076    0.077    0.009        0.190    0.253    0.275    0.143    0.146    0.000
  0.66000E-01  0.33880E+03        0.104    0.145    0.160    0.076    0.077    0.009        0.190    0.253    0.275    0.143    0.146    0.000
  0.68000E-01  0.34115E+03        0.104    0.146    0.161    0.076    0.077    0.009        0.190    0.253    0.275    0.143    0.146    0.000
  0.70000E-01  0.34348E+03        0.104    0.146    0.161    0.075    0.077    0.009        0.190    0.253    0.276    0.143    0.146    0.000
  0.72000E-01  0.34580E+03        0.104    0.147    0.161    0.075    0.077    0.010        0.189    0.253    0.276    0.143    0.146    0.000
  0.73999E-01  0.34811E+03        0.104    0.147    0.162    0.075    0.077    0.010        0.189    0.253    0.276    0.143    0.146    0.000
  0.75999E-01  0.35041E+03        0.104    0.147    0.162    0.075    0.077    0.010        0.189    0.253    0.276    0.143    0.146    0.000
  0.77999E-01  0.35270E+03        0.104    0.148    0.163    0.075    0.077    0.010        0.188    0.253    0.276    0.143    0.145    0.000
  0.79999E-01  0.35498E+03        0.104    0.148    0.163    0.075    0.077    0.011        0.188    0.253    0.277    0.142    0.145    0.000
  0.81999E-01  0.35726E+03        0.104    0.148    0.164    0.075    0.077    0.011        0.188    0.254    0.277    0.142    0.145    0.000
  0.83999E-01  0.35952E+03        0.104    0.149    0.164    0.075    0.076    0.011        0.188    0.254    0.277    0.142    0.145    0.000
  0.85999E-01  0.36177E+03        0.105    0.149    0.165    0.075    0.076    0.011        0.187    0.254    0.277    0.142    0.145    0.000
  0.87999E-01  0.36401E+03        0.105    0.150    0.165    0.075    0.076    0.011        0.187    0.254    0.277    0.142    0.145    0.000
  0.89999E-01  0.36625E+03        0.105    0.150    0.166    0.075    0.076    0.012        0.187    0.254    0.278    0.142    0.145    0.000
  0.91999E-01  0.36848E+03        0.105    0.150    0.166    0.075    0.076    0.012        0.187    0.254    0.278    0.142    0.145    0.000
  0.93999E-01  0.37069E+03        0.105    0.151    0.167    0.075    0.076    0.012        0.186    0.254    0.278    0.142    0.145    0.000
  0.95999E-01  0.37291E+03        0.105    0.151    0.167    0.074    0.076    0.012        0.186    0.254    0.278    0.142    0.145    0.000
  0.97999E-01  0.37511E+03        0.105    0.152    0.168    0.074    0.076    0.013        0.186    0.254    0.278    0.142    0.145    0.000
  0.99999E-01  0.37731E+03        0.105    0.152    0.168    0.074    0.076    0.013        0.186    0.255    0.279    0.142    0.145    0.000
  0.10200E+00  0.37949E+03        0.105    0.152    0.169    0.074    0.076    0.013        0.186    0.255    0.279    0.142    0.145    0.000
  0.10400E+00  0.38168E+03        0.105    0.153    0.169    0.074    0.076    0.013        0.185    0.255    0.279    0.142    0.145    0.000
  0.10600E+00  0.38385E+03        0.105    0.153    0.169    0.074    0.076    0.014        0.185    0.255    0.279    0.142    0.145    0.000
  0.10800E+00  0.38602E+03        0.105    0.153    0.170    0.074    0.075    0.014        0.185    0.255    0.279    0.142    0.145    0.000
  0.11000E+00  0.38818E+03        0.105    0.154    0.170    0.074    0.075    0.014        0.185    0.255    0.280    0.142    0.145    0.000
  0.11200E+00  0.39034E+03        0.105    0.154    0.171    0.074    0.075    0.014        0.185    0.255    0.280    0.142    0.145    0.000
  0.11400E+00  0.39249E+03        0.105    0.155    0.171    0.074    0.075    0.015        0.185    0.255    0.280    0.142    0.145    0.000
  0.11600E+00  0.39463E+03        0.106    0.155    0.172    0.074    0.075    0.015        0.184    0.256    0.280    0.142    0.144    0.000
  0.11800E+00  0.39674E+03        0.105    0.155    0.172    0.074    0.075    0.015        0.184    0.256    0.280    0.142    0.145    0.000
  0.12000E+00  0.39885E+03        0.106    0.156    0.173    0.074    0.075    0.015        0.184    0.256    0.281    0.142    0.144    0.000
  0.12200E+00  0.40098E+03        0.106    0.156    0.173    0.073    0.075    0.015        0.184    0.256    0.281    0.142    0.144    0.000
  0.12400E+00  0.40309E+03        0.106    0.156    0.173    0.073    0.075    0.016        0.184    0.256    0.281    0.142    0.144    0.000
  0.12600E+00  0.40521E+03        0.106    0.157    0.174    0.073    0.075    0.016        0.184    0.256    0.281    0.142    0.144    0.000
  0.12800E+00  0.40732E+03        0.106    0.157    0.174    0.073    0.075    0.016        0.184    0.256    0.281    0.142    0.144    0.000
  0.13000E+00  0.40941E+03        0.106    0.157    0.175    0.073    0.074    0.016        0.184    0.257    0.282    0.142    0.144    0.000
  0.13200E+00  0.41152E+03        0.106    0.158    0.175    0.073    0.074    0.017        0.183    0.257    0.282    0.142    0.144    0.000
  0.13400E+00  0.41360E+03        0.106    0.158    0.175    0.073    0.074    0.017        0.183    0.257    0.282    0.142    0.144    0.000
  0.13600E+00  0.41570E+03        0.106    0.159    0.176    0.073    0.074    0.017        0.183    0.257    0.282    0.142    0.144    0.000
  0.13800E+00  0.41776E+03        0.106    0.159    0.176    0.073    0.074    0.017        0.183    0.257    0.282    0.142    0.144    0.000
  0.14000E+00  0.41987E+03        0.106    0.159    0.177    0.073    0.074    0.017        0.183    0.257    0.282    0.142    0.144    0.000
  0.14200E+00  0.42194E+03        0.107    0.160    0.177    0.073    0.074    0.018        0.183    0.257    0.283    0.142    0.144    0.000
  0.14400E+00  0.42401E+03        0.107    0.160    0.178    0.073    0.074    0.018        0.183    0.257    0.283    0.142    0.144    0.000
  0.14600E+00  0.42607E+03        0.107    0.160    0.178    0.072    0.074    0.018        0.183    0.258    0.283    0.142    0.144    0.000
  0.14800E+00  0.42813E+03        0.107    0.161    0.178    0.072    0.074    0.018        0.183    0.258    0.283    0.142    0.144    0.000
  0.15000E+00  0.43018E+03        0.107    0.161    0.179    0.072    0.073    0.019        0.182    0.258    0.283    0.142    0.144    0.000
  0.15200E+00  0.43223E+03        0.107    0.161    0.179    0.072    0.073    0.019        0.182    0.258    0.284    0.142    0.144    0.000
  0.15400E+00  0.43428E+03        0.107    0.162    0.180    0.072    0.073    0.019        0.182    0.258    0.284    0.142    0.144    0.000
  0.15600E+00  0.43633E+03        0.107    0.162    0.180    0.072    0.073    0.019        0.182    0.258    0.284    0.142    0.144    0.000
  0.15800E+00  0.43837E+03        0.107    0.162    0.181    0.072    0.073    0.019        0.182    0.258    0.284    0.142    0.144    0.000
  0.16000E+00  0.44040E+03        0.108    0.163    0.181    0.072    0.073    0.020        0.182    0.258    0.284    0.142    0.144    0.000
  0.16200E+00  0.44244E+03        0.108    0.163    0.181    0.072    0.073    0.020        0.182    0.259    0.284    0.142    0.144    0.000
  0.16400E+00  0.44447E+03        0.108    0.163    0.182    0.072    0.073    0.020        0.182    0.259    0.285    0.142    0.144    0.000
  0.16600E+00  0.44649E+03        0.108    0.164    0.182    0.072    0.073    0.020        0.182    0.259    0.285    0.142    0.144    0.000
