     Evm         C11  C22  C33  C23  C13  C12   C44  C55  C66                                                                   A1  A2  A3
     0.00000     0.1417E+06  0.1419E+06  0.1495E+06  0.7058E+05  0.7061E+05  0.7126E+05  0.3600E+05  0.3600E+05  0.3522E+05     0.6272E-05  0.6349E-05  0.9126E-05
     0.00195     0.1417E+06  0.1419E+06  0.1495E+06  0.7058E+05  0.7061E+05  0.7126E+05  0.3600E+05  0.3600E+05  0.3522E+05     0.6272E-05  0.6348E-05  0.9126E-05
     0.00390     0.1417E+06  0.1419E+06  0.1495E+06  0.7058E+05  0.7062E+05  0.7126E+05  0.3600E+05  0.3600E+05  0.3522E+05     0.6272E-05  0.6348E-05  0.9126E-05
     0.00585     0.1417E+06  0.1419E+06  0.1495E+06  0.7058E+05  0.7062E+05  0.7126E+05  0.3600E+05  0.3600E+05  0.3522E+05     0.6273E-05  0.6347E-05  0.9126E-05
     0.00780     0.1417E+06  0.1419E+06  0.1495E+06  0.7057E+05  0.7062E+05  0.7126E+05  0.3600E+05  0.3600E+05  0.3522E+05     0.6273E-05  0.6347E-05  0.9127E-05
     0.00975     0.1417E+06  0.1419E+06  0.1495E+06  0.7057E+05  0.7062E+05  0.7126E+05  0.3600E+05  0.3601E+05  0.3522E+05     0.6273E-05  0.6346E-05  0.9127E-05
     0.01170     0.1417E+06  0.1419E+06  0.1495E+06  0.7057E+05  0.7062E+05  0.7126E+05  0.3599E+05  0.3601E+05  0.3522E+05     0.6274E-05  0.6346E-05  0.9127E-05
     0.01365     0.1417E+06  0.1419E+06  0.1495E+06  0.7057E+05  0.7062E+05  0.7126E+05  0.3599E+05  0.3601E+05  0.3522E+05     0.6274E-05  0.6346E-05  0.9127E-05
     0.01560     0.1417E+06  0.1419E+06  0.1495E+06  0.7057E+05  0.7063E+05  0.7126E+05  0.3599E+05  0.3601E+05  0.3522E+05     0.6274E-05  0.6345E-05  0.9127E-05
     0.01756     0.1417E+06  0.1419E+06  0.1495E+06  0.7057E+05  0.7063E+05  0.7126E+05  0.3599E+05  0.3601E+05  0.3522E+05     0.6274E-05  0.6345E-05  0.9127E-05
     0.01952     0.1417E+06  0.1419E+06  0.1495E+06  0.7056E+05  0.7063E+05  0.7126E+05  0.3599E+05  0.3601E+05  0.3522E+05     0.6275E-05  0.6344E-05  0.9128E-05
     0.02148     0.1417E+06  0.1419E+06  0.1495E+06  0.7056E+05  0.7063E+05  0.7126E+05  0.3599E+05  0.3602E+05  0.3522E+05     0.6275E-05  0.6344E-05  0.9128E-05
     0.02344     0.1417E+06  0.1419E+06  0.1495E+06  0.7056E+05  0.7063E+05  0.7126E+05  0.3598E+05  0.3602E+05  0.3522E+05     0.6275E-05  0.6344E-05  0.9128E-05
     0.02540     0.1417E+06  0.1419E+06  0.1495E+06  0.7056E+05  0.7063E+05  0.7126E+05  0.3598E+05  0.3602E+05  0.3522E+05     0.6276E-05  0.6343E-05  0.9128E-05
     0.02737     0.1416E+06  0.1419E+06  0.1495E+06  0.7056E+05  0.7064E+05  0.7126E+05  0.3598E+05  0.3602E+05  0.3522E+05     0.6276E-05  0.6343E-05  0.9128E-05
     0.02934     0.1416E+06  0.1419E+06  0.1495E+06  0.7056E+05  0.7064E+05  0.7126E+05  0.3598E+05  0.3602E+05  0.3522E+05     0.6276E-05  0.6343E-05  0.9128E-05
     0.03131     0.1416E+06  0.1419E+06  0.1495E+06  0.7056E+05  0.7064E+05  0.7126E+05  0.3598E+05  0.3603E+05  0.3522E+05     0.6277E-05  0.6342E-05  0.9128E-05
     0.03328     0.1417E+06  0.1419E+06  0.1495E+06  0.7055E+05  0.7064E+05  0.7126E+05  0.3598E+05  0.3603E+05  0.3522E+05     0.6280E-05  0.6340E-05  0.9127E-05
     0.03525     0.1417E+06  0.1419E+06  0.1495E+06  0.7055E+05  0.7064E+05  0.7126E+05  0.3597E+05  0.3603E+05  0.3522E+05     0.6282E-05  0.6338E-05  0.9126E-05
     0.03722     0.1417E+06  0.1419E+06  0.1495E+06  0.7054E+05  0.7064E+05  0.7125E+05  0.3596E+05  0.3603E+05  0.3522E+05     0.6290E-05  0.6334E-05  0.9123E-05
     0.03919     0.1417E+06  0.1419E+06  0.1495E+06  0.7054E+05  0.7064E+05  0.7125E+05  0.3595E+05  0.3603E+05  0.3522E+05     0.6296E-05  0.6332E-05  0.9119E-05
     0.04116     0.1417E+06  0.1419E+06  0.1495E+06  0.7054E+05  0.7064E+05  0.7125E+05  0.3595E+05  0.3603E+05  0.3521E+05     0.6303E-05  0.6330E-05  0.9114E-05
     0.04314     0.1417E+06  0.1419E+06  0.1495E+06  0.7053E+05  0.7064E+05  0.7124E+05  0.3594E+05  0.3603E+05  0.3521E+05     0.6313E-05  0.6324E-05  0.9110E-05
     0.04511     0.1418E+06  0.1419E+06  0.1495E+06  0.7053E+05  0.7064E+05  0.7124E+05  0.3594E+05  0.3604E+05  0.3521E+05     0.6322E-05  0.6320E-05  0.9105E-05
     0.04708     0.1418E+06  0.1419E+06  0.1495E+06  0.7053E+05  0.7064E+05  0.7123E+05  0.3593E+05  0.3604E+05  0.3521E+05     0.6329E-05  0.6315E-05  0.9103E-05
     0.04906     0.1418E+06  0.1419E+06  0.1495E+06  0.7053E+05  0.7064E+05  0.7122E+05  0.3592E+05  0.3604E+05  0.3520E+05     0.6343E-05  0.6311E-05  0.9093E-05
     0.05103     0.1419E+06  0.1419E+06  0.1494E+06  0.7053E+05  0.7064E+05  0.7121E+05  0.3592E+05  0.3604E+05  0.3520E+05     0.6357E-05  0.6308E-05  0.9084E-05
     0.05300     0.1419E+06  0.1419E+06  0.1494E+06  0.7053E+05  0.7064E+05  0.7120E+05  0.3590E+05  0.3604E+05  0.3519E+05     0.6378E-05  0.6301E-05  0.9069E-05
     0.05498     0.1420E+06  0.1419E+06  0.1494E+06  0.7052E+05  0.7064E+05  0.7119E+05  0.3589E+05  0.3605E+05  0.3518E+05     0.6390E-05  0.6295E-05  0.9063E-05
     0.05695     0.1420E+06  0.1419E+06  0.1494E+06  0.7052E+05  0.7063E+05  0.7117E+05  0.3588E+05  0.3605E+05  0.3518E+05     0.6409E-05  0.6290E-05  0.9050E-05
     0.05893     0.1421E+06  0.1419E+06  0.1493E+06  0.7052E+05  0.7063E+05  0.7116E+05  0.3587E+05  0.3605E+05  0.3517E+05     0.6423E-05  0.6286E-05  0.9040E-05
     0.06090     0.1421E+06  0.1419E+06  0.1493E+06  0.7051E+05  0.7063E+05  0.7115E+05  0.3586E+05  0.3605E+05  0.3517E+05     0.6443E-05  0.6281E-05  0.9025E-05
     0.06287     0.1422E+06  0.1419E+06  0.1493E+06  0.7051E+05  0.7064E+05  0.7114E+05  0.3584E+05  0.3606E+05  0.3516E+05     0.6461E-05  0.6274E-05  0.9014E-05
     0.06484     0.1422E+06  0.1419E+06  0.1492E+06  0.7051E+05  0.7064E+05  0.7114E+05  0.3583E+05  0.3606E+05  0.3516E+05     0.6481E-05  0.6269E-05  0.9000E-05
     0.06681     0.1423E+06  0.1419E+06  0.1492E+06  0.7052E+05  0.7063E+05  0.7112E+05  0.3583E+05  0.3606E+05  0.3515E+05     0.6510E-05  0.6258E-05  0.8982E-05
     0.06878     0.1424E+06  0.1419E+06  0.1491E+06  0.7051E+05  0.7063E+05  0.7110E+05  0.3581E+05  0.3607E+05  0.3514E+05     0.6540E-05  0.6249E-05  0.8961E-05
     0.07076     0.1425E+06  0.1419E+06  0.1491E+06  0.7052E+05  0.7063E+05  0.7107E+05  0.3580E+05  0.3607E+05  0.3513E+05     0.6565E-05  0.6244E-05  0.8942E-05
     0.07273     0.1426E+06  0.1419E+06  0.1490E+06  0.7052E+05  0.7063E+05  0.7106E+05  0.3579E+05  0.3607E+05  0.3512E+05     0.6589E-05  0.6235E-05  0.8926E-05
     0.07470     0.1426E+06  0.1419E+06  0.1490E+06  0.7053E+05  0.7063E+05  0.7105E+05  0.3579E+05  0.3607E+05  0.3512E+05     0.6606E-05  0.6232E-05  0.8913E-05
     0.07667     0.1427E+06  0.1419E+06  0.1490E+06  0.7051E+05  0.7063E+05  0.7105E+05  0.3576E+05  0.3608E+05  0.3512E+05     0.6631E-05  0.6221E-05  0.8900E-05
     0.07864     0.1428E+06  0.1419E+06  0.1489E+06  0.7052E+05  0.7063E+05  0.7103E+05  0.3575E+05  0.3608E+05  0.3512E+05     0.6661E-05  0.6214E-05  0.8877E-05
     0.08061     0.1429E+06  0.1419E+06  0.1489E+06  0.7053E+05  0.7062E+05  0.7101E+05  0.3575E+05  0.3608E+05  0.3511E+05     0.6682E-05  0.6209E-05  0.8861E-05
     0.08257     0.1429E+06  0.1419E+06  0.1488E+06  0.7053E+05  0.7062E+05  0.7099E+05  0.3574E+05  0.3608E+05  0.3510E+05     0.6711E-05  0.6203E-05  0.8839E-05
     0.08454     0.1430E+06  0.1419E+06  0.1487E+06  0.7054E+05  0.7062E+05  0.7098E+05  0.3573E+05  0.3608E+05  0.3509E+05     0.6738E-05  0.6194E-05  0.8821E-05
     0.08651     0.1431E+06  0.1419E+06  0.1487E+06  0.7053E+05  0.7062E+05  0.7097E+05  0.3571E+05  0.3609E+05  0.3510E+05     0.6765E-05  0.6188E-05  0.8800E-05
     0.08848     0.1431E+06  0.1418E+06  0.1487E+06  0.7052E+05  0.7062E+05  0.7097E+05  0.3569E+05  0.3609E+05  0.3511E+05     0.6788E-05  0.6182E-05  0.8783E-05
     0.09044     0.1432E+06  0.1418E+06  0.1486E+06  0.7050E+05  0.7063E+05  0.7098E+05  0.3567E+05  0.3610E+05  0.3512E+05     0.6808E-05  0.6174E-05  0.8771E-05
     0.09241     0.1432E+06  0.1418E+06  0.1486E+06  0.7049E+05  0.7063E+05  0.7098E+05  0.3564E+05  0.3610E+05  0.3513E+05     0.6830E-05  0.6166E-05  0.8757E-05
     0.09438     0.1433E+06  0.1418E+06  0.1485E+06  0.7050E+05  0.7063E+05  0.7097E+05  0.3563E+05  0.3611E+05  0.3513E+05     0.6865E-05  0.6163E-05  0.8726E-05
     0.09634     0.1433E+06  0.1418E+06  0.1485E+06  0.7049E+05  0.7064E+05  0.7098E+05  0.3562E+05  0.3612E+05  0.3514E+05     0.6878E-05  0.6159E-05  0.8717E-05
     0.09831     0.1434E+06  0.1418E+06  0.1484E+06  0.7049E+05  0.7064E+05  0.7098E+05  0.3560E+05  0.3612E+05  0.3516E+05     0.6907E-05  0.6159E-05  0.8689E-05
     0.09831     0.1434E+06  0.1418E+06  0.1484E+06  0.7049E+05  0.7064E+05  0.7098E+05  0.3560E+05  0.3612E+05  0.3516E+05     0.6907E-05  0.6159E-05  0.8689E-05
     0.10027     0.1435E+06  0.1418E+06  0.1484E+06  0.7048E+05  0.7064E+05  0.7099E+05  0.3557E+05  0.3612E+05  0.3518E+05     0.6938E-05  0.6154E-05  0.8663E-05
     0.10221     0.1435E+06  0.1418E+06  0.1484E+06  0.7048E+05  0.7064E+05  0.7099E+05  0.3557E+05  0.3613E+05  0.3518E+05     0.6940E-05  0.6152E-05  0.8663E-05
     0.10414     0.1435E+06  0.1418E+06  0.1484E+06  0.7047E+05  0.7064E+05  0.7099E+05  0.3557E+05  0.3613E+05  0.3518E+05     0.6943E-05  0.6149E-05  0.8663E-05
     0.10608     0.1435E+06  0.1418E+06  0.1483E+06  0.7047E+05  0.7065E+05  0.7099E+05  0.3556E+05  0.3613E+05  0.3519E+05     0.6955E-05  0.6147E-05  0.8653E-05
     0.10802     0.1435E+06  0.1418E+06  0.1483E+06  0.7047E+05  0.7065E+05  0.7099E+05  0.3556E+05  0.3613E+05  0.3520E+05     0.6962E-05  0.6146E-05  0.8647E-05
     0.10997     0.1435E+06  0.1418E+06  0.1483E+06  0.7045E+05  0.7065E+05  0.7099E+05  0.3553E+05  0.3614E+05  0.3520E+05     0.6979E-05  0.6140E-05  0.8636E-05
     0.11191     0.1436E+06  0.1418E+06  0.1483E+06  0.7046E+05  0.7066E+05  0.7100E+05  0.3553E+05  0.3614E+05  0.3521E+05     0.6988E-05  0.6141E-05  0.8627E-05
     0.11386     0.1436E+06  0.1418E+06  0.1483E+06  0.7045E+05  0.7066E+05  0.7100E+05  0.3552E+05  0.3615E+05  0.3521E+05     0.6994E-05  0.6140E-05  0.8622E-05
     0.11582     0.1436E+06  0.1418E+06  0.1483E+06  0.7043E+05  0.7066E+05  0.7100E+05  0.3549E+05  0.3615E+05  0.3521E+05     0.7014E-05  0.6131E-05  0.8610E-05
     0.11777     0.1437E+06  0.1418E+06  0.1482E+06  0.7043E+05  0.7066E+05  0.7100E+05  0.3548E+05  0.3615E+05  0.3522E+05     0.7035E-05  0.6127E-05  0.8593E-05
     0.11973     0.1437E+06  0.1418E+06  0.1482E+06  0.7042E+05  0.7066E+05  0.7100E+05  0.3546E+05  0.3616E+05  0.3523E+05     0.7053E-05  0.6122E-05  0.8581E-05
     0.12169     0.1438E+06  0.1418E+06  0.1481E+06  0.7042E+05  0.7066E+05  0.7100E+05  0.3545E+05  0.3616E+05  0.3524E+05     0.7072E-05  0.6120E-05  0.8564E-05
     0.12365     0.1438E+06  0.1418E+06  0.1481E+06  0.7041E+05  0.7066E+05  0.7100E+05  0.3543E+05  0.3616E+05  0.3526E+05     0.7101E-05  0.6116E-05  0.8538E-05
     0.12561     0.1439E+06  0.1418E+06  0.1480E+06  0.7040E+05  0.7067E+05  0.7101E+05  0.3541E+05  0.3617E+05  0.3528E+05     0.7126E-05  0.6114E-05  0.8517E-05
     0.12757     0.1440E+06  0.1418E+06  0.1480E+06  0.7039E+05  0.7067E+05  0.7102E+05  0.3538E+05  0.3617E+05  0.3530E+05     0.7163E-05  0.6108E-05  0.8486E-05
     0.12953     0.1441E+06  0.1418E+06  0.1478E+06  0.7039E+05  0.7067E+05  0.7102E+05  0.3535E+05  0.3618E+05  0.3533E+05     0.7211E-05  0.6106E-05  0.8440E-05
     0.13149     0.1441E+06  0.1418E+06  0.1478E+06  0.7039E+05  0.7068E+05  0.7103E+05  0.3534E+05  0.3619E+05  0.3534E+05     0.7229E-05  0.6105E-05  0.8423E-05
     0.13345     0.1442E+06  0.1417E+06  0.1476E+06  0.7040E+05  0.7069E+05  0.7104E+05  0.3533E+05  0.3619E+05  0.3537E+05     0.7275E-05  0.6107E-05  0.8375E-05
     0.13541     0.1443E+06  0.1417E+06  0.1475E+06  0.7040E+05  0.7070E+05  0.7105E+05  0.3531E+05  0.3620E+05  0.3541E+05     0.7324E-05  0.6105E-05  0.8329E-05
     0.13736     0.1444E+06  0.1417E+06  0.1473E+06  0.7043E+05  0.7070E+05  0.7106E+05  0.3531E+05  0.3620E+05  0.3545E+05     0.7379E-05  0.6110E-05  0.8270E-05
     0.13932     0.1445E+06  0.1417E+06  0.1472E+06  0.7045E+05  0.7071E+05  0.7107E+05  0.3530E+05  0.3620E+05  0.3547E+05     0.7421E-05  0.6112E-05  0.8226E-05
     0.14127     0.1446E+06  0.1417E+06  0.1471E+06  0.7047E+05  0.7071E+05  0.7107E+05  0.3530E+05  0.3620E+05  0.3550E+05     0.7456E-05  0.6116E-05  0.8187E-05
     0.14322     0.1447E+06  0.1417E+06  0.1470E+06  0.7046E+05  0.7071E+05  0.7107E+05  0.3528E+05  0.3620E+05  0.3551E+05     0.7488E-05  0.6110E-05  0.8160E-05
     0.14518     0.1448E+06  0.1417E+06  0.1469E+06  0.7047E+05  0.7071E+05  0.7106E+05  0.3527E+05  0.3621E+05  0.3551E+05     0.7522E-05  0.6107E-05  0.8129E-05
     0.14713     0.1448E+06  0.1417E+06  0.1468E+06  0.7047E+05  0.7071E+05  0.7106E+05  0.3525E+05  0.3621E+05  0.3553E+05     0.7557E-05  0.6106E-05  0.8096E-05
     0.14908     0.1449E+06  0.1417E+06  0.1467E+06  0.7049E+05  0.7071E+05  0.7107E+05  0.3525E+05  0.3620E+05  0.3556E+05     0.7595E-05  0.6110E-05  0.8054E-05
     0.15102     0.1450E+06  0.1416E+06  0.1466E+06  0.7049E+05  0.7071E+05  0.7106E+05  0.3524E+05  0.3621E+05  0.3557E+05     0.7629E-05  0.6110E-05  0.8020E-05
