          S1          S2          D1          D2      angS      angD      angN
 -0.4672E+02 -0.1977E+03 -0.3109E-07 -0.5058E-02   -103.30    -90.00    -91.84
 -0.6297E+02 -0.1967E+03 -0.4327E-03 -0.4946E-02   -107.75    -95.00    -95.33
 -0.7919E+02 -0.1947E+03 -0.8451E-03 -0.4793E-02   -112.14   -100.00    -99.25
 -0.9458E+02 -0.1916E+03 -0.1235E-02 -0.4610E-02   -116.28   -105.00   -103.74
 -0.1082E+03 -0.1877E+03 -0.1603E-02 -0.4404E-02   -119.95   -110.00   -107.67
 -0.1202E+03 -0.1835E+03 -0.1947E-02 -0.4175E-02   -123.23   -115.00   -110.85
 -0.1317E+03 -0.1788E+03 -0.2266E-02 -0.3924E-02   -126.38   -120.00   -114.97
 -0.1426E+03 -0.1731E+03 -0.2565E-02 -0.3664E-02   -129.49   -125.00   -121.51
 -0.1523E+03 -0.1662E+03 -0.2854E-02 -0.3401E-02   -132.51   -130.00   -133.08
 -0.1599E+03 -0.1569E+03 -0.3157E-02 -0.3157E-02   -135.54   -135.00   -149.53
 -0.1644E+03 -0.1459E+03 -0.3486E-02 -0.2925E-02   -138.42   -140.00   -162.90
 -0.1669E+03 -0.1345E+03 -0.3830E-02 -0.2682E-02   -141.13   -145.00   -170.30
 -0.1683E+03 -0.1237E+03 -0.4172E-02 -0.2408E-02   -143.69   -150.00   -173.30
 -0.1693E+03 -0.1138E+03 -0.4497E-02 -0.2096E-02   -146.11   -155.00   -173.91
 -0.1703E+03 -0.1046E+03 -0.4798E-02 -0.1746E-02   -148.44   -160.00   -172.74
 -0.1716E+03 -0.9599E+02 -0.5067E-02 -0.1358E-02   -150.78   -165.00   -169.07
 -0.1737E+03 -0.8742E+02 -0.5287E-02 -0.9313E-03   -153.29   -170.01   -163.80
 -0.1773E+03 -0.7733E+02 -0.5433E-02 -0.4749E-03   -156.44   -175.01   -165.65
 -0.1789E+03 -0.5540E+02 -0.5589E-02 -0.2362E-06   -162.80   -180.00    176.18
 -0.1727E+03 -0.2942E+02 -0.5877E-02  0.5138E-03   -170.33    175.00    160.58
 -0.1651E+03 -0.1221E+02 -0.6136E-02  0.1082E-02   -175.77    170.00    153.23
 -0.1588E+03 -0.6945E+00 -0.6306E-02  0.1690E-02   -179.75    165.00    148.27
 -0.1534E+03  0.8325E+01 -0.6394E-02  0.2327E-02    176.89    160.00    149.64
 -0.1484E+03  0.1623E+02 -0.6411E-02  0.2989E-02    173.76    155.00    147.52
 -0.1436E+03  0.2372E+02 -0.6358E-02  0.3671E-02    170.62    150.00    146.74
 -0.1385E+03  0.3130E+02 -0.6232E-02  0.4363E-02    167.27    145.00    145.92
 -0.1329E+03  0.3956E+02 -0.6021E-02  0.5052E-02    163.42    140.00    145.14
 -0.1260E+03  0.4930E+02 -0.5704E-02  0.5704E-02    158.63    135.00    144.61
 -0.1168E+03  0.6232E+02 -0.5235E-02  0.6238E-02    151.91    130.00    143.95
 -0.9885E+02  0.8611E+02 -0.4508E-02  0.6438E-02    138.94    125.00    138.93
 -0.3399E+02  0.1360E+03 -0.3711E-02  0.6427E-02    104.04    120.00    117.41
  0.1010E+02  0.1531E+03 -0.3142E-02  0.6739E-02     86.22    115.00    111.89
  0.3776E+02  0.1636E+03 -0.2429E-02  0.6674E-02     77.00    110.00    112.81
  0.6253E+02  0.1740E+03 -0.1704E-02  0.6359E-02     70.23    105.00    114.19
  0.9304E+02  0.1876E+03 -0.1031E-02  0.5843E-02     63.61    100.00    107.63
  0.1276E+03  0.1944E+03 -0.4779E-03  0.5458E-02     56.71     95.00     93.58
  0.1506E+03  0.1938E+03  0.1145E-06  0.5159E-02     52.15     90.00     82.61
  0.1658E+03  0.1908E+03  0.4264E-03  0.4872E-02     49.01     85.00     73.72
  0.1764E+03  0.1869E+03  0.8086E-03  0.4587E-02     46.66     80.00     67.21
  0.1845E+03  0.1831E+03  0.1152E-02  0.4300E-02     44.79     75.00     63.82
  0.1912E+03  0.1797E+03  0.1460E-02  0.4012E-02     43.22     70.00     62.63
  0.1972E+03  0.1765E+03  0.1736E-02  0.3725E-02     41.83     65.01     61.95
  0.2028E+03  0.1735E+03  0.1986E-02  0.3442E-02     40.55     60.01     60.82
  0.2082E+03  0.1704E+03  0.2215E-02  0.3163E-02     39.29     55.00     59.13
  0.2137E+03  0.1670E+03  0.2423E-02  0.2888E-02     38.00     50.00     56.85
  0.2193E+03  0.1632E+03  0.2615E-02  0.2615E-02     36.66     45.00     54.48
  0.2247E+03  0.1591E+03  0.2792E-02  0.2342E-02     35.31     40.00     52.06
  0.2300E+03  0.1548E+03  0.2955E-02  0.2069E-02     33.94     35.00     48.83
  0.2351E+03  0.1501E+03  0.3108E-02  0.1795E-02     32.55     30.00     44.88
  0.2399E+03  0.1448E+03  0.3253E-02  0.1517E-02     31.11     25.00     40.56
  0.2447E+03  0.1388E+03  0.3388E-02  0.1233E-02     29.56     20.00     35.66
  0.2495E+03  0.1313E+03  0.3513E-02  0.9415E-03     27.75     15.00     28.68
  0.2541E+03  0.1207E+03  0.3631E-02  0.6403E-03     25.40     10.00     18.58
  0.2574E+03  0.1054E+03  0.3751E-02  0.3282E-03     22.26      5.00      7.44
  0.2581E+03  0.8686E+02  0.3875E-02  0.7478E-07     18.60      0.00     -1.16
  0.2566E+03  0.6828E+02  0.3990E-02 -0.3489E-03     14.90     -5.00     -9.00
  0.2529E+03  0.5208E+02  0.4104E-02 -0.7237E-03     11.64    -10.00    -15.58
  0.2481E+03  0.3760E+02  0.4201E-02 -0.1126E-02      8.62    -15.00    -19.79
  0.2424E+03  0.2309E+02  0.4274E-02 -0.1555E-02      5.44    -20.00    -23.03
  0.2352E+03  0.7454E+01  0.4315E-02 -0.2012E-02      1.81    -25.00    -26.02
  0.2259E+03 -0.1034E+02  0.4313E-02 -0.2490E-02     -2.62    -29.99    -29.25
  0.2134E+03 -0.3105E+02  0.4253E-02 -0.2977E-02     -8.28    -34.99    -32.82
  0.1966E+03 -0.5514E+02  0.4117E-02 -0.3453E-02    -15.66    -39.99    -36.77
  0.1745E+03 -0.8267E+02  0.3889E-02 -0.3888E-02    -25.35    -44.99    -41.03
  0.1463E+03 -0.1126E+03  0.3564E-02 -0.4247E-02    -37.58    -50.00    -46.12
  0.1139E+03 -0.1409E+03  0.3173E-02 -0.4531E-02    -51.06    -55.00    -52.91
  0.8269E+02 -0.1617E+03  0.2757E-02 -0.4774E-02    -62.92    -60.00    -59.50
