        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.00000E+00  0.15087E+03        0.197    0.211    0.285    0.235    0.068    0.007        0.424    0.188    0.366    0.287    0.130    0.000
  0.19521E-02  0.14457E+03        0.199    0.212    0.288    0.234    0.067    0.007        0.429    0.190    0.369    0.290    0.131    0.000
  0.39010E-02  0.14953E+03        0.195    0.211    0.287    0.233    0.068    0.007        0.420    0.191    0.369    0.291    0.132    0.000
  0.58500E-02  0.15514E+03        0.191    0.210    0.285    0.232    0.068    0.007        0.412    0.192    0.368    0.291    0.132    0.000
  0.77992E-02  0.16048E+03        0.188    0.209    0.284    0.231    0.068    0.007        0.405    0.192    0.367    0.291    0.132    0.000
  0.97488E-02  0.16523E+03        0.186    0.208    0.283    0.230    0.068    0.007        0.400    0.193    0.366    0.290    0.132    0.000
  0.11699E-01  0.16899E+03        0.185    0.207    0.281    0.229    0.068    0.007        0.396    0.193    0.365    0.290    0.131    0.000
  0.13650E-01  0.17102E+03        0.184    0.204    0.275    0.226    0.068    0.007        0.393    0.196    0.362    0.290    0.131    0.000
  0.15603E-01  0.17131E+03        0.183    0.200    0.265    0.221    0.068    0.007        0.390    0.201    0.358    0.291    0.132    0.000
  0.17559E-01  0.17053E+03        0.182    0.194    0.254    0.215    0.069    0.007        0.388    0.208    0.353    0.292    0.132    0.000
  0.19517E-01  0.16931E+03        0.182    0.190    0.242    0.210    0.069    0.007        0.386    0.215    0.345    0.293    0.133    0.000
  0.21477E-01  0.16804E+03        0.181    0.186    0.230    0.205    0.070    0.007        0.385    0.222    0.338    0.294    0.134    0.000
  0.23439E-01  0.16677E+03        0.180    0.183    0.220    0.200    0.070    0.007        0.385    0.228    0.330    0.295    0.135    0.000
  0.25404E-01  0.16557E+03        0.180    0.180    0.211    0.197    0.070    0.007        0.385    0.233    0.323    0.297    0.136    0.000
  0.27370E-01  0.16451E+03        0.180    0.178    0.204    0.194    0.070    0.007        0.385    0.238    0.317    0.298    0.137    0.000
  0.29338E-01  0.16365E+03        0.179    0.177    0.197    0.192    0.070    0.007        0.385    0.242    0.311    0.299    0.138    0.000
  0.31307E-01  0.16288E+03        0.179    0.175    0.191    0.189    0.071    0.007        0.385    0.246    0.305    0.300    0.139    0.000
  0.33277E-01  0.16230E+03        0.178    0.174    0.186    0.187    0.071    0.007        0.387    0.249    0.300    0.302    0.140    0.000
  0.35248E-01  0.16173E+03        0.178    0.173    0.182    0.186    0.071    0.007        0.388    0.252    0.296    0.303    0.141    0.000
  0.37220E-01  0.16137E+03        0.179    0.172    0.178    0.184    0.071    0.007        0.391    0.254    0.293    0.305    0.142    0.000
  0.39192E-01  0.16111E+03        0.179    0.170    0.174    0.183    0.071    0.007        0.393    0.257    0.290    0.306    0.143    0.000
  0.41165E-01  0.16108E+03        0.179    0.170    0.171    0.182    0.071    0.007        0.395    0.259    0.287    0.308    0.144    0.000
  0.43138E-01  0.16111E+03        0.179    0.168    0.169    0.181    0.071    0.007        0.399    0.260    0.284    0.310    0.145    0.000
  0.45111E-01  0.16114E+03        0.180    0.167    0.166    0.180    0.071    0.007        0.402    0.262    0.282    0.312    0.146    0.000
  0.47084E-01  0.16105E+03        0.180    0.166    0.164    0.179    0.071    0.007        0.405    0.264    0.280    0.314    0.147    0.000
  0.49058E-01  0.16130E+03        0.181    0.165    0.161    0.178    0.071    0.007        0.409    0.266    0.279    0.315    0.149    0.000
  0.51031E-01  0.16174E+03        0.181    0.164    0.159    0.178    0.071    0.007        0.414    0.267    0.278    0.318    0.150    0.000
  0.53005E-01  0.16227E+03        0.183    0.163    0.158    0.177    0.071    0.007        0.420    0.268    0.277    0.321    0.151    0.000
  0.54978E-01  0.16272E+03        0.183    0.162    0.156    0.177    0.071    0.007        0.424    0.269    0.276    0.323    0.152    0.000
  0.56952E-01  0.16319E+03        0.184    0.160    0.154    0.176    0.071    0.007        0.430    0.270    0.275    0.325    0.154    0.000
  0.58926E-01  0.16367E+03        0.185    0.159    0.153    0.176    0.072    0.007        0.434    0.271    0.275    0.327    0.155    0.000
  0.60898E-01  0.16480E+03        0.186    0.159    0.152    0.175    0.072    0.007        0.441    0.273    0.274    0.330    0.157    0.000
  0.62870E-01  0.16533E+03        0.187    0.157    0.150    0.175    0.072    0.007        0.447    0.274    0.274    0.333    0.158    0.000
  0.64842E-01  0.16645E+03        0.188    0.157    0.149    0.175    0.072    0.007        0.453    0.275    0.274    0.335    0.160    0.000
  0.66813E-01  0.16742E+03        0.190    0.155    0.148    0.175    0.072    0.008        0.461    0.275    0.274    0.339    0.161    0.000
  0.68784E-01  0.16866E+03        0.191    0.154    0.147    0.175    0.072    0.008        0.469    0.276    0.275    0.343    0.163    0.000
  0.70755E-01  0.16976E+03        0.192    0.152    0.146    0.174    0.072    0.008        0.476    0.276    0.276    0.346    0.165    0.000
  0.72726E-01  0.17084E+03        0.193    0.151    0.145    0.174    0.072    0.008        0.483    0.277    0.276    0.350    0.166    0.000
  0.74697E-01  0.17162E+03        0.194    0.150    0.144    0.174    0.072    0.008        0.488    0.278    0.276    0.352    0.168    0.000
  0.76667E-01  0.17307E+03        0.195    0.149    0.144    0.174    0.072    0.008        0.495    0.279    0.276    0.355    0.169    0.000
  0.78636E-01  0.17433E+03        0.197    0.148    0.143    0.174    0.072    0.008        0.504    0.280    0.277    0.358    0.171    0.000
  0.80606E-01  0.17574E+03        0.198    0.148    0.142    0.173    0.072    0.008        0.510    0.281    0.277    0.360    0.173    0.000
  0.82574E-01  0.17690E+03        0.199    0.147    0.141    0.173    0.072    0.008        0.518    0.282    0.278    0.363    0.175    0.000
  0.84542E-01  0.17875E+03        0.200    0.146    0.141    0.172    0.073    0.008        0.525    0.283    0.279    0.366    0.177    0.000
  0.86509E-01  0.17999E+03        0.201    0.145    0.140    0.172    0.072    0.008        0.533    0.284    0.280    0.369    0.178    0.000
  0.88476E-01  0.18145E+03        0.202    0.144    0.140    0.172    0.073    0.008        0.539    0.285    0.281    0.372    0.180    0.000
  0.90442E-01  0.18243E+03        0.203    0.143    0.139    0.172    0.073    0.008        0.544    0.285    0.281    0.375    0.182    0.000
  0.92409E-01  0.18373E+03        0.204    0.142    0.139    0.172    0.072    0.008        0.551    0.285    0.282    0.378    0.182    0.000
  0.94375E-01  0.18593E+03        0.205    0.142    0.139    0.172    0.072    0.008        0.559    0.286    0.283    0.382    0.183    0.000
  0.96342E-01  0.18666E+03        0.205    0.141    0.138    0.172    0.072    0.008        0.564    0.287    0.283    0.384    0.186    0.000
  0.98309E-01  0.18894E+03        0.206    0.140    0.137    0.172    0.072    0.008        0.571    0.288    0.284    0.388    0.188    0.000
        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.98309E-01  0.18882E+03        0.206    0.140    0.137    0.172    0.072    0.008        0.571    0.288    0.284    0.388    0.188    0.000
  0.10027E+00  0.35149E+03        0.235    0.180    0.243    0.222    0.057    0.008        0.604    0.203    0.370    0.352    0.140    0.000
  0.10221E+00  0.35075E+03        0.232    0.175    0.234    0.216    0.058    0.008        0.600    0.208    0.366    0.354    0.144    0.000
  0.10414E+00  0.35036E+03        0.229    0.169    0.223    0.209    0.059    0.008        0.598    0.214    0.362    0.356    0.148    0.000
  0.10608E+00  0.35048E+03        0.226    0.162    0.212    0.203    0.061    0.008        0.599    0.221    0.357    0.359    0.154    0.000
  0.10802E+00  0.34923E+03        0.223    0.157    0.201    0.196    0.062    0.008        0.599    0.229    0.351    0.363    0.159    0.000
  0.10997E+00  0.34859E+03        0.221    0.151    0.190    0.191    0.063    0.008        0.602    0.236    0.344    0.368    0.164    0.000
  0.11191E+00  0.34736E+03        0.219    0.147    0.180    0.185    0.064    0.008        0.605    0.246    0.338    0.373    0.170    0.000
  0.11386E+00  0.34561E+03        0.216    0.143    0.170    0.180    0.066    0.008        0.606    0.255    0.330    0.377    0.176    0.000
  0.11582E+00  0.34512E+03        0.214    0.139    0.161    0.175    0.066    0.008        0.612    0.263    0.323    0.384    0.181    0.000
  0.11777E+00  0.34539E+03        0.212    0.136    0.152    0.171    0.067    0.008        0.619    0.273    0.316    0.391    0.187    0.000
  0.11973E+00  0.34531E+03        0.209    0.133    0.143    0.168    0.068    0.008        0.625    0.283    0.308    0.398    0.194    0.000
  0.12169E+00  0.34545E+03        0.207    0.132    0.136    0.165    0.069    0.008        0.631    0.294    0.301    0.406    0.200    0.000
