          Evm          Svm          E11          E22          E33          E23          E13          E12             SDEV11       SDEV22       SDEV33       SDEV23       SDEV13       SDEV12      TEMP      TIME    TAYLAV      WORKAV      WRATE1      WRATE2 
  0.00000E+00  0.44278E+01     0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.14906E+01  0.14553E+01 -0.29458E+01  0.97205E-01 -0.12768E+00  0.24583E-01      298.      0.00     9.016  0.3937E-01  0.4414E+01  0.1969E+01
  0.19959E-01  0.49216E+01     0.10000E-01  0.10000E-01 -0.20000E-01  0.00000E+00  0.00000E+00  0.00000E+00     0.16593E+01  0.16146E+01 -0.32739E+01  0.11525E+00 -0.14440E+00  0.28236E-01      298.      0.02    10.019  0.8268E-01  0.4904E+01  0.2166E+01
  0.39915E-01  0.53899E+01     0.20000E-01  0.20000E-01 -0.40000E-01  0.00000E+00  0.00000E+00  0.00000E+00     0.18215E+01  0.17637E+01 -0.35852E+01  0.13032E+00 -0.15745E+00  0.31837E-01      298.      0.04    10.976  0.1295E+00  0.5375E+01  0.2343E+01
  0.59870E-01  0.58513E+01     0.30000E-01  0.30000E-01 -0.60000E-01  0.00000E+00  0.00000E+00  0.00000E+00     0.19829E+01  0.19092E+01 -0.38922E+01  0.14259E+00 -0.16675E+00  0.35468E-01      298.      0.06    11.917  0.1797E+00  0.5836E+01  0.2508E+01
  0.79826E-01  0.63115E+01     0.40000E-01  0.40000E-01 -0.80000E-01  0.00000E+00  0.00000E+00  0.00000E+00     0.21453E+01  0.20534E+01 -0.41987E+01  0.15198E+00 -0.17216E+00  0.39196E-01      298.      0.08    12.858  0.2330E+00  0.6298E+01  0.2667E+01
  0.99783E-01  0.67776E+01     0.50000E-01  0.50000E-01 -0.10000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.23104E+01  0.21991E+01 -0.45095E+01  0.15846E+00 -0.17375E+00  0.43024E-01      298.      0.10    13.812  0.2896E+00  0.6767E+01  0.2826E+01
  0.11974E+00  0.72558E+01     0.60000E-01  0.60000E-01 -0.12000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.24801E+01  0.23485E+01 -0.48286E+01  0.16210E+00 -0.17173E+00  0.46897E-01      298.      0.12    14.792  0.3493E+00  0.7249E+01  0.2987E+01
  0.13971E+00  0.77519E+01     0.70000E-01  0.70000E-01 -0.14000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.26560E+01  0.25039E+01 -0.51599E+01  0.16313E+00 -0.16650E+00  0.50698E-01      298.      0.14    15.810  0.4124E+00  0.7749E+01  0.3155E+01
  0.15968E+00  0.82715E+01     0.80000E-01  0.80000E-01 -0.16000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.28397E+01  0.26671E+01 -0.55069E+01  0.16197E+00 -0.15865E+00  0.54264E-01      298.      0.16    16.878  0.4791E+00  0.8274E+01  0.3334E+01
  0.17965E+00  0.88237E+01     0.90000E-01  0.90000E-01 -0.18000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.30342E+01  0.28415E+01 -0.58757E+01  0.15935E+00 -0.14900E+00  0.57441E-01      298.      0.18    17.998  0.5495E+00  0.8819E+01  0.3521E+01
  0.19963E+00  0.94046E+01     0.10000E+00  0.10000E+00 -0.20000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.32379E+01  0.30256E+01 -0.62635E+01  0.15592E+00 -0.13814E+00  0.60039E-01      298.      0.20    19.192  0.6241E+00  0.9406E+01  0.3729E+01
  0.21961E+00  0.10024E+02     0.11000E+00  0.11000E+00 -0.22000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.34542E+01  0.32227E+01 -0.66769E+01  0.15269E+00 -0.12687E+00  0.62042E-01      298.      0.22    20.458  0.7032E+00  0.1003E+02  0.3955E+01
  0.23959E+00  0.10691E+02     0.12000E+00  0.12000E+00 -0.24000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.36865E+01  0.34359E+01 -0.71223E+01  0.15059E+00 -0.11575E+00  0.63547E-01      298.      0.24    21.816  0.7873E+00  0.1069E+02  0.4204E+01
  0.25958E+00  0.11402E+02     0.13000E+00  0.13000E+00 -0.26000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.39331E+01  0.36637E+01 -0.75968E+01  0.15012E+00 -0.10484E+00  0.64784E-01      298.      0.26    23.268  0.8769E+00  0.1140E+02  0.4481E+01
  0.27956E+00  0.12167E+02     0.14000E+00  0.14000E+00 -0.28000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.41974E+01  0.39090E+01 -0.81064E+01  0.15164E+00 -0.94018E-01  0.66172E-01      298.      0.28    24.836  0.9728E+00  0.1217E+02  0.4794E+01
  0.29955E+00  0.12991E+02     0.15000E+00  0.15000E+00 -0.30000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.44818E+01  0.41741E+01 -0.86558E+01  0.15493E+00 -0.82803E-01  0.68215E-01      298.      0.30    26.528  0.1076E+01  0.1301E+02  0.5146E+01
  0.31954E+00  0.13884E+02     0.16000E+00  0.16000E+00 -0.32000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.47895E+01  0.44621E+01 -0.92516E+01  0.15928E+00 -0.70522E-01  0.71374E-01      298.      0.32    28.354  0.1187E+01  0.1390E+02  0.5541E+01
  0.33953E+00  0.14923E+02     0.17000E+00  0.17000E+00 -0.34000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.51473E+01  0.47967E+01 -0.99440E+01  0.16490E+00 -0.56287E-01  0.76337E-01      298.      0.34    30.430  0.1307E+01  0.1492E+02  0.6010E+01
  0.35952E+00  0.15910E+02     0.18000E+00  0.18000E+00 -0.36000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.54850E+01  0.51173E+01 -0.10602E+02  0.16622E+00 -0.40282E-01  0.81635E-01      298.      0.36    32.487  0.1437E+01  0.1592E+02  0.6495E+01
  0.37951E+00  0.17064E+02     0.19000E+00  0.19000E+00 -0.38000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.58796E+01  0.54919E+01 -0.11372E+02  0.16644E+00 -0.21774E-01  0.88229E-01      298.      0.38    34.837  0.1578E+01  0.1707E+02  0.7075E+01
  0.39951E+00  0.18320E+02     0.20000E+00  0.20000E+00 -0.40000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.63080E+01  0.59010E+01 -0.12209E+02  0.16349E+00 -0.13628E-02  0.95011E-01      298.      0.40    37.409  0.1733E+01  0.1834E+02  0.7744E+01
  0.41950E+00  0.19759E+02     0.21000E+00  0.21000E+00 -0.42000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.67981E+01  0.63707E+01 -0.13169E+02  0.15849E+00  0.20920E-01  0.10191E+00      298.      0.42    40.306  0.1904E+01  0.1976E+02  0.8534E+01
  0.43949E+00  0.21198E+02     0.22000E+00  0.22000E+00 -0.44000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.72844E+01  0.68436E+01 -0.14128E+02  0.14981E+00  0.42400E-01  0.10713E+00      298.      0.44    43.290  0.2092E+01  0.2122E+02  0.9391E+01
  0.45949E+00  0.22886E+02     0.23000E+00  0.23000E+00 -0.46000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.78545E+01  0.73987E+01 -0.15253E+02  0.14128E+00  0.64839E-01  0.11255E+00      298.      0.46    46.718  0.2300E+01  0.2291E+02  0.1042E+02
  0.47948E+00  0.24693E+02     0.24000E+00  0.24000E+00 -0.48000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.84623E+01  0.79957E+01 -0.16458E+02  0.13167E+00  0.85915E-01  0.11787E+00      298.      0.48    50.357  0.2531E+01  0.2467E+02  0.1156E+02
  0.49948E+00  0.26595E+02     0.25000E+00  0.25000E+00 -0.50000E+00  0.00000E+00  0.00000E+00  0.00000E+00     0.91001E+01  0.86265E+01 -0.17727E+02  0.12059E+00  0.10536E+00  0.12467E+00      298.      0.50    54.292  0.2788E+01  0.2662E+02  0.1285E+02
