     Evm         C11  C22  C33  C23  C13  C12   C44  C55  C66                                                                   A1  A2  A3
     0.00000     0.2140E+03  0.2140E+03  0.2154E+03  0.6059E+02  0.6118E+02  0.6126E+02  0.7418E+02  0.7580E+02  0.7540E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.01996     0.2137E+03  0.2138E+03  0.2159E+03  0.6076E+02  0.6132E+02  0.6094E+02  0.7412E+02  0.7571E+02  0.7554E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.03992     0.2135E+03  0.2136E+03  0.2164E+03  0.6091E+02  0.6144E+02  0.6062E+02  0.7405E+02  0.7559E+02  0.7568E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.05987     0.2133E+03  0.2134E+03  0.2170E+03  0.6106E+02  0.6155E+02  0.6031E+02  0.7396E+02  0.7546E+02  0.7582E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.07983     0.2132E+03  0.2132E+03  0.2176E+03  0.6118E+02  0.6164E+02  0.6001E+02  0.7386E+02  0.7530E+02  0.7596E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.09978     0.2130E+03  0.2130E+03  0.2183E+03  0.6129E+02  0.6171E+02  0.5971E+02  0.7374E+02  0.7513E+02  0.7611E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.11974     0.2128E+03  0.2128E+03  0.2190E+03  0.6139E+02  0.6176E+02  0.5941E+02  0.7360E+02  0.7493E+02  0.7625E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.13971     0.2127E+03  0.2127E+03  0.2197E+03  0.6147E+02  0.6180E+02  0.5912E+02  0.7345E+02  0.7472E+02  0.7640E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.15968     0.2126E+03  0.2125E+03  0.2205E+03  0.6154E+02  0.6183E+02  0.5883E+02  0.7327E+02  0.7448E+02  0.7656E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.17965     0.2125E+03  0.2125E+03  0.2212E+03  0.6158E+02  0.6184E+02  0.5854E+02  0.7308E+02  0.7422E+02  0.7673E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.19963     0.2124E+03  0.2124E+03  0.2220E+03  0.6162E+02  0.6184E+02  0.5826E+02  0.7287E+02  0.7395E+02  0.7690E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.21961     0.2124E+03  0.2123E+03  0.2228E+03  0.6163E+02  0.6183E+02  0.5797E+02  0.7264E+02  0.7366E+02  0.7707E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.23959     0.2123E+03  0.2123E+03  0.2236E+03  0.6164E+02  0.6181E+02  0.5769E+02  0.7240E+02  0.7335E+02  0.7726E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.25958     0.2123E+03  0.2124E+03  0.2244E+03  0.6163E+02  0.6178E+02  0.5741E+02  0.7214E+02  0.7303E+02  0.7745E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.27956     0.2124E+03  0.2124E+03  0.2252E+03  0.6160E+02  0.6174E+02  0.5712E+02  0.7186E+02  0.7270E+02  0.7765E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.29955     0.2124E+03  0.2125E+03  0.2259E+03  0.6157E+02  0.6170E+02  0.5684E+02  0.7157E+02  0.7235E+02  0.7786E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.31954     0.2125E+03  0.2126E+03  0.2267E+03  0.6153E+02  0.6165E+02  0.5656E+02  0.7127E+02  0.7199E+02  0.7808E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.33953     0.2126E+03  0.2128E+03  0.2274E+03  0.6149E+02  0.6160E+02  0.5627E+02  0.7096E+02  0.7163E+02  0.7831E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.35952     0.2127E+03  0.2129E+03  0.2281E+03  0.6144E+02  0.6155E+02  0.5599E+02  0.7064E+02  0.7126E+02  0.7856E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.37951     0.2128E+03  0.2132E+03  0.2287E+03  0.6139E+02  0.6150E+02  0.5570E+02  0.7032E+02  0.7088E+02  0.7881E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.39951     0.2130E+03  0.2134E+03  0.2293E+03  0.6134E+02  0.6145E+02  0.5541E+02  0.6999E+02  0.7050E+02  0.7907E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.41950     0.2132E+03  0.2136E+03  0.2298E+03  0.6130E+02  0.6140E+02  0.5512E+02  0.6966E+02  0.7012E+02  0.7935E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.43949     0.2134E+03  0.2139E+03  0.2302E+03  0.6127E+02  0.6136E+02  0.5482E+02  0.6933E+02  0.6973E+02  0.7964E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.45949     0.2137E+03  0.2142E+03  0.2306E+03  0.6125E+02  0.6132E+02  0.5452E+02  0.6900E+02  0.6934E+02  0.7994E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.47948     0.2140E+03  0.2145E+03  0.2309E+03  0.6126E+02  0.6129E+02  0.5421E+02  0.6869E+02  0.6895E+02  0.8025E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.49948     0.2143E+03  0.2149E+03  0.2310E+03  0.6129E+02  0.6127E+02  0.5390E+02  0.6839E+02  0.6858E+02  0.8058E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.49948     0.2143E+03  0.2149E+03  0.2310E+03  0.6129E+02  0.6127E+02  0.5390E+02  0.6839E+02  0.6858E+02  0.8058E+02     0.0000E+00  0.0000E+00  0.0000E+00
