
*******   STEP   1      *** N_EFF=cte CALCULATION              
   54   0.125E-03   0.947E-03   0.201E-03

*******   STEP   2      *** N_EFF=cte CALCULATION              
   28   0.125E-03   0.911E-03   0.203E-03

*******   STEP   3      *** N_EFF=cte CALCULATION              
   19   0.131E-03   0.913E-03   0.280E-03

*******   STEP   4      *** N_EFF=cte CALCULATION              
   16   0.110E-03   0.942E-03   0.299E-03

*******   STEP   5      *** N_EFF=cte CALCULATION              
   15   0.117E-03   0.896E-03   0.234E-03

*******   STEP   6      *** N_EFF=cte CALCULATION              
   14   0.125E-03   0.928E-03   0.192E-03

*******   STEP   7      *** N_EFF=cte CALCULATION              
   13   0.134E-03   0.959E-03   0.186E-03

*******   STEP   8      *** N_EFF=cte CALCULATION              
   12   0.140E-03   0.997E-03   0.238E-03

*******   STEP   9      *** N_EFF=cte CALCULATION              
   12   0.128E-03   0.919E-03   0.198E-03

*******   STEP  10      *** N_EFF=cte CALCULATION              
   10   0.134E-03   0.990E-03   0.293E-03

*******   STEP  11      *** N_EFF=cte CALCULATION              
   10   0.180E-03   0.958E-03   0.352E-03

*******   STEP  12      *** N_EFF=cte CALCULATION              
   10   0.161E-03   0.888E-03   0.339E-03

*******   STEP  13      *** N_EFF=cte CALCULATION              
   10   0.162E-03   0.938E-03   0.570E-04

*******   STEP  14      *** N_EFF=cte CALCULATION              
   10   0.172E-03   0.836E-03   0.341E-03

*******   STEP  15      *** N_EFF=cte CALCULATION              
    8   0.134E-03   0.914E-03   0.924E-04

*******   STEP  16      *** N_EFF=cte CALCULATION              
    8   0.136E-03   0.934E-03   0.884E-04

*******   STEP  17      *** N_EFF=cte CALCULATION              
   10   0.156E-03   0.766E-03   0.462E-03

*******   STEP  18      *** N_EFF=cte CALCULATION              
    8   0.639E-04   0.907E-03   0.806E-03

*******   STEP  19      *** N_EFF=cte CALCULATION              
    8   0.743E-04   0.997E-03   0.821E-03

*******   STEP  20      *** N_EFF=cte CALCULATION              
    8   0.785E-04   0.998E-03   0.770E-03

*******   STEP  21      *** N_EFF=cte CALCULATION              
    8   0.784E-04   0.969E-03   0.725E-03

*******   STEP   1      *** N_EFF=cte CALCULATION              
   73   0.100E-03   0.965E-03   0.106E-03

*******   STEP   2      *** N_EFF=cte CALCULATION              
   31   0.104E-03   0.926E-03   0.137E-03

*******   STEP   3      *** N_EFF=cte CALCULATION              
   22   0.114E-03   0.910E-03   0.139E-03

*******   STEP   4      *** N_EFF=cte CALCULATION              
   19   0.118E-03   0.911E-03   0.130E-03

*******   STEP   5      *** N_EFF=cte CALCULATION              
   17   0.116E-03   0.932E-03   0.200E-03

*******   STEP   6      *** N_EFF=cte CALCULATION              
   14   0.148E-03   0.994E-03   0.236E-03

*******   STEP   7      *** N_EFF=cte CALCULATION              
   15   0.123E-03   0.908E-03   0.104E-03

*******   STEP   8      *** N_EFF=cte CALCULATION              
   13   0.176E-03   0.989E-03   0.245E-03

*******   STEP   9      *** N_EFF=cte CALCULATION              
   11   0.151E-03   0.993E-03   0.447E-03

*******   STEP  10      *** N_EFF=cte CALCULATION              
   11   0.133E-03   0.980E-03   0.550E-03

*******   STEP  11      *** N_EFF=cte CALCULATION              
   11   0.127E-03   0.949E-03   0.512E-03

*******   STEP  12      *** N_EFF=cte CALCULATION              
   10   0.172E-03   0.972E-03   0.220E-03

*******   STEP  13      *** N_EFF=cte CALCULATION              
   10   0.170E-03   0.976E-03   0.201E-03

*******   STEP  14      *** N_EFF=cte CALCULATION              
   10   0.143E-03   0.872E-03   0.252E-03

*******   STEP  15      *** N_EFF=cte CALCULATION              
   10   0.150E-03   0.843E-03   0.181E-03

*******   STEP  16      *** N_EFF=cte CALCULATION              
    9   0.158E-03   0.897E-03   0.118E-03

*******   STEP  17      *** N_EFF=cte CALCULATION              
