 1 0 0   poles
   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43
   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43
   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43
   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43
   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43
   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43   5.43
   5.43   5.43
   1.97   4.07   1.73   1.80   1.66   1.88   1.15   2.34   0.52   0.43   0.88   0.82
   1.18   1.10   1.04   0.99   0.55   1.17   0.53   0.86   0.95   0.61   0.43   0.40
   1.21   0.65   1.29   1.19   0.78   3.17   0.64   6.74   2.34   3.17   2.69   2.43
   5.40   4.73   4.73   2.18   4.88   4.49   3.76   1.66   0.46   0.63   2.18   1.52
   2.33   0.92   0.55   0.60   0.39   0.80   0.52   0.44   0.34   0.69   0.59   0.42
   1.12   1.02   2.94   0.76   0.28   0.88   1.17   1.82   1.37   4.56   3.87   2.52
   1.97   4.07
   1.51   1.76   0.96   1.13   0.47   0.61   0.45   0.52   0.63   0.53   0.38   0.40
   0.35   0.36   0.34   0.49   0.44   0.44   0.53   0.52   0.65   0.78   0.66   0.51
   0.35   0.26   0.27   0.33   0.50   0.35   0.43   0.64   0.63   0.37   0.42   0.50
   0.62   1.85   1.12   0.43   0.74   0.42   0.73   1.41   0.47   0.76   0.41   0.58
   0.37   0.51   0.64   0.77   0.49   0.78   0.93   0.81   0.29   0.41   0.34   0.86
   0.56   0.49   0.23   0.37   0.35   0.40   1.04   0.83   0.42   0.34   0.50   2.22
   1.51   1.76
   0.45   1.22   0.50   0.45   0.36   0.39   0.54   0.50   0.48   0.47   0.52   0.53
   0.50   0.44   0.34   0.36   0.35   0.23   0.28   0.36   0.36   0.50   0.32   0.35
   0.46   0.40   0.46   0.37   0.35   0.46   0.49   0.46   0.50   0.37   0.36   0.37
   0.58   0.47   0.50   0.40   0.41   0.46   0.50   0.38   0.33   0.58   0.41   0.41
   0.51   0.84   0.91   0.41   0.34   0.39   0.35   0.37   0.31   0.31   0.25   0.32
   0.39   0.59   0.55   0.33   0.51   0.54   0.55   0.42   0.39   0.37   0.55   0.58
   0.45   1.22
   0.31   0.38   0.31   0.58   0.43   0.43   0.39   0.71   0.50   0.67   0.60   0.92
   0.66   0.65   0.72   0.79   0.61   0.56   0.76   0.61   0.50   0.64   0.59   0.56
   0.48   0.50   0.50   0.57   0.60   0.57   0.53   0.47   0.29   0.29   0.31   0.24
   0.28   0.30   0.22   0.26   0.46   0.26   0.37   0.63   0.54   0.52   0.64   0.74
   0.65   0.56   0.55   0.86   0.60   0.52   0.52   0.53   0.44   0.41   0.50   0.65
   0.63   0.56   0.66   0.56   0.49   0.34   0.46   0.42   0.40   0.30   0.34   0.35
   0.31   0.38
   0.45   0.56   0.59   0.56   0.48   0.34   0.46   0.59   0.79   0.97   0.97   1.11
   1.16   1.64   1.39   1.44   1.96   1.64   1.64   1.43   1.39   1.57   1.51   1.29
   1.44   1.75   1.04   0.84   0.79   0.73   0.67   0.44   0.42   0.46   0.32   0.36
   0.50   0.37   0.29   0.32   0.35   0.40   0.36   0.82   0.52   0.59   0.65   0.70
   1.00   0.97   0.89   0.96   0.96   0.81   0.97   1.29   0.99   1.01   1.14   0.90
   1.09   1.20   1.14   1.07   0.69   1.15   0.77   0.62   0.61   0.62   0.52   0.72
   0.45   0.56
   0.31   0.34   0.74   0.67   0.42   0.66   0.70   1.02   1.07   1.51   2.31   2.48
