 1 1 0   poles
   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78
   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78
   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78
   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78
   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78
   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78   2.78
   2.78   2.78
   2.32   2.76   2.52   2.01   2.76   1.41   1.25   0.92   0.85   0.79   0.70   0.74
   0.66   0.83   0.58   0.36   0.33   0.38   0.43   0.44   0.53   0.42   0.50   0.59
   0.68   1.20   0.53   0.77   1.51   0.89   1.06   0.98   1.51   1.44   2.04   1.99
   3.02   3.01   3.16   3.09   2.86   2.51   2.73   2.55   2.78   2.07   1.89   2.39
   2.80   2.32   2.08   1.96   1.61   1.45   1.39   1.27   1.44   1.62   1.93   2.18
   2.08   2.01   1.90   2.19   1.72   2.51   2.87   3.61   2.17   2.22   2.06   2.31
   2.32   2.76
   2.31   1.94   1.88   1.57   1.28   1.01   0.85   0.64   0.38   0.36   0.60   0.21
   0.20   0.17   0.10   0.34   0.24   0.08   0.00   0.15   0.19   0.16   0.10   0.29
   0.10   0.20   0.29   0.38   0.25   0.35   0.63   0.80   1.09   1.14   1.69   1.93
   2.43   2.35   3.41   2.85   3.08   2.57   2.73   2.83   1.97   1.53   1.19   1.07
   0.79   0.89   0.58   0.30   0.23   0.19   0.31   0.34   0.27   0.25   0.25   0.39
   0.39   0.48   0.69   0.80   1.25   1.45   1.95   1.95   2.23   2.02   2.15   3.51
   2.31   1.94
   2.92   2.84   2.81   1.90   1.41   1.09   0.69   0.48   0.61   1.03   0.49   1.02
   0.29   0.46   0.00   0.09   0.10   0.13   0.12   0.13   0.15   0.19   0.00   0.30
   0.38   0.28   1.11   0.32   1.09   0.34   0.75   0.71   1.04   2.04   2.27   2.80
   2.74   3.05   3.61   3.28   3.02   2.59   1.80   1.31   1.19   0.60   0.81   0.98
   0.26   0.11   0.33   0.19   0.08   0.23   0.11   0.12   0.14   0.08   0.05   0.18
   0.21   0.55   0.52   0.36   0.71   0.96   0.99   1.48   2.27   2.17   2.38   2.54
   2.92   2.84
   3.06   3.04   2.42   1.86   1.31   2.43   0.55   0.86   0.85   1.02   0.41   0.97
   0.45   0.14   0.27   0.10   0.06   0.00   0.09   0.00   0.00   0.57   0.10   0.21
   0.27   0.04   0.10   0.61   1.12   0.86   1.64   1.27   0.78   1.22   1.83   2.28
   3.73   3.08   3.36   3.12   2.92   2.41   1.69   1.52   0.79   1.29   0.60   0.28
   0.31   0.18   0.11   0.14   0.00   0.00   0.00   0.09   0.02   0.28   0.49   0.00
   0.23   0.21   0.91   0.76   2.02   1.44   0.87   1.43   1.83   2.52   3.05   3.18
   3.06   3.04
   4.21   3.51   2.84   2.05   1.16   0.63   1.16   0.56   0.47   1.18   0.50   0.24
   0.21   0.24   0.12   0.00   0.04   0.06   0.07   0.00   0.09   0.04   0.10   0.00
   0.06   0.17   0.17   0.92   0.71   0.83   0.80   0.56   0.66   1.06   1.76   2.37
   2.87   3.27   3.87   3.30   2.45   1.59   1.33   0.88   0.49   0.65   1.06   0.36
   0.13   0.07   0.09   0.04   0.00   0.06   0.00   0.00   0.07   0.00   0.14   0.13
   0.07   0.29   0.25   0.60   0.50   0.46   1.23   0.89   1.51   2.18   2.90   3.80
   4.21   3.51
   2.75   2.89   2.45   2.19   1.51   1.13   1.01   0.68   0.95   0.71   0.24   0.25
   0.00   0.12   0.16   0.05   0.06   0.09   0.00   0.09   0.07   0.00   0.08   0.13
   0.00   0.67   0.27   0.28   0.34   0.47   0.51   0.56   0.79   1.33   2.16   2.81
   2.89   3.22   2.95   2.34   1.60   1.08   0.75   0.61   0.59   0.57   0.36   0.19
   0.18   0.10   0.12   0.08   0.06   0.04   0.08   0.17   0.07   0.17   0.09   0.06
   0.26   0.20   0.35   0.27   0.65   0.97   0.54   0.83   1.18   1.63   2.09   2.51
   2.75   2.89
   1.48   1.69   2.52   1.68   1.61   1.58   1.36   1.00   1.18   0.74   0.55   0.38
   0.36   0.33   0.19   0.04   0.07   0.96   0.05   0.05   0.08   0.26   0.15   0.24
   0.24   0.76   0.26   0.32   0.48   0.59   0.65   0.86   1.25   1.84   2.19   3.83
   3.14   2.12   2.10   1.68   1.64   1.12   0.79   0.65   0.43   0.30   0.35   0.29
   0.42   0.32   0.22   0.20   0.15   0.18   0.12   0.14   0.16   0.17   0.29   0.25
   0.28   0.39   0.37   0.44   0.42   0.51   0.60   0.91   1.07   1.41   1.54   1.37
   1.48   1.69
   3.06   4.14   2.02   1.34   1.60   1.60   1.31   0.83   0.67   0.44   0.45   0.31
   0.36   0.22   0.26   0.31   0.45   0.64   0.21   0.82   0.59   0.49   0.49   0.40
   0.28   0.25   0.62   0.31   0.39   0.45   0.63   0.84   1.28   1.54   1.70   1.28
   2.81   2.05   1.69   1.45   1.53   1.25   1.54   0.72   0.59   0.42   0.29   0.22
   0.19   0.30   0.21   0.27   0.37   0.62   0.40   0.51   0.68   0.49   0.37   0.41
   0.34   0.21   0.27   0.36   0.35   0.48   0.57   0.86   1.02   1.03   1.24   0.84
   3.06   4.14
   2.54   2.40   2.52   0.89   1.28   1.25   1.22   0.86   0.53   0.61   0.35   0.46
   0.37   0.34   0.42   0.63   0.57   2.05   3.05   3.61   4.39   1.85   0.74   0.39
   0.28   0.25   0.31   0.29   0.48   0.45   0.38   0.63   0.96   1.08   0.92   0.78
   3.50   2.19   2.73   1.00   1.18   1.18   0.98   0.69   0.51   0.43   0.28   0.30
   0.22   0.25   0.35   0.43   0.39   1.94   5.29   4.90   4.08   0.96   0.67   0.51
   0.38   0.27   0.23   0.28   0.37   0.67   0.76   0.96   1.07   1.42   0.69   0.79
   2.54   2.40
   1.31   1.36   0.71   0.88   1.18   1.22   0.95   0.75   0.62   0.51   0.39   0.42
   0.51   0.39   0.50   0.93   0.99   1.21   2.02   1.86   2.08   1.17   0.89   0.62
   0.37   0.36   0.35   0.24   0.31   0.45   0.68   0.46   0.64   0.73   0.69   0.51
   1.04   2.67   0.81   0.84   0.79   0.98   0.98   0.59   0.45   0.58   0.32   0.24
   0.21   0.44   0.30   0.36   0.56   1.09   2.04   1.12   1.03   0.91   0.44   0.41
   0.29   1.69   0.46   0.38   0.30   0.59   0.50   0.76   0.78   0.60   0.69   0.43
   1.31   1.36
