 1 1 1   poles
   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02
   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02
   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02
   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02
   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02
   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02   0.02
   0.02   0.02
   0.02   0.02   0.01   0.07   0.00   0.02   0.09   0.01   0.03   0.02   0.05   0.06
   0.07   0.04   0.03   0.04   0.05   0.03   0.05   0.08   0.06   0.08   0.06   0.08
   0.05   0.09   0.05   0.05   0.04   0.04   0.05   0.04   0.08   0.04   0.04   0.04
   0.05   0.03   0.03   0.02   0.02   0.03   0.04   0.07   0.04   0.02   0.02   0.12
   0.03   0.02   0.01   0.02   0.03   0.04   0.05   0.12   0.05   0.03   0.07   0.01
   0.03   0.03   0.08   0.06   0.02   0.00   0.01   0.02   0.00   0.01   0.03   0.05
   0.02   0.02
   0.00   0.05   0.10   0.22   0.02   0.23   0.05   0.25   0.13   0.30   0.30   0.40
   0.57   0.48   1.04   0.94   0.56   1.08   0.31   0.30   0.36   0.46   0.62   0.43
   0.63   0.91   1.40   0.13   0.69   0.19   0.10   0.12   0.05   0.14   0.15   0.04
   0.12   0.04   0.15   0.30   0.17   0.09   0.07   0.06   0.11   1.02   0.13   0.25
   0.11   0.13   2.00   1.58   0.40   0.40   0.64   0.18   0.79   0.41   0.15   1.63
   0.33   0.37   0.42   0.24   0.28   0.39   0.49   0.21   0.26   0.04   0.45   0.03
   0.00   0.05
   0.07   0.09   0.10   0.04   0.58   0.11   0.63   0.19   0.33   1.03   1.53   0.50
   1.45   0.84   1.40   0.93   0.90   1.24   1.36   1.44   1.49   1.57   1.00   0.82
   0.83   1.96   0.83   0.51   1.30   0.61   1.37   3.40   1.11   0.14   0.31   0.14
   0.08   0.04   0.06   0.03   0.05   0.08   0.24   0.13   0.22   1.87   0.67   1.72
   0.52   0.68   0.56   1.10   0.89   0.30   0.39   0.40   1.10   0.38   1.82   0.52
   1.58   1.44   1.41   3.66   1.26   0.57   0.61   0.48   0.38   0.48   0.64   0.33
   0.07   0.09
   0.07   0.05   0.07   0.08   0.21   0.36   0.30   0.51   0.31   0.40   0.35   2.09
   1.31   0.95   1.91   2.13   3.04   4.50   6.35   7.06   6.01   4.92   3.28   1.90
