     Evm         C11  C22  C33  C23  C13  C12   C44  C55  C66                                                                   A1  A2  A3
     0.00000     0.2615E+03  0.2620E+03  0.2611E+03  0.1097E+03  0.1102E+03  0.1093E+03  0.7541E+02  0.7588E+02  0.7495E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.02309     0.2617E+03  0.2620E+03  0.2609E+03  0.1098E+03  0.1102E+03  0.1091E+03  0.7544E+02  0.7590E+02  0.7491E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.04618     0.2618E+03  0.2621E+03  0.2609E+03  0.1099E+03  0.1102E+03  0.1090E+03  0.7546E+02  0.7587E+02  0.7484E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.06927     0.2621E+03  0.2622E+03  0.2608E+03  0.1100E+03  0.1102E+03  0.1088E+03  0.7544E+02  0.7583E+02  0.7476E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.09236     0.2623E+03  0.2624E+03  0.2608E+03  0.1101E+03  0.1101E+03  0.1086E+03  0.7541E+02  0.7577E+02  0.7465E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.11545     0.2626E+03  0.2626E+03  0.2608E+03  0.1101E+03  0.1101E+03  0.1083E+03  0.7534E+02  0.7571E+02  0.7453E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.13854     0.2629E+03  0.2628E+03  0.2609E+03  0.1101E+03  0.1100E+03  0.1081E+03  0.7526E+02  0.7564E+02  0.7438E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.16163     0.2633E+03  0.2631E+03  0.2609E+03  0.1101E+03  0.1099E+03  0.1078E+03  0.7515E+02  0.7555E+02  0.7422E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.18472     0.2636E+03  0.2634E+03  0.2611E+03  0.1101E+03  0.1099E+03  0.1075E+03  0.7502E+02  0.7546E+02  0.7404E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.20780     0.2641E+03  0.2638E+03  0.2612E+03  0.1100E+03  0.1098E+03  0.1072E+03  0.7486E+02  0.7536E+02  0.7385E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.23089     0.2645E+03  0.2642E+03  0.2613E+03  0.1100E+03  0.1097E+03  0.1068E+03  0.7469E+02  0.7525E+02  0.7365E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.25398     0.2649E+03  0.2647E+03  0.2615E+03  0.1099E+03  0.1096E+03  0.1065E+03  0.7450E+02  0.7514E+02  0.7343E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.27706     0.2654E+03  0.2651E+03  0.2617E+03  0.1098E+03  0.1095E+03  0.1061E+03  0.7430E+02  0.7502E+02  0.7321E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.30015     0.2659E+03  0.2656E+03  0.2619E+03  0.1097E+03  0.1094E+03  0.1057E+03  0.7408E+02  0.7490E+02  0.7297E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.32324     0.2664E+03  0.2661E+03  0.2621E+03  0.1096E+03  0.1093E+03  0.1053E+03  0.7385E+02  0.7478E+02  0.7272E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.34632     0.2670E+03  0.2667E+03  0.2623E+03  0.1095E+03  0.1092E+03  0.1048E+03  0.7362E+02  0.7466E+02  0.7246E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.36941     0.2675E+03  0.2672E+03  0.2625E+03  0.1094E+03  0.1091E+03  0.1044E+03  0.7337E+02  0.7454E+02  0.7220E+02     0.0000E+00  0.0000E+00  0.0000E+00
