        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.00000E+00  0.27067E+01        0.115    0.156    0.187    0.189    0.186    0.000        0.102    0.163    0.127    0.179    0.127    0.000
  0.23092E-01  0.28557E+01        0.115    0.155    0.181    0.191    0.190    0.000        0.104    0.165    0.127    0.178    0.129    0.000
  0.46183E-01  0.30041E+01        0.117    0.153    0.177    0.189    0.193    0.000        0.103    0.165    0.126    0.178    0.131    0.000
  0.69273E-01  0.31530E+01        0.118    0.151    0.173    0.188    0.196    0.000        0.103    0.165    0.124    0.179    0.132    0.000
  0.92363E-01  0.33025E+01        0.119    0.149    0.168    0.186    0.198    0.000        0.102    0.165    0.123    0.180    0.133    0.000
  0.11545E+00  0.34525E+01        0.121    0.147    0.164    0.184    0.201    0.000        0.102    0.165    0.121    0.181    0.135    0.000
  0.13854E+00  0.36027E+01        0.122    0.145    0.160    0.181    0.202    0.000        0.101    0.165    0.119    0.183    0.136    0.000
  0.16163E+00  0.37533E+01        0.123    0.143    0.155    0.179    0.204    0.000        0.101    0.166    0.117    0.186    0.138    0.000
  0.18472E+00  0.39036E+01        0.123    0.141    0.150    0.176    0.204    0.000        0.101    0.167    0.116    0.190    0.140    0.000
  0.20780E+00  0.40550E+01        0.124    0.139    0.145    0.173    0.205    0.000        0.101    0.168    0.114    0.194    0.141    0.000
  0.23089E+00  0.42068E+01        0.124    0.137    0.140    0.170    0.206    0.000        0.101    0.168    0.112    0.198    0.143    0.000
  0.25398E+00  0.43588E+01        0.125    0.135    0.135    0.167    0.206    0.000        0.101    0.169    0.110    0.202    0.145    0.000
  0.27706E+00  0.45116E+01        0.126    0.133    0.131    0.164    0.206    0.000        0.100    0.168    0.108    0.207    0.146    0.000
  0.30015E+00  0.46643E+01        0.127    0.131    0.127    0.161    0.207    0.000        0.100    0.168    0.106    0.211    0.148    0.000
  0.32324E+00  0.48172E+01        0.128    0.129    0.123    0.157    0.207    0.000        0.100    0.168    0.104    0.215    0.149    0.000
  0.34632E+00  0.49700E+01        0.129    0.127    0.119    0.154    0.207    0.000        0.099    0.167    0.102    0.220    0.150    0.000
  0.36941E+00  0.51227E+01        0.130    0.125    0.116    0.150    0.207    0.000        0.099    0.166    0.100    0.224    0.151    0.000
  0.39250E+00  0.52755E+01        0.132    0.124    0.113    0.147    0.207    0.000        0.098    0.165    0.098    0.228    0.152    0.000
  0.41558E+00  0.54284E+01        0.133    0.122    0.110    0.143    0.208    0.000        0.097    0.163    0.096    0.232    0.153    0.000
  0.43867E+00  0.55812E+01        0.135    0.121    0.108    0.140    0.208    0.000        0.096    0.161    0.094    0.235    0.154    0.000
  0.46175E+00  0.57337E+01        0.136    0.120    0.106    0.137    0.209    0.000        0.095    0.159    0.093    0.239    0.154    0.000
  0.48484E+00  0.58863E+01        0.138    0.119    0.104    0.133    0.209    0.000        0.094    0.157    0.092    0.243    0.155    0.000
  0.50792E+00  0.60388E+01        0.139    0.118    0.103    0.130    0.210    0.000        0.093    0.154    0.091    0.247    0.155    0.000
  0.53101E+00  0.61914E+01        0.140    0.117    0.101    0.127    0.210    0.000        0.091    0.152    0.089    0.251    0.156    0.000
  0.55409E+00  0.63439E+01        0.142    0.116    0.100    0.125    0.211    0.000        0.090    0.149    0.089    0.256    0.157    0.000
  0.57718E+00  0.64964E+01        0.143    0.115    0.099    0.122    0.211    0.000        0.088    0.146    0.088    0.261    0.157    0.000
  0.60026E+00  0.66491E+01        0.145    0.114    0.098    0.119    0.212    0.000        0.087    0.143    0.087    0.265    0.158    0.000
  0.62335E+00  0.68023E+01        0.146    0.113    0.097    0.117    0.212    0.000        0.085    0.140    0.086    0.270    0.158    0.000
  0.64643E+00  0.69551E+01        0.148    0.113    0.096    0.114    0.213    0.000        0.084    0.137    0.085    0.275    0.158    0.000
  0.66952E+00  0.71082E+01        0.149    0.112    0.096    0.112    0.214    0.000        0.082    0.134    0.084    0.280    0.159    0.000
  0.69260E+00  0.72617E+01        0.151    0.111    0.095    0.110    0.215    0.000        0.080    0.131    0.084    0.285    0.159    0.000
  0.71569E+00  0.74157E+01        0.152    0.111    0.094    0.108    0.216    0.000        0.079    0.128    0.083    0.290    0.159    0.000
  0.73878E+00  0.75701E+01        0.154    0.110    0.094    0.106    0.217    0.000        0.077    0.124    0.082    0.295    0.159    0.000
  0.76186E+00  0.77249E+01        0.155    0.110    0.093    0.104    0.218    0.000        0.075    0.121    0.082    0.300    0.160    0.000
  0.78495E+00  0.78800E+01        0.157    0.109    0.093    0.102    0.219    0.000        0.073    0.118    0.081    0.305    0.160    0.000
  0.80803E+00  0.80353E+01        0.158    0.109    0.093    0.100    0.220    0.000        0.072    0.115    0.081    0.310    0.160    0.000
  0.83111E+00  0.81906E+01        0.160    0.108    0.092    0.098    0.221    0.000        0.070    0.111    0.080    0.315    0.160    0.000
  0.85420E+00  0.83468E+01        0.161    0.108    0.092    0.096    0.222    0.000        0.068    0.108    0.080    0.320    0.160    0.000
  0.87728E+00  0.85035E+01        0.163    0.108    0.092    0.094    0.224    0.000        0.067    0.105    0.079    0.325    0.160    0.000
  0.90036E+00  0.86611E+01        0.165    0.107    0.091    0.092    0.225    0.000        0.065    0.102    0.079    0.330    0.160    0.000
  0.92345E+00  0.88188E+01        0.166    0.107    0.091    0.091    0.227    0.000        0.063    0.099    0.078    0.334    0.160    0.000
  0.94653E+00  0.89774E+01        0.167    0.107    0.091    0.089    0.228    0.000        0.062    0.096    0.078    0.339    0.160    0.000
  0.96961E+00  0.91362E+01        0.169    0.107    0.090    0.087    0.230    0.000        0.060    0.093    0.078    0.343    0.160    0.000
  0.99269E+00  0.92957E+01        0.170    0.107    0.090    0.085    0.231    0.000        0.059    0.091    0.077    0.347    0.160    0.000
  0.10158E+01  0.94557E+01        0.172    0.106    0.090    0.084    0.233    0.000        0.057    0.088    0.077    0.351    0.160    0.000
  0.10388E+01  0.96163E+01        0.173    0.106    0.090    0.082    0.235    0.000        0.056    0.085    0.077    0.355    0.160    0.000
  0.10619E+01  0.97774E+01        0.175    0.106    0.089    0.080    0.236    0.000        0.054    0.083    0.077    0.359    0.160    0.000
  0.10850E+01  0.99334E+01        0.178    0.106    0.087    0.078    0.239    0.000        0.053    0.080    0.078    0.367    0.161    0.000
  0.11081E+01  0.10095E+02        0.179    0.106    0.087    0.076    0.240    0.000        0.051    0.078    0.078    0.371    0.161    0.000
  0.11311E+01  0.10258E+02        0.181    0.106    0.086    0.074    0.242    0.000        0.050    0.075    0.078    0.375    0.161    0.000
  0.11542E+01  0.10421E+02        0.182    0.106    0.086    0.073    0.244    0.000        0.049    0.073    0.078    0.378    0.161    0.000
