    0.7109    0.0068     1
    0.0000    0.7109     3
    0.3385    0.7448    0001
    0.7109   -1.8214     1
    0.0000   -1.1172     3
    0.3385   -1.0833    0001
    0.7109   -3.6495     1
    0.0000   -2.9453     3
    0.3385   -2.9115    0001
    2.3359    0.0068     1
    1.6250    0.7109     3
    1.9635    0.7448    1010
    2.3359   -1.8214     1
    1.6250   -1.1172     3
    1.9635   -1.0833    1010
    2.3359   -3.6495     1
    1.6250   -2.9453     3
    1.9635   -2.9115    1010
    3.9609    0.0068     1
    3.2500    0.7109     3
    3.5885    0.7448    2110
    3.9609   -1.8214     1
    3.2500   -1.1172     3
    3.5885   -1.0833    2110
    3.9609   -3.6495     1
    3.2500   -2.9453     3
    3.5885   -2.9115    2110
    5.5859    0.0068     1
    4.8750    0.7109     3
    5.2135    0.7448    1011
    5.5859   -1.8214     1
    4.8750   -1.1172     3
    5.2135   -1.0833    1011
    5.5859   -3.6495     1
    4.8750   -2.9453     3
    5.2135   -2.9115    1011
