text_01.dat                                                                     
poles     0  0  1
       phi     theta      int
    25.000    47.678     0.480
    35.000    47.678     0.414
    45.000    47.678     0.430
    55.000    47.678     0.702
    65.000    47.678     1.049
    75.000    47.678     1.639
    85.000    47.678     1.800
    95.000    47.678     1.894
   105.000    47.678     1.920
   115.000    47.678     1.405
   125.000    47.678     1.037
   135.000    47.678     0.525
   145.000    47.678     0.280
   155.000    47.678     0.275
   165.000    47.678     0.418
   175.000    47.678     0.378
   185.000    47.678     0.370
  -185.000    57.071     0.479
  -175.000    57.071     0.466
  -165.000    57.071     0.389
  -155.000    57.071     0.390
  -145.000    57.071     0.279
  -135.000    57.071     0.236
  -125.000    57.071     0.391
  -115.000    57.071     0.796
  -105.000    57.071     1.295
   -95.000    57.071     1.591
   -85.000    57.071     1.742
   -75.000    57.071     1.721
   -65.000    57.071     1.367
   -55.000    57.071     0.872
   -45.000    57.071     0.485
   -35.000    57.071     0.348
   -25.000    57.071     0.457
   -15.000    57.071     0.485
    -5.000    57.071     0.537
     5.000    57.071     0.522
    15.000    57.071     0.485
    25.000    57.071     0.521
    35.000    57.071     0.416
    45.000    57.071     0.517
    55.000    57.071     0.983
    65.000    57.071     1.775
    75.000    57.071     2.494
    85.000    57.071     2.808
    95.000    57.071     2.872
   105.000    57.071     2.760
   115.000    57.071     2.328
   125.000    57.071     1.593
   135.000    57.071     0.839
   145.000    57.071     0.328
   155.000    57.071     0.260
   165.000    57.071     0.350
   175.000    57.071     0.479
   185.000    57.071     0.466
  -185.000    66.474     0.505
  -175.000    66.474     0.486
  -165.000    66.474     0.452
  -155.000    66.474     0.350
  -145.000    66.474     0.243
  -135.000    66.474     0.291
  -125.000    66.474     0.707
  -115.000    66.474     1.437
  -105.000    66.474     2.233
   -95.000    66.474     2.658
   -85.000    66.474     2.778
   -75.000    66.474     2.665
   -65.000    66.474     2.194
   -55.000    66.474     1.490
   -45.000    66.474     0.760
   -35.000    66.474     0.334
   -25.000    66.474     0.352
   -15.000    66.474     0.509
    -5.000    66.474     0.515
     5.000    66.474     0.481
    15.000    66.474     0.494
    25.000    66.474     0.412
    35.000    66.474     0.337
    45.000    66.474     0.556
    55.000    66.474     1.268
    65.000    66.474     2.274
    75.000    66.474     3.083
    85.000    66.474     3.301
    95.000    66.474     3.222
   105.000    66.474     3.116
   115.000    66.474     2.833
   125.000    66.474     2.161
   135.000    66.474     1.203
   145.000    66.474     0.397
   155.000    66.474     0.231
   165.000    66.474     0.392
   175.000    66.474     0.505
   185.000    66.474     0.486
  -185.000    75.882     0.475
  -175.000    75.882     0.447
  -165.000    75.882     0.450
  -155.000    75.882     0.380
  -145.000    75.882     0.283
  -135.000    75.882     0.398
  -125.000    75.882     1.043
  -115.000    75.882     2.166
  -105.000    75.882     2.843
   -95.000    75.882     3.089
   -85.000    75.882     3.009
   -75.000    75.882     2.916
   -65.000    75.882     2.788
   -55.000    75.882     1.928
   -45.000    75.882     1.012
   -35.000    75.882     0.428
   -25.000    75.882     0.314
   -15.000    75.882     0.457
    -5.000    75.882     0.447
     5.000    75.882     0.398
    15.000    75.882     0.429
    25.000    75.882     0.378
    35.000    75.882     0.309
    45.000    75.882     0.538
    55.000    75.882     1.376
    65.000    75.882     2.641
    75.000    75.882     3.152
    85.000    75.882     3.070
    95.000    75.882     2.793
   105.000    75.882     2.828
   115.000    75.882     3.030
   125.000    75.882     2.360
   135.000    75.882     1.371
   145.000    75.882     0.554
   155.000    75.882     0.254
   165.000    75.882     0.402
   175.000    75.882     0.475
   185.000    75.882     0.447
  -185.000    85.294     0.440
  -175.000    85.294     0.398
  -165.000    85.294     0.402
  -155.000    85.294     0.359
  -145.000    85.294     0.262
  -135.000    85.294     0.513
  -125.000    85.294     1.432
  -115.000    85.294     2.630
  -105.000    85.294     3.219
   -95.000    85.294     2.923
   -85.000    85.294     2.570
   -75.000    85.294     2.826
   -65.000    85.294     2.974
   -55.000    85.294     2.418
   -45.000    85.294     1.312
   -35.000    85.294     0.433
   -25.000    85.294     0.259
   -15.000    85.294     0.396
    -5.000    85.294     0.423
     5.000    85.294     0.370
    15.000    85.294     0.383
    25.000    85.294     0.345
    35.000    85.294     0.258
    45.000    85.294     0.553
    55.000    85.294     1.547
    65.000    85.294     2.766
    75.000    85.294     3.259
    85.000    85.294     2.735
    95.000    85.294     2.324
   105.000    85.294     2.694
   115.000    85.294     3.002
   125.000    85.294     2.575
   135.000    85.294     1.465
   145.000    85.294     0.482
   155.000    85.294     0.246
   165.000    85.294     0.383
   175.000    85.294     0.440
   185.000    85.294     0.398
  -185.000    94.706     0.423
  -175.000    94.706     0.370
  -165.000    94.706     0.383
  -155.000    94.706     0.345
  -145.000    94.706     0.258
  -135.000    94.706     0.553
  -125.000    94.706     1.547
  -115.000    94.706     2.766
  -105.000    94.706     3.259
   -95.000    94.706     2.735
   -85.000    94.706     2.324
   -75.000    94.706     2.694
   -65.000    94.706     3.002
   -55.000    94.706     2.575
   -45.000    94.706     1.465
   -35.000    94.706     0.482
   -25.000    94.706     0.246
   -15.000    94.706     0.383
    -5.000    94.706     0.440
     5.000    94.706     0.398
    15.000    94.706     0.402
    25.000    94.706     0.359
    35.000    94.706     0.262
    45.000    94.706     0.513
    55.000    94.706     1.432
    65.000    94.706     2.630
    75.000    94.706     3.219
    85.000    94.706     2.923
    95.000    94.706     2.570
   105.000    94.706     2.826
   115.000    94.706     2.974
   125.000    94.706     2.418
   135.000    94.706     1.312
   145.000    94.706     0.433
   155.000    94.706     0.259
   165.000    94.706     0.396
   175.000    94.706     0.423
   185.000    94.706     0.370
text_02.dat                                                                     
poles     0  0  1
       phi     theta      int
  -185.000     0.810     0.469
  -175.000     0.810     0.469
  -165.000     0.810     0.469
  -155.000     0.810     0.469
  -145.000     0.810     0.469
  -135.000     0.810     0.469
  -125.000     0.810     0.469
  -115.000     0.810     0.469
  -105.000     0.810     0.469
   -95.000     0.810     0.469
   -85.000     0.810     0.469
   -75.000     0.810     0.469
   -65.000     0.810     0.469
   -55.000     0.810     0.469
   -45.000     0.810     0.469
   -35.000     0.810     0.469
   -25.000     0.810     0.469
   -15.000     0.810     0.469
    -5.000     0.810     0.469
     5.000     0.810     0.469
    15.000     0.810     0.469
    25.000     0.810     0.469
    35.000     0.810     0.469
    45.000     0.810     0.469
    55.000     0.810     0.469
    65.000     0.810     0.469
    75.000     0.810     0.469
    85.000     0.810     0.469
    95.000     0.810     0.469
   105.000     0.810     0.469
   115.000     0.810     0.469
   125.000     0.810     0.469
   135.000     0.810     0.469
   145.000     0.810     0.469
   155.000     0.810     0.469
   165.000     0.810     0.469
   175.000     0.810     0.469
   185.000     0.810     0.469
  -185.000    10.798     0.523
  -175.000    10.798     0.549
  -165.000    10.798     0.687
  -155.000    10.798     0.595
  -145.000    10.798     0.574
  -135.000    10.798     0.496
  -125.000    10.798     0.436
  -115.000    10.798     0.507
  -105.000    10.798     0.601
   -95.000    10.798     0.473
   -85.000    10.798     0.647
   -75.000    10.798     0.708
   -65.000    10.798     0.676
   -55.000    10.798     0.754
   -45.000    10.798     0.602
   -35.000    10.798     0.345
   -25.000    10.798     0.275
   -15.000    10.798     0.358
    -5.000    10.798     0.299
     5.000    10.798     0.341
    15.000    10.798     0.407
    25.000    10.798     0.468
    35.000    10.798     0.526
    45.000    10.798     0.398
    55.000    10.798     0.522
    65.000    10.798     0.602
    75.000    10.798     0.471
    85.000    10.798     0.458
    95.000    10.798     0.590
   105.000    10.798     0.480
   115.000    10.798     0.422
   125.000    10.798     0.343
   135.000    10.798     0.413
   145.000    10.798     0.409
   155.000    10.798     0.360
   165.000    10.798     0.405
   175.000    10.798     0.523
   185.000    10.798     0.549
  -185.000    19.719     0.431
  -175.000    19.719     0.357
  -165.000    19.719     0.404
  -155.000    19.719     0.470
  -145.000    19.719     0.485
  -135.000    19.719     0.536
  -125.000    19.719     0.464
  -115.000    19.719     0.377
  -105.000    19.719     0.494
   -95.000    19.719     0.567
   -85.000    19.719     0.413
   -75.000    19.719     0.450
   -65.000    19.719     0.544
   -55.000    19.719     0.576
   -45.000    19.719     0.581
   -35.000    19.719     0.564
   -25.000    19.719     0.612
   -15.000    19.719     0.555
    -5.000    19.719     0.536
     5.000    19.719     0.403
    15.000    19.719     0.493
    25.000    19.719     0.542
    35.000    19.719     0.618
    45.000    19.719     0.486
    55.000    19.719     0.403
    65.000    19.719     0.427
    75.000    19.719     0.420
    85.000    19.719     0.437
    95.000    19.719     0.468
   105.000    19.719     0.573
   115.000    19.719     0.412
   125.000    19.719     0.385
   135.000    19.719     0.512
   145.000    19.719     0.555
   155.000    19.719     0.675
   165.000    19.719     0.632
   175.000    19.719     0.431
   185.000    19.719     0.357
  -185.000    28.966     0.320
  -175.000    28.966     0.346
  -165.000    28.966     0.551
  -155.000    28.966     0.473
  -145.000    28.966     0.491
  -135.000    28.966     0.509
  -125.000    28.966     0.433
  -115.000    28.966     0.369
  -105.000    28.966     0.404
   -95.000    28.966     0.333
   -85.000    28.966     0.303
   -75.000    28.966     0.389
   -65.000    28.966     0.385
   -55.000    28.966     0.403
   -45.000    28.966     0.396
   -35.000    28.966     0.573
   -25.000    28.966     0.571
   -15.000    28.966     0.510
    -5.000    28.966     0.366
     5.000    28.966     0.348
    15.000    28.966     0.463
    25.000    28.966     0.586
    35.000    28.966     0.350
    45.000    28.966     0.405
    55.000    28.966     0.449
    65.000    28.966     0.372
    75.000    28.966     0.388
    85.000    28.966     0.559
    95.000    28.966     0.499
   105.000    28.966     0.456
   115.000    28.966     0.477
   125.000    28.966     0.451
   135.000    28.966     0.450
   145.000    28.966     0.450
   155.000    28.966     0.415
   165.000    28.966     0.493
   175.000    28.966     0.320
   185.000    28.966     0.346
  -185.000    38.303     0.481
  -175.000    38.303     0.317
  -165.000    38.303     0.509
  -155.000    38.303     0.508
  -145.000    38.303     0.388
  -135.000    38.303     0.389
  -125.000    38.303     0.388
  -115.000    38.303     0.381
  -105.000    38.303     0.452
   -95.000    38.303     0.367
   -85.000    38.303     0.462
   -75.000    38.303     0.361
   -65.000    38.303     0.377
   -55.000    38.303     0.333
   -45.000    38.303     0.300
   -35.000    38.303     0.392
   -25.000    38.303     0.583
   -15.000    38.303     0.615
    -5.000    38.303     0.539
     5.000    38.303     0.465
    15.000    38.303     0.501
    25.000    38.303     0.377
    35.000    38.303     0.396
    45.000    38.303     0.400
    55.000    38.303     0.430
    65.000    38.303     0.584
    75.000    38.303     0.855
    85.000    38.303     1.269
    95.000    38.303     1.103
   105.000    38.303     0.852
   115.000    38.303     0.746
   125.000    38.303     0.576
   135.000    38.303     0.521
   145.000    38.303     0.241
   155.000    38.303     0.337
   165.000    38.303     0.485
   175.000    38.303     0.481
   185.000    38.303     0.317
  -185.000    47.678     0.371
  -175.000    47.678     0.441
  -165.000    47.678     0.341
  -155.000    47.678     0.325
  -145.000    47.678     0.315
  -135.000    47.678     0.266
  -125.000    47.678     0.334
  -115.000    47.678     0.564
  -105.000    47.678     0.538
   -95.000    47.678     0.711
   -85.000    47.678     0.833
   -75.000    47.678     0.720
   -65.000    47.678     0.694
   -55.000    47.678     0.557
   -45.000    47.678     0.450
   -35.000    47.678     0.352
   -25.000    47.678     0.364
   -15.000    47.678     0.493
    -5.000    47.678     0.478
     5.000    47.678     0.434
    15.000    47.678     0.546
    25.000    47.678     0.511
    35.000    47.678     0.467
    45.000    47.678     0.422
    55.000    47.678     0.673
    65.000    47.678     1.039
    75.000    47.678     1.647
    85.000    47.678     1.624
    95.000    47.678     2.127
   105.000    47.678     2.028
   115.000    47.678     1.677
   125.000    47.678     1.156
   135.000    47.678     0.643
   145.000    47.678     0.352
   155.000    47.678     0.242
   165.000    47.678     0.466
   175.000    47.678     0.371
   185.000    47.678     0.441
  -185.000    57.071     0.405
  -175.000    57.071     0.482
  -165.000    57.071     0.471
  -155.000    57.071     0.405
  -145.000    57.071     0.297
  -135.000    57.071     0.287
  -125.000    57.071     0.447
  -115.000    57.071     0.725
  -105.000    57.071     1.201
   -95.000    57.071     1.666
   -85.000    57.071     1.878
   -75.000    57.071     1.865
   -65.000    57.071     0.981
   -55.000    57.071     0.903
   -45.000    57.071     0.567
   -35.000    57.071     0.437
   -25.000    57.071     0.469
   -15.000    57.071     0.463
    -5.000    57.071     0.507
     5.000    57.071     0.459
    15.000    57.071     0.449
    25.000    57.071     0.534
    35.000    57.071     0.466
    45.000    57.071     0.539
    55.000    57.071     1.156
    65.000    57.071     1.743
    75.000    57.071     2.531
    85.000    57.071     2.816
    95.000    57.071     2.551
   105.000    57.071     2.759
   115.000    57.071     1.887
   125.000    57.071     1.606
   135.000    57.071     0.833
   145.000    57.071     0.434
   155.000    57.071     0.301
   165.000    57.071     0.374
   175.000    57.071     0.405
   185.000    57.071     0.482
  -185.000    66.474     0.348
  -175.000    66.474     0.323
  -165.000    66.474     0.490
  -155.000    66.474     0.402
  -145.000    66.474     0.272
  -135.000    66.474     0.399
  -125.000    66.474     0.674
  -115.000    66.474     1.689
  -105.000    66.474     2.189
   -95.000    66.474     2.828
   -85.000    66.474     2.238
   -75.000    66.474     2.789
   -65.000    66.474     2.392
   -55.000    66.474     1.517
   -45.000    66.474     0.796
   -35.000    66.474     0.443
   -25.000    66.474     0.310
   -15.000    66.474     0.527
    -5.000    66.474     0.452
     5.000    66.474     0.426
    15.000    66.474     0.522
    25.000    66.474     0.387
    35.000    66.474     0.386
    45.000    66.474     0.565
    55.000    66.474     1.436
    65.000    66.474     2.142
    75.000    66.474     3.332
    85.000    66.474     3.437
    95.000    66.474     3.148
   105.000    66.474     2.934
   115.000    66.474     3.188
   125.000    66.474     2.195
   135.000    66.474     1.026
   145.000    66.474     0.608
   155.000    66.474     0.297
   165.000    66.474     0.375
   175.000    66.474     0.348
   185.000    66.474     0.323
  -185.000    75.882     0.573
  -175.000    75.882     0.430
  -165.000    75.882     0.421
  -155.000    75.882     0.343
  -145.000    75.882     0.319
  -135.000    75.882     0.454
  -125.000    75.882     1.082
  -115.000    75.882     2.207
  -105.000    75.882     2.889
   -95.000    75.882     2.763
   -85.000    75.882     3.092
   -75.000    75.882     2.873
   -65.000    75.882     2.659
   -55.000    75.882     1.741
   -45.000    75.882     1.202
   -35.000    75.882     0.433
   -25.000    75.882     0.358
   -15.000    75.882     0.451
    -5.000    75.882     0.410
     5.000    75.882     0.456
    15.000    75.882     0.473
    25.000    75.882     0.408
    35.000    75.882     0.350
    45.000    75.882     0.587
    55.000    75.882     1.717
    65.000    75.882     2.302
    75.000    75.882     3.022
    85.000    75.882     2.589
    95.000    75.882     2.784
   105.000    75.882     2.869
   115.000    75.882     2.553
   125.000    75.882     2.843
   135.000    75.882     1.560
   145.000    75.882     0.514
   155.000    75.882     0.327
   165.000    75.882     0.492
   175.000    75.882     0.573
   185.000    75.882     0.430
  -185.000    85.294     0.340
  -175.000    85.294     0.431
  -165.000    85.294     0.427
  -155.000    85.294     0.360
  -145.000    85.294     0.274
  -135.000    85.294     0.560
  -125.000    85.294     1.443
  -115.000    85.294     2.546
  -105.000    85.294     3.003
   -95.000    85.294     2.668
   -85.000    85.294     2.212
   -75.000    85.294     3.053
   -65.000    85.294     2.835
   -55.000    85.294     2.555
   -45.000    85.294     1.199
   -35.000    85.294     0.525
   -25.000    85.294     0.301
   -15.000    85.294     0.436
    -5.000    85.294     0.455
     5.000    85.294     0.369
    15.000    85.294     0.308
    25.000    85.294     0.306
    35.000    85.294     0.363
    45.000    85.294     0.549
    55.000    85.294     1.680
    65.000    85.294     2.825
    75.000    85.294     2.662
    85.000    85.294     2.704
    95.000    85.294     2.027
   105.000    85.294     2.637
   115.000    85.294     2.554
   125.000    85.294     2.433
   135.000    85.294     1.405
   145.000    85.294     0.546
   155.000    85.294     0.294
   165.000    85.294     0.306
   175.000    85.294     0.340
   185.000    85.294     0.431
  -185.000    94.706     0.455
  -175.000    94.706     0.369
  -165.000    94.706     0.308
  -155.000    94.706     0.306
  -145.000    94.706     0.363
  -135.000    94.706     0.549
  -125.000    94.706     1.680
  -115.000    94.706     2.825
  -105.000    94.706     2.662
   -95.000    94.706     2.704
   -85.000    94.706     2.027
   -75.000    94.706     2.637
   -65.000    94.706     2.554
   -55.000    94.706     2.433
   -45.000    94.706     1.405
   -35.000    94.706     0.546
   -25.000    94.706     0.294
   -15.000    94.706     0.306
    -5.000    94.706     0.340
     5.000    94.706     0.431
    15.000    94.706     0.427
    25.000    94.706     0.360
    35.000    94.706     0.274
    45.000    94.706     0.560
    55.000    94.706     1.443
    65.000    94.706     2.546
    75.000    94.706     3.003
    85.000    94.706     2.668
    95.000    94.706     2.212
   105.000    94.706     3.053
   115.000    94.706     2.835
   125.000    94.706     2.555
   135.000    94.706     1.199
   145.000    94.706     0.525
   155.000    94.706     0.301
   165.000    94.706     0.436
   175.000    94.706     0.455
   185.000    94.706     0.369
text_03.dat                                                                     
poles     0  0  1
       phi     theta      int
  -185.000     0.810     0.371
  -175.000     0.810     0.371
  -165.000     0.810     0.371
  -155.000     0.810     0.371
  -145.000     0.810     0.371
  -135.000     0.810     0.371
  -125.000     0.810     0.371
  -115.000     0.810     0.371
  -105.000     0.810     0.371
   -95.000     0.810     0.371
   -85.000     0.810     0.371
   -75.000     0.810     0.371
   -65.000     0.810     0.371
   -55.000     0.810     0.371
   -45.000     0.810     0.371
   -35.000     0.810     0.371
   -25.000     0.810     0.371
   -15.000     0.810     0.371
    -5.000     0.810     0.371
     5.000     0.810     0.371
    15.000     0.810     0.371
    25.000     0.810     0.371
    35.000     0.810     0.371
    45.000     0.810     0.371
    55.000     0.810     0.371
    65.000     0.810     0.371
    75.000     0.810     0.371
    85.000     0.810     0.371
    95.000     0.810     0.371
   105.000     0.810     0.371
   115.000     0.810     0.371
   125.000     0.810     0.371
   135.000     0.810     0.371
   145.000     0.810     0.371
   155.000     0.810     0.371
   165.000     0.810     0.371
   175.000     0.810     0.371
   185.000     0.810     0.371
  -185.000    10.798     0.188
  -175.000    10.798     0.184
  -165.000    10.798     0.419
  -155.000    10.798     0.394
  -145.000    10.798     0.479
  -135.000    10.798     1.139
  -125.000    10.798     0.483
  -115.000    10.798     0.433
  -105.000    10.798     0.430
   -95.000    10.798     0.222
   -85.000    10.798     0.227
   -75.000    10.798     0.445
   -65.000    10.798     0.449
   -55.000    10.798     0.504
   -45.000    10.798     1.192
   -35.000    10.798     0.509
   -25.000    10.798     0.425
   -15.000    10.798     0.456
    -5.000    10.798     0.200
     5.000    10.798     0.187
    15.000    10.798     0.425
    25.000    10.798     0.398
    35.000    10.798     0.480
    45.000    10.798     1.134
    55.000    10.798     0.464
    65.000    10.798     0.398
    75.000    10.798     0.389
    85.000    10.798     0.199
    95.000    10.798     0.204
   105.000    10.798     0.403
   115.000    10.798     0.410
   125.000    10.798     0.471
   135.000    10.798     1.138
   145.000    10.798     0.482
   155.000    10.798     0.400
   165.000    10.798     0.428
   175.000    10.798     0.188
   185.000    10.798     0.184
  -185.000    19.719     0.293
  -175.000    19.719     0.283
  -165.000    19.719     0.804
  -155.000    19.719     0.356
  -145.000    19.719     0.346
  -135.000    19.719     0.889
  -125.000    19.719     0.380
  -115.000    19.719     0.296
  -105.000    19.719     0.876
   -95.000    19.719     0.310
   -85.000    19.719     0.307
   -75.000    19.719     0.884
   -65.000    19.719     0.300
   -55.000    19.719     0.398
   -45.000    19.719     0.938
   -35.000    19.719     0.373
   -25.000    19.719     0.399
   -15.000    19.719     0.905
    -5.000    19.719     0.318
     5.000    19.719     0.295
    15.000    19.719     0.832
    25.000    19.719     0.367
    35.000    19.719     0.304
    45.000    19.719     0.716
    55.000    19.719     0.309
    65.000    19.719     0.246
    75.000    19.719     0.735
    85.000    19.719     0.265
    95.000    19.719     0.284
   105.000    19.719     0.791
   115.000    19.719     0.265
   125.000    19.719     0.351
   135.000    19.719     0.829
   145.000    19.719     0.334
   155.000    19.719     0.369
   165.000    19.719     0.835
   175.000    19.719     0.293
   185.000    19.719     0.283
  -185.000    28.966     0.341
  -175.000    28.966     0.327
  -165.000    28.966     0.577
  -155.000    28.966     0.332
  -145.000    28.966     0.663
  -135.000    28.966     0.238
  -125.000    28.966     0.375
  -115.000    28.966     0.553
  -105.000    28.966     0.447
   -95.000    28.966     0.315
   -85.000    28.966     0.299
   -75.000    28.966     0.416
   -65.000    28.966     0.471
   -55.000    28.966     0.321
   -45.000    28.966     0.226
   -35.000    28.966     0.706
   -25.000    28.966     0.360
   -15.000    28.966     0.664
    -5.000    28.966     0.378
     5.000    28.966     0.352
    15.000    28.966     0.613
    25.000    28.966     0.299
    35.000    28.966     0.568
    45.000    28.966     0.193
    55.000    28.966     0.286
    65.000    28.966     0.435
    75.000    28.966     0.429
    85.000    28.966     0.378
    95.000    28.966     0.415
   105.000    28.966     0.490
   115.000    28.966     0.566
   125.000    28.966     0.365
   135.000    28.966     0.222
   145.000    28.966     0.611
   155.000    28.966     0.311
   165.000    28.966     0.603
   175.000    28.966     0.341
   185.000    28.966     0.327
  -185.000    38.303     0.519
  -175.000    38.303     0.500
  -165.000    38.303     0.276
  -155.000    38.303     0.570
  -145.000    38.303     0.378
  -135.000    38.303     0.499
  -125.000    38.303     0.329
  -115.000    38.303     0.371
  -105.000    38.303     0.278
   -95.000    38.303     0.403
   -85.000    38.303     0.395
   -75.000    38.303     0.266
   -65.000    38.303     0.346
   -55.000    38.303     0.319
   -45.000    38.303     0.425
   -35.000    38.303     0.364
   -25.000    38.303     0.646
   -15.000    38.303     0.323
    -5.000    38.303     0.590
     5.000    38.303     0.568
    15.000    38.303     0.309
    25.000    38.303     0.599
    35.000    38.303     0.380
    45.000    38.303     0.423
    55.000    38.303     0.491
    65.000    38.303     0.698
    75.000    38.303     0.595
    85.000    38.303     0.978
    95.000    38.303     1.052
   105.000    38.303     0.720
   115.000    38.303     0.919
   125.000    38.303     0.670
   135.000    38.303     0.461
   145.000    38.303     0.329
   155.000    38.303     0.492
   165.000    38.303     0.273
   175.000    38.303     0.519
   185.000    38.303     0.500
  -185.000    47.678     0.497
  -175.000    47.678     0.482
