        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.00000E+00  0.49286E+01        0.099    0.158    0.177    0.192    0.173    0.000        0.101    0.170    0.136    0.187    0.134    0.000
  0.23092E-01  0.49316E+01        0.099    0.157    0.176    0.193    0.170    0.000        0.104    0.174    0.142    0.187    0.131    0.000
  0.46181E-01  0.49356E+01        0.099    0.156    0.177    0.191    0.165    0.000        0.104    0.176    0.146    0.189    0.129    0.000
  0.69268E-01  0.49400E+01        0.099    0.155    0.178    0.189    0.161    0.000        0.104    0.179    0.150    0.191    0.126    0.000
  0.92351E-01  0.49448E+01        0.100    0.154    0.178    0.186    0.157    0.000        0.104    0.182    0.155    0.193    0.124    0.000
  0.11543E+00  0.49489E+01        0.100    0.153    0.179    0.182    0.152    0.000        0.105    0.185    0.159    0.195    0.121    0.000
  0.13850E+00  0.49523E+01        0.101    0.152    0.179    0.178    0.147    0.000        0.105    0.189    0.163    0.197    0.119    0.000
  0.16157E+00  0.49552E+01        0.102    0.152    0.179    0.174    0.142    0.000        0.106    0.192    0.167    0.199    0.116    0.000
  0.18463E+00  0.49577E+01        0.102    0.151    0.178    0.169    0.137    0.000        0.107    0.196    0.171    0.201    0.113    0.000
  0.20768E+00  0.49602E+01        0.103    0.151    0.178    0.165    0.131    0.000        0.108    0.199    0.175    0.202    0.109    0.000
  0.23072E+00  0.49630E+01        0.104    0.151    0.178    0.160    0.126    0.000        0.108    0.201    0.178    0.203    0.106    0.000
  0.25376E+00  0.49663E+01        0.105    0.150    0.177    0.155    0.121    0.000        0.108    0.203    0.182    0.204    0.103    0.000
  0.27678E+00  0.49706E+01        0.106    0.150    0.177    0.151    0.117    0.000        0.108    0.205    0.184    0.205    0.099    0.000
  0.29980E+00  0.49742E+01        0.107    0.149    0.176    0.147    0.112    0.000        0.108    0.206    0.187    0.207    0.096    0.000
  0.32282E+00  0.49782E+01        0.107    0.148    0.176    0.143    0.108    0.000        0.107    0.207    0.190    0.209    0.093    0.000
