
*******   STEP   1      *** AFFINE CALCULATION                 
    7   0.644E-03   0.183E-03   0.336E-03

*******   STEP   2      *** AFFINE CALCULATION                 
   10   0.625E-04   0.950E-05   0.163E-04

*******   STEP   3      *** AFFINE CALCULATION                 
    5   0.290E-03   0.193E-03   0.468E-03

*******   STEP   4      *** AFFINE CALCULATION                 
    5   0.321E-03   0.208E-03   0.856E-03

*******   STEP   5      *** AFFINE CALCULATION                 
    5   0.309E-03   0.169E-03   0.340E-03

*******   STEP   6      *** AFFINE CALCULATION                 
    5   0.326E-03   0.153E-03   0.334E-03

*******   STEP   7      *** AFFINE CALCULATION                 
    5   0.350E-03   0.141E-03   0.395E-03

*******   STEP   8      *** AFFINE CALCULATION                 
    5   0.366E-03   0.150E-03   0.683E-03

*******   STEP   9      *** AFFINE CALCULATION                 
    5   0.364E-03   0.152E-03   0.792E-03

*******   STEP  10      *** AFFINE CALCULATION                 
    5   0.352E-03   0.145E-03   0.801E-03

*******   STEP  11      *** AFFINE CALCULATION                 
    5   0.333E-03   0.154E-03   0.958E-03

*******   STEP  12      *** AFFINE CALCULATION                 
    5   0.326E-03   0.103E-03   0.125E-03

*******   STEP  13      *** AFFINE CALCULATION                 
    6   0.139E-03   0.191E-04   0.119E-03

*******   STEP  14      *** AFFINE CALCULATION                 
    5   0.329E-03   0.986E-04   0.405E-03

*******   STEP  15      *** AFFINE CALCULATION                 
    5   0.321E-03   0.878E-04   0.409E-03

*******   STEP  16      *** AFFINE CALCULATION                 
    5   0.308E-03   0.737E-04   0.360E-03

*******   STEP  17      *** AFFINE CALCULATION                 
    5   0.286E-03   0.668E-04   0.319E-03

*******   STEP  18      *** AFFINE CALCULATION                 
    5   0.272E-03   0.570E-04   0.248E-03

*******   STEP  19      *** AFFINE CALCULATION                 
    5   0.265E-03   0.516E-04   0.203E-03

*******   STEP  20      *** AFFINE CALCULATION                 
    5   0.258E-03   0.536E-04   0.194E-03

*******   STEP  21      *** AFFINE CALCULATION                 
    5   0.251E-03   0.558E-04   0.184E-03

*******   STEP  22      *** AFFINE CALCULATION                 
    6   0.152E-03   0.463E-04   0.410E-03

*******   STEP  23      *** AFFINE CALCULATION                 
    6   0.138E-03   0.198E-04   0.144E-03

*******   STEP  24      *** AFFINE CALCULATION                 
    6   0.140E-03   0.276E-04   0.250E-03

*******   STEP  25      *** AFFINE CALCULATION                 
    6   0.183E-03   0.116E-03   0.999E-03

*******   STEP  26      *** AFFINE CALCULATION                 
    6   0.152E-03   0.742E-04   0.656E-03

*******   STEP  27      *** AFFINE CALCULATION                 
    6   0.152E-03   0.826E-04   0.707E-03

*******   STEP  28      *** AFFINE CALCULATION                 
    6   0.144E-03   0.723E-04   0.618E-03

*******   STEP  29      *** AFFINE CALCULATION                 
    6   0.144E-03   0.723E-04   0.620E-03

*******   STEP  30      *** AFFINE CALCULATION                 
    6   0.145E-03   0.718E-04   0.623E-03

*******   STEP  31      *** AFFINE CALCULATION                 
    6   0.146E-03   0.733E-04   0.637E-03

*******   STEP  32      *** AFFINE CALCULATION                 
    6   0.146E-03   0.739E-04   0.642E-03

*******   STEP  33      *** AFFINE CALCULATION                 
    6   0.146E-03   0.742E-04   0.647E-03

*******   STEP  34      *** AFFINE CALCULATION                 
    6   0.145E-03   0.736E-04   0.641E-03

*******   STEP  35      *** AFFINE CALCULATION                 
    6   0.142E-03   0.718E-04   0.622E-03

*******   STEP  36      *** AFFINE CALCULATION                 
    6   0.138E-03   0.693E-04   0.596E-03

*******   STEP  37      *** AFFINE CALCULATION                 
    6   0.135E-03   0.669E-04   0.574E-03

*******   STEP  38      *** AFFINE CALCULATION                 
    6   0.133E-03   0.651E-04   0.562E-03

*******   STEP  39      *** AFFINE CALCULATION                 
    6   0.133E-03   0.637E-04   0.554E-03

*******   STEP  40      *** AFFINE CALCULATION                 
    6   0.131E-03   0.619E-04   0.543E-03

*******   STEP  41      *** AFFINE CALCULATION                 
    6   0.129E-03   0.594E-04   0.525E-03

*******   STEP  42      *** AFFINE CALCULATION                 
    6   0.126E-03   0.563E-04   0.501E-03

*******   STEP  43      *** AFFINE CALCULATION                 
    6   0.123E-03   0.527E-04   0.472E-03

*******   STEP  44      *** AFFINE CALCULATION                 
    6   0.119E-03   0.486E-04   0.441E-03

*******   STEP  45      *** AFFINE CALCULATION                 
    6   0.116E-03   0.440E-04   0.406E-03

*******   STEP  46      *** AFFINE CALCULATION                 
    6   0.113E-03   0.391E-04   0.370E-03

*******   STEP  47      *** AFFINE CALCULATION                 
    6   0.110E-03   0.339E-04   0.331E-03

*******   STEP  48      *** AFFINE CALCULATION                 
    6   0.113E-03   0.130E-03   0.440E-03

*******   STEP  49      *** AFFINE CALCULATION                 
    6   0.114E-03   0.331E-04   0.336E-03

*******   STEP  50      *** AFFINE CALCULATION                 
    5   0.191E-03   0.113E-03   0.878E-03

*******   STEP  51      *** AFFINE CALCULATION                 
    5   0.183E-03   0.101E-03   0.786E-03

*******   STEP   1      *** AFFINE CALCULATION                 
   10   0.115E-03   0.171E-03   0.676E-03

*******   STEP   2      *** AFFINE CALCULATION                 
   11   0.138E-03   0.178E-03   0.780E-03

*******   STEP   3      *** AFFINE CALCULATION                 
   10   0.164E-03   0.149E-03   0.574E-03

*******   STEP   4      *** AFFINE CALCULATION                 
    9   0.278E-03   0.212E-03   0.682E-03

*******   STEP   5      *** AFFINE CALCULATION                 
    9   0.330E-03   0.213E-03   0.563E-03

*******   STEP   6      *** AFFINE CALCULATION                 
    9   0.469E-03   0.285E-03   0.626E-03

*******   STEP   7      *** AFFINE CALCULATION                 
   11   0.189E-03   0.880E-04   0.836E-03

*******   STEP   8      *** AFFINE CALCULATION                 
   15   0.714E-04   0.465E-04   0.448E-03

*******   STEP   9      *** AFFINE CALCULATION                 
    7   0.975E-03   0.540E-03   0.783E-03

*******   STEP  10      *** AFFINE CALCULATION                 
    7   0.689E-03   0.364E-03   0.836E-03

*******   STEP  11      *** AFFINE CALCULATION                 
    8   0.495E-03   0.527E-03   0.487E-03

*******   STEP  12      *** AFFINE CALCULATION                 
   11   0.202E-03   0.265E-03   0.967E-03

*******   STEP  13      *** AFFINE CALCULATION                 
   11   0.177E-03   0.216E-03   0.895E-03

*******   STEP  14      *** AFFINE CALCULATION                 
   12   0.229E-03   0.763E-04   0.120E-03

*******   STEP  15      *** AFFINE CALCULATION                 
   11   0.374E-03   0.918E-04   0.374E-03

*******   STEP  16      *** AFFINE CALCULATION                 
   15   0.149E-03   0.100E-03   0.755E-03

*******   STEP  17      *** AFFINE CALCULATION                 
   13   0.128E-03   0.879E-04   0.587E-03

*******   STEP  18      *** AFFINE CALCULATION                 
   14   0.119E-03   0.113E-03   0.989E-03

*******   STEP  19      *** AFFINE CALCULATION                 
    9   0.639E-03   0.576E-03   0.745E-03

*******   STEP  20      *** AFFINE CALCULATION                 
    9   0.706E-03   0.718E-03   0.748E-03

*******   STEP  21      *** AFFINE CALCULATION                 
    9   0.761E-03   0.799E-03   0.972E-03

*******   STEP  22      *** AFFINE CALCULATION                 
    9   0.805E-03   0.936E-03   0.998E-03

*******   STEP  23      *** AFFINE CALCULATION                 
   14   0.895E-04   0.820E-04   0.602E-03

*******   STEP  24      *** AFFINE CALCULATION                 
   11   0.370E-03   0.473E-03   0.656E-03

*******   STEP  25      *** AFFINE CALCULATION                 
   11   0.361E-03   0.484E-03   0.570E-03

*******   STEP  26      *** AFFINE CALCULATION                 
   10   0.529E-03   0.731E-03   0.946E-03

*******   STEP  27      *** AFFINE CALCULATION                 
   11   0.376E-03   0.492E-03   0.641E-03

*******   STEP  28      *** AFFINE CALCULATION                 
   10   0.540E-03   0.693E-03   0.871E-03

*******   STEP  29      *** AFFINE CALCULATION                 
   10   0.624E-03   0.627E-03   0.645E-03

*******   STEP  30      *** AFFINE CALCULATION                 
    9   0.709E-03   0.568E-03   0.921E-03

*******   STEP  31      *** AFFINE CALCULATION                 
   14   0.406E-03   0.672E-03   0.781E-03

*******   STEP  32      *** AFFINE CALCULATION                 
   13   0.306E-03   0.575E-03   0.761E-03

*******   STEP  33      *** AFFINE CALCULATION                 
   14   0.155E-03   0.304E-03   0.852E-03

*******   STEP  34      *** AFFINE CALCULATION                 
   14   0.122E-03   0.234E-03   0.918E-03

*******   STEP  35      *** AFFINE CALCULATION                 
   14   0.976E-04   0.181E-03   0.817E-03

*******   STEP  36      *** AFFINE CALCULATION                 
   13   0.114E-03   0.200E-03   0.933E-03

*******   STEP   1      *** AFFINE CALCULATION                 
   17   0.332E-03   0.163E-03   0.930E-03

*******   STEP   2      *** AFFINE CALCULATION                 
   13   0.217E-03   0.952E-04   0.387E-03

*******   STEP   3      *** AFFINE CALCULATION                 
   20   0.130E-03   0.863E-04   0.336E-03

*******   STEP   4      *** AFFINE CALCULATION                 
   17   0.107E-03   0.137E-03   0.807E-03

*******   STEP   5      *** AFFINE CALCULATION                 
   11   0.290E-03   0.524E-03   0.687E-03

*******   STEP   6      *** AFFINE CALCULATION                 
   11   0.152E-03   0.233E-03   0.487E-03

*******   STEP   7      *** AFFINE CALCULATION                 
   11   0.187E-03   0.310E-03   0.521E-03

*******   STEP   8      *** AFFINE CALCULATION                 
   16   0.908E-04   0.778E-04   0.677E-03

*******   STEP   9      *** AFFINE CALCULATION                 
   10   0.405E-03   0.610E-03   0.828E-03

*******   STEP  10      *** AFFINE CALCULATION                 
   12   0.156E-03   0.197E-03   0.862E-03
