
*******   STEP   1      *** AFFINE CALCULATION                 
   19   0.867E-03   0.515E-04   0.785E-04

*******   STEP   2      *** AFFINE CALCULATION                 
   15   0.738E-03   0.643E-04   0.190E-03

*******   STEP   3      *** AFFINE CALCULATION                 
   12   0.872E-03   0.223E-03   0.725E-03

*******   STEP   4      *** AFFINE CALCULATION                 
   10   0.329E-03   0.209E-03   0.694E-03

*******   STEP   5      *** AFFINE CALCULATION                 
   16   0.448E-03   0.167E-04   0.542E-04

*******   STEP   6      *** AFFINE CALCULATION                 
   13   0.561E-03   0.650E-05   0.107E-04

*******   STEP   7      *** AFFINE CALCULATION                 
   12   0.226E-03   0.212E-03   0.825E-03

*******   STEP   8      *** AFFINE CALCULATION                 
    6   0.455E-03   0.118E-03   0.181E-03

*******   STEP   9      *** AFFINE CALCULATION                 
    6   0.555E-03   0.289E-03   0.890E-03

*******   STEP  10      *** AFFINE CALCULATION                 
   10   0.688E-03   0.995E-04   0.446E-03

*******   STEP  11      *** AFFINE CALCULATION                 
   11   0.416E-03   0.130E-03   0.618E-03

*******   STEP  12      *** AFFINE CALCULATION                 
   12   0.265E-03   0.131E-03   0.649E-03

*******   STEP  13      *** AFFINE CALCULATION                 
   15   0.358E-03   0.169E-03   0.865E-03

*******   STEP  14      *** AFFINE CALCULATION                 
    7   0.241E-03   0.138E-03   0.702E-03

*******   STEP  15      *** AFFINE CALCULATION                 
    7   0.246E-03   0.142E-03   0.714E-03

*******   STEP  16      *** AFFINE CALCULATION                 
    7   0.240E-03   0.878E-04   0.446E-03
