     Evm         C11  C22  C33  C23  C13  C12   C44  C55  C66                                                                   A1  A2  A3
     0.00000     0.1436E+06  0.1435E+06  0.1433E+06  0.7136E+05  0.7111E+05  0.7123E+05  0.3627E+05  0.3600E+05  0.3617E+05     0.7256E-05  0.7313E-05  0.7202E-05
     0.00999     0.1435E+06  0.1434E+06  0.1433E+06  0.7134E+05  0.7116E+05  0.7127E+05  0.3626E+05  0.3604E+05  0.3621E+05     0.7247E-05  0.7316E-05  0.7208E-05
     0.01999     0.1435E+06  0.1434E+06  0.1433E+06  0.7130E+05  0.7117E+05  0.7130E+05  0.3620E+05  0.3607E+05  0.3624E+05     0.7275E-05  0.7283E-05  0.7213E-05
     0.02998     0.1437E+06  0.1433E+06  0.1432E+06  0.7130E+05  0.7117E+05  0.7127E+05  0.3616E+05  0.3608E+05  0.3622E+05     0.7354E-05  0.7247E-05  0.7170E-05
     0.03998     0.1441E+06  0.1432E+06  0.1433E+06  0.7126E+05  0.7110E+05  0.7120E+05  0.3606E+05  0.3606E+05  0.3617E+05     0.7474E-05  0.7154E-05  0.7143E-05
     0.04997     0.1446E+06  0.1433E+06  0.1431E+06  0.7121E+05  0.7106E+05  0.7109E+05  0.3595E+05  0.3603E+05  0.3611E+05     0.7603E-05  0.7121E-05  0.7047E-05
     0.05997     0.1449E+06  0.1433E+06  0.1431E+06  0.7119E+05  0.7097E+05  0.7106E+05  0.3588E+05  0.3597E+05  0.3611E+05     0.7691E-05  0.7090E-05  0.6989E-05
     0.06997     0.1452E+06  0.1433E+06  0.1431E+06  0.7122E+05  0.7092E+05  0.7095E+05  0.3591E+05  0.3593E+05  0.3599E+05     0.7717E-05  0.7067E-05  0.6986E-05
     0.07997     0.1453E+06  0.1433E+06  0.1432E+06  0.7121E+05  0.7088E+05  0.7093E+05  0.3589E+05  0.3590E+05  0.3597E+05     0.7731E-05  0.7048E-05  0.6990E-05
     0.08996     0.1455E+06  0.1433E+06  0.1432E+06  0.7123E+05  0.7085E+05  0.7083E+05  0.3589E+05  0.3588E+05  0.3587E+05     0.7762E-05  0.7022E-05  0.6985E-05
     0.09996     0.1453E+06  0.1432E+06  0.1432E+06  0.7121E+05  0.7092E+05  0.7089E+05  0.3587E+05  0.3595E+05  0.3593E+05     0.7765E-05  0.7005E-05  0.6999E-05
     0.10996     0.1455E+06  0.1432E+06  0.1430E+06  0.7119E+05  0.7095E+05  0.7087E+05  0.3582E+05  0.3599E+05  0.3593E+05     0.7825E-05  0.6995E-05  0.6949E-05
     0.11996     0.1455E+06  0.1431E+06  0.1429E+06  0.7120E+05  0.7099E+05  0.7090E+05  0.3581E+05  0.3604E+05  0.3597E+05     0.7864E-05  0.6979E-05  0.6925E-05
     0.12995     0.1455E+06  0.1430E+06  0.1429E+06  0.7120E+05  0.7104E+05  0.7096E+05  0.3579E+05  0.3610E+05  0.3603E+05     0.7899E-05  0.6945E-05  0.6924E-05
     0.13995     0.1455E+06  0.1429E+06  0.1428E+06  0.7120E+05  0.7105E+05  0.7103E+05  0.3578E+05  0.3612E+05  0.3610E+05     0.7935E-05  0.6928E-05  0.6904E-05
     0.14994     0.1455E+06  0.1428E+06  0.1427E+06  0.7121E+05  0.7110E+05  0.7106E+05  0.3576E+05  0.3618E+05  0.3615E+05     0.7985E-05  0.6893E-05  0.6889E-05
     0.14994     0.1455E+06  0.1428E+06  0.1427E+06  0.7121E+05  0.7110E+05  0.7106E+05  0.3576E+05  0.3618E+05  0.3615E+05     0.7985E-05  0.6893E-05  0.6889E-05
