     Evm         C11  C22  C33  C23  C13  C12   C44  C55  C66                                                                   A1  A2  A3
     0.00000     0.2617E+03  0.2623E+03  0.2606E+03  0.1099E+03  0.1105E+03  0.1088E+03  0.7556E+02  0.7623E+02  0.7452E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.02309     0.2618E+03  0.2623E+03  0.2605E+03  0.1100E+03  0.1106E+03  0.1087E+03  0.7559E+02  0.7626E+02  0.7448E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.04639     0.2620E+03  0.2624E+03  0.2604E+03  0.1101E+03  0.1105E+03  0.1085E+03  0.7562E+02  0.7624E+02  0.7441E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.07028     0.2622E+03  0.2625E+03  0.2603E+03  0.1102E+03  0.1105E+03  0.1083E+03  0.7562E+02  0.7620E+02  0.7431E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.09501     0.2625E+03  0.2627E+03  0.2603E+03  0.1103E+03  0.1105E+03  0.1081E+03  0.7560E+02  0.7615E+02  0.7418E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.12073     0.2628E+03  0.2629E+03  0.2603E+03  0.1103E+03  0.1104E+03  0.1078E+03  0.7556E+02  0.7607E+02  0.7400E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.14741     0.2633E+03  0.2632E+03  0.2603E+03  0.1104E+03  0.1103E+03  0.1074E+03  0.7549E+02  0.7598E+02  0.7378E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.17494     0.2638E+03  0.2636E+03  0.2604E+03  0.1104E+03  0.1102E+03  0.1070E+03  0.7540E+02  0.7587E+02  0.7352E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.20315     0.2643E+03  0.2641E+03  0.2605E+03  0.1104E+03  0.1101E+03  0.1065E+03  0.7527E+02  0.7577E+02  0.7319E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.23181     0.2650E+03  0.2647E+03  0.2606E+03  0.1104E+03  0.1101E+03  0.1060E+03  0.7513E+02  0.7566E+02  0.7282E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.26072     0.2657E+03  0.2653E+03  0.2607E+03  0.1104E+03  0.1100E+03  0.1054E+03  0.7497E+02  0.7555E+02  0.7241E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.28967     0.2664E+03  0.2660E+03  0.2608E+03  0.1103E+03  0.1099E+03  0.1047E+03  0.7480E+02  0.7545E+02  0.7196E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.31845     0.2672E+03  0.2667E+03  0.2609E+03  0.1103E+03  0.1098E+03  0.1040E+03  0.7464E+02  0.7534E+02  0.7149E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.34688     0.2680E+03  0.2674E+03  0.2610E+03  0.1103E+03  0.1097E+03  0.1033E+03  0.7448E+02  0.7522E+02  0.7102E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.37479     0.2688E+03  0.2681E+03  0.2611E+03  0.1103E+03  0.1096E+03  0.1026E+03  0.7434E+02  0.7509E+02  0.7055E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.40201     0.2696E+03  0.2687E+03  0.2612E+03  0.1104E+03  0.1095E+03  0.1019E+03  0.7420E+02  0.7495E+02  0.7010E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.42841     0.2704E+03  0.2693E+03  0.2612E+03  0.1104E+03  0.1093E+03  0.1012E+03  0.7409E+02  0.7480E+02  0.6967E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.45386     0.2712E+03  0.2699E+03  0.2613E+03  0.1105E+03  0.1092E+03  0.1006E+03  0.7398E+02  0.7464E+02  0.6927E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.47824     0.2719E+03  0.2704E+03  0.2614E+03  0.1106E+03  0.1090E+03  0.1000E+03  0.7389E+02  0.7446E+02  0.6890E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.50148     0.2727E+03  0.2709E+03  0.2615E+03  0.1106E+03  0.1089E+03  0.9946E+02  0.7381E+02  0.7429E+02  0.6857E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.52353     0.2733E+03  0.2713E+03  0.2616E+03  0.1107E+03  0.1087E+03  0.9896E+02  0.7374E+02  0.7410E+02  0.6827E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.54438     0.2740E+03  0.2717E+03  0.2617E+03  0.1108E+03  0.1085E+03  0.9851E+02  0.7367E+02  0.7391E+02  0.6801E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.56413     0.2745E+03  0.2720E+03  0.2618E+03  0.1109E+03  0.1084E+03  0.9811E+02  0.7361E+02  0.7373E+02  0.6778E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.58296     0.2750E+03  0.2723E+03  0.2619E+03  0.1109E+03  0.1082E+03  0.9776E+02  0.7355E+02  0.7355E+02  0.6759E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.60146     0.2755E+03  0.2725E+03  0.2620E+03  0.1110E+03  0.1080E+03  0.9748E+02  0.7351E+02  0.7338E+02  0.6744E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.62038     0.2758E+03  0.2725E+03  0.2620E+03  0.1111E+03  0.1079E+03  0.9733E+02  0.7355E+02  0.7321E+02  0.6739E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.63953     0.2759E+03  0.2724E+03  0.2620E+03  0.1113E+03  0.1078E+03  0.9732E+02  0.7362E+02  0.7308E+02  0.6745E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.65933     0.2759E+03  0.2722E+03  0.2618E+03  0.1114E+03  0.1077E+03  0.9737E+02  0.7371E+02  0.7302E+02  0.6754E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.68026     0.2759E+03  0.2719E+03  0.2617E+03  0.1117E+03  0.1077E+03  0.9744E+02  0.7385E+02  0.7301E+02  0.6766E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.70270     0.2758E+03  0.2716E+03  0.2614E+03  0.1119E+03  0.1077E+03  0.9751E+02  0.7404E+02  0.7304E+02  0.6778E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.72697     0.2757E+03  0.2712E+03  0.2611E+03  0.1122E+03  0.1077E+03  0.9759E+02  0.7427E+02  0.7311E+02  0.6791E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.75327     0.2756E+03  0.2709E+03  0.2608E+03  0.1125E+03  0.1077E+03  0.9767E+02  0.7452E+02  0.7324E+02  0.6805E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.78170     0.2755E+03  0.2705E+03  0.2605E+03  0.1127E+03  0.1078E+03  0.9776E+02  0.7480E+02  0.7344E+02  0.6818E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.81222     0.2753E+03  0.2702E+03  0.2602E+03  0.1130E+03  0.1078E+03  0.9785E+02  0.7509E+02  0.7373E+02  0.6833E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.84467     0.2751E+03  0.2699E+03  0.2599E+03  0.1131E+03  0.1079E+03  0.9795E+02  0.7535E+02  0.7411E+02  0.6847E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.87877     0.2748E+03  0.2697E+03  0.2597E+03  0.1132E+03  0.1081E+03  0.9805E+02  0.7556E+02  0.7457E+02  0.6863E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.91419     0.2745E+03  0.2696E+03  0.2594E+03  0.1132E+03  0.1083E+03  0.9816E+02  0.7569E+02  0.7506E+02  0.6880E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.95054     0.2741E+03  0.2696E+03  0.2593E+03  0.1131E+03  0.1086E+03  0.9827E+02  0.7567E+02  0.7554E+02  0.6899E+02     0.0000E+00  0.0000E+00  0.0000E+00
     0.98734     0.2737E+03  0.2697E+03  0.2593E+03  0.1128E+03  0.1089E+03  0.9842E+02  0.7545E+02  0.7597E+02  0.6922E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.02410     0.2732E+03  0.2699E+03  0.2593E+03  0.1124E+03  0.1092E+03  0.9862E+02  0.7503E+02  0.7635E+02  0.6953E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.06037     0.2725E+03  0.2702E+03  0.2595E+03  0.1119E+03  0.1096E+03  0.9886E+02  0.7446E+02  0.7672E+02  0.6991E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.09577     0.2719E+03  0.2704E+03  0.2596E+03  0.1114E+03  0.1100E+03  0.9913E+02  0.7381E+02  0.7706E+02  0.7035E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.12998     0.2712E+03  0.2707E+03  0.2596E+03  0.1110E+03  0.1104E+03  0.9939E+02  0.7311E+02  0.7740E+02  0.7083E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.16273     0.2705E+03  0.2708E+03  0.2596E+03  0.1105E+03  0.1109E+03  0.9962E+02  0.7242E+02  0.7773E+02  0.7132E+02     0.0000E+00  0.0000E+00  0.0000E+00
     1.19380     0.2699E+03  0.2710E+03  0.2595E+03  0.1102E+03  0.1113E+03  0.9979E+02  0.7178E+02  0.7806E+02  0.7178E+02     0.0000E+00  0.0000E+00  0.0000E+00
