        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.00000E+00  0.26995E+01        0.114    0.159    0.193    0.196    0.190    0.000        0.097    0.158    0.125    0.177    0.124    0.000
  0.23091E-01  0.28527E+01        0.116    0.159    0.187    0.198    0.196    0.000        0.099    0.160    0.124    0.173    0.125    0.000
  0.46462E-01  0.30129E+01        0.118    0.158    0.183    0.198    0.201    0.000        0.098    0.160    0.122    0.173    0.127    0.000
  0.70639E-01  0.31836E+01        0.119    0.157    0.178    0.198    0.205    0.000        0.098    0.160    0.120    0.176    0.129    0.000
  0.96049E-01  0.33656E+01        0.121    0.155    0.172    0.196    0.207    0.000        0.098    0.160    0.118    0.181    0.132    0.000
  0.12299E+00  0.35579E+01        0.122    0.152    0.165    0.193    0.209    0.000        0.098    0.161    0.117    0.186    0.135    0.000
  0.15164E+00  0.37615E+01        0.123    0.149    0.158    0.188    0.211    0.000        0.099    0.163    0.116    0.191    0.138    0.000
  0.18202E+00  0.39766E+01        0.124    0.145    0.151    0.183    0.211    0.000        0.099    0.165    0.114    0.196    0.141    0.000
  0.21407E+00  0.42027E+01        0.125    0.142    0.144    0.178    0.212    0.000        0.100    0.167    0.112    0.202    0.145    0.000
  0.24763E+00  0.44389E+01        0.126    0.138    0.137    0.172    0.212    0.000        0.101    0.169    0.110    0.207    0.148    0.000
  0.28248E+00  0.46833E+01        0.127    0.134    0.131    0.165    0.212    0.000        0.101    0.170    0.107    0.212    0.151    0.000
  0.31835E+00  0.49336E+01        0.128    0.131    0.126    0.159    0.212    0.000        0.101    0.170    0.105    0.216    0.153    0.000
  0.35490E+00  0.51862E+01        0.129    0.128    0.122    0.154    0.213    0.000        0.100    0.169    0.103    0.221    0.155    0.000
  0.39180E+00  0.54372E+01        0.130    0.125    0.118    0.148    0.212    0.000        0.098    0.168    0.102    0.227    0.156    0.000
  0.42870E+00  0.56870E+01        0.131    0.122    0.116    0.144    0.213    0.000        0.096    0.165    0.100    0.232    0.157    0.000
  0.46521E+00  0.59313E+01        0.132    0.120    0.114    0.140    0.214    0.000        0.094    0.162    0.098    0.237    0.157    0.000
  0.50101E+00  0.61660E+01        0.134    0.118    0.112    0.136    0.215    0.000        0.091    0.158    0.096    0.243    0.157    0.000
  0.53576E+00  0.63878E+01        0.136    0.117    0.111    0.133    0.217    0.000        0.089    0.153    0.095    0.247    0.156    0.000
  0.56917E+00  0.65943E+01        0.138    0.116    0.112    0.131    0.219    0.000        0.085    0.149    0.094    0.251    0.154    0.000
  0.60101E+00  0.67846E+01        0.140    0.116    0.113    0.130    0.222    0.000        0.082    0.144    0.093    0.254    0.152    0.000
  0.63110E+00  0.69569E+01        0.142    0.117    0.117    0.131    0.226    0.000        0.077    0.137    0.092    0.256    0.147    0.000
  0.65935E+00  0.71064E+01        0.143    0.118    0.123    0.135    0.232    0.000        0.071    0.129    0.092    0.254    0.141    0.000
  0.68577E+00  0.72346E+01        0.144    0.119    0.134    0.144    0.244    0.000        0.063    0.116    0.091    0.243    0.130    0.000
  0.71051E+00  0.73341E+01        0.143    0.121    0.159    0.170    0.270    0.000        0.049    0.095    0.090    0.214    0.109    0.000
  0.73398E+00  0.73242E+01        0.152    0.122    0.209    0.243    0.328    0.000        0.027    0.053    0.082    0.149    0.072    0.000
  0.75723E+00  0.73982E+01        0.170    0.139    0.183    0.160    0.283    0.000        0.043    0.078    0.089    0.190    0.095    0.000
  0.78003E+00  0.75520E+01        0.174    0.161    0.173    0.131    0.225    0.000        0.057    0.110    0.097    0.246    0.103    0.000
  0.80310E+00  0.77050E+01        0.173    0.173    0.171    0.124    0.193    0.000        0.063    0.127    0.105    0.287    0.103    0.000
  0.82706E+00  0.78608E+01        0.173    0.180    0.171    0.122    0.177    0.000        0.063    0.132    0.111    0.312    0.102    0.000
  0.85233E+00  0.80173E+01        0.175    0.183    0.174    0.121    0.168    0.000        0.062    0.130    0.114    0.319    0.099    0.000
  0.87918E+00  0.81731E+01        0.178    0.186    0.177    0.121    0.165    0.000        0.060    0.125    0.115    0.315    0.095    0.000
  0.90774E+00  0.83282E+01        0.182    0.188    0.180    0.120    0.167    0.000        0.058    0.119    0.113    0.299    0.092    0.000
  0.93802E+00  0.84781E+01        0.187    0.188    0.182    0.120    0.174    0.000        0.057    0.113    0.110    0.275    0.090    0.000
