        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.00000E+00  0.37235E+01        0.145    0.244    0.078    0.084    0.078    0.000        0.533    0.915    0.234    0.290    0.234    0.000
  0.23092E-01  0.37081E+01        0.145    0.241    0.075    0.084    0.082    0.000        0.534    0.917    0.229    0.285    0.238    0.000
  0.46183E-01  0.36973E+01        0.149    0.237    0.071    0.082    0.085    0.000        0.534    0.917    0.223    0.283    0.242    0.000
  0.69276E-01  0.36753E+01        0.150    0.231    0.067    0.080    0.087    0.000        0.534    0.919    0.217    0.289    0.247    0.000
  0.92368E-01  0.36614E+01        0.152    0.225    0.063    0.078    0.089    0.000        0.533    0.919    0.210    0.298    0.251    0.000
  0.11546E+00  0.36478E+01        0.153    0.218    0.059    0.076    0.090    0.000        0.533    0.919    0.203    0.307    0.255    0.000
  0.13855E+00  0.36347E+01        0.154    0.212    0.055    0.073    0.092    0.000        0.532    0.919    0.196    0.315    0.259    0.000
  0.16164E+00  0.36310E+01        0.156    0.208    0.052    0.070    0.093    0.000        0.531    0.917    0.190    0.323    0.263    0.000
  0.18473E+00  0.36346E+01        0.159    0.204    0.050    0.067    0.095    0.000        0.530    0.915    0.184    0.331    0.265    0.000
  0.20782E+00  0.36425E+01        0.162    0.202    0.048    0.064    0.096    0.000        0.529    0.913    0.179    0.339    0.267    0.000
  0.23091E+00  0.36563E+01        0.166    0.201    0.046    0.061    0.098    0.000        0.527    0.909    0.175    0.346    0.269    0.000
  0.25400E+00  0.36741E+01        0.170    0.201    0.045    0.058    0.099    0.000        0.525    0.906    0.171    0.354    0.270    0.000
  0.27708E+00  0.36954E+01        0.175    0.201    0.044    0.056    0.100    0.000        0.523    0.902    0.166    0.364    0.270    0.000
  0.30017E+00  0.37228E+01        0.181    0.202    0.042    0.054    0.102    0.000        0.521    0.899    0.161    0.375    0.270    0.000
  0.32325E+00  0.37535E+01        0.187    0.204    0.042    0.051    0.103    0.000        0.519    0.895    0.158    0.387    0.269    0.000
  0.34632E+00  0.37880E+01        0.194    0.206    0.041    0.049    0.104    0.000        0.517    0.892    0.154    0.399    0.269    0.000
  0.36939E+00  0.38273E+01        0.201    0.209    0.040    0.047    0.106    0.000        0.515    0.888    0.151    0.412    0.268    0.000
  0.39246E+00  0.38718E+01        0.209    0.212    0.040    0.045    0.107    0.000        0.513    0.885    0.148    0.424    0.267    0.000
  0.41552E+00  0.39217E+01        0.217    0.216    0.039    0.043    0.108    0.000        0.512    0.883    0.146    0.437    0.266    0.000
  0.43857E+00  0.39763E+01        0.226    0.220    0.039    0.041    0.109    0.000        0.510    0.880    0.143    0.449    0.265    0.000
  0.46161E+00  0.40362E+01        0.235    0.225    0.038    0.040    0.110    0.000        0.509    0.878    0.140    0.462    0.263    0.000
  0.48465E+00  0.41019E+01        0.245    0.230    0.037    0.038    0.111    0.000        0.508    0.876    0.138    0.474    0.261    0.000
  0.50768E+00  0.41738E+01        0.256    0.236    0.037    0.036    0.111    0.000        0.507    0.874    0.135    0.485    0.260    0.000
  0.53070E+00  0.42522E+01        0.267    0.242    0.036    0.034    0.112    0.000        0.506    0.872    0.132    0.496    0.258    0.000
  0.55371E+00  0.43372E+01        0.279    0.248    0.035    0.032    0.113    0.000        0.504    0.871    0.132    0.512    0.256    0.000
  0.57670E+00  0.44275E+01        0.291    0.254    0.034    0.030    0.113    0.000        0.503    0.869    0.130    0.521    0.255    0.000
  0.59969E+00  0.45239E+01        0.303    0.261    0.033    0.029    0.113    0.000        0.501    0.866    0.129    0.528    0.253    0.000
  0.62266E+00  0.46245E+01        0.316    0.268    0.032    0.027    0.114    0.000        0.499    0.862    0.127    0.535    0.250    0.000
  0.64563E+00  0.47270E+01        0.328    0.274    0.031    0.026    0.114    0.000        0.494    0.855    0.126    0.540    0.248    0.000
  0.66858E+00  0.48260E+01        0.340    0.280    0.030    0.024    0.114    0.000        0.488    0.845    0.125    0.543    0.244    0.000
  0.69153E+00  0.49190E+01        0.350    0.286    0.030    0.023    0.114    0.000        0.479    0.831    0.123    0.544    0.241    0.000
  0.71448E+00  0.50031E+01        0.360    0.290    0.029    0.022    0.115    0.000        0.468    0.814    0.122    0.544    0.236    0.000
  0.73742E+00  0.50787E+01        0.368    0.295    0.028    0.021    0.115    0.000        0.456    0.795    0.122    0.542    0.232    0.000
  0.76036E+00  0.51494E+01        0.376    0.299    0.028    0.020    0.117    0.000        0.441    0.772    0.122    0.546    0.226    0.000
  0.78331E+00  0.52075E+01        0.382    0.303    0.027    0.019    0.118    0.000        0.427    0.750    0.123    0.545    0.222    0.000
  0.80626E+00  0.52571E+01        0.388    0.306    0.027    0.019    0.119    0.000        0.413    0.729    0.125    0.544    0.217    0.000
  0.82922E+00  0.53024E+01        0.393    0.309    0.026    0.018    0.120    0.000        0.400    0.708    0.127    0.543    0.213    0.000
  0.85218E+00  0.53411E+01        0.397    0.311    0.026    0.018    0.121    0.000        0.387    0.690    0.129    0.539    0.209    0.000
  0.87516E+00  0.53760E+01        0.401    0.314    0.026    0.018    0.123    0.000        0.375    0.672    0.132    0.538    0.205    0.000
  0.89814E+00  0.54061E+01        0.404    0.316    0.026    0.018    0.124    0.000        0.364    0.656    0.134    0.533    0.202    0.000
  0.92113E+00  0.54366E+01        0.407    0.318    0.026    0.018    0.125    0.000        0.354    0.640    0.136    0.533    0.198    0.000
  0.94413E+00  0.54619E+01        0.409    0.320    0.027    0.018    0.126    0.000        0.345    0.627    0.139    0.531    0.195    0.000
  0.96713E+00  0.54884E+01        0.412    0.322    0.027    0.018    0.128    0.000        0.336    0.615    0.141    0.532    0.191    0.000
  0.99014E+00  0.54916E+01        0.412    0.322    0.026    0.018    0.128    0.000        0.337    0.617    0.143    0.528    0.193    0.000
  0.10132E+01  0.54950E+01        0.413    0.322    0.026    0.018    0.128    0.000        0.338    0.619    0.145    0.526    0.194    0.000
  0.10362E+01  0.55078E+01        0.413    0.322    0.026    0.017    0.128    0.000        0.338    0.620    0.146    0.524    0.195    0.000
  0.10592E+01  0.55112E+01        0.414    0.323    0.026    0.017    0.129    0.000        0.339    0.621    0.148    0.524    0.196    0.000
  0.10822E+01  0.55193E+01        0.414    0.323    0.025    0.017    0.129    0.000        0.340    0.623    0.149    0.524    0.197    0.000
  0.11053E+01  0.55265E+01        0.415    0.323    0.025    0.017    0.129    0.000        0.340    0.625    0.149    0.525    0.198    0.000
  0.11283E+01  0.55336E+01        0.416    0.324    0.025    0.017    0.130    0.000        0.340    0.626    0.150    0.525    0.199    0.000
  0.11514E+01  0.55372E+01        0.416    0.324    0.025    0.017    0.130    0.000        0.341    0.627    0.151    0.526    0.200    0.000
        EPSvm          Svm        SDEV1    SDEV2    SDEV3    SDEV4    SDEV5    SDEV6        DDEV1    DDEV2    DDEV3    DDEV4    DDEV5    DDEV6
  0.77290E+00  0.52301E+01        0.339    0.352    0.010    0.013    0.152    0.000        0.171    0.918    0.278    0.495    0.234    0.000
  0.78797E+00  0.52599E+01        0.349    0.349    0.009    0.013    0.150    0.000        0.151    0.892    0.241    0.534    0.246    0.000
  0.79969E+00  0.52887E+01        0.359    0.346    0.010    0.014    0.147    0.000        0.164    0.856    0.209    0.562    0.251    0.000
  0.80792E+00  0.53176E+01        0.370    0.343    0.010    0.014    0.144    0.000        0.201    0.810    0.184    0.578    0.249    0.000
  0.81289E+00  0.53455E+01        0.382    0.339    0.012    0.015    0.140    0.000        0.248    0.756    0.171    0.581    0.239    0.000
  0.81513E+00  0.53781E+01        0.397    0.334    0.015    0.016    0.134    0.000        0.298    0.695    0.166    0.568    0.222    0.000
  0.81462E+00  0.54435E+01        0.416    0.324    0.025    0.017    0.130    0.000        0.341    0.626    0.151    0.526    0.200    0.000
  0.78712E+00  0.56660E+01        0.394    0.295    0.025    0.014    0.144    0.000        0.351    0.597    0.142    0.401    0.220    0.000
  0.78753E+00  0.57103E+01        0.387    0.272    0.019    0.011    0.140    0.000        0.392    0.577    0.185    0.345    0.228    0.000
  0.79630E+00  0.57209E+01        0.388    0.259    0.017    0.009    0.131    0.000        0.441    0.542    0.227    0.302    0.222    0.000
  0.80509E+00  0.57244E+01        0.391    0.248    0.016    0.008    0.121    0.000        0.487    0.497    0.267    0.264    0.211    0.000
  0.81181E+00  0.57251E+01        0.394    0.239    0.016    0.007    0.113    0.000        0.528    0.447    0.305    0.241    0.199    0.000
  0.81568E+00  0.57242E+01        0.398    0.230    0.017    0.007    0.106    0.000        0.564    0.392    0.340    0.238    0.187    0.000
