     Evm         C11  C22  C33  C23  C13  C12   C44  C55  C66                                                                   A1  A2  A3
     0.00000     0.2702E+03  0.2708E+03  0.2693E+03  0.1110E+03  0.1116E+03  0.1101E+03  0.7933E+02  0.7992E+02  0.7842E+02     0.4956E-06  0.4956E-06  0.4956E-06
     0.02309     0.2703E+03  0.2708E+03  0.2692E+03  0.1111E+03  0.1116E+03  0.1100E+03  0.7931E+02  0.7992E+02  0.7843E+02     0.4953E-06  0.4956E-06  0.4960E-06
     0.04618     0.2705E+03  0.2710E+03  0.2693E+03  0.1111E+03  0.1115E+03  0.1098E+03  0.7924E+02  0.7985E+02  0.7839E+02     0.4950E-06  0.4955E-06  0.4963E-06
     0.06928     0.2708E+03  0.2712E+03  0.2694E+03  0.1110E+03  0.1114E+03  0.1096E+03  0.7910E+02  0.7975E+02  0.7831E+02     0.4947E-06  0.4955E-06  0.4966E-06
     0.09237     0.2712E+03  0.2715E+03  0.2696E+03  0.1110E+03  0.1113E+03  0.1094E+03  0.7892E+02  0.7961E+02  0.7819E+02     0.4946E-06  0.4954E-06  0.4969E-06
     0.11546     0.2716E+03  0.2719E+03  0.2698E+03  0.1108E+03  0.1111E+03  0.1091E+03  0.7869E+02  0.7944E+02  0.7802E+02     0.4944E-06  0.4953E-06  0.4971E-06
     0.13855     0.2721E+03  0.2724E+03  0.2701E+03  0.1107E+03  0.1110E+03  0.1087E+03  0.7844E+02  0.7926E+02  0.7781E+02     0.4944E-06  0.4952E-06  0.4973E-06
     0.16164     0.2727E+03  0.2730E+03  0.2705E+03  0.1106E+03  0.1108E+03  0.1083E+03  0.7817E+02  0.7907E+02  0.7756E+02     0.4944E-06  0.4950E-06  0.4974E-06
     0.18473     0.2733E+03  0.2736E+03  0.2708E+03  0.1104E+03  0.1107E+03  0.1079E+03  0.7788E+02  0.7888E+02  0.7728E+02     0.4945E-06  0.4949E-06  0.4975E-06
     0.20782     0.2739E+03  0.2742E+03  0.2711E+03  0.1102E+03  0.1105E+03  0.1074E+03  0.7757E+02  0.7871E+02  0.7698E+02     0.4946E-06  0.4947E-06  0.4975E-06
     0.23091     0.2745E+03  0.2749E+03  0.2714E+03  0.1101E+03  0.1104E+03  0.1069E+03  0.7726E+02  0.7855E+02  0.7666E+02     0.4948E-06  0.4946E-06  0.4975E-06
     0.25400     0.2752E+03  0.2755E+03  0.2717E+03  0.1099E+03  0.1103E+03  0.1064E+03  0.7695E+02  0.7840E+02  0.7633E+02     0.4950E-06  0.4944E-06  0.4975E-06
     0.27708     0.2758E+03  0.2762E+03  0.2720E+03  0.1097E+03  0.1101E+03  0.1059E+03  0.7663E+02  0.7826E+02  0.7600E+02     0.4952E-06  0.4942E-06  0.4974E-06
     0.30017     0.2764E+03  0.2769E+03  0.2722E+03  0.1095E+03  0.1100E+03  0.1055E+03  0.7631E+02  0.7814E+02  0.7567E+02     0.4955E-06  0.4940E-06  0.4973E-06
     0.32325     0.2769E+03  0.2775E+03  0.2725E+03  0.1094E+03  0.1099E+03  0.1050E+03  0.7600E+02  0.7802E+02  0.7535E+02     0.4958E-06  0.4939E-06  0.4972E-06
     0.34632     0.2775E+03  0.2781E+03  0.2727E+03  0.1092E+03  0.1099E+03  0.1045E+03  0.7569E+02  0.7791E+02  0.7505E+02     0.4961E-06  0.4937E-06  0.4971E-06
     0.36939     0.2780E+03  0.2787E+03  0.2730E+03  0.1091E+03  0.1098E+03  0.1041E+03  0.7540E+02  0.7780E+02  0.7477E+02     0.4964E-06  0.4936E-06  0.4969E-06
     0.39246     0.2785E+03  0.2792E+03  0.2732E+03  0.1090E+03  0.1097E+03  0.1037E+03  0.7511E+02  0.7770E+02  0.7450E+02     0.4967E-06  0.4934E-06  0.4967E-06
     0.41552     0.2790E+03  0.2798E+03  0.2734E+03  0.1088E+03  0.1096E+03  0.1033E+03  0.7482E+02  0.7761E+02  0.7425E+02     0.4970E-06  0.4933E-06  0.4965E-06
     0.43857     0.2794E+03  0.2802E+03  0.2737E+03  0.1087E+03  0.1095E+03  0.1029E+03  0.7455E+02  0.7752E+02  0.7403E+02     0.4973E-06  0.4932E-06  0.4963E-06
     0.46161     0.2798E+03  0.2807E+03  0.2739E+03  0.1086E+03  0.1094E+03  0.1026E+03  0.7429E+02  0.7743E+02  0.7382E+02     0.4976E-06  0.4932E-06  0.4960E-06
     0.48465     0.2802E+03  0.2811E+03  0.2741E+03  0.1085E+03  0.1093E+03  0.1023E+03  0.7404E+02  0.7734E+02  0.7363E+02     0.4979E-06  0.4931E-06  0.4958E-06
     0.50768     0.2806E+03  0.2814E+03  0.2743E+03  0.1084E+03  0.1092E+03  0.1020E+03  0.7380E+02  0.7726E+02  0.7346E+02     0.4982E-06  0.4931E-06  0.4955E-06
     0.53070     0.2810E+03  0.2818E+03  0.2745E+03  0.1083E+03  0.1091E+03  0.1018E+03  0.7357E+02  0.7717E+02  0.7330E+02     0.4985E-06  0.4931E-06  0.4952E-06
     0.55371     0.2813E+03  0.2820E+03  0.2746E+03  0.1083E+03  0.1090E+03  0.1016E+03  0.7327E+02  0.7701E+02  0.7312E+02     0.4988E-06  0.4930E-06  0.4950E-06
     0.57670     0.2816E+03  0.2823E+03  0.2748E+03  0.1082E+03  0.1089E+03  0.1014E+03  0.7304E+02  0.7691E+02  0.7300E+02     0.4991E-06  0.4931E-06  0.4947E-06
     0.59969     0.2819E+03  0.2825E+03  0.2750E+03  0.1081E+03  0.1087E+03  0.1012E+03  0.7283E+02  0.7683E+02  0.7289E+02     0.4994E-06  0.4931E-06  0.4944E-06
     0.62266     0.2821E+03  0.2827E+03  0.2752E+03  0.1081E+03  0.1086E+03  0.1011E+03  0.7264E+02  0.7675E+02  0.7279E+02     0.4996E-06  0.4932E-06  0.4940E-06
     0.64563     0.2824E+03  0.2829E+03  0.2754E+03  0.1080E+03  0.1085E+03  0.1009E+03  0.7245E+02  0.7667E+02  0.7270E+02     0.4999E-06  0.4933E-06  0.4937E-06
     0.66858     0.2826E+03  0.2831E+03  0.2756E+03  0.1079E+03  0.1084E+03  0.1008E+03  0.7229E+02  0.7661E+02  0.7262E+02     0.5001E-06  0.4934E-06  0.4933E-06
     0.69153     0.2828E+03  0.2833E+03  0.2757E+03  0.1078E+03  0.1083E+03  0.1007E+03  0.7213E+02  0.7655E+02  0.7255E+02     0.5004E-06  0.4935E-06  0.4929E-06
     0.71448     0.2830E+03  0.2835E+03  0.2759E+03  0.1078E+03  0.1082E+03  0.1006E+03  0.7199E+02  0.7650E+02  0.7249E+02     0.5006E-06  0.4936E-06  0.4926E-06
     0.73742     0.2832E+03  0.2836E+03  0.2761E+03  0.1077E+03  0.1081E+03  0.1005E+03  0.7187E+02  0.7645E+02  0.7243E+02     0.5008E-06  0.4937E-06  0.4922E-06
     0.76036     0.2834E+03  0.2836E+03  0.2761E+03  0.1078E+03  0.1080E+03  0.1005E+03  0.7166E+02  0.7632E+02  0.7234E+02     0.5010E-06  0.4938E-06  0.4920E-06
     0.78331     0.2836E+03  0.2837E+03  0.2762E+03  0.1078E+03  0.1079E+03  0.1004E+03  0.7151E+02  0.7623E+02  0.7227E+02     0.5013E-06  0.4939E-06  0.4917E-06
     0.80626     0.2837E+03  0.2837E+03  0.2763E+03  0.1078E+03  0.1078E+03  0.1003E+03  0.7136E+02  0.7613E+02  0.7220E+02     0.5015E-06  0.4940E-06  0.4914E-06
     0.82922     0.2839E+03  0.2838E+03  0.2764E+03  0.1078E+03  0.1076E+03  0.1003E+03  0.7122E+02  0.7603E+02  0.7214E+02     0.5017E-06  0.4941E-06  0.4911E-06
     0.85218     0.2840E+03  0.2838E+03  0.2766E+03  0.1078E+03  0.1075E+03  0.1002E+03  0.7113E+02  0.7597E+02  0.7210E+02     0.5019E-06  0.4943E-06  0.4907E-06
     0.87516     0.2842E+03  0.2838E+03  0.2766E+03  0.1078E+03  0.1074E+03  0.1002E+03  0.7100E+02  0.7587E+02  0.7204E+02     0.5020E-06  0.4944E-06  0.4904E-06
     0.89814     0.2843E+03  0.2839E+03  0.2768E+03  0.1078E+03  0.1073E+03  0.1002E+03  0.7093E+02  0.7583E+02  0.7201E+02     0.5021E-06  0.4946E-06  0.4901E-06
     0.92113     0.2845E+03  0.2839E+03  0.2768E+03  0.1079E+03  0.1072E+03  0.1001E+03  0.7082E+02  0.7573E+02  0.7195E+02     0.5023E-06  0.4947E-06  0.4899E-06
     0.94413     0.2846E+03  0.2839E+03  0.2769E+03  0.1079E+03  0.1071E+03  0.1001E+03  0.7074E+02  0.7566E+02  0.7191E+02     0.5024E-06  0.4948E-06  0.4896E-06
     0.96713     0.2848E+03  0.2839E+03  0.2770E+03  0.1079E+03  0.1070E+03  0.1000E+03  0.7064E+02  0.7556E+02  0.7185E+02     0.5025E-06  0.4950E-06  0.4894E-06
